en_text,pl_text,bielik_translation,mixtral-8x22B_translation,llama3.1_translation,google_translation,chrf_bielik_translation,bleu_bielik_translation,bertscore_bielik_translation,comet_bielik_translation,chrf_mixtral-8x22B_translation,bleu_mixtral-8x22B_translation,bertscore_mixtral-8x22B_translation,comet_mixtral-8x22B_translation,chrf_llama3.1_translation,bleu_llama3.1_translation,bertscore_llama3.1_translation,comet_llama3.1_translation,chrf_google_translation,bleu_google_translation,bertscore_google_translation,comet_google_translation
"Enter. Jarl's still speakin' to his seer, but they should finish soon.",Wejdź. Jarl rozmawia jeszcze z wróżem. Zaraz powinien skończyć.,"Wpisz. Jarl wciąż rozmawia ze swoim wróżbitą, ale powinni skończyć niedługo."," Włóż się, Jarl ciągle rozmawia ze swoim prorokiem, ale powinni oni wkrótce skończyć.","Wejdźcie. Jarl wciąż rozmawia ze swoim wieszczem, ale powinni szybko skończyć.","Wejdź. Jarl wciąż rozmawia ze swoim jasnowidzem, ale niedługo powinni skończyć.",0.38782308269607085,0.022416933501922302,0.808189332485199,0.6362047791481018,0.37158981100509697,0.020448007360218394,0.7884159088134766,0.739081621170044,0.46354296524211075,0.024808415001701823,0.8502651453018188,0.8913640379905701,0.4759549980101779,0.04740604259878138,0.8529073596000671,0.9123599529266357
Save me!,Ratunku!,Uratuj mnie!, 'Uratuj mnie!',Ratuj mnie!,Ratuj mnie!,0.17251873333735027,0.0,0.7559204697608948,0.8737893104553223,0.16812468577174458,0.0,0.6929478645324707,0.8189709186553955,0.27721038686813665,0.0,0.814073383808136,0.9087312817573547,0.27721038686813665,0.0,0.814073383808136,0.9087313413619995
We learned something about Ciri.,Dowiedzieliśmy się czegoś o Ciri.,Dowiedzieliśmy się czegoś o Ciri., Dowiedzieliśmy się czegoś o Ciri.,Poznaliśmy coś o Cirze.,Dowiedzieliśmy się czegoś o Ciri.,1.0,1.0,1.0,0.9881466031074524,1.0,1.0,1.0,0.9881466031074524,0.26819328141682314,0.06257106818159155,0.8701980710029602,0.8809007406234741,1.0,1.0,1.0,0.9881466627120972
We're gonna choke and die.,A mogliśmy zostać na uczcie.,"""Mamy zamiar się dławić i umrzeć.""", 'Zadusimy się i umrzemy.',Zdechliśmy.,Udusimy się i umrzemy.,0.11682989980862328,0.0,0.7012932896614075,0.632821261882782,0.0843407538453979,0.0,0.6848745346069336,0.5685756802558899,0.13944683657072748,0.0,0.7263317704200745,0.618294358253479,0.07832939322301032,0.0,0.7088974118232727,0.5324220657348633
Go to the wake with me?,Zechcesz mi towarzyszyć na uczcie?,Pójdziesz ze mną na czuwanie?, Poprowadź mnie na czuwanie?,Czy pójdziesz ze mną na czuwanie?,Pójdziesz ze mną na stypę?,0.1547517998900694,0.05372849659117709,0.7415550947189331,0.7505649924278259,0.13241073133273054,0.06257106818159155,0.7599612474441528,0.5876572132110596,0.16455068607306553,0.040824829046386304,0.725566029548645,0.7381982207298279,0.10967678871801324,0.05372849659117709,0.7300302386283875,0.6982035040855408
"Told ye, he's a witcher, a cunning man. He knows these things!","Mówiłem ci, że to wiedźmin. Czarownik. Wie takie rzeczy.","Mówiłem ci, on jest wiedźminem, przebiegłą bestią. Zna te rzeczy!"," Mówiłem wam, to jest wiedźmin, chytry człowiek. On to wie!","Powiedziałem wam, że jest wiedźminem, człowiekiem przebiegłym. Wie takie rzeczy!","Mówiłem ci, że to wiedźmin, przebiegły człowiek. On takie rzeczy wie!",0.4188642045481919,0.0446323613785333,0.8146328926086426,0.8916311860084534,0.3292654091367584,0.025098621243978974,0.822964608669281,0.8790041208267212,0.4785876125116417,0.04939382737115371,0.8102179765701294,0.8655811548233032,0.6433141132196106,0.24808415001701817,0.8760440945625305,0.934868574142456
Think the djinn killed him?,To dżinn go zabił?,"Myślisz, że dżin zabił go?", 'Może dżinn go zabił?',"Czy sądzisz, że dżin go zabił?","Myślisz, że zabił go dżin?",0.33253382647109636,0.0,0.8786959648132324,0.9358500838279724,0.8214126385261372,0.16990442448471224,0.8999665379524231,0.9566338658332825,0.5741591741591742,0.08633400213704504,0.8717184066772461,0.9238516092300415,0.3834055188985432,0.05372849659117709,0.8566363453865051,0.9253995418548584
Come. There's a ledge outside this window. We must pass along it.,Podejdź tutaj. Wyjdziemy przez okno i dalej przedostaniemy się po gzymsie.,Chodź. Jest gzyms na zewnątrz tej okna. Musimy przejść wzdłuż niego., 'Chodź. Jest lista na zewnątrz tego okna. Musimy przejść po niej.',Chodź. Jest tam parapecie przy tym oknie. Musimy przejść tędy.,Chodź. Za tym oknem jest półka. Musimy przejść wzdłuż niej.,0.21599810484199866,0.0,0.7321358919143677,0.604769766330719,0.20838459869067436,0.018850319022747353,0.7181432843208313,0.6284024715423584,0.20660946549714218,0.0,0.7301825284957886,0.6491681933403015,0.1780206566360064,0.0,0.7245886921882629,0.7424931526184082
Love.,Na miłość.,Miłość., Miłość.,Miłość.,Miłość.,0.5180241762792206,0.0,0.9039806127548218,0.7552807927131653,0.5180241762792206,0.0,0.9039806127548218,0.7552807927131653,0.5180241762792206,0.0,0.9039806127548218,0.7552807927131653,0.5180241762792206,0.0,0.9039806127548218,0.7552807927131653
"Thanks, mate. Fayrlund - you know the place? I've me forge there. Come and visit, I'll have a reward for ye.","Dzięki, chłopie... Wiesz, gdzie jest Ferlund? Mam tam kuźnię. Wpadnij w odwiedziny, a dam ci coś w nagrodę.","Dzięki, stary. Fayrlund - znasz to miejsce? Mam tam swoją kuźnię. Wpadnij z wizytą, czeka cię nagroda."," 'Dziękuję, kolego. Fayrlund - znasz to miejsce? Mam tam swoją kuźnię. Zawitaj, będę mieć nagrodę za Ciebie.'","Dziękuję, stary. Fayrlund - znasz to miejsce? Mam tam swoją kuźnię. Przyjdź, przyjmę Cię gościnnie. W nagrodę dostaniesz coś wartościowego'","Dzięki, kolego. Fayrlund - znasz to miejsce? Mam tam kuźnię. Przyjdź i odwiedź, będę miał dla ciebie nagrodę.",0.37707764366022883,0.034297006525986155,0.8172724843025208,0.8672440052032471,0.29993889663460316,0.025382624775442047,0.749335527420044,0.8625049591064453,0.32882655814680656,0.024218026052883736,0.7619425058364868,0.8315717577934265,0.3914098979686071,0.060745880708766846,0.785850465297699,0.9056755900382996
Welcome to the Temple of Freya. I'm Kurisu. How can I help?,Witaj w świątyni Freyji. Jestem Kurisu. W czym mogę ci pomóc?,Witaj w Świątyni Frei. Jestem Kurisu. W czym mogę pomóc?, Witamy w Świątyni Frei. Jestem Kurisu. W jakim coś pomóc?,Witamy w Świątyni Freyi. Jestem Kurisu. W czym mogę pomóc?,Witaj w Temple of Freya. Jestem Kurisu. Jak mogę pomóc?,0.7443326806118439,0.42268392163412416,0.9173144102096558,0.8962302803993225,0.568297872474553,0.1073897713503587,0.8490492701530457,0.5454317927360535,0.7274536638735479,0.38662527162788296,0.9330434799194336,0.9422407150268555,0.4527677940315778,0.06320598870573935,0.9294678568840027,0.883805513381958
"And a most humble greeting to you, sir. Name's Karl, but Whistling Whacker they call me.","Kłaniam się uniżenie. Jestem Karl, zwany Świszczącą Pałą.","""Bardzo uniżone pozdrowienia dla pana. Nazywam się Karl, ale wołają mnie też Wyjący Łamignat."""," ""I najprawdopodobniej pryncypialne pozdrowienie dla Pana. Mam na imię Karl, ale zwą mnie Świszcząca Chusta.""","I najpokorniejsze pozdrowienia dla ciebie, sir. Nazywam się Karl, ale ludzie mówią o mnie Bzykający Zbir.","I najskromniejsze pozdrowienia dla pana. Nazywam się Karl, ale nazywają mnie Whistling Whacker.",0.25836512002135154,0.0169861974906263,0.7041586637496948,0.6592791080474854,0.30733392792280073,0.013217947626377298,0.6974887251853943,0.5430784225463867,0.2348763534871563,0.014628063653657535,0.6908682584762573,0.6201664209365845,0.2349409842543644,0.018476860420522198,0.6899687647819519,0.6013209223747253
Berserkers… But how'd they come to be here?,Berserkowie... Tylko skąd się tutaj wzięli?,Berserkers… Ale jak się tu znaleźli?, Berserkerzy… Ale skąd oni tu trafili?,'Berserkerzy… Ale jak oni tu trafili?',Berserkerzy... Ale skąd się tu wzięli?,0.25538584839753875,0.040824829046386304,0.7777762413024902,0.9060490131378174,0.2627878224486468,0.040824829046386304,0.8368347883224487,0.9438549280166626,0.22981983737808673,0.0,0.7746509313583374,0.8962180018424988,0.47723741157336713,0.09554427922043669,0.939177930355072,0.9706308841705322
Dammit. Probably marked one of the villagers.,Zraza. Pewnie naznaczył kogoś w wiosce.,Cholera. Prawdopodobnie oznaczył jednego z mieszkańców wsi., Zgn Clarkchanie. Prawdopodobnie opisuję jednego z mieszkańców wsi.,"Do diabła, prawdopodobnie oznaczyłem jednego z mieszkańców.",Do cholery. Prawdopodobnie oznaczył jednego z mieszkańców wioski.,0.29178279467550905,0.0,0.71797114610672,0.5598477125167847,0.17468106900951733,0.0,0.7136625051498413,0.5968468189239502,0.25861214966374346,0.0,0.7003697752952576,0.5234822034835815,0.3172994747311121,0.0,0.7505133748054504,0.701233983039856
You've seen Udalryk. It won't be an easy fight.,Widziałaś Udalryka. To nie będzie łatwa walka.,Widziałeś Udalryka. To nie będzie łatwa walka., Widziałeś Udalryka. Będzie to niełatwa walka.,"""Widziałeś już Udalkirka-To nie będzie łatwa walka.""",Widziałeś Udalryka. To nie będzie łatwa walka.,0.9043908353118879,0.8091067115702212,0.9891095757484436,0.9662128686904907,0.6898849326480905,0.041095991233501536,0.904334306716919,0.9460944533348083,0.6899027377810975,0.16348126556655487,0.8809449076652527,0.9274963140487671,0.9043908353118879,0.8091067115702212,0.9891095757484436,0.9662128686904907
"Clouds obscure the sky and turmoil grips the sea. Defend us, Great Mother.","Niebo jest pochmurne, a morze wzburzone. Matko, stań w naszej obronie.","Chmury zaciemniają niebo, a burza szaleje na morzu. Chroń nas, Wielka Matko."," 'Chmury zasnuwają niebo, a zamęt ogarnia morze. Chroni nas, Wielka Matko.'","'Chmury przesłaniają niebo, a burza szaleje w morzu. Broni nas Wielka Matko.'","Chmury przesłaniają niebo, a zamęt ogarnia morze. Broń nas, Wielka Matko.",0.27403143894513465,0.017033186037639283,0.7514390349388123,0.8750008940696716,0.266710019820473,0.018850319022747353,0.7165239453315735,0.7723574042320251,0.28470521230550105,0.020255986027125642,0.724612295627594,0.821151614189148,0.2669191073248873,0.018850319022747353,0.7480069994926453,0.8664164543151855
Water Hag,Baba wodna,Wodna wiedźma, 'Wodna Babka',"""Wróżka wodna""",Wodna wiedźma,0.25996529377263977,0.0,0.7766247987747192,0.6651391983032227,0.3387189591929009,0.0,0.781337320804596,0.7076630592346191,0.4734116009603597,0.0,0.7499991059303284,0.6611920595169067,0.25996529377263977,0.0,0.7766247987747192,0.6651391983032227
What is it? That a name?,O co chodzi? To jakieś imię?,Co to jest? Czy to nazwa?, Co to jest? Czy to imię?,Co to jest? Jest w tym jakiś sens?,Co to jest? To imię?,0.0737597867056444,0.0,0.8269332647323608,0.862143337726593,0.1773150429928043,0.040824829046386304,0.8550085425376892,0.936206042766571,0.13185574173754497,0.0,0.8281245827674866,0.8186311721801758,0.20367852938409223,0.05231223689135342,0.8596681952476501,0.9170628786087036
It's not drowners this time. It's Cerys. I'm looking for her.,"Tym razem nie chodzi o utopce, tylko o Cerys. Szukam jej.",To nie są płetwonurkowie tym razem. To jest Cerys. Szukam jej., Nie są to utopce tym razem. To Cerys. Szukam jej.,To nie topielcy tym razem. To Cerys. Szukam jej.,Tym razem to nie utopce. To Cerys. Szukam jej.,0.46832120987012926,0.10025157431478134,0.7993229031562805,0.6766666173934937,0.5545316974873676,0.09451499817700955,0.8429765701293945,0.8143620491027832,0.50771880944317,0.10212149527580384,0.8007445931434631,0.7555080056190491,0.5644517244054007,0.12507277759788113,0.8698603510856628,0.8836131691932678
"Hm, now that you mentioned him… just noticed Hjalmar's not here.",Skoro już się zgadało... Nie widzę wśród was Hjalmara.,"Hm, teraz kiedy o nim wspomniałeś... dopiero zauważyłem, że Hjalmara tu nie ma."," Hm, teraz, gdy wspomniałeś o nim… zauważyłem, że Hjalmar nie ma tu.","""Hmm, teraz gdy o nim wspomniałeś... zauważyłem, że Hjalmara tu nie ma.""","Hm, skoro o nim wspomniałeś… właśnie zauważyłem, że Hjalmara tu nie ma.",0.24478295710080736,0.0,0.7290411591529846,0.7946200370788574,0.19584931136466102,0.0,0.6890465617179871,0.7605748176574707,0.23742667893550704,0.0,0.7056096792221069,0.8259943127632141,0.238333296871312,0.0,0.6958439946174622,0.8092528581619263
"Sorry, not interested.",Nie jestem zainteresowany.,"Przepraszam, nie jestem zainteresowany."," Przepraszam, nie interesuje mnie.","Przepraszam, nie jestem zainteresowany.","Przykro mi, nie jestem zainteresowany.",0.9025296934147594,0.16990442448471224,0.8980520367622375,0.940473735332489,0.30836375744375594,0.0,0.7489676475524902,0.8604519367218018,0.9025296934147594,0.16990442448471224,0.8980520367622375,0.940473735332489,0.9105938264633915,0.11362193664674995,0.9049897789955139,0.9349076151847839
He probably thought they'd take him someplace safe.,"Pewnie myślał, że zabiorą go w bezpieczne miejsce.","On prawdopodobnie myślał, że zabiorą go gdzieś w bezpieczne miejsce."," Prawdopodobnie sądził, że zaprowadzą go gdzieś w bezpieczne miejsce.","Prawdopodobnie sądził, że zabiorą go w bezpieczne miejsce.","Pewnie myślał, że zabiorą go w jakieś bezpieczne miejsce.",0.8368991468703503,0.37991784282579627,0.9319320917129517,0.9637851715087891,0.5542313667007325,0.13485111859503685,0.8628615140914917,0.9535121321678162,0.7484021551070555,0.6803749333171202,0.9090781807899475,0.9612023234367371,0.9227117599260494,0.6606328636027614,0.9675485491752625,0.9708431959152222
What?,Co?,Co?, Co?,Co?,Co?,0.5,0.1778279410038923,0.9999998211860657,0.9946805834770203,0.5,0.1778279410038923,0.9999998211860657,0.9946804642677307,0.5,0.1778279410038923,0.9999998211860657,0.9946805834770203,0.5,0.1778279410038923,0.9999998211860657,0.9946805834770203
"I know you feel better, but you're yet too week to embark on a journey.","Wiem, że czujesz się lepiej, ale jesteś jeszcze zbyt słaba, żeby wyruszać w podróż.","Wiem, że czujesz się lepiej, ale jesteś nadal zbyt słaby/słaba, aby wyruszyć w podróż."," Wiem, że czujesz się lepiej, ale jeszcze nie masz sił na odbycie podróży.","Wiem, że się lepiej czujesz,但是 podroże jesteś zbyt słaby, aby wyruszyć w podróż.","Wiem, że czujesz się lepiej, ale jesteś jeszcze za słaby, żeby wyruszyć w podróż.",0.7375800513755242,0.4913270548144421,0.9400164484977722,0.9017456769943237,0.550632808987518,0.366248398130988,0.8578941226005554,0.8623142242431641,0.5698715663040519,0.04948748922524195,0.8877924084663391,0.5100048184394836,0.8273769322943766,0.5757575636202255,0.9658820629119873,0.9361051321029663
Wouldn't mind a look at your stock.,Chętnie się rozejrzę.,Nie miałbym nic przeciwko rzuceniu okiem na twój stan magazynowy., Nie byłbym przeciwny przeglądowi twojego asortymentu.,Nie miałbym nic przeciwko zajrzeniu do twoich towarów.,Nie miałbym nic przeciwko obejrzeniu Twoich akcji.,0.13351198089012506,0.0,0.6995766162872314,0.7613865733146667,0.13046834604152563,0.0,0.6851986050605774,0.7946091294288635,0.16352807063816244,0.0,0.7098591923713684,0.6719940304756165,0.17565870770635375,0.0,0.7086853384971619,0.7103024125099182
Silence. 'Tis her decision.,Milczcie. To jej decyzja.,Cisza. To jest jej decyzja., Cisza. To jej decyzja.,Milczenie. Jest to jej decyzja.,Cisza. To jej decyzja.,0.5497976318937527,0.12574334296829354,0.9066592454910278,0.9496473670005798,0.6111021282779754,0.3976353643835253,0.9169967174530029,0.9483064413070679,0.635517073860806,0.11362193664674995,0.9166491627693176,0.9644597172737122,0.6111021282779754,0.3976353643835253,0.9169967174530029,0.9483062624931335
