;meta[language=en]
; id      |key(hex)|key(str)| text
    550141|00000000||Where'd you get this idea? What's gotten into you?
    550143|00000000||I must avenge Vesemir.
    550145|00000000||The sabbath - it's the perfect opportunity. Imlerith will be drunk, among his cohorts, caught up in the revelry. He'll not expect the blow.
    550123|00000000||Dunno, enlighten me.
    550125|00000000||Imlerith.
    550127|00000000||We'll have no better chance to get him.
    550115|00000000||Enlighten me.
    549156|00000000||Geralt! Geeeraaalt!
    549157|00000000||Wake up!
    549160|00000000||Wha… what? What's happening?
    549162|00000000||Get up, we must go. I've saddled the horses.
    549197|00000000||Ciri, it's the crack of dawn. Where do you wanna go?
    547528|00000000||To Velen. Bald Mountain. But a few days till the witches' sabbath.
    550114|00000000||And guess who's the guest of honor.
    529751|00000000||Ciri! Get back to the keep!
    529752|00000000||No!
    531828|00000000||Geralt gave the signal!
    531830|00000000||I'm ready!
    543483|00000000||Elli Abadabra Sani!
    543485|00000000||Tetrah... Tetragh... Tetraglarie!
    543480|00000000||I saw it! Cover me!
    548151|00000000||Oh, you're in for it now!
    548152|00000000||Getting old! Your aim's off!
   1064962|00000000||Hahaha! Oh, I will thrash you!
    548150|00000000||Hey, that's cheating!
    565655|00000000||Too few of us.
    565707|00000000||There aren't enough of us. Sure, we repelled the Hunt's assault, but that was a miracle, plain and simple. Won't be so lucky next time.
    565709|00000000||Forgive me, Geralt, but that's the blatherin' of a man who clearly can't snap out of it after a tragic loss.
    565711|00000000||Drink it off, sleep it off, whatever it takes… Just get yourself together and think things through.
    565713|00000000||I'll do that, Zoltan.
    565656|00000000||Not that simple, unfortunately. We have no way of finding them, they find us easily. Can take us by surprise whenever they want.
    565654|00000000||Not that simple.
    465924|00000000||Come to see how I'm feelin'? Thanks, not bad.
    524918|00000000||That's good.
    524919|00000000||Argh, son, horrible about Vesemir. I know you were close.
    524920|00000000||Thanks. We were.
    524925|00000000||Listen, far be it from me to stick my beard where it'll no scratch no itch, so don't take this the wrong way. I want to help, whatever you decide. But to my mind, we've got to counterattack.
    524926|00000000||We've got to find the Hunt, Eredin, and charge at 'em both like a bull at a heifer.
    572961|00000000||Dammit all, he'll be missed.
    466174|00000000||Bring it!
    466172|00000000||Come on!
    466170|00000000||Hold your positions!
    319846|00000000||I'll keep an eye on him.
    310326|00000000||I'll keep an eye on Letho.
    319901|00000000||And I'll behave, I promise.
    319903|00000000||Watch this murderer, and you won't be watching the enemy. Why is the kingslayer so important?
    319905|00000000||Eredin's a king, ain't he?
    559318|00000000||Fuck you. Both.
    319848|00000000||I'm in charge here.
    319959|00000000||I'm in command here. I make the decisions. You both know there're no debates when you're at war.
    319961|00000000||You know what, Geralt? I've done many things in my life I wish I hadn't. But I've always respected those who I served, always put my trust in them.
    319963|00000000||Here, at Kaer Morhen, this will be the first time I do neither.
   1062868|00000000||We'll stay and help. But we don't want him at our backs.
    319887|00000000||Gotta save Ciri - whatever the cost. And Letho's faced the Hunt before.
    319889|00000000||I don't question his abilities. I simply don't trust him.
    319891|00000000||Letho won't betray us.
    319893|00000000||You're naïve, always have been. Usually I don't give a shit, but this time it could kill Ves and me both.
    559312|00000000||Think this through before it's too late.
    319844|00000000||You gotta understand me.
    535946|00000000||Ah, some old friends.
    536191|00000000||What's this whoreson doing here?
    536194|00000000||We need him.
    559315|00000000||You might've forgotten what he did. I haven't.
    535941|00000000||Glad to see you.
    535942|00000000||Hmph. Set out alone, Ves tracked me down. Insisted on coming.
    536186|00000000||I ought to give you a hiding for not asking my help. But I took it all out on Roche along the way.
   1061994|00000000||Good to see you again.
   1061992|00000000||Damn, it's good to see you again.
   1123852|00000000||No… let's go. They're waiting.
   1123849|00000000||No, let's go.
   1123855|00000000||Long as you really don't mind…
   1123858|00000000||Seemed to take that pretty well.
   1123860|00000000||Or wants us to think she did.
   1123863|00000000||Haven't been here in a while, have you?
   1123865|00000000||Too long. How's the guest room? Anything changed?
   1123867|00000000||Mhm. The bed… it, uh, broke.
   1123869|00000000||Not a problem. We'll sleep on the floor. Spread out a hide and…
   1123872|00000000||Ahem.
   1123874|00000000||Guess we should go.
   1123850|00000000||Only if you really don't mind…
   1123843|00000000||Would you like a moment to yourselves?
   1123846|00000000||Sorry, we didn't mean to--
   1123848|00000000||I know. It's a simple question. Do you want some time alone?
    462992|00000000||Glad to see you, Triss.
    522511|00000000||Thank Yennefer. She's the one who invited me.
    549984|00000000||There'll be time to talk later. We should confer now.
   1123878|00000000||I-- Maybe I'll give you two a moment.
   1123880|00000000||Triss, please…
   1123882|00000000||No, no. You must've missed each other terribly, A minute's delay won't hurt anyone.
   1123889|00000000||Fine. So a minute, then we go, all right?
   1123892|00000000||Hm. This is just a little awkward…
   1123894|00000000||Forty-five seconds.
   1123896|00000000||Huh?
   1123898|00000000||We've forty-five seconds left. Well, thirty, now. And then we throw the gauntlet at the Wild Hunt. So I beg you, use these seconds well.
   1123901|00000000||Yen, I adore you.
   1123903|00000000||Hm. No points for creativity. But for your candor…
   1123906|00000000||Time to go.
   1123884|00000000||Fine. A minute, then we go.
   1123883|00000000||No. We'd better all go now.
   1123886|00000000||No, we should get going. They're waiting for us.
    522544|00000000||Let's not stand out here.
    520117|00000000||Yes. Come, we should hold council.
   1061996|00000000||Time's short. Wild Hunt'll be here soon.
   1061993|00000000||Hunt'll be here soon.
    462983|00000000||No reason to do it out here. Come inside.
    462858|00000000||They're all here, everyone you asked for help. Avallac'h's resting in the tower - still in pretty bad shape.
    522469|00000000||Whoa, now. There, there, it's a--
    522472|00000000||What the--?
    522475|00000000||Welcome back, child…
    522478|00000000||Ah! Ciri! Haha…
    522481|00000000||My, you've grown beautiful.
    522484|00000000||No point standing around. Come on, time to greet the others.
    522486|00000000||You've not changed a bit. Any of you… All just like I remembered.
    522488|00000000||What?
    549628|00000000||Little sis!
    522515|00000000||It's grown cool. Come. We should hold council.
   1061976|00000000||Yen, you know the Wild Hunt better than anyone else. Tell us about the magic they use.
   1061978|00000000||Their navigators open portals, rifts that we might counter with dimeritium or our own magic.
   1061980|00000000||They also summon the frost that occupies the voids through which they travel.
   1062794|00000000||There's just not enough of us. It'll be a hard fight.
    466075|00000000||More incoming! Watch out!
    466077|00000000||Dammit!
    466073|00000000||There's too many of them!
    572909|00000000||Ready yourself, another wave's coming soon!
    572908|00000000||Watch out for yourself.
    572917|00000000||Close the damned gate!
    572918|00000000||The gate, dammit! Shut the gate!
   1074923|00000000||Large detachment approaching from the woods!
    577451|00000000||We need to close the gate before they get inside.
   1074921|00000000||Be alert! Watch out for each other! They've found a way inside!
    532804|00000000||Cut off the courtyard! Shut the gates!
    532922|00000000||Lambert, don't be a hero!
    532923|00000000||Geralt, go to Lambert, now!
    532951|00000000||We gotta pull back! Yennefer's strength is waning!
    532933|00000000||They killed him! The sons of bitches!
    562205|00000000||They killed Lambert!
    532946|00000000||Lambert, dammit! Stay with us!
   1074915|00000000||How'd you fare in the woods?!
   1074919|00000000||We sealed two rifts, then ran into one of the Hunt's lieutenants.
   1076913|00000000||Ready for battle?
    465103|00000000||I was born ready.
   1076911|00000000||Once it starts… no playing the hero, all right?
    465101|00000000||I get it. They're not run-of-the-mill wraiths.
   1062948|00000000||Damn piece of junk. Barely younger than Vesemir.
    542145|00000000||Having any luck?
   1076915|00000000||Any progress?
   1062950|00000000||Just can't get this thing to fling a bolt. They'll sooner appoint me hierarch of Novigrad.
    321078|00000000||Plough it! Not a second too soon!
    321080|00000000||Get back to your position.
    533060|00000000||Fall back! Through the gate, into the courtyard!
    533061|00000000||Check the passage to the main courtyard!
    565503|00000000||Happy trails.
    565515|00000000||Take care of yourselves.
    565517|00000000||And thanks again for everything.
    565505|00000000||You going together?
    565507|00000000||I've an idea, but I need a witcher to help me see it through. Lambert has agreed to assist me.
    565509|00000000||Hm. Good luck. And thanks again.
    565511|00000000||We're even now.
    565502|00000000||Going together?
    565523|00000000||I'm glad I could help, but I shall leave as soon as Lambert feels better.
    558916|00000000||Thanks for everything you did for me and Ciri.
    558917|00000000||May I be honest? Had I known what would happen here, I'd never have come anywhere near Kaer Morhen.
    572963|00000000||I'm sorry for your loss, Geralt.
    572964|00000000||I'm in no mood to talk.
    566035|00000000||Whoever repaired these walls did a shoddy job of it.
   1062930|00000000||Why'd you free the gas?
   1062932|00000000||What's the gas for?
   1062934|00000000||It's highly flammable. I aim to detonate it, incinerate a few of the Hunt's riders in the process.
   1062936|00000000||Castle walls won't suffer?
   1062938|00000000||The fortress walls are in ruin. They cannot be harmed any more than they already are.
    319685|00000000||We're not masons.
    319687|00000000||A shame. We'll not be able to keep the Hunt outside the fortress.
    319689|00000000||That's no loss. We don't know much about breaking sieges, either.
    319691|00000000||We'll face them in the courtyard.
    566036|00000000||Walls aren't exactly our area of expertise.
    566037|00000000||We should patch up the holes.
    566055|00000000||Maybe we can still patch up these holes?
    566057|00000000||We've got the materials.
    566059|00000000||I can help you if you wish.
    566061|00000000||What about Lambert?
    566063|00000000||Hm, I know exactly how he'll take to bricklaying.
   1062927|00000000||Never thought gas could stink so much. We need to warn the others, make sure no one comes through here with an open flame.
   1062929|00000000||What's next?
    465239|00000000||I could use a drink.
    551709|00000000||So could I. We'll find something after the council.
    541760|00000000||Heheh, you've gathered quite the team.
   1062924|00000000||Anair, anadar, vallanda!
   1062914|00000000||I certainly hope this gas will work.
   1062916|00000000||It shall. We must just ignite it at the right moment.
   1062918|00000000||And that hole… is that there for good?
   1062920|00000000||We shall worry about the hole once it is all over. And now, step back, master witcher.
    550680|00000000||Can't be sure Ciri'll agree to that.
    550695|00000000||Ciri hasn't agreed to that yet.
    550750|00000000||Isn't it?
    550816|00000000||Isn't it?
    550818|00000000||Do you know any who would not like to be emperor of Nilfgaard?
    550784|00000000||Can you imagine? I thought only the wine-addled minds of bards and poets could give birth to such stories.
    552371|00000000||The prodigal daughter of the most powerful ruler in the Continent's history returns, on the eve of his final triumph, to embrace her inheritance.
    550815|00000000||Simpletons adore such stories - as they do the princesses, ever beautiful and delicate, who are their--
    550776|00000000||Indeed.
    550749|00000000||Of course it's not.
    550747|00000000||Yes, of course, she's tactful, not one to celebrate an offer not yet made… But this is not the kind of offer one refuses.
    550681|00000000||Of course.
    550694|00000000||While we're on the subject, how is our future ruler? Must admit I'm curious how she'll react when she hears the throne will be hers. I venture to say she'll be delighted…
    550752|00000000||You never know…
    550664|00000000||Yeah, pretty clear it's a done deal.
    547869|00000000||White Wolf! Good to see you!
    550649|00000000||Greetings, General.
    550644|00000000||You had no trouble crossing the Pontar, I trust?
    547871|00000000||None.
    550652|00000000||I take it you crossed via the ford near Ban Gleán.
    550657|00000000||It's fortunate you did not choose to ride through Rinde. A troubled region, still. Radovid seeks to breach the front in the west.
    550662|00000000||But he'll not succeed. Not before the princess becomes empress and we bring order to the area.
    524739|00000000||Ladd nahw!
    524776|00000000||Ni'l ceim siaar!
    524777|00000000||Trooid'i!
    524775|00000000||Hoinne heets!
    524355|00000000||Wouldn't be right to tarry - war with the Black Ones won't wait.
    524360|00000000||You can count on me, you know? Always.
    524362|00000000||I know. Thanks.
    565580|00000000||Farewell.
    566135|00000000||So long, Hjalmar.
    524358|00000000||Duty calls.
    524369|00000000||But listen, Geralt, you've a king for a mate. Rare's the man who can claim that.
    524471|00000000||If you, or Ciri, or you and Ciri… if yous ever need help, the gates of Kaer Trolde stand open.
    565588|00000000||Thanks, I'll remember that.
    565582|00000000||Heading straight back to Skellige?
    565579|00000000||Straight back to Skellige?
    321589|00000000||There y'are.
    321591|00000000||Cryin' shame about Vesemir. I'm sorry.
    321593|00000000||Thanks for your help.
    524342|00000000||I'd a debt to pay.
    572962|00000000||Ah, the courage of the man.
    564544|00000000||I'll remember that.
    564546|00000000||Thanks, I'll remember that.
    564548|00000000||I shall take another look at the wounded, but I'll need to go soon. I'll leave you some medicines.
    564550|00000000||Go in health, Ermion.
    564552|00000000||Till we meet again.
    564554|00000000||Don't really know what I'll do next.
    564556|00000000||When doubts plague your mind, follow your instincts.
    564558|00000000||Should they steer you wrong and land you in muck, you'll land at peace with yourself. And that's most important.
    564560|00000000||Good advice.
    564562|00000000||Bah! 'Course it is! I am a hierophant, aren't I?
    564564|00000000||I must pick a course for home soon. Take care of yourself, and Ciri.
    564566|00000000||Thanks again, for everything.
    564543|00000000||Don't know what I'll do next.
    321491|00000000||Thank you.
    321493|00000000||Please. She was my ward, too. And the old should only ever stick around to help the young.
    321495|00000000||You know this hardly ends your struggle?
    321497|00000000||I know.
    321501|00000000||Whatever you aim to do now, remember you'll find souls willing to aid you in Skellige. Myself, Crach, his children…
    572957|00000000||I regret I did not know him better.
    542689|00000000||Doesn't look good.
    564393|00000000||How can I thank you?
    564399|00000000||Risked your lives for me. How can I repay you?
    564401|00000000||We'll think of something, right?
    564403|00000000||Definitely.
    564404|00000000||What will you do?
    564405|00000000||We're bound for Novigrad, to fight the next fight.
    564406|00000000||If you miss us, look for us at the camp.
    564395|00000000||Thanks for coming. Thanks for risking your lives for me.
    564397|00000000||Take care of the girl. Don't let anyone harm her.
    564392|00000000||Thanks for your help.
   1071971|00000000||So? Tell me.
    321386|00000000||I can say I've seen it all now.
    321388|00000000||I still don't believe everything that happened.
    572958|00000000||Damned shame.
    572959|00000000||Ugh.
   1076904|00000000||Get ready, Folan. Wild Hunt's near.
    520063|00000000||The wraiths of Mörhogg? Hjalmar and I've bested worse buggers than that.
    520062|00000000||So Ragh nar Roog is upon us.
    548042|00000000||Geralt! We're leaving!
    548044|00000000||So nice to see you, my lady.
    548052|00000000||Likewise.
    550579|00000000||Time we were on our way.
    550600|00000000||A shame you can't stay. I hope to continue this on another occasion.
    550602|00000000||That makes one of us.
    575458|00000000||Dammit!
    575460|00000000||Geralt!
   1061955|00000000||Head back!
   1061957|00000000||{*Whistles*}
    533413|00000000||Should've stayed in the keep, sat your ass down like you were supposed to.
    533414|00000000||Hmph. Who would've saved yours, then?
    533425|00000000||Thank you!
    533426|00000000||We have to open the gate for them!
    524548|00000000||See that?
    524550|00000000||It's starting. Woods! Now!
    533349|00000000||Just in time!
    575408|00000000||{*Long two-fingered whistle*}
    575412|00000000||See? I can do it, too.
    533353|00000000||What's with Eskel? We have to retreat!
    533354|00000000||He's in trouble! I'm going to help him!
    562633|00000000||Remember the stone I gave you!
    533350|00000000||Everything all right?
    533351|00000000||Yes, thanks. Things were looking shaky.
    533352|00000000||We had to fall back. They tried to get in through the main gate. I'm afraid they could succeed next time.
   1055661|6bf543da||Sparrow
    533661|00000000||They're coming in through the gaps!
    534386|00000000||Dimeritium bombs.
    546099|00000000||You'll find more in the crates by the walls.
    321106|00000000||You're not supposed to be out here!
    321108|00000000||Too late now.
    533655|00000000||Eskel's opened the gate! We can retreat beyond it!
    533656|00000000||Fall back!
    465851|00000000||Kaer Morhen. Can't imagine this place without Vesemir.
    565472|00000000||I understand.
    565478|00000000||I get you.
    565480|00000000||Try my luck in Lormark. There's always work where there's war. After that, we'll see.
    565482|00000000||Till next time.
    565484|00000000||See you, Wolf.
    565474|00000000||Come on. It's the only home we've ever had. Stay.
    565476|00000000||No, Geralt. Place has been dying a while. Last nail in the coffin today. Time we accepted that.
    565153|00000000||Stay.
    524892|00000000||I'll head down the valley soon. Then find somewhere else to winter next year.
    465853|00000000||This place. No point ever comin' back.
    465849|00000000||What's on your mind?
    572942|00000000||No reason to come back here. It's like Kaer Morhen died today.
    466232|00000000||C'mon!
    466230|00000000||Come get me!
    466228|00000000||Hah!
    466372|00000000||They're entering the courtyard!
    466095|00000000||How many more your mama spawn?
    466091|00000000||Dammit.
    466093|00000000||Ugh!
   1074926|00000000||Bastard wants to break through, get inside!
   1063029|00000000||Next time you get the feeling I'm about to piss off Merigold, make sure and knock me upside the head.
    520509|00000000||Not that I don't trust this invisibility shit, but we should keep our distance from those creatures.
   1074961|00000000||She's one of us, Geralt. No way we'll let 'em take her.
    464404|00000000||Come to mama.
    464406|00000000||Keep comin'.
    464402|00000000||Hah.
    558820|00000000||That was amazing. Thanks.
   1074929|00000000||He's through!
    564505|00000000||What will you do?
    564513|00000000||What will you do now?
    564515|00000000||Probably head east, cross the mountains.
    564517|00000000||After that? We'll see.
    564519|00000000||Farewell.
    564507|00000000||Would you consider staying at Kaer Morhen?
    564509|00000000||It'd be nice. At least for a while, till I figure out what's next.
    564511|00000000||Agreed. Do it.
    564476|00000000||Wanna stay at Kaer Morhen?
    321440|00000000||That was tough.
    321442|00000000||We managed.
    564502|00000000||Thanks for helping.
    564504|00000000||You're welcome.
    572960|00000000||Witchers never die in bed.
    550900|2b0e5344||Nilfgaardian Courtier
   1063565|00000000||Hey! That's cheating!
   1063567|00000000||Wimp!
   1063569|00000000||We'll see about that!
   1063571|00000000||Hahaha, come and get me!
    520100|00000000||Damn shame Vigi and Folan aren't here.
    523431|00000000||Thanks for coming.
    520113|00000000||We've spent our lives preparin' to face the shadows Mörhogg.
    569882|00000000||We slew the giant, we'll slay the wraiths as well.
    569884|00000000||Aye!
    523422|00000000||Thanks for coming.
    520101|00000000||Imagine we'd miss a chance like this? Never!
    549786|00000000||Cryin' shame Folan's not with us.
    523426|00000000||Thanks for coming.
    520110|00000000||Imagine we'd miss a chance like this? Not on your life!
    520111|00000000||Grief grips me that Vigi's not here.
    541556|00000000||Good to see you!
    531907|00000000||Wonder if it took him out?
    531908|00000000||Imlerith? Doubt it.
   1063050|00000000||Yennefer's spell is waning! Blizzard's almost at the fortress!
   1063052|00000000||Faster, Roach!
   1063054|00000000||Don't stop! Merigold'll shield us!
    524786|00000000||What's with Merigold?!
    524787|00000000||Shit.
    523714|00000000||Geralt! C'mere!
    523716|00000000||Look! They're regrouping!
    523717|00000000||See the commander? Name's Imlerith. I remember him from back when I rode with the Hunt.
   1074756|00000000||Dammit, spell's waning. We're becoming visible.
    523723|00000000||We gonna try to kill him?
    562436|00000000||Too risky.
    573029|00000000||Pansy.
   1076921|00000000||Roche…
    572658|00000000||No desire to talk to you right now, Geralt.
    546841|00000000||Call this a fortress? How do you imagine we'll defend these ruins?
    575685|00000000||Aaaarghhh!
    575687|00000000||Argh. Skellige gets colder'n that.
   1076919|00000000||Any advice, Ermion?
    520131|00000000||We shall never defeat them in open battle. We must use cunning.
    520130|00000000||We must prepare our defenses.
    522824|00000000||Our opponent is dangerous, and we know little about him.
    554484|00000000||Done playing nice!
    554485|00000000||You'll regret that!
    554483|00000000||Oof! Good shot!
    561026|00000000||Ciri's most important.
    561028|00000000||Ciri's most important in all of this. The Hunt's after her, and we have to defend her at all costs.
    561030|00000000||What do I do?
    561032|00000000||Stay inside the keep. If they break through, come inside, we'll all converge to help you.
    566159|00000000||Out of the question. I can look after myself.
    566160|00000000||No one doubts that, child. But remember the most important moment when hunting a monster?
    566164|00000000||"Wait for an opportunity."
    566166|00000000||After the council I'll give you an amulet. If you use it, a ball of fire will land where you're standing. Just in case.
    566168|00000000||We have to work together.
    566172|00000000||Remember, there's only a few of us. We have to help each other, work together.
    566174|00000000||If anything goes wrong and the Hunt puts us on the defensive, we pull back, make a stand at the gates of the fortress.
    566176|00000000||The inner courtyard is our last line of defense. If we don't stop them there, we're doomed.
   1062490|00000000||Get everybody together. Time to talk.
    524316|00000000||Thank you for coming.
    549991|00000000||The Wild Hunt'll be here soon. They're coming for Ciri, want to take her. We'll stop them.
    524318|00000000||How do you even know the Hunt'll show?
    535815|00000000||They always know where I teleport to, and they move from place to place in an instant.
    550012|00000000||So what's our plan?
    561013|00000000||Eredin, the King of the Hunt - he's confident, he'll strike hard, hoping to defeat us with the force of the blow alone. We've gotta take the initiative away from him, foil his plan.
    561014|00000000||I'll generate a magic dome over the fortress. It will scatter them, force them to land in the woods.
    561011|00000000||Gotta take the initiative.
    561012|00000000||We'll all have a task.
    561015|00000000||There aren't many of us, but I'd trust any of you with my life. Work together, and we'll defeat the Hunt.
    561016|00000000||When they attack, Yen'll dome the fortress with a magic shield. Hunt'll be forced to land outside the walls.
    561017|00000000||If they're dispersed out in the woods, we could hunt down small groups of riders.
    561018|00000000||Got our first volunteer for the hunting party. I'm the second.
   1062847|00000000||Count me in, too. Always believed attack is the best defense.
    561023|00000000||The Hunt will try to penetrate into the fortress through navigator portals. I can do nothing against this kind of magic, so you'll need to find and close as many as you can while hunting in the woods.
    562123|00000000||Lambert'll make us dimeritium bombs. Remember the formula?
    562125|00000000||Course.
    562127|00000000||Excellent. Yrden should work on the portals as well. I shall also give you each an amulet. Snap them in half and you'll become invisible, at least while you remain still or move slowly. Move abruptly, engage any foes, clash with them, and they will see you.
   1062897|00000000||Apart from that, they will be able to hear you and smell you. If you come across a large unit, do not attack. Signal Triss, and she will provide support.
    561024|00000000||I'll look for your signal. Soon as I see it, I'll rain fire on the forest.
    561025|00000000||Now for the rest of the plan.
    561033|00000000||What else do we have that we can use?
    520448|00000000||Since you plan to ambush the Hunt in the woods, I could dig some trapping pits. Blue Stripes style.
   1062493|00000000||Meaning?
    520449|00000000||Deep as the dark abyss. Bottoms bristling with sharpened stakes.
    520435|00000000||I brought this Mahakaman mix - flammable as bone dry saltpeter and ploughin' sticks to anythin'.
    545958|00000000||We fill some barrels, stack 'em in a narrow passage, and fire 'em up at an opportune moment.
    520454|00000000||Do you know we stand on a vast deposit of gas?
    545962|00000000||If need be, I could open cracks in the earth, create explosions. I would need to prepare, though.
    520430|00000000||There's the laboratory… and the workshop.
   1062888|00000000||One thing to remember - we've got limited resources and even less time. We oughta decide what kind of weaponry'll be most useful against the Hunt.
   1062890|00000000||Absolutely. We need to assign one type of weaponry each to the lab and workshop.
   1062878|00000000||Geralt should decide. I'll join whoever gets the lab. All I need's a few ingredients, a flask and use of the hearth.
    520452|00000000||Had some time to experiment after we resolved the Karadin matter. Like to finish that.
   1062859|00000000||Think I know how to produce a fortified formula of White Raffard's Decoction.
    520462|00000000||There aren't many of us, so we'll need to prepare as many traps as possible.
    520456|00000000||Witchers' traps - that's the best idea.
    520455|00000000||Potions'll be the most useful.
    520463|00000000||Always relied on potions. We should brew as many as possible.
    577623|00000000||Let's talk about the workshop.
    589008|00000000||Where Lambert and Geralt'll be waiting. They'll use dimeritium to close the navigator's portals, stop as many warriors as possible from entering the fortress.
    561068|00000000||Let's talk about what to expect.
    561071|00000000||Wanted to talk about what we can expect…
    561073|00000000||Thanks, not interested. You should talk to Ciri - fine mood she's in.
    320912|00000000||Your potions.
   1067621|00000000||I'm exposing you all to danger. Unnecessarily.
   1063130|00000000||You worry too much. Wipe that frown off your face. We'll make it.
    572362|00000000||Takin' Letho with us.
    572392|00000000||You know my opinion.
    311653|00000000||Thanks. For everything.
    320926|00000000||I'll saddle the horses. Come once you're ready to head into the woods.
    320918|00000000||Can't help but worry. We're short on meteorite steel swords.
    320920|00000000||Got enough for everyone. Here, Vesemir dug this up for you.
    562442|00000000||Gnome-forged blade, cross-guard's elven handiwork. Cuts through armor like butter.
    320914|00000000||Got a new potion formula for you. White Raffard's Decoction - fortified. Take it.
    561069|00000000||What's ready?
   1067619|00000000||Haven't had much time to prepare, so not much, honestly.
    561067|00000000||Preparations coming along?
    320904|00000000||Can't help feeling we've overlooked something important.
    320910|00000000||Don't think about it.
    520466|00000000||Remember - Eredin can't get his hands on Ciri. That's most important.
    520467|00000000||Let's look at the map of the fortress, figure out the details.
    589009|00000000||Triss'll be waiting for their signal, then give the riders hell.
    589010|00000000||All others will repel any foes who make it inside the fortress walls.
    589464|00000000||If anything goes wrong, we abandon the outer courtyard, pull back to the keep.
   1062844|00000000||Where Lambert, Geralt and Letho'll be waiting. They'll use dimeritium to close the navigator's portals, stop as many warriors as possible from entering the fortress.
    577675|00000000||Let's sum up: Yennefer will create a magic barrier to repel the main assault. That should push the opposing force into the woods.
    577572|00000000||Yes, settled. We don't have much time, so let's get to work.
    577555|00000000||Yes, let's get to work.
    577556|00000000||Like to change something.
    577583|00000000||Hm. No, we should do it differently.
    577600|00000000||What do you want to change, Wolf?
    577610|00000000||We should use the lab differently.
    577584|00000000||About the lab…
    577585|00000000||About the workshop…
    577635|00000000||Oughta use the workshop for something else.
    577632|00000000||Gonna need weapons that pierce the Hunt's armor. Let's clear the rubble out of the armory.
    577627|00000000||Let's clear the armory of rubble.
    577626|00000000||Let's fix the wall.
    577630|00000000||Need to patch the breach in the wall first and foremost. Worth using the whole workshop to do it well.
    577634|00000000||And the laboratory?
    577607|00000000||There aren't many of us, so we should prepare as many traps as possible. Devote all our efforts to that.
    577604|00000000||Witchers' traps - that's the best idea.
    577603|00000000||Potions will be the most useful.
