pl_text,en_text,encoded_gender,no_context,with_context,with_context_two_steps,chrf_no_context,bleu_no_context,bertscore_no_context,comet_no_context,chrf_with_context,bleu_with_context,bertscore_with_context,comet_with_context,chrf_with_context_two_steps,bleu_with_context_two_steps,bertscore_with_context_two_steps,comet_with_context_two_steps
"Jej zdolność do pokonywania przeciwniczek w długich, zaciętych wymianach piłek pomogła jej dotrzeć do półfinałów wszystkich czterech turniejów wielkoszlemowych w tym samym roku. Cztery lata po wygraniu Wimbledonu dotarła do finału Australian Open, gdzie została pokonana przez Marinę Hingis.","Her ability to grind down opponents in long, attritional rallies helped her reach the semi-finals of all four Grand Slams that year. Four years after winning Wimbledon, she reached the final of the Australian Open where she was beaten by Martina Hingis.",feminine,"Jej umiejętność miażdżenia przeciwników w długich, wyczerpujących wymianach pomogła jej dotrzeć do półfinałów wszystkich czterech turniejów wielkoszlemowych w tamtym roku. Cztery lata po zwycięstwie we Wimbledonie dotarła do finału Australian Open, gdzie została pokonana przez Martinę Hingis.","Jej umiejętność rozbijania przeciwników w długich, wyczerpujących pojedynkach pomogła jej dotrzeć do półfinałów wszystkich czterech turniejów wielkoszlemowych tamtego roku. Cztery lata po zwycięstwie na Wimbledonie, dotarła do finału Australian Open, gdzie została pokonana przez Martinę Hingis.","""Jej umiejętność miażdżenia przeciwniczek w długich, wyczerpujących wymianach pomogła jej dotrzeć do półfinałów wszystkich czterech turniejów wielkoszlemowych w tamtym roku. Cztery lata po zwycięstwie we Wimbledonie dotarła do finału Australian Open, gdzie została pokonana przez Martinę Hingis.""",0.7679582005611904,0.5164168411354972,0.9271717667579651,0.8921006321907043,0.7344047421438092,0.48387659101417135,0.9215277433395386,0.8918972611427307,0.7890128703650255,0.5251804760090414,0.8940910696983337,0.8890433311462402
"Angela Merkel pozostanie kanclerzem. Jej dotychczasowy koalicjant, SPD, przejdzie do opozycji po najgorszych wynikach wyborczych w powojennej historii Niemiec.","Angela Merkel will remain Chancellor. Her previous coalition partner, the SPD, will go into opposition following its worst-ever election showing in German post-war history.",feminine,"Angela Merkel pozostanie Kanclerzem. Jej poprzedni koalicyjny partner, SPD, przejdzie do opozycji po najgorszym wyniku wyborczym w historii powojennych Niemiec.","Angela Merkel pozostanie Kanclerzem. Jej poprzedni koalicyjny partner, SPD, przejdzie do opozycji po najgorszym wyniku wyborczym w historii powojennych Niemiec.","Angela Merkel pozostanie kanclerz. Jej poprzedni koalicyjna partnerka, SPD, przejdzie do opozycji po najgorszym wyniku wyborczym w historii powojennych Niemiec.",0.672297069832373,0.26529518334824453,0.9500819444656372,0.9618342518806458,0.672297069832373,0.26529518334824453,0.9500819444656372,0.9618342518806458,0.6746093708328648,0.26529518334824453,0.9465980529785156,0.9333819150924683
"Kaisa-Leena Mäkäräinen (ur. 11 stycznia 1983 r.) to fińska biathlonistka, była mistrzyni świata i trzykrotna zdobywczyni Pucharu Świata, która obecnie reprezentuje Kontiolahden Urheilijat. Poza sportem Mäkäräinen obecnie studiuje, aby zostać nauczycielką fizyki na Uniwersytecie Wschodniej Finlandii w Joensuu.","Kaisa-Leena Mäkäräinen (born 11 January 1983) is a Finnish former world-champion and 3-time world-cup-winning biathlete, who currently competes for Kontiolahden Urheilijat.
Outside sports, Mäkäräinen is currently studying to be a Physics teacher at the University of Eastern Finland in Joensuu.",feminine,"Kaisa-Leena Mäkäräinen (ur. 11 stycznia 1983) jest fińską byłą mistrzynią świata i trzykrotną zwyciężczynią Pucharu Świata w biathlonie, która obecnie startuje dla klubu Kontiolahden Urheilijat.

Poza sportem, Mäkäräinen aktualnie studiuje fizykę na Uniwersytecie Wschodniej Finlandii w Joensuu, aby zostać nauczycielką fizyki.","Kaisa-Leena Mäkäräinen (ur. 11 stycznia 1983 roku) jest byłą fińską biathlonistką, mistrzynią świata i trzykrotną zwyciężczynią Pucharu Świata, która obecnie reprezentuje klub sportowy Kontiolahden Urheilijat.

Poza sportem, Mäkäräinen studiuje fizykę na Uniwersytecie Wschodniej Finlandii w Joensuu, przygotowując się do zawodu nauczycielki fizyki.","Kaisa-Leena Mäkäräinen (ur. 11 stycznia 1983) jest fińską byłą mistrzynią świata i trzykrotną zwyciężczynią Pucharu Świata w biathlonie, która obecnie startuje dla klubu Kontiolahden Urheilijat. Poza sportem, Mäkäräinen aktualnie studiuje fizykę na Uniwersytecie Wschodniej Finlandii w Joensuu, aby zostać nauczycielką fizyki.",0.7670664787775293,0.2523493327800685,0.9287171363830566,0.9105521440505981,0.7648366899105699,0.3169340575963432,0.9280425906181335,0.9173758029937744,0.7670664787775293,0.2523493327800685,0.9287171363830566,0.9105521440505981
"Jorien ter Mors (ur. 21 grudnia 1989 r.) jest holenderską panczenistką zarówno na krótkim, jak i długim torze. Była mistrzynią olimpijską w kategorii 1500 metrów i biegu drużynowym (tor długi) na Zimowych Igrzyskach Olimpijskich w 2014 roku oraz w kategorii 1000 metrów na Zimowych Igrzyskach Olimpijskich w 2018 roku.",Jorien ter Mors (born 21 December 1989) is a Dutch speed skater on both short track and long track. She was the Olympic champion in the 1500 metres and team pursuit (long track) at the 2014 Winter Olympics and the 1000 metres at the 2018 Winter Olympics.,feminine,"Jorien ter Mors (ur. 21 grudnia 1989) jest holenderską łyżwiarką szybką zarówno w short tracku, jak i na długim torze. Była mistrzynią olimpijską na 1500 metrów i w biegu drużynowym (długi tor) podczas Zimowych Igrzysk Olimpijskich 2014 oraz na 1000 metrów podczas Zimowych Igrzysk Olimpijskich 2018.","Jorien ter Mors (urodzona 21 grudnia 1989 roku) jest holenderską łyżwiarką szybką, startującą zarówno w short tracku, jak i na długim torze. Była mistrzynią olimpijską w biegach na 1500 metrów i w sztafecie (długi tor) podczas Zimowych Igrzysk Olimpijskich w 2014 roku oraz na 1000 metrów podczas Zimowych Igrzysk Olimpijskich w 2018 roku.","Jorien ter Mors (ur. 21 grudnia 1989) jest holenderską łyżwiarką szybką zarówno w short tracku, jak i na długim torze. Była mistrzynią olimpijską na 1500 metrów i w biegu drużynowym (długi tor) podczas Zimowych Igrzysk Olimpijskich 2014 oraz na 1000 metrów podczas Zimowych Igrzysk Olimpijskich 2018.",0.6470046811597127,0.2516871942140643,0.9132247567176819,0.9038907885551453,0.6671472989664032,0.2986988361280207,0.9027955532073975,0.9002788066864014,0.6470046811597127,0.2516871942140643,0.9132247567176819,0.9038907885551453
"Ehsan Haddadi jest irańskim zawodnikiem w rzucie dyskiem. Mistrz Azji Juniorów z 2004 r., zdobył złoty medal na Mistrzostwach Świata Juniorów w Grosseto w 2004 r., stając się pierwszym Irańczykiem, który zdobył medal na jakichkolwiek światowych zawodach lekkoatletycznych.","Ehsan Haddadi is an Iranian discus thrower. The 2004 Asian Junior Champion, he won a gold medal at the 2004 World Junior Championships in Grosseto, the inaugural Iranian to win a medal at any global athletics competition.",masculine,"Ehsan Haddadi jest irańskim dyskobolem. Mistrz Azji juniorów z 2004 roku, zdobył złoty medal na Mistrzostwach Świata Juniorów w Lekkoatletyce w 2004 roku w Grosseto, jako pierwszy Irańczyk, który wygrał medal na jakiejkolwiek międzynarodowej imprezie lekkoatletycznej.","Ehsan Haddadi to irański dyskobol. Jako mistrz Azji juniorów z 2004 roku, zdobył złoty medal na Mistrzostwach Świata Juniorów w Lekkoatletyce w 2004 roku w Grosseto, będąc pierwszym Irańczykiem, który wygrał medal na jakimkolwiek międzynarodowym turnieju lekkoatletycznym.","Ehsan Haddadi jest irańskim dyskobolem. Mistrz Azji juniorów z 2004 roku, zdobył złoty medal na Mistrzostwach Świata Juniorów w Lekkoatletyce w 2004 roku w Grosseto, jako pierwszy Irańczyk, który wywalczył medal na jakiejkolwiek międzynarodowej imprezie lekkoatletycznej.",0.630374595949099,0.3025029865727437,0.9060665965080261,0.8765830993652344,0.6316957624097697,0.2712109297852612,0.9022755026817322,0.8899921178817749,0.6352800866612678,0.3025029865727437,0.9043148159980774,0.8787643313407898
"Flor de María Rodríguez była urugwajską tancerką baletową i choreografką, która wraz z mężem, Lauro Ayestaránem, badała i ożywiała urugwajskie tańce ludowe. Urodzona w Las Piedras na południu Urugwaju, Rodríguez rozpoczęła swoją karierę jako tancerka baletowa.","Flor de María Rodríguez was a Uruguayan ballet dancer and choreographer who, together with her husband, Lauro Ayestarán, researched and revived Uruguay's folk dances. Born in Las Piedras in the south of Uruguay, Rodríguez began her career as a ballet dancer.",feminine,"Flor de María Rodríguez była urugwajską tancerką baletową i choreografką, która wraz ze swoim mężem, Lauro Ayestaránem, badała i ożywiła tradycyjne tańce ludowe Urugwaju. Urodzona w Las Piedras na południu Urugwaju, Rodríguez rozpoczęła karierę jako tancerka baletowa.","Flor de María Rodríguez była urugwajską tancerką baletową i choreografką, która wraz ze swoim mężem, Lauro Ayestaránem, badała i przywracała do życia tradycyjne tańce ludowe Urugwaju. Urodzona w Las Piedras na południu Urugwaju, Rodríguez rozpoczęła swoją karierę jako tancerka baletowa.","Flor de María Rodríguez była urugwajską tancerką baletową i choreografką, która wraz ze swoją małżonką, Lauro Ayestaránem, badała i ożywiła tradycyjne tańce ludowe Urugwaju. Urodzona w Las Piedras na południu Urugwaju, Rodríguez rozpoczęła karierę jako tancerka baletowa.",0.8964136278356535,0.6698765275216715,0.9760079383850098,0.9449405074119568,0.9056309096678006,0.6884782027519233,0.9653208255767822,0.9425325989723206,0.8817438587423201,0.6463677553064039,0.965323805809021,0.9329768419265747
"Giovanni Bucchieri spędził młodość w Pizzerii Romana w Linköping. Wcześnie dał się poznać jako doskonały tancerz, specjalizujący się w breakdance i street dance.","Giovanni Bucchieri spent his youth at Pizzeria Romana in Linköping. He established himself early as a prolific dancer, specialised in breakdance and in Street dance.",masculine,"Giovanni Bucchieri spędził swoją młodość w Pizzeria Romana w Linköping. Wcześnie ugruntował swoją pozycję jako płodny tancerz, specjalizujący się w breakdance'ie i tańcu ulicznym.","Giovanni Bucchieri spędził swoją młodość w Pizzerii Romana w Linköping. Wcześnie ugruntował swoją pozycję jako płodny tancerz, specjalizujący się w breakdance'ie i tańcu ulicznym.","Giovanni Bucchieri spędził swoją młodość w Pizzerii Romana w Linköping. Wcześnie ugruntował swoją pozycję jako płodny tancerz, specjalizujący się w breakdance'ie i tańcu ulicznym.",0.7114393940610096,0.26973554404309397,0.9193301200866699,0.9183421730995178,0.7345525223192239,0.40761288263875517,0.922502875328064,0.9212858080863953,0.7345525223192239,0.40761288263875517,0.922502875328064,0.9212858080863953
"René Gerónimo Favaloro był argentyńskim kardiochirurgiem i pedagogiem, najbardziej znanym ze swojej pionierskiej pracy nad pomostowaniem tętnic wieńcowych z wykorzystaniem żyły odpiszczelowej wielkiej. Favoloro urodził się w 1923 roku i wychował w La Plata; jego dziadkowie byli Sycylijczykami.",René Gerónimo Favaloro was an Argentine cardiac surgeon and educator best known for his pioneering work on coronary artery bypass surgery using the great saphenous vein. Favaloro was born in 1923 and raised in La Plata; his grandparents were Sicilians.,masculine,"René Gerónimo Favaloro był argentyńskim chirurgiem kardiochirurgicznym i edukatorem, najbardziej znanym ze swojej pionierskiej pracy nad operacją pomostowania aortalno-wieńcowego z użyciem żyły odpiszczelowej wielkiej. Favaloro urodził się w 1923 roku i dorastał w La Plata; jego dziadkowie pochodzili z Sycylii.","René Gerónimo Favaloro był argentyńskim kardiochirurgiem i edukatorem, najbardziej znanym ze swojej pionierskiej pracy nad operacją pomostowania aortalno-wieńcowego z użyciem żyły odpiszczelowej wielkiej. Favaloro urodził się w 1923 roku i dorastał w La Plata; jego dziadkowie pochodzili z Sycylii.","René Gerónimo Favaloro był argentyńskim chirurgiem kardiochirurgicznym i edukatorem, najbardziej znanym ze swojej pionierskiej pracy nad operacją pomostowania aortalno-wieńcowego z użyciem żyły odpiszczelowej wielkiej. Favaloro urodził się w 1923 roku i dorastał w La Plata; jego dziadkowie pochodzili z Sycylii.",0.7548734318723785,0.46606342106101306,0.9275194406509399,0.8995208740234375,0.7607927850787514,0.5302703151238443,0.9372250437736511,0.9038269519805908,0.7548734318723785,0.46606342106101306,0.9275194406509399,0.8995208740234375
Carmen Gisele Castillo Taucher (ur. 1954 r.) jest chilijską chirurg i naukowcem. Była ministrem zdrowia publicznego w czasie drugiego rządu Michelle Bachelet.,Carmen Gisele Castillo Taucher (born 1954) is a Chilean surgeon and academic. She was the Minister of Public Health during the second government of Michelle Bachelet.,feminine,Carmen Gisele Castillo Taucher (ur. 1954) jest chilijskim chirurgiem i nauczycielem akademickim. Była ministrem zdrowia publicznego podczas drugiej kadencji prezydentury Michelle Bachelet.,Carmen Gisele Castillo Taucher (urodzona w 1954 roku) jest chilijską chirurgiem i nauczycielką akademicką. Była Ministrem Zdrowia Publicznego podczas drugiej kadencji Michelle Bachelet jako prezydentki.,Carmen Gisele Castillo Taucher (ur. 1954) jest chilijską chirurgiem i nauczycielką akademicką. Była minister zdrowia publicznego podczas drugiej kadencji prezydentury Michelle Bachelet.,0.7429224433022384,0.30702571862234085,0.931663990020752,0.9397099018096924,0.6654407180244183,0.13048038402447693,0.9048687815666199,0.9338222146034241,0.7322450607753487,0.2361520759153821,0.9246348142623901,0.939740777015686
"Tsitsino Shurgaya jest urodzoną w Gruzji chirurg, która specjalizuje się w mikrochirurgii twarzy i szyi. Jest ekspertem w dziedzinie nerwu twarzowego, leczy paraliż twarzy i koncentruje swoje badania naukowe na wszystkich metodach odmładzania twarzy i szyi.","Tsitsino Shurgaya is a Georgian surgeon, born in Georgia who specializes in microsurgery of the face and neck. She is a facial nerve expert who treats facial paralysis and focuses her scientific research in all methods to rejuvenate the face and neck.",feminine,"Tsitsino Shurgaya jest gruzińskim chirurgiem, urodzonym w Gruzji, specjalizującym się w mikrochirurgii twarzy i szyi. Jest ekspertem od nerwu twarzowego, zajmującym się leczeniem porażenia twarzy i koncentrującym swoje badania naukowe na wszystkich metodach odmładzania twarzy i szyi.","Tsitsino Shurgaya jest gruzińską chirurg plastyczną, urodzoną w Gruzji, specjalizującą się w mikrochirurgii twarzy i szyi. Jest ekspertką w dziedzinie nerwu twarzowego, zajmującą się leczeniem porażenia nerwu twarzowego i koncentrującą swoje badania naukowe na różnych metodach odmładzania twarzy i szyi.","Cecilia Shurgaya jest gruzińską chirurżką, urodzoną w Gruzji, specjalizującą się w mikrochirurgii twarzy i szyi. Jest ekspertką od nerwu twarzowego, zajmującą się leczeniem porażenia twarzy i koncentrującą swoje badania naukowe na wszystkich metodach odmładzania twarzy i szyi.",0.784164877699011,0.49295373966895417,0.9124319553375244,0.8750028014183044,0.7714428567852463,0.3912123823606586,0.9146840572357178,0.8889778852462769,0.7587824214621351,0.45498241882269924,0.9042859077453613,0.8889407515525818
