en_text,pl_text,dialog_prototype,chrf_dialog_prototype,bleu_dialog_prototype,bertscore_dialog_prototype,comet_dialog_prototype
"Bear! Bear! Run, you stupid piece of shit!","Niedźwiedź! Uciekaj, głupi zwierzaku!","Niedźwiedź! Niedźwiedź! Uciekaj, ty głupi kawałku gówna!",0.6223870937520374,0.07730551756939454,0.8800666332244873,0.882850170135498
A shrine dedicated to the Crones. The tome says the Trail of Treats starts here.,Kapliczka poświęcona wiedźmom. Według księgi to początek Słodkiej Ścieżki.,"Ołtarz poświęcony Kikimorom. Księga mówi, że Szlak Łakoci zaczyna się tutaj.",0.2363736745925403,0.0,0.7684695720672607,0.7792487144470215
Here. Eat up.,Macie tu. Nażreć się.,Tutaj. Jedz.,0.057803468208092575,0.0,0.6485386490821838,0.47697263956069946
Fine. Still had a few good ones at the tip of my tongue.,No dobrze. Chociaż miałem jeszcze parę przysłów w zanadrzu.,Fine. Wciąż miałem kilka dobrych na końcu języka.,0.2008539493985021,0.024512401940754224,0.7938787341117859,0.4764258563518524
Eternal Fire be with you.,Wieczny Ogień z tobą.,Niech wieczny ogień będzie z tobą.,0.4970418239155617,0.08633400213704504,0.864517867565155,0.941064715385437
Dammit… That ship's about to disintegrate!,Cholera... Ten statek zaraz pójdzie w drzazgi!,Cholera... Ten statek zaraz się rozpadnie!,0.6234608453345495,0.43012508513132625,0.9005666375160217,0.9179896712303162
Curdled codfish.,Kurcze flak.,Ścięta ryba.,0.06060606060606069,0.0,0.7091564536094666,0.526250958442688
"All right, I'll take your word for it.","No dobra, niech będzie ża dam ci w to wiarę.","W porządku, uwierzę ci na słowo.",0.10779961953075466,0.020960166113993737,0.703178882598877,0.7666288018226624
Found Vester's gang and paid off his arbalist. You just witnessed the rest of the story.,Dotarłem do bandy Vestera i przekupiłem kusznika. Resztę historii znasz.,Znalazłem gang Vestera i opłaciłem jego kusznika. Właśnie byłeś świadkiem reszty tej historii.,0.3950304485200394,0.036362270465000714,0.7925902009010315,0.7316303253173828
Done playing nice!,Żarty się skończyły!,Przestań udawać miłego!,0.09107468123861577,0.0,0.7315348386764526,0.6164819002151489
Someone brought these beasts here to murder our sons and brothers. We cannot restore their lives.,"Ktoś tu ściągnął te niedźwiedzie, żeby zamordowały naszych synów i braci. Nie zwrócimy im życia...","Ktoś sprowadził te bestie tutaj, aby zamordować naszych synów i braci. Nie możemy przywrócić im życia.",0.5181774785135966,0.2574866101628968,0.8655180335044861,0.9254874587059021
Aaaaargh…,Ech...,Aaaaargh...,0.31516631516631516,0.0,0.8124842643737793,0.9062805771827698
Hope you didn't come to gawk.,"Chyba nie przyszedłeś, żeby podglądać?","Mam nadzieję, że nie przyszliście się gapić.",0.2795767616832731,0.033031643180138064,0.7409695982933044,0.8028779625892639
"No uniform, no boots. Clearly not a Nilfgaardian soldier.",Ten nie ma na sobie munduru ani butów. To raczej nie był nilfgaardzki żołnierz.,"No uniform, no boots. Clearly not a Nilfgaardian soldier.",0.18202352305409164,0.0,0.7173725962638855,0.6169524788856506
"Well, it varies. On good days the square is barely capable of accommodating everyone, other times we're lucky to earn a handful of coppers.","No cóż, różnie bywa. Jeśli trafimy we właściwy moment, ludzie prawie nie mieszczą się na placu, ale czasem cały urobek to garść miedziaków.","Cóż, to się zmienia. W dobre dni plac ledwo mieści wszystkich chętnych, innym razem mamy szczęście zarobić garść miedziaków.",0.29370465355253683,0.020746069481091114,0.7392560839653015,0.7618938684463501
"Thanks, I'll keep it in mind.","Dzięki, będę pamiętał.","Dzięki, wezmę to pod uwagę.",0.32013608453782577,0.05372849659117709,0.7723385095596313,0.8465123176574707
Nilfgaardians? Why? What'd they want with her?,Nilfgaardczycy? Czego mogli od niej chcieć Nilfgaardczycy?,Dlaczego? Czego od niej chcieli?,0.2895779377686663,0.08428828344718171,0.7632067203521729,0.792008101940155
What're you doin'? Why're you choppin' this?,Co ty robisz? Czemu to przecinasz?,Co robisz? Dlaczego to siekasz?,0.30367736309483856,0.05789300674674099,0.8522369861602783,0.6982519626617432
"You and Ciri talked a bit, didn't you?","Rozmawiałaś trochę z Ciri, prawda?","Ty i Ciri trochę porozmawialiście, prawda?",0.5310277509051234,0.048549177170732344,0.8402604460716248,0.9639768600463867
We march in two hours!,Wymarsz za dwie godziny!,Wyruszamy za dwie godziny!,0.6832478006583269,0.3976353643835253,0.8943730592727661,0.7322300672531128
Wounds around the neck and shoulders.,Rany tylko w okolicach szyi i karku.,Rany wokół szyi i ramion.,0.2134437529299019,0.08428828344718171,0.8212928175926208,0.8912100195884705
When can we take him away?,Kiedy będzie mógł wyjść?,Kiedy możemy go stąd zabrać?,0.22077301361904408,0.05372849659117709,0.813284695148468,0.9126390814781189
Ann Gal Scam'Hanach!,Ann Gal Scam'Hanach!,Ann Gal Scam'Hanach!,1.0,0.5623413251903491,1.0,0.979758083820343
"Hah! A man with a sense of humor. I like that. Well, what can I do for you, Geralt of Rivia?","Ha! Człowiek z dystansem do siebie, to lubię. No, co mogę dla ciebie zrobić, Geralcie z Rivii?","Hah! Człowiek z poczuciem humoru. Lubię to. No cóż, co mogę dla ciebie zrobić, Geralcie z Rivii?",0.6274795805897421,0.4527471870952894,0.8953446745872498,0.9003140330314636
Ugh.,Yhh...,Ugh.,0.09219348659003838,0.0,0.741154134273529,0.8872562050819397
You haven't changed a bit.,"Widzę, że nic się nie zmieniło.",Nie zmieniłaś się ani trochę.,0.3588637654071271,0.0439891724758422,0.781695544719696,0.8697832226753235
"No reaction from the Council, the Conclave?",A Rada i Kapituła nie zareagowały?,"No reaction from the Council, the Conclave?",0.08468337187073612,0.0,0.6929241418838501,0.5076713562011719
"Don't know about you two, but I'm feelin' a bit sleepy.","Nie wiem jak wy, ale ja jestem śpiący.","Nie wiem, co wy dwaj myślicie, ale ja czuję się trochę senny.",0.3493080689636076,0.03986357128268015,0.8387216329574585,0.8590471148490906
Meooooow?,Miau?,Meooooow?,0.061728395061728496,0.0,0.8566907048225403,0.7533175945281982
Tuning into elven magic is just slightly more difficult than sniffing out a malodorous fiend.,Dostroić się do elfiej magii jest odrobinę trudniej niż wyczuć śmierdzącego biesa.,Wsłuchiwanie się w magię elficką jest nieco trudniejsze niż wywąchanie cuchnącego demona.,0.29783801714411995,0.022416933501922302,0.7958382964134216,0.6730026006698608
"And it's not like I'm not eager to crack some holier-than-thou buggers' skulls, but…",I nie żebym nie chciał natłuc trochę tych świętojebliwców...,"Nie jest tak, że nie mam ochoty rozwalić czaszek paru świętszych od papieża gnojków, ale...",0.22597247108381927,0.013217947626377298,0.7296209335327148,0.5537615418434143
Damn… Avallac'h's surrounded the tower with a magic barricade.,Cholera... Avallac’h odgrodził wieżę magiczną barierą.,Czy możesz to rozmontować?,0.050366474251860936,0.0,0.62428879737854,0.3727276921272278
I want you to pay in full in advance.,"I chciałbym, żebyś zapłacił z góry.","Chcę, żebyś zapłacił mi całość z góry.",0.5859822791378976,0.09878765474230743,0.8787139654159546,0.9600890278816223
That simple?,Tak po prostu?,To takie proste?,0.31659347891582623,0.0,0.8417706489562988,0.9450070858001709
Fuck!,Kurwa!,Kurwa mać!,0.5742692611456562,0.0,0.8874938488006592,0.8323408365249634
Ekhem. Fine then. So long as he does not interrupt.,"Ekhm, dobrze. O ile nie będzie się wtrącał.","Ekhem. W porządku. Niech tak będzie. Pod warunkiem, że nie będzie przerywać.",0.33396694177968594,0.03602080288207364,0.7795799374580383,0.7885969281196594
We shan't try to trick her.,Nie będziemy próbowali wykrętów.,Nie będziemy próbować jej oszukać.,0.5924289981583852,0.11362193664674995,0.847476065158844,0.9087733030319214
So I should go?,Czyli powinnam jechać?,Czyli mam iść?,0.20236142191041553,0.11362193664674995,0.8545346260070801,0.9477868676185608
"And those, what're tho--?",A to...,A co to za--?,0.10898919753086428,0.08034284189446518,0.664976179599762,0.5944409370422363
"Because I want to hear why you betrayed my father, my brother and our clan! Say it to my face!","Bo chciałam, żebyś mi powiedział prosto w oczy, dlaczego zdradziłeś mojego ojca, brata, nasz klan!","Bo chcę usłyszeć, dlaczego zdradziłeś mojego ojca, brata i nasz klan! Powiedz mi to prosto w twarz!",0.6260622572719098,0.2045516326940124,0.8627193570137024,0.9327700138092041
"Thank you… Any problems in the future, you keep me in mind.",Dziękuję... I polecam się na przyszłość.,"Dziękuję... Jeśli w przyszłości będą jakieś problemy, pamiętajcie o mnie.",0.48636585326044396,0.021105340631872645,0.8123520016670227,0.806424617767334
"And they're like to get worse. Allgod said if he don't get a rafter o' bacon and a barrel o' beer at least, the rivers'll fill up with frogs, and lotusks or somesuch'll devour the harvest!","A będą jeszcze gorsze. Wszechbóg powiedział, że póki nie dostanie chociaż połcia słoniny i beczki piwa, rzeki zapełnią się żabami, a plony zeżre nam jakaś szkarańcza!","I będą gorsze. Allgod powiedział, że jeśli nie dostanie co najmniej sterty bekonu i beczki piwa, rzeki wypełnią się żabami, a lilie wodne lub coś takiego pochłonie plony.",0.4800148144184684,0.1535259783865636,0.8366137742996216,0.7093554735183716
I still don't know why we tolerate your presence.,"Wciąż nie wiem, czemu cię tu tolerujemy.","Nadal nie rozumiem, dlaczego tolerujemy Twoją obecność.",0.3591559833704396,0.033031643180138064,0.8148422241210938,0.9358645081520081
Sure she'll be delighted to see me. What about you? What will you do?,"Na pewno się ucieszy, jak mnie zobaczy... A ty? Co będziesz robić?",Na pewno ucieszy się na mój widok. A ty? Co zamierzasz robić?,0.4229068650324172,0.11530568323789493,0.8513680100440979,0.9304733276367188
Is it Albert?,To Albert?,Czy to Albert?,0.7952580915576738,0.11362193664674995,0.8473386764526367,0.9152036905288696
What's left to think about? Shackle the whoreson! He was out to murder me!,Nad czym się jeszcze zastanawiasz? Skuj tego kurwiego syna! Chciał mnie zamordować!,"Kłamca! Nie zwalaj tego na mnie, Danvindzie!",0.13747909474852124,0.016170365420297903,0.7241390943527222,0.5732790231704712
"Quiet, fool! Babble on and the noble himself will hear ye.","Ciicho, głupi! Jak będziesz tak głośno dziobem kłapać, to się sam dziedzic zoryjentuje.","Cicho, głupcze! Gadaj dalej, a sam szlachcic cię usłyszy.",0.17791403388808869,0.015375695992413887,0.7881695032119751,0.7858531475067139
A wind-born steed... A black squall turned horse…,Czarnego rumaka... Szkwał w postaci konia...,A wind-born steed... A black squall turned horse…,0.11997458112773124,0.0,0.6851462721824646,0.31682494282722473
It all came out during her interrogation. She confessed. She made Willem's mare die. And her foul whispers lead Gustaf to betray his wife.,Na torturach wszystko wyznała. To za jej sprawą Willemowi źrebna klacz zdechła. Za jej podszeptami Gustaf żonę zdradzał!,"Wszystko wyszło na jaw podczas jej przesłuchania. Przyznała się. To ona sprawiła, że klacz Wilhelma padła. A jej plugawe szepty doprowadziły Gustawa do zdrady żony.",0.3506710915404312,0.010713701843513142,0.7337474226951599,0.8058554530143738
"He's to appear when specters descend from the heavens into the waves, the serpent wakes the sea's wroth, and an icy monster devours an isle.","Ma się pojawić, gdy upiory zstąpią z nieba między fale, wąż obudzi gniew morza, a lodowy potwór pożre wyspę.","On ma się pojawić, gdy widma spadną z niebios do fal, wąż obudzi gniew morza, a lodowy potwór pochłonie wyspę.",0.644852494706795,0.3751840463233443,0.9052543640136719,0.8564024567604065
No dwarves here.,Krasnoludów tu nie ma.,Nie ma tu krasnoludów.,0.5770562025979983,0.08034284189446518,0.9098460078239441,0.9345675110816956
"I saw women, children even, lying dead on this hill. Did they want to destroy you?","Widziałem też trupy kobiet, a nawet dzieci. One też chciały cię zniszczyć?","Widziałem kobiety, nawet dzieci leżące martwe na tym wzgórzu. Czy chcieli cię zniszczyć?",0.5370382061940274,0.039073802494525016,0.8296412825584412,0.8955393433570862
Yes?,Słucham?,Czego chcesz?,0.08204633204633212,0.0,0.7924495935440063,0.6498540043830872
Don't hit the cook!,"Nie, nie... bić kucharza!",Nie bij kucharza!,0.41265694250229495,0.0814136751754278,0.7901574969291687,0.6455759406089783
"Who told you to butt in, eh?",Kto ci się pozwolił wtrącać?,"Kto ci kazał się wtrącać, co?",0.38557902496689683,0.09554427922043669,0.9036860466003418,0.8651280999183655
Ta ra ta ra ta raa. Du pa ra ra raa…,Ta ra ri ra ra,Ta ra ta ra ta raa. Du pa ra ra raa...,0.3769955308494453,0.05637560315259291,0.7771769762039185,0.9427173137664795
You know… I saw something… or someone who looked just like that.,"Widzisz... Spotkałem coś... Czy kogoś, kto wygląda dokładnie tak samo.","Wiesz... Widziałem coś... lub kogoś, kto wyglądał dokładnie tak samo.",0.6898048194261374,0.13747081017605653,0.8974125981330872,0.9602964520454407
Fuck me!,A niech mnie!,Jasny gwint!,0.06060606060606069,0.0,0.7073280811309814,0.5185444951057434
"I see you're weary from the battle. Sit with me, son. Have some mead, pray tell of your adventures.","Widzę, żeście strudzeni walką. Siądźcie ze mną. Wypijcie miodu i opowiedzcie o swych przygodach.","Widzę, że jesteś zmęczony po bitwie. Usiądź ze mną, synu. Napij się miodu i opowiadaj o swoich przygodach.",0.4336265561800181,0.030064545690526145,0.8375059366226196,0.9188486933708191
All right. Tell me no more than you wish to.,"Dobrze. Mów tylko to, co chcesz mi powiedzieć.","W porządku. Nie mów mi nic więcej, jeśli nie chcesz.",0.21211926407928308,0.021105340631872645,0.7700274586677551,0.8358611464500427
Shame he never showed such concern before. Especially for my mother.,"Szkoda, że wcześniej się tak o nas nie troszczył, szczególnie o mamę.","Szkoda, że nigdy wcześniej nie okazywał takiej troski. Szczególnie o moją matkę.",0.4977074897814689,0.045293761707938834,0.8084625601768494,0.9430838823318481
Should I drive him away?,Mam go przegnać?,Czy mam go przegonić?,0.58368469809115,0.08034284189446518,0.8427484631538391,0.9458407759666443
"You tell me! One o' them hunters barged into our hut, turned us out 'fore we could so much as fart in protest.","To ja się pytam, o co chodzi! Jakiś łowca władował się nam do chaty, a nas wystawił za drzwi, zanim zdążyliśmy choćby pierdnąć.","Powiedz mi! Jeden z tych myśliwych wparował do naszej chaty i wyrzucił nas, zanim mogliśmy choćby pierdnąć w proteście.",0.3379363344556803,0.010856782661590052,0.7893205881118774,0.700589656829834
Will you tend to the monster or not?,To zajmiesz się tym potworem czy nie?,Czy zajmiesz się tym potworem czy nie?,0.9263099754703664,0.8091067115702212,0.9580467343330383,0.9697580933570862
"The viscount races incognito, so I must ask for your discretion.","Wicehrabia ściga się incognito, więc proszę o dyskrecję.","Wicehrabia ściga się incognito, więc muszę prosić Cię o dyskrecję.",0.8708200321106124,0.4518010018049224,0.9398943185806274,0.9350562691688538
The Crones? Whaddaya know about them?,Wiedźmy? Co o nich wiesz?,Siostry są starsze od najstarszych drzew… Velenn jest ich królestwem… Wszelkie życie tutaj im służy…,0.14730209979932518,0.0,0.6039130687713623,0.5096927285194397
"That, my friend, is what we call an assumed identity. Can't expect me to reveal my full title to every goitered idiot I run across.",To dla niepoznaki. Nie będę się przecież każdemu zaplutemu ordynusowi przedstawiał.,"To, mój przyjacielu, nazywamy przybraną tożsamością. Nie mogę oczekiwać, że ujawnię swoje pełne tytuły każdemu zdeformowanemu idiocie, którego spotykam.",0.2705137559119709,0.012109013026441871,0.6987547874450684,0.6507588028907776
No. Too high a risk.,Nie. Za duże ryzyko.,Nie. Zbyt duże ryzyko.,0.7309988350126776,0.1880301546543197,0.9055958390235901,0.9741572737693787
"Javor's from there, or so he claims, and you seem to know these waters. Why didn't you sail with Hjalmar?","Jawor jest miejscowy, a ty znasz te wody. Dlaczego nie popłynęliście z Hjalmarem?","Javor's stamtąd, jak twierdzi, a ty zdajesz się znać te wody. Dlaczego nie popłynąłeś z Hjalmarem?",0.5579861262252804,0.20687206010259407,0.8267296552658081,0.6286168098449707
"And you failed to notice? You're losing your touch. Be that as it may, Fyke Isle is free of its curse. That's important. I'm almost inclined to say, ""good work.""","I ty się nie zorientowałeś? No nic, najważniejsze, że udało się odczarować Kłomnicę. Dobra robota.","A ty nie zauważyłeś? Tracisz swój dotyk. Mimo wszystko, Wyspa Fyke jest wolna od klątwy. To ważne. Jestem prawie skłonna powiedzieć, ""dobra robota"".",0.2676731470030846,0.009849349468888718,0.7467398643493652,0.5218344330787659
Faulty memory. I've been here before.,Masz słabą pamięć. Już tu bywałem.,Wadliwa pamięć. Byłem tu już wcześniej.,0.2720559900447674,0.048549177170732344,0.7906146049499512,0.9217517971992493
"Kinda. Didn't offer any details, though.",Tak jakby. Ale bez szczegółów.,Raczej. Nie podali żadnych szczegółów.,0.4025250228645005,0.05372849659117709,0.7899405360221863,0.8745273947715759
Raaaaaaaaah!,Raaaaaaaaah!,Raaaaaaaaah!,1.0,0.1778279410038923,1.0,0.9963908791542053
Ahh...,Ach.,Ahh...,0.1711309523809524,0.0,0.6940163373947144,0.9038270115852356
Failure to leave when summoned.,Brak reakcji na wezwanie do opuszczenia terenu.,Niepowodzenie w opuszczeniu miejsca po wezwaniu.,0.3760538592964339,0.0,0.7851800918579102,0.5659859776496887
Honestly? I don't know.,Szczerze? Nie wiem.,Naprawdę nie wiem.,0.32231141494353704,0.11362193664674995,0.7906263470649719,0.9060515761375427
"You should have come with my daughter, your welcome would have been different.","Byłoby inne, gdybyś przyprowadził moją córkę.","Powinieneś był przyjść z moją córką, twoje powitanie byłoby inne.",0.4010278847899716,0.021105340631872645,0.7930924892425537,0.7388584613800049
Cause I did!,Bo widziałem!,Cause I did!,0.08605356769198584,0.0,0.7370436191558838,0.6505276560783386
Eternal Fire… Father of all… Hear my prayer…,Wieczny Ogniu... Ojcze wszechrzeczy... Wysłuchaj mej modlitwy...,Wieczny ogniu... Ojcze wszystkich... Wysłuchaj mojej modlitwy...,0.6960089228172417,0.046713797772820004,0.9301854372024536,0.846558690071106
Favorable winds to ye!,Wiatr ci w żagle!,Pomyślnych wiatrów!,0.17140762889945668,0.0,0.7436953783035278,0.5430680513381958
Always.,Zawsze.,Zawsze.,1.0,0.1778279410038923,1.0,0.9801557660102844
"Although… you've not divined all, I see. Had you, you would've drawn your silver sword.","Chociaż... Widzę, że nie wszystko jeszcze odgadłeś. Bo wyciągnąłbyś srebrny miecz.","Chociaż... nie przejrzałeś wszystkiego, widzę. Gdybyś tak było, wyciągnąłbyś swój srebrny miecz.",0.5442287497304502,0.045293761707938834,0.8718425035476685,0.8175387978553772
Yum-yum.,Mniam. Mniam.,Yum-yum.,0.058826718716113724,0.0,0.661900520324707,0.7359474301338196
It was hard going at first.,Na początku było ciężko.,Było trudno na początku.,0.4108617131062951,0.0,0.8202740550041199,0.9800800085067749
I can vouch for the last bit. Know where they saw her?,"Za to ostatnie ręczę osobiście... Wiesz, gdzie dokładnie ją widziano?",Mogę potwierdzić ostatni fragment. Wiesz gdzie ją widziano?,0.403818164527882,0.05062667121584364,0.7607501149177551,0.7797069549560547
All right!,Juuuż!,W porządku!,0.052083333333333426,0.0,0.7555080652236938,0.8513831496238708
"Figured ye could use that copper after all, eh?","A jednak grosz by się przydał, co?","Myślałem, że możesz użyć tej miedzi jednak, co?",0.2555814700602173,0.02777619034011792,0.7362271547317505,0.5072987079620361
"Ugh. Ehh, you've a soft heart after all, Geralt.","Ech, ty jednak miękkie masz serce, Geralt.","Ugh. Ehh, masz jednak miękkie serce, Geralt.",0.6855279976411289,0.10445522730720382,0.8328059911727905,0.9206874966621399
But what if they grow suspicious? Start asking questions?,"A co, jeśli to wyda im się podejrzane i zaczną mnie pytać...",A co jeśli zaczną coś podejrzewać? Zadawać pytania?,0.34374139572456275,0.022172045047934612,0.7358322143554688,0.9318471550941467
Surprised to see you still dabbling in politics.,"Zaskoczyło mnie, że jednak wciąż maczasz palce w polityce.","To całkiem proste, Geralt. Nie mogę być obojętny na los Redanii. Nazwijmy to... troską patriotyczną.",0.17184980277379278,0.0,0.6573611497879028,0.5781975388526917
"Maybe it's just me, but I think you'd consider that in itself to be reason enough. Actually, I've long wondered why you parted. Quarelled, even.","Domyślam się, że dla ciebie to już jest wystarczający powód. Wiesz, właściwie to zawsze się zastanawiałem, co was poróżniło.","Może to tylko ja, ale myślę, że sama ta okoliczność byłaby dla ciebie wystarczającym powodem. Tak naprawdę od dawna zastanawiam się, dlaczego się rozstaliśmy. Pokłóciliśmy się, nawet.",0.39249007196102575,0.019427446513842185,0.7642070651054382,0.706774890422821
"Nope, no monsters. Great opportunity to play some cards.",Ani śladu. Dlatego możemy w spokoju zagrać w karty.,Nie ma tu żadnych potworów. Świetna okazja do zagrania w karty.,0.268365454738115,0.03986357128268015,0.7437412142753601,0.8364995718002319
"Swish, swash, witchman buccaneer!",Nie ma chojraka nad wiedźmaka!,"Swish, swash, czarodzieju piracie!",0.127019361203601,0.0,0.6629809141159058,0.4142553508281708
What's it to you?,A co?,Co ci do tego?,0.15142802376844935,0.0,0.722861647605896,0.8097572326660156
"And just like ants, they blindly serve and obey. All there work from dawn to dusk, knowing no rest or comfort.","I jako mrówcy ślepo posłuszni są i karni. Każden tam jeno pracuje od rana do nocy, śmiechu ni odpoczynku nie zaznaje.","I tak jak mrówki, ślepo służą i wykonują rozkazy. Pracują od świtu do zmierzchu, nie znając odpoczynku ani wygody.",0.31165865481419563,0.014907696716954745,0.7628673315048218,0.8346953988075256
"Can girls become witchers, too?",A czy dziewczyna może zostać wiedźminem?,Czy dziewczyny też mogą zostać czarodziejkami?,0.43842296582651247,0.040824829046386304,0.8372821807861328,0.9408493041992188
"No. I'm talkin' about you. So pay, or go back to rut in the furrows.","Nie. Ale sam jesteś bydło. Albo zapłacisz, albo wracaj na miedzę trawę żryć.",Nie. Mówię o tobie. Zapłać albo wróć do rycia w bruzdach.,0.18727604009203924,0.018690183721524995,0.7457419037818909,0.5187917947769165
Eskel told me. But I want to hear you tell it. I'm certain you have a rational explanation.,Eskel mi opowiedział. Ale chciałabym też usłyszeć twoją wersję. Na pewno jakoś to wyjaśnisz.,"Eskel mi powiedział. Ale chcę usłyszeć, jak ty to opowiesz. Jestem pewna, że masz racjonalne wyjaśnienie.",0.48111714102953723,0.030934588294313718,0.7909733653068542,0.9022151827812195
Aaaaa!,Aaaaa!,Aaaaa!,1.0,0.1778279410038923,0.9999998807907104,0.9930501580238342
"You still think me rotten to the core, a base bastard, don't you? You believe I alone am at fault for what happened here.","Ty pewnie dalej myślisz, że jestem skończonym skurwysynem, prawda? I że to, co się stało, to wyłącznie moja wina?","Nadal uważasz mnie za zepsutego do szpiku kości, podłego drania, prawda? Wierzysz, że tylko ja ponoszę winę za to, co się tu wydarzyło.",0.2770431920659529,0.04657469807170698,0.7428574562072754,0.7675673365592957
Have you any proof to confirm your accusation?,Masz dowody na potwierdzenie swoich słów?,Czy masz jakiekolwiek dowody potwierdzające twoje oskarżenie?,0.3902387221377795,0.033031643180138064,0.784888744354248,0.9314959049224854
"Bloody hell, I fucking knew it!","Noż kurwa mać, wiedziałem!","Cholera jasna, mówiłem, że tak będzie!",0.19057422046552477,0.0,0.7603564858436584,0.6272047162055969
Greetin's.,Witajcie.,Pozdrawiam.,0.05434782608695662,0.0,0.7412171959877014,0.7894784212112427
I understand… But I've told you all I know.,"Rozumiem. Ale nie wiem nic więcej ponad to, co już powiedziałam.","Rozumiem... Ale powiedziałam ci już wszystko, co wiem.",0.4433878939297693,0.025124218547395095,0.8441388607025146,0.9172504544258118
"Oh, this again.","Ech, znowu to samo.","Oh, to znowu.",0.25468885628870147,0.0814136751754278,0.8787844777107239,0.9120233058929443
Widows' isles - that's what Skellige is.,Skellige to wyspy wdów.,Wdowie wyspy - takie jest Skellige.,0.46688893393614755,0.040824829046386304,0.7859224081039429,0.7211547493934631
"Just come with me to a meeting. As my bodyguard, it'll bolster my confidence. Truth be told, not so long ago I tried negotiating some iron deliveries with one of the King of Beggars' men.","Wystarczy, że poszedłbyś ze mną na spotkanie. W charakterze ochrony. Swego czasu w sprawie dostaw żelaza pertraktowałem z człowiekiem Króla Żebraków.","Po prostu chodź ze mną na spotkanie. Jako moja ochrona, to wzmocni moją pewność siebie. Prawdę mówiąc, nie tak dawno temu próbowałam negocjować dostawy żelaza z jednym z ludzi Króla Żebraków.",0.40206322303173603,0.09594785034023696,0.7632874846458435,0.801615297794342
Bang-bang troll. In noggin.,Coś mnie kuje. We łbie.,Bang-bang troll. W głowie.,0.11407204473364697,0.0,0.6713217496871948,0.3599436283111572
Damn the dogs. He's hidden somewhere!,"Szlag, przyczaił się gdzieś!",Cholera z tymi psami. Ukrywa się gdzieś!,0.3683397366636194,0.06985342056580097,0.7819810509681702,0.45944732427597046
Nor yours.,Ani twojej.,Nie twoja sprawa.,0.22518059855521155,0.0,0.735406756401062,0.7760527729988098
