en_text,pl_text,dialog_prototype1,dialog_prototype2,default,chrf_dialog_prototype1,bleu_dialog_prototype1,bertscore_dialog_prototype1,comet_dialog_prototype1,chrf_dialog_prototype2,bleu_dialog_prototype2,bertscore_dialog_prototype2,comet_dialog_prototype2,chrf_default,bleu_default,bertscore_default,comet_default
Aaaaaah.,Aaaaaah.,"Z tego co wiem, w Novigradzie elfy nie są zbyt dobrze traktowane.","Z tego co wiem, w Novigradzie elfy nie są zbyt dobrze traktowane.",Aaaaaah.,0.05291005291005301,0.0,0.623772919178009,0.5344104766845703,0.05291005291005301,0.0,0.623772919178009,0.5344104766845703,1.0,0.1778279410038923,1.0000001192092896,0.9906850457191467
Oaf.,Łamaga.,Gbur.,Gbur.,"Oaf.

(Tłumaczenie dosłowne, ponieważ ""oaf"" to angielskie słowo oznaczające osobę niemądrą lub nieokrzesaną, które nie ma bezpośredniego odpowiednika w języku polskim.)",0.02450980392156872,0.0,0.6161262392997742,0.5205991864204407,0.02450980392156872,0.0,0.6161262392997742,0.5205991864204407,0.05595238095238101,0.0,0.5621389746665955,0.5183663368225098
"Of late, look seaward and you'll see their sun on a sail, starin' right back.",Ostatnio widujemy coraz więcej okrętów ze znakiem słońca na żaglu.,"Ostatnio patrz na morze, a zobaczysz ich słońce na żaglu, gapiące się prosto w ciebie.","Ostatnio patrz na morze, a zobaczysz ich słońce na żaglu, gapiące się prosto na ciebie.","Ostatnio spójrz w morze, a zobaczysz ich słońce na żaglu, gapiące się prosto w ciebie.",0.3237384263301835,0.015718877363021206,0.7411019206047058,0.5875089764595032,0.31743483159798436,0.015718877363021206,0.7408899664878845,0.5792568325996399,0.32358802879617693,0.015718877363021206,0.7380518317222595,0.5863522887229919
"It's dangerous, there are risks involved. Understand that, don't you?",To będzie ryzykowna wyprawa. Zdajesz sobie z tego sprawę?,"To jest niebezpieczne, wiąże się z ryzykiem. Rozumiesz to, prawda?","To niebezpieczne, wiąże się z ryzykiem. Rozumiesz to, prawda?","To jest niebezpieczne, wiąże się z ryzykiem. Rozumiesz to, prawda?",0.21385675976772722,0.025098621243978974,0.7229844927787781,0.8254719376564026,0.2019067245494182,0.028517539529041507,0.7178838849067688,0.8261919617652893,0.21385675976772722,0.025098621243978974,0.7229844927787781,0.8254719376564026
"Agh. The gold wasn't mine alone. See, I run a members-only savings club, a bank for the initiated.","Widzisz... Te pieniądze nie należały wyłącznie do mnie. Można powiedzieć, że prowadzę taki bank dla wtajemniczonych.","Ach. Złoto nie było tylko moje. Widzisz, prowadzę ekskluzywny klub oszczędnościowy, bank dla wtajemniczonych.","Z tego co wiem, w Novigradzie elfy nie są zbyt dobrze traktowane.","Ach. Złoto nie należało tylko do mnie. Widzisz, prowadzę klub oszczędnościowy dla członków, bank dla wtajemniczonych.",0.37526779137302596,0.06963003305718092,0.7811304926872253,0.8671861290931702,0.12009545705473879,0.012204811114796843,0.6721984148025513,0.6155852675437927,0.4692772376122649,0.08326915667169545,0.8126357793807983,0.8722805976867676
Someone Crach summoned?,Kogóż to Crach sprowadził?,Ktoś wezwał Cracha?,Ktoś wezwał Cracha?,Ktoś przywołał kogoś do kraksy?,0.19420506795906112,0.0,0.785210371017456,0.7285395860671997,0.19420506795906112,0.0,0.785210371017456,0.7285398244857788,0.1508445258445259,0.0,0.732144832611084,0.5760104060173035
Maybe that your wife's with child…?,Że twoja żona jest przy nadziei…,Może że twoja żona jest w ciąży...?,Może że twoja żona spodziewa się dziecka…?,Może że twoja żona jest w ciąży...?,0.48139317083447114,0.16348126556655487,0.7442078590393066,0.695030689239502,0.39592616490650884,0.06985342056580097,0.7370446920394897,0.7058606743812561,0.48139317083447114,0.16348126556655487,0.7442078590393066,0.695030689239502
"Greetings, stranger. Have a drink with us.","Witaj, nieznajomy. Napij się z nami.","Witaj, obcy. Napij się z nami.","Witaj, obcy. Napij się z nami.","Cześć, nieznajomy. Napij się z nami.",0.6095565756896172,0.537284965911771,0.926197350025177,0.9166661500930786,0.6095565756896172,0.537284965911771,0.926197350025177,0.9166661500930786,0.8239274852641557,0.7598356856515925,0.942111074924469,0.9332056641578674
"This is a misunderstanding… but fine, take them. Though I'll need a receipt, wouldn't wanna lose anything.","To jakieś nieporozumienie... No, ale trudno, bierzcie. Tylko chcę jakieś pokwitowanie, żeby nic się nie zgubiło.","To nieporozumienie… ale dobrze, bierzcie je. Tylko potrzebuję paragonu, nie chciałbym niczego stracić.","To nieporozumienie… ale dobrze, weźcie je. Tylko będę potrzebował paragonu, nie chciałbym niczego stracić.","To jest nieporozumienie... ale dobrze, weź je. Chociaż będę potrzebować paragonu, nie chciałbym niczego stracić.",0.36078712618689157,0.017444714791376905,0.7787829041481018,0.811809778213501,0.3203725730412596,0.017511026255205436,0.7636029720306396,0.8006665110588074,0.3152138093854571,0.017487432819564223,0.7786636352539062,0.745067298412323
Mhm?,Mhm?,Mhm?,Mhm?,Mhm?,0.6666666666666666,0.1778279410038923,1.0,0.9934595823287964,0.6666666666666666,0.1778279410038923,1.0,0.9934595823287964,0.6666666666666666,0.1778279410038923,1.0,0.9934597015380859
I got the look of a Skelliger?,Wyglądam na mieszkańca Skellige?,Czyżbym miał spojrzenie Skellige?,Masz serce prawdziwego Craite.,Dostałem spojrzenie Skelligera?,0.3046324197724091,0.08034284189446518,0.7625102400779724,0.622001051902771,0.08122668531841203,0.0,0.669374942779541,0.46514883637428284,0.26190851613265403,0.0,0.7636063098907471,0.6595720648765564
"You're on everyone's tongues, you know! Coin and fame aplenty now, eh?","Wiesz, ostatnio dostałeś się na języki! Sława i pieniądze, co?","Jesteś na ustach wszystkich! Pewnie teraz masz pełno pieniędzy i sławy, co?","Jesteś na ustach wszystkich! Pewnie teraz masz pełno pieniędzy i sławy, co?","Jesteś na językach wszystkich, wiesz! Monety i sławy teraz pod dostatkiem, co?",0.2339463715132423,0.022416933501922302,0.7755247354507446,0.8018612265586853,0.2339463715132423,0.022416933501922302,0.7755247354507446,0.8018612265586853,0.3067044599347491,0.022416933501922302,0.7881178259849548,0.7228425145149231
The White Wolf.,Biały Wilk.,Biały Wilk.,Biały Wilk.,Biały Wilk.,1.0,0.316227766016838,1.0,0.9878442883491516,1.0,0.316227766016838,1.0,0.9878435730934143,1.0,0.316227766016838,1.0,0.9878442883491516
His debtors have tended to disappear without a trace.,No tak. Jego dłużnicy mieli skłonność do znikania bez śladu.,Jego dłużnicy mają tendencję do znikania bez śladu.,Jego dłużnicy mają tendencję do znikania bez śladu.,Jego dłużnicy mieli tendencję do znikania bez śladu.,0.5795847527545889,0.3201911827891037,0.8886445760726929,0.9594163298606873,0.5795847527545889,0.3201911827891037,0.8886445760726929,0.9594163298606873,0.6553787584752314,0.38940039153570244,0.9044442176818848,0.96461421251297
Eternal Fire which is our hope…,"Wieczny Ogień, który jest nadzieją...","Wieczny ogień, który jest naszą nadzieją...","Wieczny ogień, który jest naszą nadzieją...","Wieczny ogień, który jest naszą nadzieją...",0.8332152003735737,0.10266900960803409,0.9495595693588257,0.9604095220565796,0.8332152003735737,0.10266900960803409,0.9495595693588257,0.9604079127311707,0.8332152003735737,0.10266900960803409,0.9495595693588257,0.9604095220565796
"I've no illusions, witcher. In Velen, you're gone as long as she's been, you don't come back.","Nie mam złudzeń, wiedźminie. Tu w Velen, jak ktoś znika na tyle czasu, to już nie wraca.","Nie mam żadnych złudzeń, wiedźminie. W Velen, jeśli ktoś zaginął tak dawno temu jak ona, to już nie wróci.","Nie chcesz wiedzieć, co się z nią stało?","Nie mam złudzeń, wiedźminie. W Velen jesteś tak długo, jak ona, nie wrócisz.",0.5557934534206398,0.08097785064266204,0.8777205348014832,0.6859584450721741,0.09866897452326928,0.009017608727734442,0.6641722917556763,0.5843210816383362,0.46693838762096895,0.1573320614126865,0.8547723889350891,0.7040536999702454
And you think this is witchers' work because…?,I to jest według ciebie zlecenie dla wiedźmina?,"I ty tak myślisz, bo...?",Dlaczego by nie miało być?,"I myślisz, że to jest praca wiedźminów, ponieważ...?",0.057136083451872995,0.029486824119076216,0.6629053354263306,0.515204131603241,0.09233322644199378,0.0,0.7050180435180664,0.4528147280216217,0.32178795102306,0.06500593260343691,0.7476094365119934,0.8281852006912231
Wanna hop over the village? Remind the bumpkins who we are?,Chcesz ze mną do wsi wyskoczyć? Chłopom się przypomnieć?,Chcesz przejechać przez wieś? Przypomnieć kmiotkom kim jesteśmy?,Chcesz przejechać przez wieś? Przypomnieć kmiotkom kim jesteśmy?,Chcesz przeskoczyć przez wieś? Przypomnieć kmiotkom kim jesteśmy?,0.32031293398189203,0.024512401940754224,0.7943304181098938,0.8214002847671509,0.32031293398189203,0.024512401940754224,0.7943304181098938,0.8214002847671509,0.3947110077503562,0.024512401940754224,0.7942889928817749,0.7348545789718628
"A Changeling Rescued, or the Witcher's Triumph - your performance was mag-ni-fi-cent!","Twoja gra w ""Zmienniku wybawionym albo tryumfie Wiedźmina"" była im-po-nu-jąca!","A Changeling Rescued, or the Witcher's Triumph - twoja gra była mag-ni-fi-cent!","Łatwo rozpoznana. Jestem z tego dumna, nigdy nie zamierzałam tego ukrywać.",Ocalone pacholę lub triumf wiedźmina - twoje przedstawienie było ma-gicz-ne!,0.1961490037984913,0.020255986027125642,0.685787558555603,0.6925325393676758,0.12452122466208783,0.0,0.5988800525665283,0.5432542562484741,0.2383916175017883,0.0,0.7424446940422058,0.7715293169021606
Hmm… Trying the trick can't hurt.,Hmm... Spróbować nie zaszkodzi.,Spróbować tej sztuczki nie zaszkodzi.,"Z tego co wiem, w Novigradzie elfy nie są zbyt dobrze traktowane.",Hmm... Spróbowanie sztuczki nie zaszkodzi.,0.6479942807576778,0.12574334296829354,0.7904019355773926,0.879824697971344,0.15475214004625773,0.017033186037639283,0.6458185315132141,0.5841249823570251,0.8252948530822094,0.12574334296829354,0.9181692004203796,0.9442502856254578
"Your father asked me to, but… what if I help her, and she wins, and they crown her queen of Skellige?","Twój ojciec mnie o to prosił, ale... co jeśli dzięki mnie Cerys zwycięży i zostanie królową Skellige?","Twój ojciec poprosił mnie o to, ale... co jeśli jej pomogę, a ona wygra i koronują ją królową Skellige?","Twój ojciec poprosił mnie o to, ale... co jeśli jej pomogę, a ona wygra i koronują ją królową Skellige?","Poprosił mnie o to twój ojciec, ale... co jeśli jej pomogę, a ona wygra i koronują ją na królową Skellige?",0.5246545503393435,0.08562365224473288,0.8515980243682861,0.9315077066421509,0.5246545503393435,0.08562365224473288,0.8515980243682861,0.9315077066421509,0.5132506153702301,0.09379601158083607,0.8332136273384094,0.9175310730934143
All right! I'm up!,"No już, już.",Wstaw tłumaczenie tutaj,Wszystko w porządku! Obudziłem się!,W porządku! Jestem gotowy!,0.04504504504504513,0.0,0.6429519057273865,0.4618581533432007,0.04132231404958687,0.0,0.7005212306976318,0.650998055934906,0.02949852507374641,0.0,0.7054863572120667,0.7455427050590515
Vintages from 1255 to 1264…,Tu są butelki z lat 1255-1264...,Wina z lat 1255 do 1264...,Wina z lat 1255 do 1264...,Wina z lat od 1255 do 1264...,0.4165752577070449,0.08633400213704504,0.8221191167831421,0.6570623517036438,0.4165752577070449,0.08633400213704504,0.8221191167831421,0.6570613980293274,0.3192801102491876,0.06985342056580097,0.8251562118530273,0.7321386933326721
Got a problem?,Masz jakiś problem?,Masz jakiś problem?,Masz jakiś problem?,Masz problem?,1.0,0.5623413251903491,1.0,0.995955765247345,1.0,0.5623413251903491,1.0,0.995955765247345,0.49157869419802963,0.10785809837243004,0.7964785695075989,0.9872251749038696
A witcher's silver sword…,Srebrny wiedźmiński miecz...,To miecz srebrny wiedźmina...,Ładna?,Srebrny miecz wiedźmina...,0.5913984686810774,0.0,0.8400753736495972,0.9103026390075684,0.013888888888888966,0.0,0.6121082305908203,0.42888298630714417,0.5197933374986798,0.11362193664674995,0.9003793597221375,0.959148645401001
"Toward dawn a storm broke. It was mayhem, so I took advantage and jumped overboard.",Nad ranem rozpętał się sztorm. Wykorzystałam zamieszanie i wyskoczyłam za burtę.,"Wkrótce po zmierzchu rozszalała się burza. Zapanował chaos, więc skorzystałam z okazji i wyskoczyłam za burtę.","Wkrótce po zmierzchu rozszalała się burza. Zapanował chaos, więc skorzystałam z okazji i wyskoczyłam za burtę.","Nadciągnęła burza od dawna. Panował chaos, więc skorzystałem z okazji i wyskoczyłem za burtę.",0.4888152175489285,0.16188613565728213,0.8252400755882263,0.9135242104530334,0.4888152175489285,0.16188613565728213,0.8252400755882263,0.9135242104530334,0.3895086587134838,0.03342866121562732,0.8117216229438782,0.6637446880340576
Nuh-huh! It is too!,"A właśnie, że tak!",To nie jest prawdziwy ogień...,"Nie, to nie jest prawdziwy ogień...",Aha! Tak jest!,0.10635915427284719,0.0,0.7259579300880432,0.6403883099555969,0.13605465107133635,0.0,0.737739086151123,0.6738506555557251,0.09153052948673394,0.0,0.7983188629150391,0.9410339593887329
Watch it. And leave the woman alone.,Zmień ton. I zostaw tę kobietę w spokoju.,Uważaj. I zostaw tę kobietę w spokoju.,Uważaj. I zostaw tę kobietę w spokoju.,Popatrz na to. I zostaw kobietę w spokoju.,0.7500529698818376,0.7013967267997694,0.9040403366088867,0.9300408959388733,0.7500529698818376,0.7013967267997694,0.9040403366088867,0.9300408959388733,0.621745105090172,0.17286039232097053,0.8930003643035889,0.9193800091743469
"Same thing each time - snares sprung, earth trampled, blood, bits o' flesh… But no game in sight.","Wszędzie to samo. Wnyki zatrzaśnięte, zryta ziemia, krew, resztki skóry... A zwierzyny nie ma.","To samo za każdym razem - sidła się zatrzasnęły, ziemia stratowana, krew, strzępy mięsa… Ale ani śladu zwierzyny.","To samo za każdym razem - sidła się zatrzasnęły, ziemia stratowana, krew, strzępy mięsa… Ale żadnej zwierzyny w zasięgu wzroku.","To samo za każdym razem - potrzaski się zatrzaskują, ziemia jest stratowana, krew, kawałki mięsa... Ale ani śladu zwierzyny.",0.33913321426319626,0.010802314890908065,0.7739638686180115,0.7143846154212952,0.33615313183859047,0.011451997463067555,0.7602649927139282,0.7029454112052917,0.3693474787779494,0.010182425646195498,0.806175708770752,0.628910481929779
"You've two bouts more 'fore you can challenge for the title of best in Skellige. You've got to defeat Einar, to be found on Faroe, and one Grim of Helmstein, a village on Ard Skellig. Good luck to ye.","Czekają cię dwa kolejne pojedynki, zanim otrzymasz szansę zostania mistrzem Skellige. Jeden z przeciwników to Einar. Znajdziesz go na Faroe. Drugim jest Grim z wioski Helmstein na Ard Skellig.","Musisz stoczyć jeszcze dwie walki, zanim będziesz mógł walczyć o tytuł najlepszego wojownika w Skellige. Musisz pokonać Einara, którego możesz znaleźć na Faroe, oraz jednego Grima z Helmstein, wioski na Ard Skellig. Powodzenia.","Musisz stoczyć jeszcze dwie walki, zanim będziesz mógł walczyć o tytuł najlepszego wojownika w Skellige. Musisz pokonać Einara, którego możesz znaleźć na Faroe, i jednego Grima z Helmstein, wioski na Ard Skellig. Powodzenia.","Masz jeszcze dwie walki do pokonania, zanim będziesz mógł rzucić wyzwanie o tytuł najlepszego w Skellige. Musisz pokonać Einara, którego można znaleźć na Faroe, oraz jednego z Grimów z Helmstein, wioski na Ard Skellig. Powodzenia.",0.400452550883218,0.03572673091368897,0.7520896792411804,0.8002689480781555,0.40117918697267085,0.03572673091368897,0.7519006729125977,0.7989904284477234,0.38804826116671826,0.03459516500691775,0.7451744675636292,0.8058655858039856
Damn. Forgot the wine.,"Cholera, zapomniałem o winie.",Cholera. Zapomniałem wina.,Cholera. Zapomniałem wina.,Cholera. Zapomniałem wina.,0.5532518820073448,0.0,0.8913571238517761,0.7746647596359253,0.5532518820073448,0.0,0.8913571238517761,0.7746651768684387,0.5532518820073448,0.0,0.8913571238517761,0.7746647596359253
"Hear that? Dammit, Hjalmar's probably started another row.","Słyszałeś? Cholera, Hjalmar zaczął pewnie jakąś burdę...","Słyszysz to? Cholera, pewnie Hjalmar znowu zaczął awanturę.",To nie Hjalmar. Chodźmy.,"Słyszysz to? Cholera, Hjalmar pewnie znowu zaczął awanturę.",0.4682644604091098,0.039281465090051315,0.785742461681366,0.9200584888458252,0.15681316997260467,0.0,0.6644769906997681,0.4890429377555847,0.5043561953222833,0.06985342056580097,0.8243231773376465,0.931218683719635
"Hey, now!",Ej no!,"Hej, teraz!","Hej, teraz!","Cześć, teraz!",0.06060606060606071,0.0,0.7647297382354736,0.8192782402038574,0.06060606060606071,0.0,0.7647297382354736,0.8192781805992126,0.029239766081871437,0.0,0.755509614944458,0.7063219547271729
