en_text,pl_text,dialog_prototype,default,chrf_dialog_prototype,bleu_dialog_prototype,bertscore_dialog_prototype,comet_dialog_prototype,chrf_default,bleu_default,bertscore_default,comet_default
Didn't know you were interested in that kind of magic.,"Nie wiedziałem, że interesuje cię ten rodzaj magii.","Nie wiedziałem, że interesujesz się taką magią.","Nie wiedziałem, że interesujesz się tym rodzajem magii.",0.6433881956138182,0.1417182961428368,0.8853379487991333,0.9443772435188293,0.750764364725188,0.1477219991186121,0.9244034290313721,0.9578530192375183
"Massacred body, bare feet. Another prisoner.","Zmasakrowane ciało, bose stopy. Kolejny jeniec.","Zmasakrowane ciało, gołe stopy. Kolejny więzień.","Zmasakrowane ciało, bose stopy. Inny więzień.",0.6992489950685324,0.12209471671615688,0.9258267283439636,0.9232733845710754,0.6802830510663727,0.5081327481546147,0.9182013869285583,0.8897334337234497
See you later.,Do zobaczenia.,Do zobaczenia później.,Do zobaczenia później.,0.8567015268318557,0.11362193664674995,0.9175108075141907,0.9460498690605164,0.8567015268318557,0.11362193664674995,0.9175108075141907,0.9460498690605164
You're not the first to try the old walk on through…,"Byli już tacy, co próbowali na bezczelnego.","Nie jesteś pierwszym, który próbuje starego przejścia przez...","Nie jesteś pierwszym, który próbuje starego przejścia...",0.16554675869898902,0.0,0.6901144981384277,0.39630377292633057,0.16327175249095485,0.0,0.7127751111984253,0.5249427556991577
Hm… I was but eighteen when they took me in. An age at which teachings interest one far less than love.,"Ale... Miałam osiemnaście lat, jak mnie przyjęli. A wtedy nie nauki ma się w głowie, tylko miłość.","Hm... Miałam osiemnaście lat, kiedy mnie przyjęli. Wiek, w którym nauki interesują znacznie mniej niż miłość.","Hm... Miałem zaledwie osiemnaście lat, kiedy mnie przyjęli. Wiek, w którym nauczanie interesuje znacznie mniej niż miłość.",0.5400330083582975,0.08087955402920874,0.8307365775108337,0.9058851003646851,0.4804392455475468,0.03807134866446317,0.8041152358055115,0.8942531943321228
"So, what kind of armor are we talkin' about?","No, to co to ma być za pancerz?","No więc, o jakiej zbroi mowa?","Więc, o jakim pancerzu mówimy?",0.11141304347826093,0.0,0.77360999584198,0.8044094443321228,0.25061984583490776,0.0,0.7698205709457397,0.8553556799888611
My top! Where'd you find it?,O ja! Mój bączek! Skąd go masz?,Moja bluzka! Gdzie ją znalazłeś?,Mój top! Gdzie go znalazłeś?,0.11253165037384046,0.0,0.790340006351471,0.7313820719718933,0.11521324803944977,0.04282963710525157,0.8144783973693848,0.6999815702438354
"You have grown lazy, shit-heels, drinking your Temerian wheat beer!","Rozleniwiliście się, gamonie, przy temerskim pszenicznym!","Staliście się leniwi, gnidy, pijąc swoje temerskie piwo pszeniczne!","Stałeś się leniwy, chujki, pijąc swoje Temeriańskie piwo pszeniczne!",0.4849619688441203,0.0,0.7689184546470642,0.6452035903930664,0.3074778046180427,0.0,0.7199326753616333,0.5778228044509888
"A few bites on my feet and calves. Nothing, really.",Mam pokąsane stopy i łydki. Ale to nic.,Kilka ugryzień na stopach i łydkach. Nic takiego.,Kilka ugryzień w stopy i łydki. Nic takiego naprawdę.,0.21738263474567707,0.02777619034011792,0.7840303778648376,0.7108860015869141,0.38168890296364183,0.11868405219520975,0.7989848852157593,0.744458794593811
Geralt!,Geralt!,Geralt!,Geralt!,1.0,0.1778279410038923,1.0,0.9886408448219299,1.0,0.1778279410038923,1.0,0.9886408448219299
I've no time for you.,Nie mam dla ciebie czasu.,Nie mam dla ciebie czasu.,Nie mam czasu dla ciebie.,1.0,1.0,1.0,0.9909725785255432,0.6635069086113978,0.12574334296829354,0.9354041814804077,0.9852421283721924
Agreed. Now follow me. Time for a little storm.,"No, to przybijmy targu. A teraz chodź ze mną – pora na małą burzę.",Umowa stoi. Teraz chodź za mną. Czas na małą burzę.,Zgoda. Teraz chodź za mną. Czas na małą burzę.,0.39384522972546865,0.0752397025358172,0.8252950310707092,0.8132855296134949,0.3840203268697375,0.07317324884772676,0.8201972246170044,0.8656421303749084
What's this? Brewing potions?,Co tam? Warzysz jakieś eliksiry?,Co to ma być? Warzenie mikstur?,Co to jest? Warzenie mikstur?,0.2226224250929791,0.040824829046386304,0.7912269830703735,0.5824856758117676,0.22345291853860563,0.05372849659117709,0.7943857312202454,0.5759122967720032
"Foot in mouth, as usual.",Jak zwykle coś palniesz.,"Stopa w usta, jak zwykle.","Jak zwykle, stopa w ustach.",0.3392348313594444,0.0,0.7347162961959839,0.4191819131374359,0.3974927736559912,0.05372849659117709,0.7459985017776489,0.4312675893306732
Got anything to sell?,Masz coś na sprzedaż?,Czy masz coś na sprzedaż?,Masz coś do sprzedania?,0.9167403111105967,0.26591479484724945,0.9496525526046753,0.9810807704925537,0.5834842678432436,0.16990442448471224,0.9229286909103394,0.9806039333343506
"Challenge me again - raise your hand, draw your sword, look at me the wrong way… and I'll kill you.","Jeżeli jeszcze raz rzucisz mi wyzwanie, podniesiesz na mnie rękę, wyciągniesz miecz lub choćby krzywo spojrzysz... Zabiję cię.","Wyzwij mnie ponownie - unieś rękę, dobyj miecza, spójrz na mnie krzywo... i cię zabiję.","Wyzywaj mnie ponownie - podnieś rękę, dobyj miecza, spójrz na mnie krzywo... a cię zabiję.",0.2525801730933802,0.025327098770360795,0.8068539500236511,0.8543757200241089,0.2680697515457639,0.025327098770360795,0.8094296455383301,0.8513778448104858
Don't kill me!,Nie zabijajcie!,Nie zabijaj mnie!,Nie zabijaj mnie!,0.7132704518342871,0.11362193664674995,0.8859187364578247,0.9658528566360474,0.7132704518342871,0.11362193664674995,0.8859187364578247,0.9658528566360474
Keep looking. It must be here.,Szukaj dalej. Musi gdzieś tu być.,Kontynuuj poszukiwania. Musi tu być.,Szukaj dalej. Musi tu być.,0.28347153834237854,0.10294994188297393,0.8224858641624451,0.9096159338951111,0.676483245308451,0.2737591267534727,0.9607076644897461,0.9565289616584778
"Ehh, I suppose you're right.","No, może i racja.","Ehh, chyba masz rację.","Ehh, chyba masz rację.",0.17015048031539784,0.0,0.7526728510856628,0.9072825908660889,0.17015048031539784,0.0,0.7526728510856628,0.9072825908660889
I know.,Wiem.,Wiem.,Wiem.,0.8333333333333334,0.1778279410038923,1.0,0.9684513807296753,0.8333333333333334,0.1778279410038923,1.0,0.9684513807296753
"Well, now I know why she brought you along. Fine. A full purse of Novigrad crowns. As proof of my good will.","Teraz już wiem, po co cię tu przyprowadziła. Ale dobrze. Macie tu pełny mieszek novigradzkich koron. W dowód mojego zaufania.","No cóż, teraz już wiem, dlaczego cię tu sprowadziła. Dobrze. Pełna sakiewka novigradzkich koron jako dowód mojej dobrej woli.","Dobrze, teraz wiem, dlaczego cię ze sobą zabrała. W porządku. Pełna sakiewka novigradzkich koron. Jako dowód mojej dobrej woli.",0.513708704693025,0.03197340984861532,0.8326455950737,0.808979868888855,0.3980109023776032,0.026886325725138435,0.825636625289917,0.7722107768058777
"That would mean balls and banquets and other boring things that start with a ""b.""","To by oznaczało bale, bankiety, biesiady... I inne nudne rzeczy na b.","To oznaczałoby jaja i uczty oraz inne nudne rzeczy zaczynające się na literę ""b"".","To oznaczałoby kule i uczty oraz inne nudne rzeczy zaczynające się na literę ""b"".",0.45833869185979365,0.08032276872815308,0.7551786303520203,0.7044156193733215,0.4668619725923087,0.08032276872815308,0.757647693157196,0.6522893905639648
Uh-huh?,Ehe?,Hmm?,Eh-he?,0.04166666666666676,0.0,0.7398626804351807,0.8368620872497559,0.3907377344877345,0.0,0.6913538575172424,0.808479905128479
"You were a child then, and we… misjudged the situation.","Wtedy byłaś dzieckiem, a my... źle oceniłyśmy sytuację.","Byłaś wtedy dzieckiem, a my... źle oceniliśmy sytuację.","Byłeś wtedy dzieckiem, a my... źle oceniliśmy sytuację.",0.7504108503952532,0.3655552228545123,0.9689614772796631,0.9818165898323059,0.7288963490761727,0.3655552228545123,0.9594362378120422,0.9731200337409973
But he's old and ugly. What good is he?,Ale on jest stary i brzydki. Jaki z niego pożytek?,Ale on jest stary i brzydki. Jaki z niego pożytek?,Ale on jest stary i brzydki. Do czego się nadaje?,1.0,1.0,0.9999999403953552,0.9874725341796875,0.586317469432874,0.5169731539571706,0.8973936438560486,0.9151037335395813
What do you mean?,O czym ty mówisz?,Co masz na myśli?,Co masz na myśli?,0.09615384615384624,0.0,0.7819997668266296,0.9144415855407715,0.09615384615384624,0.0,0.7819997668266296,0.9144415855407715
He loves me… He loves me not… He loves me… He loves me not…,Kocha... Nie kocha... Kocha... Nie kocha...,On mnie kocha... On mnie nie kocha... On mnie kocha... On mnie nie kocha...,On mnie kocha... On mnie nie kocha... On mnie kocha... On mnie nie kocha...,0.6263849710263286,0.0169861974906263,0.8628286719322205,0.8105414509773254,0.6263849710263286,0.0169861974906263,0.8628286719322205,0.8105414509773254
Did you see their tartans? Clan Tuirseach colors.,Widziałeś ich tartany? To barwy rodu Tuirseach.,Czy widziałeś ich tartany? Kolory klanu Tuirseach.,Czy widziałeś ich kraty? Kolory klanu Tuirseach.,0.6659076276268215,0.07730551756939454,0.8886011242866516,0.9052086472511292,0.49432551048217627,0.039281465090051315,0.8736016750335693,0.855778157711029
Greetings.,Witaj.,Cześć.,Pozdrowienia.,0.02777777777777787,0.0,0.7831059694290161,0.7922154664993286,0.07462686567164188,0.0,0.7948496341705322,0.8199630379676819
"Got good news. Your god's dead. It was actually a run-of-the-mill monster - sentient but mean, took advantage of you. You went hungry, while it grew new chins.","Mam dobre wieści. Bóg umarł. To był zwykły potwór, który wykorzystał waszą naiwność. Wyście głodowali... A on obrastał w kolejne podbródki.","Mam dobre wieści. Wasz bóg nie żyje. To była zwykła bestia - świadoma, ale złośliwa, wykorzystywała was. Wy głodowaliście, a on robił sobie nowe brody.","Dobre wieści. Twój bóg nie żyje. To był właściwie zwykły potwór - świadomy, ale złośliwy, wykorzystywał cię. Ty głodowałeś, a on obrastał w nowe podbródki.",0.3806381425349672,0.042601467364417965,0.808150589466095,0.7835956811904907,0.49151010281550783,0.05302459604351236,0.8261534571647644,0.7910839319229126
Glaeddyv vort.,Glaeddyv vort.,Niech się stanie.,"Dziękuję za podziękowania.

Tłumaczenie:
Glaeddyv vort.

Dziękuję.",0.05050505050505059,0.0,0.5530427694320679,0.45909905433654785,0.6960215214275279,0.06985342056580097,0.6439118981361389,0.47708946466445923
"Same to you. And if you wish to learn what's happened in the world while you and Vesemir roamed the wilderness, talk to Ambassador var Attre. That's him, over there.","I wzajemnie. Słuchaj, jeżeli chcesz się dowiedzieć, co się działo na świecie, gdy włóczyłeś się z Vesemirem po bezdrożach, porozmawiaj z ambasadorem var Attre. To on, o tam.","To samo dla ciebie. A jeśli chcesz dowiedzieć się, co działo się w świecie, gdy ty i Vesemir wędrowaliście po dziczy, porozmawiaj z ambasadorem var Attre. To on, tam dalej.","To samo do ciebie. A jeśli chcesz dowiedzieć się, co działo się na świecie podczas twojej wędrówki z Vesemirem przez dzikie ostępy, porozmawiaj z ambasadorem var Attre. To on, tam dalej.",0.5403756366141587,0.23364352820304826,0.8654348254203796,0.7060879468917847,0.5504920439134902,0.2257118047882956,0.8523813486099243,0.6885126829147339
"Oh, no! I plan to have a good look at this famous maze of theirs first…",O nie! Mam zamiar najpierw dokładnie obejrzeć sobie ten ich słynny labirynt...,"Oh, nie! Planuję najpierw dokładnie obejrzeć ten słynny labirynt.","Och, nie! Planuję najpierw dobrze przyjrzeć się ich słynnemu labiryntowi...",0.5986628476027274,0.10113117135596685,0.8715200424194336,0.9379484057426453,0.4143514983538719,0.02274122123480211,0.846714973449707,0.9351410269737244
Shove your bales up your arse!,W rzyć se je wsadź!,Wsadź sobie te bele jedwabiu w dupę!,Wpychaj swoje bele do dupy!,0.21170298960436149,0.0,0.7554911375045776,0.6357795596122742,0.11674649332877186,0.0,0.7385194897651672,0.6224629878997803
Who's that? Show yourself! Anyone there?,Kto tu? Odezwij się... Jest tu kto?,Kto tam jest? Pokaż się! Jest tu ktoś?,Kto tam jest? Pokaż się! Jest tu kto?,0.3574081667673987,0.06500593260343691,0.8679143190383911,0.9426205158233643,0.39073933955143564,0.1477219991186121,0.8744400143623352,0.9311900734901428
A wild steed... From meadows moist…,Dzikie konie znajdziesz... Na podmokłych łąkach...,Dziki rumak... Z wilgotnych łąk...,Dziki koń... Z wilgotnych łąk...,0.21281093969844886,0.0,0.8344526886940002,0.6412220597267151,0.21391418348451144,0.0,0.8331767320632935,0.6828620433807373
They can't sing that anymore. Contains heresies.,Tego już nie można śpiewać. Tam są herezje.,Nie mogą już śpiewać tej piosenki. Zawiera herezje.,Nie mogą już tego śpiewać. Zawiera herezje.,0.4023314629544103,0.03303164318013808,0.7894102334976196,0.9372298121452332,0.4408827369936501,0.037684991644924185,0.8281376957893372,0.9451326131820679
Forgetting anything?,Chyba o czymś zapomniałeś...,Czy coś ci uciekło z pamięci?,Zapominasz o czymkolwiek?,0.10068166669467277,0.0,0.6967160105705261,0.8012188076972961,0.21060393728018711,0.0814136751754278,0.7337751984596252,0.8921833038330078
Achoo!,Apsik!,A psik!,Ach!,1.0,0.0,0.9159317016601562,0.6252294182777405,0.05747126436781618,0.0,0.891226589679718,0.8174724578857422
I'm back.,Wróciłem.,Wróciłem.,Jestem z powrotem.,1.0,0.1778279410038923,0.9999999403953552,0.9836024641990662,0.1286877202270022,0.0,0.791727602481842,0.865645706653595
You needn't shove!,Nie pchaj się!,Nie musisz się tak pchać.,Nie musisz pchać!,0.3052352784402635,0.05372849659117709,0.8233914971351624,0.6479610800743103,0.2904617665085824,0.11362193664674995,0.8671323657035828,0.6980144381523132
"A beverage, maybe?",Może coś do picia?,Może coś do picia?,"Napój, może?",1.0,1.0,1.0,0.993736207485199,0.10623046783401342,0.0,0.7429461479187012,0.8325985670089722
"This masquerade… just not a good idea, I don't think.",Ta przebieranka to chyba nie był dobry pomysł.,"Ten bal maskowy... po prostu nie wydaje mi się dobrym pomysłem, myślę.","Ten kamuflaż... po prostu nie jest dobrym pomysłem, myślę.",0.2544439287218491,0.017033186037639283,0.6998705863952637,0.8335860371589661,0.25232614295128625,0.023980296761827107,0.7238061428070068,0.8112203478813171
I'd rather not hear this.,Nie chce o tym słuchać.,Wolałabym tego nie słyszeć.,Wolałbym tego nie słyszeć.,0.13860013860013867,0.0,0.7793448567390442,0.8750735521316528,0.13932466756312573,0.0,0.7840216755867004,0.8679741024971008
Won't be necessary. Baron owes me a favor. A big one.,Nie będzie trzeba. Mam u Barona dług wdzięczności.,Nie będzie to konieczne. Baron winien mi jest dużą przysługę.,Nie będzie konieczne. Baron jest mi winien przysługę. Dużą.,0.33805877025941006,0.0446323613785333,0.7772025465965271,0.8912323117256165,0.31460454044188885,0.050712153369465586,0.7454610466957092,0.8730929493904114
Man can't work five minutes and not be interrupted.,No nie pozwolą się człowiekowi skupić na robocie.,Nie da się pracować pięć minut bez przerwy.,Człowiek nie może pracować pięć minut bez przerwy.,0.1255013035328399,0.02777619034011792,0.7237648963928223,0.7370023131370544,0.22756385769194334,0.02777619034011792,0.7428824305534363,0.8193579316139221
"C'mon, men! Whosoever brings me Uve Jabberjaw's head will get a longship to command!","Dalej, ludzie! Kto mi da głowę Uwe Milczka, dostanie pod komendę własny drakkar!","Chodźcie, mężowie! Ktokolwiek przyniesie mi głowę Uve Jabberjawa, ten otrzyma długi statek do dowodzenia!","No dalej, ludzie! Ktokolwiek przyniesie mi głowę Uve Jabberjawa, otrzyma okręt do dowodzenia!",0.2491854230338532,0.0169861974906263,0.7585185766220093,0.6238453388214111,0.3541974447185157,0.020448007360218394,0.7814785242080688,0.763979971408844
"I ask questions, try to flesh out feelings, emotions… Truth is essential in this, and though most who come to me acknowledge that, many refuse to speak openly of certain matters. Apart from which they remain unaware of others, further obscuring things.","Zadaję dużo pytań, staram się nazwać uczucia, emocje... Ważna jest szczerość, ale i tak ludzie nie chcą opowiadać o niektórych sprawach. A innych nawet sobie nie uświadamiają.","Pytając, staram się uzupełnić uczucia, emocje... Prawda jest kluczowa w tym, co robię, a choć większość osób przychodzących do mnie zdaje sobie z tego sprawę, wiele z nich odmawia otwartego mówienia o pewnych kwestiach. Poza tym pozostają nieświadomi innych rzeczy, co dodatkowo komplikuje sytuację.","Zadaję pytania, staram się rozwijać uczucia, emocje... Prawda jest w tym kluczowa, a choć większość przychodzących do mnie to uznaje, wielu odmawia otwartego mówienia o pewnych sprawach. Poza tym pozostają nieświadomi innych, co jeszcze bardziej zaciemnia sytuację.",0.3905477867321328,0.014886459693587576,0.7531214952468872,0.8653175234794617,0.44825668639750144,0.017824493553370194,0.7881987690925598,0.8238717913627625
You realize that might not be that easy.,"Wiesz, że to może nie być takie proste...?","Wiesz, że to może nie być takie proste.","Zdajesz sobie sprawę, że to może nie być takie proste.",0.9159120374675175,0.8408964152537145,0.9178834557533264,0.9672127366065979,0.7732500555614883,0.5169731539571706,0.846394419670105,0.9394798278808594
"Trusted you, the pellar did. Help you promised!","Guślarz wam zaufał, obiecaliście pomoc!","Ufał ci, ten peleryniarz. Pomóc obiecałeś!","Ufałem ci, piekarzu. Pomóc obiecałeś!",0.22909355817206778,0.0,0.7661198377609253,0.7488372921943665,0.24152982570354173,0.0,0.7472068071365356,0.8267117142677307
"Mhm, Dandelion. So, hunter's barricaded himself inside? There another way in?",To na pewno Jaskier. Łowca zabarykadował się od środka? Jest jakieś inne wyjście?,"Mhm, Dandelion. Więc myśliwy zabarykadował się wewnątrz? Czy jest inny sposób, żeby się tam dostać?","Mhm, mniszek lekarski. Więc myśliwy zabarykadował się w środku? Jest inny sposób wejścia?",0.3091985666670313,0.027952555963587523,0.742951512336731,0.6894274353981018,0.37892986690539526,0.036362270465000714,0.7853260636329651,0.671532928943634
