en_text,pl_text,dialog_prototype,default,chrf_dialog_prototype,bleu_dialog_prototype,bertscore_dialog_prototype,comet_dialog_prototype,chrf_default,bleu_default,bertscore_default,comet_default
"I'd made a deal with this young alchemist. She really loaded up - fisstech, vodka, magic mushrooms. Went out into the garden, vampire found her and drank his fill. Fight was an afterthought.","Dogadałem się z taką młodą alchemiczką... Nabombiła się fisstechem, wódką i grzybkami, po czym poszła do ogrodu. Wampir ją tam znalazł, napił się... No i walka była tylko formalnością.","Zawarłem umowę z tą młodą alchemiczką. Naprawdę się obładowała - fisstech, wódka, grzyby halucynogenne. Wyszła do ogrodu, wampir ją znalazł i napił się do syta. Walka była dodatkiem.","Zawarłem umowę z tym młodym alchemikiem. Naprawdę się obciążyła - fisstech, wódka, grzyby halucynogenne. Wyszła do ogrodu, wampir ją znalazł i napił się do syta. Walka była po namyśle.",0.4454123584473961,0.011225128520932664,0.7972662448883057,0.7403949499130249,0.39814393690099475,0.01120952841014909,0.7782343029975891,0.6038050651550293
What for?,Czemu to ma służyć?,Po co to?,Po co?,0.04493291375072417,0.0,0.6838545203208923,0.6595707535743713,0.02237136465324394,0.0,0.687187671661377,0.7283540368080139
Don't sell herbs.,Nie handluję ziołami.,Nie sprzedawaj ziół.,Nie sprzedawaj ziół.,0.13479665750114114,0.11362193664674995,0.7979995012283325,0.8349344730377197,0.13479665750114114,0.11362193664674995,0.7979995012283325,0.8349344730377197
Shaent tah'vir!,Shaent tah’vir!,Co to jest?!,"Nie mogę znaleźć konkretnego tłumaczenia ""Shaent tah'vir!"" w języku polskim. To zdanie wydaje się być fikcyjne lub może pochodzić z innego języka niż angielski. Jeśli to jest błąd ortograficzny lub literówka, proszę o poprawienie oryginalnego tekstu.

Jeśli jednak chodziło Ci o przetłumaczenie czegoś innego, proszę podaj dokładną treść do przetłumaczenia.",0.04901960784313735,0.0,0.701483964920044,0.5358358025550842,0.19725971327072137,0.0,0.6213379502296448,0.4531821012496948
Ghouls dug them up.,A ghule je odkopały.,Ghoule je wykopały.,Ghule je wykopały.,0.48079885800474037,0.0814136751754278,0.8180270195007324,0.8387805819511414,0.5347293960170868,0.0814136751754278,0.8219315409660339,0.8509118556976318
"No strong cards, no gold king - shan't be entering, shall we? Do we not know the rules?","Nie ma silnych kart, nie ma złotego króla – nie wejdzie. Nie zna zasad?","Nie mam silnych kart, nie ma króla złota - nie będę wchodził, prawda? Czyżbyśmy nie znali zasad?","Bez silnych kart, bez złotego króla - nie będziemy wchodzić, prawda? Czyżbyśmy nie znali zasad?",0.516798522692295,0.1702602472176709,0.81725013256073,0.8316261768341064,0.5132705195924915,0.045466972369917126,0.8085311651229858,0.8182240128517151
"Bear! Bear! Run, you stupid piece of shit!","Niedźwiedź! Uciekaj, głupi zwierzaku!","Niedźwiedź! Niedźwiedź! Uciekaj, ty głupi kawałku gówna!","Niedźwiedź! Niedźwiedź! Uciekaj, ty głupia kupo gówna!",0.6223870937520374,0.07730551756939454,0.8800666332244873,0.882850170135498,0.6359731357300992,0.06985342056580097,0.8603286147117615,0.8794262409210205
A shrine dedicated to the Crones. The tome says the Trail of Treats starts here.,Kapliczka poświęcona wiedźmom. Według księgi to początek Słodkiej Ścieżki.,"Kapliczka poświęcona Kikimorom. Księga mówi, że Szlak Łakoci zaczyna się tutaj.","Kapliczka poświęcona Krukom. Księga mówi, że Szlak Słodyczy zaczyna się tutaj.",0.3719881401233455,0.03986357128268015,0.7896159887313843,0.819054365158081,0.38075509735675545,0.03986357128268015,0.8050869107246399,0.878303587436676
Here. Eat up.,Macie tu. Nażreć się.,Tutaj. Jedz.,Tu. Jedz.,0.057803468208092575,0.0,0.6485386490821838,0.47697263956069946,0.049632352941176544,0.0,0.6672699451446533,0.43020692467689514
Fine. Still had a few good ones at the tip of my tongue.,No dobrze. Chociaż miałem jeszcze parę przysłów w zanadrzu.,Dobrze. Nadal miałem kilka dobrych na końcu języka.,Dobrze. Nadal miałem kilka dobrych na końcu języka.,0.23415157058579136,0.024512401940754224,0.7921178936958313,0.4628966152667999,0.23415157058579136,0.024512401940754224,0.7921178936958313,0.4628966152667999
Eternal Fire be with you.,Wieczny Ogień z tobą.,Ogień Wieczny niech będzie z tobą.,Nieśmiertelny ogień bądź z tobą.,0.6070025344501059,0.10266900960803409,0.8396663069725037,0.9465367794036865,0.3500167903418678,0.11362193664674995,0.8246418833732605,0.8430944085121155
Dammit… That ship's about to disintegrate!,Cholera... Ten statek zaraz pójdzie w drzazgi!,Cholera... Ten statek zaraz się rozpadnie!,Cholera... Ten statek zaraz się rozpadnie!,0.6234608453345495,0.43012508513132625,0.9005666375160217,0.9179896712303162,0.6234608453345495,0.43012508513132625,0.9005666375160217,0.9179896712303162
Curdled codfish.,Kurcze flak.,Zsiadłe mleko dorsza.,Zsiadły dorsz.,0.09887005649717523,0.0,0.6964909434318542,0.5561786890029907,0.05952380952380962,0.0,0.7128118872642517,0.5008384585380554
"All right, I'll take your word for it.","No dobra, niech będzie ża dam ci w to wiarę.","Dobrze, uwierzę ci na słowo.","Dobrze, uwierzę ci na słowo.",0.12903179324205308,0.01976560930094397,0.7236274480819702,0.7748724818229675,0.12903179324205308,0.01976560930094397,0.7236274480819702,0.7748724818229675
Found Vester's gang and paid off his arbalist. You just witnessed the rest of the story.,Dotarłem do bandy Vestera i przekupiłem kusznika. Resztę historii znasz.,Znalazłem gang Vestera i opłaciłem jego kusznika. Właśnie byłeś świadkiem reszty historii.,Znalazłem gang Vestera i zapłaciłem jego arbalistowi. Właśnie to widziałeś w reszcie historii.,0.39433321253025855,0.03986357128268015,0.802120566368103,0.7172441482543945,0.30942651121224257,0.03285702044797773,0.7680457234382629,0.7012805938720703
Done playing nice!,Żarty się skończyły!,Koniec udawania miłego!,Gra skończona! Miło było!,0.05464480874316949,0.0,0.7169130444526672,0.6457497477531433,0.2748708146067484,0.0,0.7863300442695618,0.817924976348877
Someone brought these beasts here to murder our sons and brothers. We cannot restore their lives.,"Ktoś tu ściągnął te niedźwiedzie, żeby zamordowały naszych synów i braci. Nie zwrócimy im życia...","Ktoś sprowadził te bestie tu, by zamordować naszych synów i braci. Nie możemy przywrócić im życia.","Ktoś przyniósł te bestie tutaj, aby zamordować naszych synów i braci. Nie możemy przywrócić im życia.",0.5207081038656215,0.2574866101628968,0.8665605187416077,0.9268726110458374,0.5148008359319578,0.2574866101628968,0.8655123114585876,0.9228852987289429
Aaaaargh…,Ech...,Aaaaaargh...,Aaaaargh…,0.3090558797080536,0.0,0.7945273518562317,0.9080345630645752,0.026455026455026547,0.0,0.6117767691612244,0.9062805771827698
Hope you didn't come to gawk.,"Chyba nie przyszedłeś, żeby podglądać?","Mam nadzieję, że nie przyszliście się gapić.","Mam nadzieję, że nie przyszedłeś się gapić.",0.2795767616832731,0.033031643180138064,0.7409695982933044,0.8028730750083923,0.41868651749533153,0.033031643180138064,0.7965719699859619,0.8050738573074341
"No uniform, no boots. Clearly not a Nilfgaardian soldier.",Ten nie ma na sobie munduru ani butów. To raczej nie był nilfgaardzki żołnierz.,"Bez munduru, bez butów. Na pewno nie jest to żołnierz nilfgaardzki.","Bez munduru, bez butów. Wyraźnie nie jest to żołnierz nilfgaardzki.",0.4161092213928286,0.01706602014357155,0.8569841980934143,0.9029128551483154,0.4335861071319347,0.016824108947695062,0.8675186038017273,0.9053240418434143
"Well, it varies. On good days the square is barely capable of accommodating everyone, other times we're lucky to earn a handful of coppers.","No cóż, różnie bywa. Jeśli trafimy we właściwy moment, ludzie prawie nie mieszczą się na placu, ale czasem cały urobek to garść miedziaków.","Cóż, różnie bywa. W dobre dni plac ledwo mieści wszystkich chętnych, innym razem szczęśliwi jesteśmy, jeśli uzbieramy garść miedziaków.","Cóż, to się zmienia. W dobre dni plac ledwo mieści wszystkich, innym razem mamy szczęście zarobić garść miedziaków.",0.3710579390364963,0.02467137343525436,0.7698150277137756,0.8109574913978577,0.2914251802668614,0.020577588335262142,0.7384622693061829,0.7653453350067139
"Thanks, I'll keep it in mind.","Dzięki, będę pamiętał.","Dzięki, wezmę to pod uwagę.","Dziękuję, wezmę to pod uwagę.",0.32013608453782577,0.05372849659117709,0.7723385095596313,0.8465123176574707,0.22086191842289404,0.0,0.7516165375709534,0.8409110903739929
Nilfgaardians? Why? What'd they want with her?,Nilfgaardczycy? Czego mogli od niej chcieć Nilfgaardczycy?,Dlaczego? Czego od niej chcieli?,Nilfgaardczycy? Dlaczego? Czego oni od niej chcieli?,0.2895779377686663,0.08428828344718171,0.7632067203521729,0.792008101940155,0.5509969144642043,0.08307018474412793,0.8516240119934082,0.7824094891548157
What're you doin'? Why're you choppin' this?,Co ty robisz? Czemu to przecinasz?,Co robisz? Dlaczego to siekasz?,Co robisz? Dlaczego to siekasz?,0.30367736309483856,0.05789300674674099,0.8522369861602783,0.6982519626617432,0.30367736309483856,0.05789300674674099,0.8522369861602783,0.6982519626617432
"You and Ciri talked a bit, didn't you?","Rozmawiałaś trochę z Ciri, prawda?","Czyżbyście trochę porozmawiali, co?","Ty i Ciri trochę rozmawialiście, prawda?",0.3376374860587388,0.06257106818159155,0.7766485214233398,0.7727378010749817,0.5347431138545075,0.048549177170732344,0.8239805102348328,0.9618321061134338
We march in two hours!,Wymarsz za dwie godziny!,Wyruszamy za dwie godziny!,Ruszamy za dwie godziny!,0.6832478006583269,0.3976353643835253,0.8943730592727661,0.7322300672531128,0.6663645428931807,0.3976353643835253,0.8970624804496765,0.7672598958015442
Wounds around the neck and shoulders.,Rany tylko w okolicach szyi i karku.,Rany wokół szyi i ramion.,Rany wokół szyi i ramion.,0.2134437529299019,0.08428828344718171,0.8212928175926208,0.8912100195884705,0.2134437529299019,0.08428828344718171,0.8212928175926208,0.8912100791931152
When can we take him away?,Kiedy będzie mógł wyjść?,Kiedy możemy go stąd zabrać?,Kiedy możemy go zabrać?,0.22077301361904408,0.05372849659117709,0.813284695148468,0.9126390814781189,0.20885845116752436,0.08034284189446518,0.842370867729187,0.895577073097229
Ann Gal Scam'Hanach!,Ann Gal Scam'Hanach!,Anna Gal Skam Hanach!,Oszustwo Ann Gal Scam'Hanach!,0.46603940721587783,0.08034284189446518,0.8496913313865662,0.8091216683387756,0.9503709934546097,0.3976353643835253,0.9053807258605957,0.8280314207077026
"Hah! A man with a sense of humor. I like that. Well, what can I do for you, Geralt of Rivia?","Ha! Człowiek z dystansem do siebie, to lubię. No, co mogę dla ciebie zrobić, Geralcie z Rivii?","Haha! Człowiek z poczuciem humoru. Lubię to. No cóż, co mogę dla ciebie zrobić, Geralcie z Rivii?","Haha! Człowiek z poczuciem humoru. Podoba mi się to. No cóż, co mogę dla ciebie zrobić, Geralcie z Rivii?",0.6398535495132547,0.4527471870952894,0.8945840001106262,0.9053217768669128,0.63464960088593,0.4007781700028195,0.8871496319770813,0.9072117805480957
Ugh.,Yhh...,Ech.,Ugh.,0.09219348659003838,0.0,0.7091119885444641,0.8281238675117493,0.09219348659003838,0.0,0.741154134273529,0.8872562050819397
You haven't changed a bit.,"Widzę, że nic się nie zmieniło.",Nic się nie zmieniłaś.,Nie zmieniłeś się ani trochę.,0.5522736704748114,0.10305224267080783,0.8345226049423218,0.8891615271568298,0.3652987718421335,0.0439891724758422,0.7869546413421631,0.8858388066291809
"No reaction from the Council, the Conclave?",A Rada i Kapituła nie zareagowały?,"Nie ma reakcji ze strony Rady, Konklawe?","Brak reakcji ze strony Rady, konklawe?",0.166903478424526,0.0,0.7102042436599731,0.8180978894233704,0.13201151061157823,0.0,0.704346239566803,0.7513176798820496
"Don't know about you two, but I'm feelin' a bit sleepy.","Nie wiem jak wy, ale ja jestem śpiący.","Nie wiem jak wy dwaj, ale ja czuję się trochę senny.","Nie wiem jak wy dwaj, ale ja czuję się trochę senny.",0.48621820560685985,0.11731175160264001,0.8660394549369812,0.8744004964828491,0.48621820560685985,0.11731175160264001,0.8660394549369812,0.8744004964828491
Meooooow?,Miau?,Miau?,Miau?,0.8333333333333334,0.1778279410038923,1.0,0.992666482925415,0.8333333333333334,0.1778279410038923,1.0,0.992666482925415
Tuning into elven magic is just slightly more difficult than sniffing out a malodorous fiend.,Dostroić się do elfiej magii jest odrobinę trudniej niż wyczuć śmierdzącego biesa.,Wsłuchiwanie się w magię elficką jest nieco trudniejsze niż wywąchanie cuchnącego stworzenia.,Dostrajanie się do magii elfów jest tylko nieznacznie trudniejsze niż wytropienie cuchnącego demona.,0.3055021568062235,0.022416933501922302,0.7915672063827515,0.6312131285667419,0.3661798053324876,0.04131551591106297,0.8309516906738281,0.7960608005523682
"And it's not like I'm not eager to crack some holier-than-thou buggers' skulls, but…",I nie żebym nie chciał natłuc trochę tych świętojebliwców...,"I nie jest tak, że nie jestem chętny rozwalić czaszek paru nadętych dupków, ale...","I nie jest tak, że nie mam ochoty rozwalić czaszek kilku nadętych dupków, ale...",0.22981017506239954,0.03342866121562732,0.7424878478050232,0.6662668585777283,0.22408601332132552,0.03342866121562732,0.7416961193084717,0.6628488898277283
Damn… Avallac'h's surrounded the tower with a magic barricade.,Cholera... Avallac’h odgrodził wieżę magiczną barierą.,Cholera... Avallac'h otoczył wieżę magiczną barierą.,Cholera... Avallac'h otoczył wieżę magiczną barykadą.,0.7497631046912169,0.21711852081087685,0.9345323443412781,0.9125383496284485,0.6539500296890924,0.09554427922043669,0.9156245589256287,0.8863334059715271
I want you to pay in full in advance.,"I chciałbym, żebyś zapłacił z góry.","Chcę, żebyś zapłacił mi pełną kwotę z góry.","Chcę, żebyś zapłacił pełną kwotę z góry.",0.5612208519575342,0.08307018474412793,0.8467548489570618,0.958919107913971,0.5542354799194068,0.09878765474230743,0.8650183081626892,0.9655591249465942
That simple?,Tak po prostu?,To takie proste?,To takie proste?,0.31659347891582623,0.0,0.8417706489562988,0.9450070858001709,0.31659347891582623,0.0,0.8417706489562988,0.9450070858001709
Fuck!,Kurwa!,Kurwa mać!,Kurwa!,0.5742692611456562,0.0,0.8874938488006592,0.8323408365249634,1.0,0.1778279410038923,0.9999999403953552,0.9935450553894043
Ekhem. Fine then. So long as he does not interrupt.,"Ekhm, dobrze. O ile nie będzie się wtrącał.","Ekhem. W porządku. Pod warunkiem, że nie będzie przerywać.","Ekhem. W porządku więc. Pod warunkiem, że nie będzie przerywał.",0.3210794120536096,0.050712153369465586,0.7751061320304871,0.7965736985206604,0.35340469237572686,0.0446323613785333,0.7962333559989929,0.8573740124702454
We shan't try to trick her.,Nie będziemy próbowali wykrętów.,Nie będziemy próbowali jej oszukać.,Nie będziemy próbować jej oszukać.,0.665426422693554,0.26591479484724945,0.8569405674934387,0.9189910888671875,0.5924289981583852,0.11362193664674995,0.847476065158844,0.9087733030319214
So I should go?,Czyli powinnam jechać?,Więc powinnam iść?,Więc powinienem iść?,0.35772600724869236,0.11362193664674995,0.8435994982719421,0.950900137424469,0.20381602283332312,0.0,0.8208624720573425,0.9238434433937073
"And those, what're tho--?",A to...,"A te, co to są--?","A ci, co to są--?",0.13310639783538455,0.05372849659117709,0.6686362624168396,0.49333927035331726,0.10386663175351322,0.05372849659117709,0.6673392653465271,0.5022012591362
"Because I want to hear why you betrayed my father, my brother and our clan! Say it to my face!","Bo chciałam, żebyś mi powiedział prosto w oczy, dlaczego zdradziłeś mojego ojca, brata, nasz klan!","Bo chcę usłyszeć, dlaczego zdradziłeś mojego ojca, brata i nasz klan! Powiedz mi to prosto w twarz!","Ponieważ chcę usłyszeć, dlaczego zdradziłeś mojego ojca, brata i nasz klan! Powiedz mi to prosto w twarz!",0.6260622572719098,0.2045516326940124,0.8627193570137024,0.9327700138092041,0.6112495714367848,0.19923405658137924,0.8431820869445801,0.91851407289505
"Thank you… Any problems in the future, you keep me in mind.",Dziękuję... I polecam się na przyszłość.,"Dziękuję… Jeśli w przyszłości będą jakieś problemy, daj mi znać.","Dziękuję... W przypadku jakichkolwiek problemów w przyszłości, pamiętaj o mnie.",0.41620767778856016,0.0,0.7726494669914246,0.7773299217224121,0.4828152348408745,0.021105340631872645,0.8076292276382446,0.8227540850639343
"And they're like to get worse. Allgod said if he don't get a rafter o' bacon and a barrel o' beer at least, the rivers'll fill up with frogs, and lotusks or somesuch'll devour the harvest!","A będą jeszcze gorsze. Wszechbóg powiedział, że póki nie dostanie chociaż połcia słoniny i beczki piwa, rzeki zapełnią się żabami, a plony zeżre nam jakaś szkarańcza!","I one ma być gorsze. Allgod powiedział, że jeśli nie dostanie co najmniej pół tony boczku i beczki piwa, rzeki wypełnią się żabami, a ludzie będą musieli walczyć z lotoskami lub czymś takim o plony.","I będą się pogarszać. Algad powiedział, że jeśli nie dostanie przynajmniej beczki bekonu i beczki piwa, rzeki wypełnią się żabami, a jakieś lotusy czy coś takiego pożrą plony!",0.48212799477079465,0.1214053825777097,0.8002943992614746,0.6999772191047668,0.4695525293583371,0.1504843536148922,0.8282310366630554,0.7631006836891174
I still don't know why we tolerate your presence.,"Wciąż nie wiem, czemu cię tu tolerujemy.","Nadal nie wiem, dlaczego tolerujemy twoją obecność.","Nadal nie wiem, dlaczego tolerujemy twoją obecność.",0.4424063450305848,0.06985342056580097,0.8502731323242188,0.9362151622772217,0.4424063450305848,0.06985342056580097,0.8502731323242188,0.9362151622772217
Sure she'll be delighted to see me. What about you? What will you do?,"Na pewno się ucieszy, jak mnie zobaczy... A ty? Co będziesz robić?",Na pewno ucieszy się na mój widok. A ty? Co zamierzasz robić?,"Oczywiście będzie zachwycona, że mnie widzi. A co z tobą? Co zamierzasz zrobić?",0.4229068650324172,0.11530568323789493,0.8513680100440979,0.9304733276367188,0.30590675670169026,0.020448007360218394,0.7868935465812683,0.9055829048156738
Is it Albert?,To Albert?,Czy to Albert?,Czy to Albert?,0.7952580915576738,0.11362193664674995,0.8473386764526367,0.9152036905288696,0.7952580915576738,0.11362193664674995,0.8473386764526367,0.9152036905288696
What's left to think about? Shackle the whoreson! He was out to murder me!,Nad czym się jeszcze zastanawiasz? Skuj tego kurwiego syna! Chciał mnie zamordować!,Co tu jeszcze myśleć? Zakuć skurwysyna! Chciał mnie zamordować!,Co tu jeszcze myśleć? Powiesić skurwysyna! Chciał mnie zamordować!,0.4645442894180551,0.09138232906466222,0.8389260768890381,0.7913938164710999,0.4791692055009287,0.09138232906466222,0.827997624874115,0.7910821437835693
"Quiet, fool! Babble on and the noble himself will hear ye.","Ciicho, głupi! Jak będziesz tak głośno dziobem kłapać, to się sam dziedzic zoryjentuje.","Cicho, głupcze! Gadaj dalej, a sam szlachcic cię usłyszy.","Cicho, głupcze! Paplaj dalej, a sam szlachcic cię usłyszy.",0.17791403388808869,0.015375695992413887,0.7881695032119751,0.7858531475067139,0.17999537122610934,0.015375695992413887,0.7839392423629761,0.7794053554534912
A wind-born steed... A black squall turned horse…,Czarnego rumaka... Szkwał w postaci konia...,Rumak zrodzony z wiatru... Czarny szkwał zamieniony w konia...,Wiatronogi rumak... Czarny szkwał przemieniony w konia...,0.38350179344314395,0.028517539529041507,0.8303305506706238,0.5728859305381775,0.4040635340862611,0.039281465090051315,0.8594993352890015,0.6015601754188538
It all came out during her interrogation. She confessed. She made Willem's mare die. And her foul whispers lead Gustaf to betray his wife.,Na torturach wszystko wyznała. To za jej sprawą Willemowi źrebna klacz zdechła. Za jej podszeptami Gustaf żonę zdradzał!,"Wszystko wyszło na jaw podczas jej przesłuchania. Przyznała się. To ona sprawiła, że klacz Wilhelma padła. A jej plugawe szepty doprowadziły Gustawa do zdrady żony.",Wszystko wyszło podczas przesłuchania. Przyznała się. Zabiła klacz Willema. I jej plugawe szepty doprowadziły Gustafa do zdrady żony.,0.3506710915404312,0.010713701843513142,0.7337474226951599,0.8058554530143738,0.3674146578945916,0.01284618972676772,0.7371792793273926,0.7945876121520996
"He's to appear when specters descend from the heavens into the waves, the serpent wakes the sea's wroth, and an icy monster devours an isle.","Ma się pojawić, gdy upiory zstąpią z nieba między fale, wąż obudzi gniew morza, a lodowy potwór pożre wyspę.","On ma się pojawić, gdy widma schodzą z nieba w fale, wąż budzi gniew morza, a lodowy potwór pożera wyspę.","On ma się pojawić, gdy widma zstąpią z niebios do fal, wąż obudzi gniew morza, a lodowy potwór pochłonie wyspę.",0.6522822508728846,0.2908402945446888,0.9203449487686157,0.8136301040649414,0.7070169985920391,0.3942058093215873,0.919571042060852,0.866509735584259
No dwarves here.,Krasnoludów tu nie ma.,Nie ma tu krasnoludów.,Tutaj nie ma krasnoludów.,0.5770562025979983,0.08034284189446518,0.9098460078239441,0.9345675110816956,0.6063628466300477,0.08034284189446518,0.879150927066803,0.9481208324432373
"I saw women, children even, lying dead on this hill. Did they want to destroy you?","Widziałem też trupy kobiet, a nawet dzieci. One też chciały cię zniszczyć?","Widziałem kobiety, nawet dzieci leżące martwe na tym wzgórzu. Czy chcieli cię zniszczyć?","Widziałem kobiety, nawet dzieci leżące martwe na tym wzgórzu. Czy chcieli cię zniszczyć?",0.5370382061940274,0.039073802494525016,0.8296412825584412,0.8955393433570862,0.5370382061940274,0.039073802494525016,0.8296412825584412,0.8955393433570862
Yes?,Słucham?,Cóż?,Tak?,0.0219298245614036,0.0,0.8303344249725342,0.7687459588050842,0.043859649122807105,0.0,0.721440315246582,0.6877574920654297
Don't hit the cook!,"Nie, nie... bić kucharza!",Nie bij kucharza!,Nie bij kucharza!,0.41265694250229495,0.0814136751754278,0.7901574969291687,0.6455759406089783,0.41265694250229495,0.0814136751754278,0.7901574969291687,0.6455759406089783
"Who told you to butt in, eh?",Kto ci się pozwolił wtrącać?,"Kto ci kazał się wtrącać, co?","Kto ci kazał się wtrącać, co?",0.38557902496689683,0.09554427922043669,0.9036860466003418,0.8651284575462341,0.38557902496689683,0.09554427922043669,0.9036860466003418,0.8651280999183655
Ta ra ta ra ta raa. Du pa ra ra raa…,Ta ra ri ra ra,Czy słyszałaś? Jakaś trupa cyrkowa rozzłościła Mengego!,Ta ra ta ra ta raa. Du pa ra ra raa...,0.10884315803171425,0.0,0.586600661277771,0.44443991780281067,0.3769955308494453,0.05637560315259291,0.7771769762039185,0.9427173137664795
You know… I saw something… or someone who looked just like that.,"Widzisz... Spotkałem coś... Czy kogoś, kto wygląda dokładnie tak samo.","Wiesz… Widziałem coś… lub kogoś, kto wyglądał dokładnie tak samo.","Wiesz... Widziałem coś... lub kogoś, kto wyglądał dokładnie tak samo.",0.6088097199606562,0.13134549472120793,0.8330327272415161,0.9602964520454407,0.6898048194261374,0.13747081017605653,0.8974125981330872,0.9602964520454407
Fuck me!,A niech mnie!,Kurwa mać!,Jebać mnie!,0.03086419753086429,0.0,0.7916744351387024,0.5536282658576965,0.28161164408600614,0.09069748827745895,0.8617517352104187,0.7431294918060303
"I see you're weary from the battle. Sit with me, son. Have some mead, pray tell of your adventures.","Widzę, żeście strudzeni walką. Siądźcie ze mną. Wypijcie miodu i opowiedzcie o swych przygodach.","Widzę, że jesteś zmęczony po bitwie. Usiądź ze mną, synu. Napij się miodu i opowiedz mi o swoich przygodach.","Widzę, że jesteś zmęczony po bitwie. Usiądź ze mną, synu. Napij się miodu, opowiedz mi o swoich przygodach.",0.4660282671486214,0.028339296176052856,0.8468474745750427,0.9226171374320984,0.42447835549255203,0.015276780223747026,0.8384957313537598,0.9190799593925476
All right. Tell me no more than you wish to.,"Dobrze. Mów tylko to, co chcesz mi powiedzieć.","W porządku. Nie mów mi nic więcej, niż chcesz powiedzieć.",Dobrze. Nie mów mi więcej niż chcesz.,0.3803203866114866,0.02777619034011792,0.845392644405365,0.8819161653518677,0.28592345914117095,0.034052233956373766,0.8191902041435242,0.8827053308486938
Shame he never showed such concern before. Especially for my mother.,"Szkoda, że wcześniej się tak o nas nie troszczył, szczególnie o mamę.","Szkoda, że nigdy wcześniej nie okazywał takiej troski. Szczególnie o moją matkę.","Szkoda, że nigdy wcześniej tak się nie martwił. Zwłaszcza o moją matkę.",0.4977074897814689,0.045293761707938834,0.8084625601768494,0.9430838823318481,0.3705528090680348,0.04926862021119254,0.8198432922363281,0.9255649447441101
Should I drive him away?,Mam go przegnać?,Czy mam go przepędzić?,Czy powinnam go odstraszyć?,0.4822953713897716,0.08034284189446518,0.8318471908569336,0.9361963868141174,0.22127594627594627,0.08034284189446518,0.7871195077896118,0.8337799310684204
