en_text,pl_text,dialog_prototype,chrf_dialog_prototype,bleu_dialog_prototype,bertscore_dialog_prototype,comet_dialog_prototype
"I don't like you, White One.","Nie podobasz mi się, białowłosy.","Nie lubię cię, Biała Jedynko.",0.15942018844562972,0.05372849659117709,0.749769389629364,0.6671502590179443
"Suppose so. But you look the way I do, you gotta grab every chance you can get.",Niby tak... Ale z moją aparycją trzeba korzystać z każdej okazji.,Mieszanie pracy i romansu? Zły pomysł. Wampir mógłby cię złapać ze spuszczonymi spodniami.,0.1344740856156075,0.0,0.65810227394104,0.5926339030265808
"You must take my hand and talk of Ciri. Tell me where you think she might be, who could be at her side.","Weźmiesz mnie za rękę i będziesz opowiadał o Ciri. Mów, gdzie według ciebie może być, jakich ma przyjaciół.","Musisz wziąć moją rękę i porozmawiać o Ciri. Powiedz mi, gdzie twoim zdaniem ona może być, kto mógłby być przy jej boku.",0.3141105653758682,0.03307108401836138,0.7727612257003784,0.8232645392417908
You know plants?,Znasz się na roślinach?,Czy znasz rośliny?,0.29498387364974604,0.0,0.7720425128936768,0.9416612982749939
They're too far! We must get closer! I shall shield us with Demetia Crest's Surge!,Za daleko! Musimy do nich podejść. Osłonię nas Kipielą Demetii Crest!,"One są za daleko! Musimy podejść bliżej! Użyję Mocy Demetii Crest, aby nas osłonić.",0.5331703521181919,0.03592143420342892,0.8178176879882812,0.7489861845970154
Female wyvern killed them. They wandered into her hunting ground.,"Zabiła ich samica wiwerny, bo weszli na jej terytorium łowieckie.",Samica wywerna ich zabiła. Włóczyli się po jej terenie łowieckim.,0.38796069255281246,0.025098621243978974,0.8097552061080933,0.7609894275665283
"Well, let's have a name, then, and we shall issue an entry ticket.","No dobrze. Niech poda imię, to dostanie bilet wstępu.","Dobrze, więc potrzebujemy imienia, a potem wydamy bilet wstępu.",0.3754555000060438,0.050712153369465586,0.8111436367034912,0.7724230289459229
Hey! Anybody home?,"Halo, jest tam kto?",Hej! Czy ktoś tu jest?,0.20554275007161915,0.0,0.8236050009727478,0.96811842918396
I'm on the right path.,Jestem na dobrej drodze.,Jestem na właściwej drodze.,0.6268975690379078,0.1880301546543197,0.88465416431427,0.9668101668357849
Some white-haired freak… Cut down our boys like he was cuttin' pigs!,Jakiś białowłosy cudak wyrżnął naszych jak wieprze!,"Jakiś siwowłosy dziwak... Zabił naszych chłopców, jakby rzezał świnie!",0.38581615015484716,0.028517539529041507,0.7842756509780884,0.7595680952072144
Aha. And you thought I'd find this interesting because…?,"Mhm. I czemu uznałeś, że mnie to zainteresuje?","Aha. A ty pomyślałeś, że mnie to zainteresuje, bo...?",0.6224670394531869,0.11868405219520975,0.8557889461517334,0.8830647468566895
I'm but a poor little woman!,Ja biedna kobiecina jestem!,Jestem tylko biedną małą kobietką!,0.3436368045964792,0.0,0.7753708362579346,0.928729236125946
And giants shall face giants in battle… Just like the ballads.,„I giganci staną przeciw sobie”... Jak w balladach.,I olbrzymy staną naprzeciw olbrzymów w bitwie... Tak jak w balladach.,0.4619809582671781,0.04411629359322707,0.8146933317184448,0.5677473545074463
"You must make more as a mummer than you do witcherin', eh?","Jako aktor chyba wińcej pieniędzy zgarniasz, niż jako wiedźmin?","Musisz zarabiać więcej jako mim, niż jako wiedźmin, co nie?",0.3758849933698751,0.0446323613785333,0.7903091311454773,0.7775611877441406
Greetings.,Witajcie.,Pozdrowienia.,0.10849375211077349,0.0,0.8066110014915466,0.7945621013641357
Hmm… You could wait things out at Kaer Morhen.,Hmm... Możesz przeczekać w Kaer Morhen.,Hmm… Mógłbyś przeczekać to wszystko w Kaer Morhen.,0.5738164764396393,0.1477219991186121,0.8592976927757263,0.8910449743270874
We'll see about that!,Jeszcze zobaczymy!,Zobaczymy co z tym zrobimy!,0.4145237466597039,0.0,0.8207113146781921,0.86258864402771
Wolf… I thank you.,Wilku... Dziękuję.,Wilku... Dziękuję ci.,0.9269289769379688,0.11362193664674995,0.9598420858383179,0.9715004563331604
Fuckin' shit!,Kurwa żesz!,Cholerna kupa gówna!,0.09259259259259267,0.0,0.7838767170906067,0.8746871948242188
Didn't know you were interested in that kind of magic.,"Nie wiedziałem, że interesuje cię ten rodzaj magii.","Nie wiedziałem, że interesujesz się tym rodzajem magii.",0.750764364725188,0.1477219991186121,0.9244034290313721,0.9578530192375183
"Massacred body, bare feet. Another prisoner.","Zmasakrowane ciało, bose stopy. Kolejny jeniec.","Zmasakrowane ciało, bose stopy. Kolejny więzień.",0.8363041552752967,0.7598356856515925,0.9419759511947632,0.9394224882125854
See you later.,Do zobaczenia.,Do zobaczenia później.,0.8567015268318557,0.11362193664674995,0.9175108075141907,0.9460498690605164
You're not the first to try the old walk on through…,"Byli już tacy, co próbowali na bezczelnego.","Nie jesteś pierwszym, który próbuje starego przejścia przez...",0.16554675869898902,0.0,0.6901144981384277,0.39630377292633057
Hm… I was but eighteen when they took me in. An age at which teachings interest one far less than love.,"Ale... Miałam osiemnaście lat, jak mnie przyjęli. A wtedy nie nauki ma się w głowie, tylko miłość.","Hm... Miałam osiemnaście lat, kiedy mnie przyjęli. Wiek, w którym nauki interesują znacznie mniej niż miłość.",0.5400330083582975,0.08087955402920874,0.8307365775108337,0.9058851003646851
"So, what kind of armor are we talkin' about?","No, to co to ma być za pancerz?","No więc, o jakiej zbroi mowa?",0.11141304347826093,0.0,0.77360999584198,0.8044094443321228
My top! Where'd you find it?,O ja! Mój bączek! Skąd go masz?,Moja bluzka! Gdzie ją znalazłeś?,0.11253165037384046,0.0,0.790340006351471,0.7313820719718933
"You have grown lazy, shit-heels, drinking your Temerian wheat beer!","Rozleniwiliście się, gamonie, przy temerskim pszenicznym!","Staliście się leniwi, gówniane podeszwy, popijając swoje temerskie piwo pszeniczne!",0.47413078592500585,0.0,0.7510845065116882,0.5002570748329163
"A few bites on my feet and calves. Nothing, really.",Mam pokąsane stopy i łydki. Ale to nic.,Kilka ugryzień na stopach i łydkach. Nic takiego.,0.21738263474567707,0.02777619034011792,0.7840303778648376,0.7108860015869141
Geralt!,Geralt!,Geralt!,1.0,0.1778279410038923,1.0,0.9886408448219299
I've no time for you.,Nie mam dla ciebie czasu.,Nie mam dla ciebie czasu.,1.0,1.0,1.0,0.9909725785255432
Agreed. Now follow me. Time for a little storm.,"No, to przybijmy targu. A teraz chodź ze mną – pora na małą burzę.",Zgoda. Teraz chodź za mną. Czas na małą burzę.,0.3840203268697375,0.07317324884772676,0.8201972246170044,0.8656421303749084
What's this? Brewing potions?,Co tam? Warzysz jakieś eliksiry?,Co to ma być? Warzenie mikstur?,0.2226224250929791,0.040824829046386304,0.7912269830703735,0.5824856758117676
"Foot in mouth, as usual.",Jak zwykle coś palniesz.,"Noga za progiem, jak zwykle.",0.3496136412302962,0.0,0.7055554389953613,0.4305413067340851
Got anything to sell?,Masz coś na sprzedaż?,Czy masz coś na sprzedaż?,0.9167403111105967,0.26591479484724945,0.9496525526046753,0.9810807704925537
"Challenge me again - raise your hand, draw your sword, look at me the wrong way… and I'll kill you.","Jeżeli jeszcze raz rzucisz mi wyzwanie, podniesiesz na mnie rękę, wyciągniesz miecz lub choćby krzywo spojrzysz... Zabiję cię.","Wyzwij mnie ponownie - unieś rękę, dobyj miecza, spójrz na mnie krzywo... i cię zabiję.",0.2525801730933802,0.025327098770360795,0.8068539500236511,0.8543757200241089
Don't kill me!,Nie zabijajcie!,Nie zabijaj mnie!,0.7132704518342871,0.11362193664674995,0.8859187364578247,0.9658528566360474
Keep looking. It must be here.,Szukaj dalej. Musi gdzieś tu być.,Kontynuuj poszukiwania. Musi tu być.,0.28347153834237854,0.10294994188297393,0.8224858641624451,0.9096159338951111
"Ehh, I suppose you're right.","No, może i racja.","Ech, chyba masz rację.",0.17015048031539784,0.0,0.7576977014541626,0.9232001900672913
I know.,Wiem.,Wiem.,0.8333333333333334,0.1778279410038923,1.0,0.9684513807296753
"Well, now I know why she brought you along. Fine. A full purse of Novigrad crowns. As proof of my good will.","Teraz już wiem, po co cię tu przyprowadziła. Ale dobrze. Macie tu pełny mieszek novigradzkich koron. W dowód mojego zaufania.","Teraz już wiem, dlaczego cię ze sobą zabrała. Dobrze. Pełna sakiewka novigradzkich koron jako dowód mojej dobrej woli.",0.4469742849195652,0.056892786084353136,0.8422510623931885,0.7826767563819885
"That would mean balls and banquets and other boring things that start with a ""b.""","To by oznaczało bale, bankiety, biesiady... I inne nudne rzeczy na b.","To oznaczałoby jaja i uczty oraz inne nudne rzeczy zaczynające się na literę ""b"".",0.45833869185979365,0.08032276872815308,0.7551786303520203,0.7044156193733215
Uh-huh?,Ehe?,Hmm?,0.04166666666666676,0.0,0.7398626804351807,0.8368620872497559
"You were a child then, and we… misjudged the situation.","Wtedy byłaś dzieckiem, a my... źle oceniłyśmy sytuację.","Byłaś wtedy dzieckiem, a my... źle oceniliśmy sytuację.",0.7504108503952532,0.3655552228545123,0.9689614772796631,0.9818165898323059
But he's old and ugly. What good is he?,Ale on jest stary i brzydki. Jaki z niego pożytek?,Ale on jest stary i brzydki. Jaki z niego pożytek?,1.0,1.0,0.9999999403953552,0.9874725341796875
What do you mean?,O czym ty mówisz?,Co masz na myśli?,0.09615384615384624,0.0,0.7819997668266296,0.9144415855407715
He loves me… He loves me not… He loves me… He loves me not…,Kocha... Nie kocha... Kocha... Nie kocha...,On mnie kocha... On mnie nie kocha... On mnie kocha... On mnie nie kocha...,0.6263849710263286,0.0169861974906263,0.8628286719322205,0.8105414509773254
Did you see their tartans? Clan Tuirseach colors.,Widziałeś ich tartany? To barwy rodu Tuirseach.,Czy widziałeś ich tartany? Kolory Klanu Tuirseach.,0.6659076276268215,0.07730551756939454,0.8810591101646423,0.8933200836181641
Greetings.,Witaj.,Dzień dobry.,0.05128205128205138,0.0,0.7165234684944153,0.8227144479751587
"Got good news. Your god's dead. It was actually a run-of-the-mill monster - sentient but mean, took advantage of you. You went hungry, while it grew new chins.","Mam dobre wieści. Bóg umarł. To był zwykły potwór, który wykorzystał waszą naiwność. Wyście głodowali... A on obrastał w kolejne podbródki.",Mam dobrą wiadomość. Wasz bóg nie żyje.,0.1052614044554089,0.004470346785554712,0.7238115668296814,0.5758321285247803
Glaeddyv vort.,Glaeddyv vort.,Niech się stanie.,0.05050505050505059,0.0,0.5530427694320679,0.45909950137138367
"Same to you. And if you wish to learn what's happened in the world while you and Vesemir roamed the wilderness, talk to Ambassador var Attre. That's him, over there.","I wzajemnie. Słuchaj, jeżeli chcesz się dowiedzieć, co się działo na świecie, gdy włóczyłeś się z Vesemirem po bezdrożach, porozmawiaj z ambasadorem var Attre. To on, o tam.","Powodzenia, Geralt. A jeśli chcesz dowiedzieć się, co działo się w świecie podczas waszej wędrówki z Vesemirem, porozmawiaj z ambasadorem var Attrem. To on, tam dalej.",0.5138024302481919,0.11587781342132068,0.8501584529876709,0.7231775522232056
"Oh, no! I plan to have a good look at this famous maze of theirs first…",O nie! Mam zamiar najpierw dokładnie obejrzeć sobie ten ich słynny labirynt...,"Oh, nie! Planuję najpierw dokładnie obejrzeć ten słynny labirynt.",0.5986628476027274,0.10113117135596685,0.8715200424194336,0.9379484057426453
Shove your bales up your arse!,W rzyć se je wsadź!,Wsadź swoje bele jedwabiu sobie w dupę!,0.21827920183726457,0.0,0.7569578289985657,0.6804071068763733
Who's that? Show yourself! Anyone there?,Kto tu? Odezwij się... Jest tu kto?,Kto tam? Pokaż się! Jest tu ktoś?,0.35112636453545193,0.07730551756939454,0.8764062523841858,0.9486499428749084
A wild steed... From meadows moist…,Dzikie konie znajdziesz... Na podmokłych łąkach...,Dziki rumak... Z wilgotnych łąk...,0.21281093969844886,0.0,0.8344526886940002,0.6412220597267151
They can't sing that anymore. Contains heresies.,Tego już nie można śpiewać. Tam są herezje.,Nie mogą już śpiewać tej piosenki. Zawiera herezje.,0.4023314629544103,0.03303164318013808,0.7894102334976196,0.9372298121452332
Forgetting anything?,Chyba o czymś zapomniałeś...,Czy coś ci umyka?,0.07701302735195784,0.0,0.7044476866722107,0.7798359990119934
Achoo!,Apsik!,Ach!,0.05747126436781618,0.0,0.891226589679718,0.8174724578857422
I'm back.,Wróciłem.,Jestem z powrotem.,0.1286877202270022,0.0,0.791727602481842,0.8656458854675293
You needn't shove!,Nie pchaj się!,Nie musisz się tak pchać.,0.3052352784402635,0.05372849659117709,0.8233914971351624,0.6479610800743103
"A beverage, maybe?",Może coś do picia?,Może coś do picia?,1.0,1.0,1.0,0.993736207485199
"This masquerade… just not a good idea, I don't think.",Ta przebieranka to chyba nie był dobry pomysł.,"Ten bal maskowy... to chyba nie był dobry pomysł, myślę.",0.6090170984920208,0.392814650900513,0.7895534038543701,0.9166486263275146
I'd rather not hear this.,Nie chce o tym słuchać.,Wolałabym tego nie słyszeć.,0.13860013860013867,0.0,0.7793448567390442,0.8750735521316528
Won't be necessary. Baron owes me a favor. A big one.,Nie będzie trzeba. Mam u Barona dług wdzięczności.,Nie będzie konieczne. Barona mam w garści. Zaciągnął u mnie duży dług.,0.3788116532114337,0.0428361950754725,0.7894437909126282,0.7573570609092712
Man can't work five minutes and not be interrupted.,No nie pozwolą się człowiekowi skupić na robocie.,Nie da się pracować pięć minut bez przerwy.,0.1255013035328399,0.02777619034011792,0.7237648963928223,0.7370023131370544
"C'mon, men! Whosoever brings me Uve Jabberjaw's head will get a longship to command!","Dalej, ludzie! Kto mi da głowę Uwe Milczka, dostanie pod komendę własny drakkar!","Chodźcie, mężowie! Ktokolwiek przyniesie mi głowę Uve Jabberjawa, ten otrzyma długą łódź do dowodzenia!",0.23789510757750007,0.0169861974906263,0.7483609914779663,0.5926926136016846
"I ask questions, try to flesh out feelings, emotions… Truth is essential in this, and though most who come to me acknowledge that, many refuse to speak openly of certain matters. Apart from which they remain unaware of others, further obscuring things.","Zadaję dużo pytań, staram się nazwać uczucia, emocje... Ważna jest szczerość, ale i tak ludzie nie chcą opowiadać o niektórych sprawach. A innych nawet sobie nie uświadamiają.","Zadaję pytania, staram się uchwycić uczucia, emocje... Prawda jest kluczowa w tym, co robię, choć większość osób, które do mnie przychodzą, uznaje to za oczywiste, ale wiele z nich odmawia otwartego mówienia o pewnych sprawach. Poza tym pozostają nieświadomi innych rzeczy, co dodatkowo komplikuje sytuację.",0.43751352728473436,0.015378421668191944,0.7779901027679443,0.8810093998908997
You realize that might not be that easy.,"Wiesz, że to może nie być takie proste...?","Zdajesz sobie sprawę, że to może nie być takie proste.",0.7732500555614883,0.5169731539571706,0.846394419670105,0.9394798278808594
"Trusted you, the pellar did. Help you promised!","Guślarz wam zaufał, obiecaliście pomoc!","Ufał ci, ten peleryniarz. Pomóc obiecałeś!",0.22909355817206778,0.0,0.7661198377609253,0.7488372921943665
"Mhm, Dandelion. So, hunter's barricaded himself inside? There another way in?",To na pewno Jaskier. Łowca zabarykadował się od środka? Jest jakieś inne wyjście?,"Mhm, Dandelion. Więc myśliwy zabarykadował się wewnątrz? Czy jest inny sposób, żeby tam wejść?",0.31341119742261964,0.030206205252435548,0.7403005957603455,0.7054687142372131
I'd 'ave gone to hunt the beast meself if I'd known you wanted this much. Hard luck. So be it.,"Gdybym wiedział, że tyle sobie zaśpiewasz, sam bym na bestię poszedł... No, ale trudno. Niech będzie.","Chciałbym sam ruszyć na polowanie na bestię, gdybym wiedział, że tak bardzo ci na tym zależy. Pech. Cóż, niech i tak będzie.",0.40683418843271885,0.02310128340501537,0.7856391668319702,0.6950297355651855
These races - tell me about them.,Opowiedz mi o tych wyścigach.,Te wyścigi - opowiedz mi o nich.,0.5189643598604599,0.06985342056580097,0.8788381814956665,0.9268321990966797
I was attacked.,Zostałem zaatakowany.,Zostałem zaatakowany.,1.0,0.316227766016838,1.0,0.989176332950592
"All right, all right. But what then? How long do you think you can keep me in this hut?","Jasne, jasne. Ale co dalej? Ile masz zamiar mnie trzymać w tej chacie?","Dobrze, dobrze. Ale co potem? Jak długo twoim zdaniem możesz mnie trzymać w tej chacie?",0.48149704616812755,0.2829559628326351,0.8338339328765869,0.86683589220047
Good news first - captain of the Nilfgaardian garrison knows where Yennefer went.,"Dobra jest taka, że kapitan nilfgaardzkiego obozu wie, gdzie szukać Yennefer...","Dobre wieści najpierw - kapitan nilfgaardzkiego garnizonu wie, dokąd udała się Yennefer.",0.4914830476347069,0.03986357128268015,0.7903873920440674,0.8326682448387146
I'd 'ave sailed with Hjalmar if only those sea-whores hadn't banjaxed my knee. Woulda sailed 'stead of sharin' a table with a grumpy barnacle like you.,"Gdyby mi te morskie kurwy nóg nie poszarpały, sam bym popłynął z Hjalmarem, zamiast dzielić stół z taką zrzędą jak ty...","Popłynąłbym z Hjalmarem, gdyby te morskie świnie nie uszkodziły mi kolana. Wolałbym płynąć, zamiast dzielić stół z marudnym krabem takim jak ty.",0.5093658256850732,0.1582128588834926,0.8000022172927856,0.7317941784858704
Kept in there until the end.,Tych ludzi trzymano w klatkach aż umarli...,Trzymano go tam do samego końca.,0.1783646445707641,0.0,0.669778048992157,0.6183568239212036
Wanna see Junior.,Nieważne. Chcę się widzieć z Juniorem.,Chcesz zobaczyć małego?,0.07930843374682814,0.0,0.6959419250488281,0.5512189269065857
Nilfgaard occupied land now.,To teraz ziemie Nilfgaardu.,Nilfgaard zajmuje teraz te ziemie.,0.5644712945546071,0.05372849659117709,0.8607844114303589,0.916038990020752
Calm down! Calm down! Enough blood's been spilt!,Spokój! Spokój!!! Dość już krwi rozlano!,Uspokój się! Uspokój się! Wystarczy już tej krwi!,0.25032607808339036,0.02777619034011792,0.8356852531433105,0.8993215560913086
"Blah, blah, blah.","Bla, bla, bla.","Blablabla, blablabla, blablabla.",0.6947086262987389,0.0,0.831763505935669,0.7988415956497192
Where's that?,A gdzie to jest?,Gdzie to jest?,0.8121381198403864,0.17216896116316355,0.9141759276390076,0.9839311838150024
"Unbelievable, a witcher in Novigrad. What will the priests say?","Nie wierzę, wiedźmin w Novigradzie. Co na to kapłani?","Nie do wiary, czarodziej w Nowym Mieście. Co powiedzą kapłani?",0.34444308593617595,0.02984745896009824,0.8176589012145996,0.8122773766517639
You're insolent because you believe I cannot afford to hurt you. And you're right.,"Jesteś bezczelny – bo sądzisz, że nie zrobię ci teraz krzywdy. I masz rację.","Jesteś bezczelny, ponieważ uważasz, że nie mogę cię skrzywdzić. I masz rację.",0.5548874095117659,0.0939142733304704,0.8710277676582336,0.9398465752601624
Huh? For what?,Ale niby za co?,Hę? Za co?,0.15874314287203337,0.0814136751754278,0.8007575273513794,0.8673826456069946
"Eternal Fire, you're my only hope… Grant what I ask, and I'll spare no offerin'…","Wieczny Ogniu, w tobie ostatnia nadzieja... Nie poskąpię ofiary, jeżeli wysłuchasz mej prośby.","Eternal Fire, jesteś moją jedyną nadzieją... Udziel tego, o co proszę, a nie oszczędzę żadnej oferty...",0.21193855196722897,0.0,0.7306902408599854,0.7093433141708374
"Foreign lad. Well, well.","Zagranicznik. No, no.",Cudzoziemiec. No cóż.,0.10726980850819866,0.0,0.6890707612037659,0.7526182532310486
But why? Why'd you do it?!,Ale czemu? Czemu to zrobiłeś?!,Dlaczego? Dlaczego to zrobiłeś?!!,0.46509313161448024,0.06257106818159155,0.9071759581565857,0.9786974787712097
Believe me. Worse things go on in this city than my little… spectacles. Far worse.,Uwierz mi. W tym mieście dzieją się rzeczy znacznie gorsze od moich... inscenizacji.,Uwierz mi. W tym mieście dzieją się gorsze rzeczy niż moje małe... okulary. Znacznie gorsze.,0.620118172872064,0.42610827239170174,0.8497108221054077,0.7548809051513672
You've talked enough.,Koniec gadania.,Wystarczy już tego gadania.,0.46252913752913755,0.08034284189446518,0.7341321110725403,0.9225075244903564
Stupid old goat!,Stary cap!,Ty śmierdzisz!,0.05319148936170221,0.0,0.754287838935852,0.5545110702514648
Quite the opposite. Chasing it. I'm headed for the front.,Wręcz przeciwnie. Jadę na front.,Gonię je. Jadę na front.,0.48775449398968745,0.26591479484724945,0.8715804815292358,0.7468716502189636
Eternal Fire!,Wieczny Ogniuuuu!,Ogień wieczny!,0.30628255511523594,0.0,0.8141265511512756,0.9164556860923767
"Aye, so… how is the little tyke?",A właśnie – co z tym małym?,Tak... Jak się ma ten mały urwis?,0.14283181345057774,0.0,0.7558392882347107,0.7174774408340454
"Good luck, then. Farewell.",No to powodzenia. Bywaj.,Powodzenia. Żegnaj.,0.456818563557204,0.0,0.858184278011322,0.5959500670433044
Of course. It's that simple. Thanks.,Jasne. Dzięki.,Oczywiście. To takie proste. Dziękuję.,0.4009131159769021,0.0,0.6846005320549011,0.9358381628990173
Yeah… Except you used to do that in the name of some ideal. And now?,Tak... Tylko kiedyś robiłeś to wszystko w imię jakiejś idei. A teraz?,"No... Z tym, że ty robiłeś to w imię jakiejś idei. A teraz?",0.5736325449016116,0.42803206067505944,0.9176290035247803,0.9315738081932068
What do you want?,Czego chcesz?,Czego chcesz?,1.0,0.316227766016838,0.9999999403953552,0.9961588978767395
Just wanna play.,Mam ochotę tylko na grę.,Chcę tylko zagrać.,0.28352024528186476,0.05833544737207805,0.8121340274810791,0.9144116640090942
"Ye know, witcher, folk can say what they will. Me? I'll never forget what ye did for us!","Wiesz, wiedźminie, źle o tobie gadają. Ale ja nie zapomnę, co dla nas zrobiłeś!","Wiesz, czarodzieju, ludzie mogą mówić co chcą. Ja? Nigdy nie zapomnę, co dla nas zrobiłeś!",0.5109016430483692,0.33649324423301513,0.8196791410446167,0.8819434642791748
Not all of us did.,Nie wszyscy.,Nie wszyscy wróciliśmy.,0.8113035113035113,0.11362193664674995,0.8302305340766907,0.8148553371429443
"Must be. Tavern'll be first to go, just you wait. Then they'll ban hooch-makin' altogether. And then they'll start floggin' us about the fields, rain or shine!","Musi być. Wpierw karczmę zamkną, obaczysz, i bimbru pędzić zabronią. A potem batem na pola zaganiać będą, skwar czy słota!","Musi być tak. Karczma pójdzie pierwsza, poczekaj tylko. Potem zakaza się produkcji alkoholu. A potem zaczną nas ganiać po polach, deszcz czy słońce!",0.32193721772932476,0.020828838183973034,0.770924985408783,0.5698220729827881
Run!,Uciekajcie!,Uciekaj!,0.5431753004339641,0.0,0.9014695286750793,0.7921136021614075
For half price I'll undress half way.,Za pół ceny to ja się mogę rozebrać do połowy.,Za pół ceny rozbiorę się do połowy.,0.45631896403819194,0.1401593575765449,0.860515296459198,0.6791669726371765
Ugh!,Uhh!,Ech!,0.13888888888888895,0.0,0.89375239610672,0.9129674434661865
Oh!,O!,Oh!,0.1587301587301588,0.0,0.9053789377212524,0.9580693244934082
"Sorry, but - your life story? Just not interested. This isn't a social call. I'm here on business.","Wybacz, ale nie interesuje mnie historia twojego życia. Jestem tu w konkretnej sprawie, zapomniałeś?","Przepraszam, ale... twoja historia życia? Nie interesuje mnie. To nie jest wizyta towarzyska. Jestem tu w interesach.",0.4654747818517713,0.06770149544242768,0.7402988076210022,0.8608687520027161
I can vouch for Cerys. She's telling the truth.,Ja mogę poświadczyć słowa Cerys.,Mogę zaświadczyć za Cerys. Ona mówi prawdę.,0.47447827908545737,0.033031643180138064,0.833629846572876,0.9334290623664856
First ever barney with my prick hangin' out. Harrr!,Z gołą dupą jeszcze się nie biłem.,Pierwsze w życiu starcie z moim wiszącym fiutem. Harrr!,0.1295690912398911,0.0,0.6668660044670105,0.5001397728919983
"Who will protect us poor from the cutthroats? Who, I ask?","Kto nas, biednych ludzi, przed tymi zbirami obroni? No kto?","Kto nas biednych ochroni przed bandytami? Kto, pytam?",0.34252928815687983,0.02846946938149362,0.781911313533783,0.8679116368293762
You can.,Możecie.,Możecie.,1.0,0.1778279410038923,0.9999998807907104,0.9869776368141174
You takin' the piss?,Żarty sobie stroisz?,Czy ty się ze mnie nabijasz?,0.17644397644397647,0.0,0.7625256776809692,0.6499636769294739
Your husbands died glorious deaths.,Wasi mężowie zapewne okryli się chwałą.,Wasze mężowie zginęli śmierciami godnymi pieśni.,0.27321016329952835,0.040824829046386304,0.8228238224983215,0.6408770084381104
Forget this rubbish! I shall forge you a sword fit for killing gods.,"Zapomnij o tych śmieciach! Wykuję ci miecz, którym będziesz mógł zabijać bogów.",Zapomnij o tym śmieciu! Wykuję dla ciebie miecz godny zabijania bogów.,0.43785681050297226,0.04328649145305472,0.8764819502830505,0.8566891551017761
Troll awfulthick hide. Your awfuldull metalstick.,Ja mam grubaskóra. Ty masz tępy miecz.,Troll ma okropnie grube futro. Twoja okropnie nudna metalowa laska.,0.17137092888359542,0.0,0.6857923865318298,0.49961766600608826
"There, in the water! Shoot!","Tam, w wodzie! Strzelać!","Tam, w wodzie! Strzelaj!",0.8988932707585958,0.3976353643835253,0.9700402617454529,0.9421659111976624
Charming world you Aen Elle have got. Could easily fall in love with the place.,Uroczy ten wasz świat. Można się zakochać.,"Uroczy świat, który stworzyliście, Aen Elle. Łatwo byłoby się w nim zakochać.",0.4098434747815553,0.022416933501922302,0.7631862163543701,0.8773184418678284
"When they attack, Yen'll dome the fortress with a magic shield. Hunt'll be forced to land outside the walls.",Na początek Yen otoczy twierdzę magiczną kopułą. Będą musieli wylądować na zewnątrz.,"Gdy zaatakują, Yen osłoni fortecę magiczną tarczą. Hunta zmusi to do lądowania poza murami.",0.2882667340315704,0.0169861974906263,0.7353538870811462,0.7212215065956116
