en_text,pl_text,dialog_prototype1,dialog_prototype2,default,chrf_dialog_prototype1,bleu_dialog_prototype1,bertscore_dialog_prototype1,comet_dialog_prototype1,chrf_dialog_prototype2,bleu_dialog_prototype2,bertscore_dialog_prototype2,comet_dialog_prototype2,chrf_default,bleu_default,bertscore_default,comet_default
Not bad.,Nieźle.,Nieźle.,niezrozumiałe,Niezłe.,1.0,0.1778279410038923,0.9999998807907104,0.9887509346008301,0.09104199893673585,0.0,0.7521911263465881,0.659683883190155,0.23571428571428568,0.0,0.9209669828414917,0.9410452246665955
No.,Nie.,Nie.,Nie.,Nie.,0.6666666666666666,0.1778279410038923,1.0,0.975537121295929,0.6666666666666666,0.1778279410038923,1.0,0.9755370020866394,0.6666666666666666,0.1778279410038923,1.0,0.9755370020866394
I'm not one to lie. Nor do I kill without reason.,Nie zwykłam kłamać. Nie zwykłam też zabijać bez powodu.,Nie mam zwyczaju kłamać. Ani nie zabijam bez powodu.,Nie mam zwyczaju kłamać. Ani nie zabijam bez powodu.,"Nie jestem kimś, kto kłamie. Ani nie zabijam bez powodu.",0.4334701000326992,0.06030725360407769,0.8426419496536255,0.9483630061149597,0.4334701000326992,0.06030725360407769,0.8426419496536255,0.9483630061149597,0.35617490071752916,0.04939382737115371,0.771260678768158,0.9058722853660583
Good. You'll need to tell me more when we have some time.,"Dobrze. Wrócimy do tematu, gdy będziemy mieli więcej czasu.","Dobrze. Opowiesz mi więcej, gdy będziemy mieć trochę czasu.","Dobrze. Opowiesz mi więcej, gdy będziemy mieć trochę czasu.","Dobrze. Musisz mi powiedzieć więcej, kiedy będziemy mieli trochę czasu.",0.5340097937108855,0.06030725360407769,0.8664308190345764,0.8978089094161987,0.5340097937108855,0.06030725360407769,0.8664308190345764,0.8978089094161987,0.5116835729111513,0.05307712171072445,0.8525988459587097,0.884859025478363
And you believe me to be such?,"A ty uwierzyłeś, że ja to potrafię.",Czy uważasz mnie za takiego?,Czy ty jesteś taką?,I uważasz mnie za takiego?,0.1126157302919965,0.0,0.6855884194374084,0.6627290844917297,0.0849119106531998,0.037951271263104894,0.707729160785675,0.6354758143424988,0.08898639640689117,0.0,0.7028967142105103,0.7204955220222473
"Exactly. A Sage. As the name suggests, she should know a great deal. I'd like to ask her for advice about Uma. Satisfied?","Właśnie. Wiedząca, jak sama nazwa wskazuje, dużo wie – więc poradzę się jej w sprawie Umy. Zadowolony?","Dokładnie. Czarodziejka. Jak sama nazwa wskazuje, powinna wiedzieć sporo. Chciałabym poprosić ją o radę w sprawie Umy. Zadowolony?","Dokładnie. Czarodziejka. Jak sugeruje nazwa, powinna wiedzieć sporo. Chciałabym poprosić ją o radę w sprawie Umy. Zadowolony?","Dokładnie. Mędrzec. Jak sugeruje jej imię, powinna wiedzieć bardzo dużo. Chciałbym poprosić ją o radę dotyczącą Umy. Zadowolony?",0.5576934733927732,0.19445278057635548,0.8118510246276855,0.7720105051994324,0.43092485844104594,0.1431712315455507,0.786379337310791,0.7534359693527222,0.35007366631279896,0.025281168697394947,0.7756252288818359,0.7175490856170654
So Dandelion knows what happened to Ciri?,Czyli Jaskier wie co z Ciri?,"Więc Jaskier wie, co stało się z Ciri?","Więc Dandelion wie, co stało się z Ciri?","Czy Dandelion wie, co stało się z Ciri?",0.5351052251915626,0.06985342056580097,0.8532101511955261,0.914297342300415,0.27039985503944314,0.06500593260343691,0.786653459072113,0.853248119354248,0.3146825444548711,0.06500593260343691,0.8186222314834595,0.8327245712280273
We will. We have to.,Musi nam się udać.,My tak. Musimy.,"Myślę, że tak. Musimy to zrobić.",My zrobimy. My musimy.,0.1552266733387773,0.0,0.7128866314888,0.4088379740715027,0.18284074858903954,0.0,0.7803360819816589,0.7267753481864929,0.11134353485099759,0.0,0.6644235849380493,0.6532058119773865
All together!,Kupą!,Wszyscy razem!,Wszyscy razem!,Wszyscy razem!,0.02873563218390814,0.0,0.8017890453338623,0.717901885509491,0.02873563218390814,0.0,0.8017890453338623,0.7179014086723328,0.02873563218390814,0.0,0.8017890453338623,0.717901885509491
Guess we'll see…,"Ano, zobaczymy...",Chyba zobaczymy…,Przybyłam z daleka... Ja... szukam mojego syna. Służył w kawalerii Nazairi. Muszę go odnaleźć. Po prostu muszę.,Zobaczymy...,0.47646740553165756,0.0,0.7697641253471375,0.9621108174324036,0.12009992027702565,0.0,0.6651923060417175,0.5297867059707642,0.6427051774152722,0.0,0.8723753094673157,0.9582723379135132
No fear!,Nie bać się!,Nie ma się czego bać!,Nie ma się czego bać!,Bez strachu!,0.31632728774836016,0.05372849659117709,0.9045855402946472,0.9549745917320251,0.31632728774836016,0.05372849659117709,0.9045855402946472,0.9549745917320251,0.06600660066006611,0.0,0.8095924258232117,0.8803311586380005
Go. I'll wait here.,"Idź, czekam tutaj.",Idź. Zaczekam tutaj.,Idź. Zaczekam tutaj.,Idź. Poczekam tutaj.,0.7530654763134702,0.11362193664674995,0.861615777015686,0.9378674626350403,0.7530654763134702,0.11362193664674995,0.861615777015686,0.9378674626350403,0.7530654763134702,0.11362193664674995,0.8709148168563843,0.938372790813446
Hide!,Kryć się!,Ukryj się!,Ukryj się!,Ukryj się!,0.3046780510437411,0.1495348781221221,0.8887434601783752,0.8989692330360413,0.3046780510437411,0.1495348781221221,0.8887434601783752,0.8989692330360413,0.3046780510437411,0.1495348781221221,0.8887434601783752,0.8989692330360413
Aaaaaah.,Aaaaaah.,Aaaaaah.,Aaaaaah.,Aaaaaah.,1.0,0.1778279410038923,1.0000001192092896,0.9906850457191467,1.0,0.1778279410038923,1.0000001192092896,0.9906850457191467,1.0,0.1778279410038923,1.0000001192092896,0.9906850457191467
Oaf.,Łamaga.,Gbur.,Gbur.,"Oaf.

(Tłumaczenie dosłowne, ponieważ ""oaf"" to angielskie słowo oznaczające ""prostaka"", ""chama"" lub ""głupka"". W języku polskim nie ma dokładnego odpowiednika tego terminu.)",0.02450980392156872,0.0,0.6161262392997742,0.5205991864204407,0.02450980392156872,0.0,0.6161262392997742,0.5205988883972168,0.07200429663922436,0.0,0.5508706569671631,0.4956788718700409
"Of late, look seaward and you'll see their sun on a sail, starin' right back.",Ostatnio widujemy coraz więcej okrętów ze znakiem słońca na żaglu.,"Ostatnio patrz uważnie na morze i zobaczysz ich słońce na żaglu, gapiące się prosto w ciebie.","Ostatnio spójrz na morze, a zobaczysz ich słońce na żaglu, patrzące prosto w ciebie.","Ostatnio spójrz w morze, a zobaczysz ich słońce na żaglu, gapiące się prosto w ciebie.",0.3173563266336275,0.014628063653657535,0.7495272755622864,0.5923202633857727,0.3242566293420795,0.0169861974906263,0.7522432208061218,0.6098232865333557,0.32358802879617693,0.015718877363021206,0.7380518317222595,0.5863522887229919
"It's dangerous, there are risks involved. Understand that, don't you?",To będzie ryzykowna wyprawa. Zdajesz sobie z tego sprawę?,"To niebezpieczne, są z tym związane ryzyka. Rozumiesz to, prawda?","Rozumiem, nie jestem tchórzem, tym razem nie ucieknę.","To jest niebezpieczne, wiąże się z ryzykiem. Rozumiesz to, prawda?",0.22866012027570062,0.025098621243978974,0.7235752940177917,0.843421459197998,0.09640182312109703,0.0,0.6658257246017456,0.5117419958114624,0.21385675976772722,0.025098621243978974,0.7229844927787781,0.8254719376564026
"Agh. The gold wasn't mine alone. See, I run a members-only savings club, a bank for the initiated.","Widzisz... Te pieniądze nie należały wyłącznie do mnie. Można powiedzieć, że prowadzę taki bank dla wtajemniczonych.","Ach. Złoto nie było tylko moje. Widzisz, prowadzę ekskluzywny klub oszczędnościowy, bank dla wtajemniczonych.","Ach. Złoto nie było tylko moje. Widzisz, prowadzę ekskluzywny klub oszczędnościowy, bank dla wtajemniczonych.","Ach. Złoto nie należało tylko do mnie. Widzisz, prowadzę klub oszczędnościowy dla członków, bank dla wtajemniczonych.",0.37526779137302596,0.06963003305718092,0.7811304926872253,0.8671861290931702,0.37526779137302596,0.06963003305718092,0.7811304926872253,0.8671861290931702,0.4692772376122649,0.08326915667169545,0.8126357793807983,0.8722805976867676
Someone Crach summoned?,Kogóż to Crach sprowadził?,Ktoś wezwał Cracha?,Ktoś wezwał Cracha?,Ktoś przywołał kogoś do kraksy?,0.19420506795906112,0.0,0.785210371017456,0.7285395860671997,0.19420506795906112,0.0,0.785210371017456,0.7285395860671997,0.1508445258445259,0.0,0.732144832611084,0.5760104060173035
Maybe that your wife's with child…?,Że twoja żona jest przy nadziei…,Może twoja żona jest w ciąży…?,Może twoja żona jest w ciąży…?,Może że twoja żona jest w ciąży...?,0.4892834494696727,0.20205155046766235,0.8001993298530579,0.7133445143699646,0.4892834494696727,0.20205155046766235,0.8001993298530579,0.7133445143699646,0.48139317083447114,0.16348126556655487,0.7442078590393066,0.695030689239502
"Greetings, stranger. Have a drink with us.","Witaj, nieznajomy. Napij się z nami.","Witaj, nieznajomy. Napij się z nami.","Witaj, nieznajomy. Napij się z nami.","Cześć, nieznajomy. Napij się z nami.",1.0,1.0,1.0,0.9801293015480042,1.0,1.0,1.0,0.9801293015480042,0.8239274852641557,0.7598356856515925,0.942111074924469,0.9332056641578674
"This is a misunderstanding… but fine, take them. Though I'll need a receipt, wouldn't wanna lose anything.","To jakieś nieporozumienie... No, ale trudno, bierzcie. Tylko chcę jakieś pokwitowanie, żeby nic się nie zgubiło.","To nieporozumienie... ale dobrze, weźcie je. Tylko potrzebuję pokwitowania, nie chciałbym niczego stracić.","To jest nieporozumienie… ale dobrze, weźcie je. Tylko będę potrzebował paragonu, nie chciałbym niczego stracić.","To jest nieporozumienie... ale dobrze, weź je. Chociaż będę potrzebować paragonu, nie chciałbym niczego stracić.",0.4210553102113097,0.018445540119318492,0.8220521211624146,0.8250474333763123,0.3242404556781625,0.017487432819564223,0.7654059529304504,0.7990559935569763,0.3152138093854571,0.017487432819564223,0.7786636352539062,0.745067298412323
Mhm?,Mhm?,Hmm?,Hmm?,Mhm?,0.13888888888888895,0.0,0.8996375799179077,0.9463943243026733,0.13888888888888895,0.0,0.8996375799179077,0.9463943243026733,0.6666666666666666,0.1778279410038923,1.0,0.9934597015380859
I got the look of a Skelliger?,Wyglądam na mieszkańca Skellige?,Czy mam spojrzenie Skellige?,Masz serce an Craite.,Dostałem spojrzenie Skelligera?,0.3103276537718726,0.08034284189446518,0.7849553227424622,0.6304628252983093,0.07190665902741698,0.0,0.6208367943763733,0.31366127729415894,0.26190851613265403,0.0,0.7636063098907471,0.6595720648765564
"You're on everyone's tongues, you know! Coin and fame aplenty now, eh?","Wiesz, ostatnio dostałeś się na języki! Sława i pieniądze, co?","Wszyscy o Tobie mówią! Masz teraz pełno pieniędzy i sławy, co?","Wszyscy o tobie mówią! Teraz masz pewnie sporo pieniędzy i sławy, co?","Jesteś na językach wszystkich, wiesz! Monety i sławy teraz pod dostatkiem, co?",0.20411762457011387,0.022416933501922302,0.755638599395752,0.7635900378227234,0.21138529621991886,0.020255986027125642,0.7526358962059021,0.7607921957969666,0.3067044599347491,0.022416933501922302,0.7881178259849548,0.7228425145149231
The White Wolf.,Biały Wilk.,Biały Wilk.,Biały Wilk.,Biały Wilk.,1.0,0.316227766016838,1.0,0.9878442883491516,1.0,0.316227766016838,1.0,0.9878435730934143,1.0,0.316227766016838,1.0,0.9878442883491516
His debtors have tended to disappear without a trace.,No tak. Jego dłużnicy mieli skłonność do znikania bez śladu.,Jego dłużnicy mają tendencję do znikania bez śladu.,Jego dłużnicy mają tendencję do znikania bez śladu.,Jego dłużnicy mieli tendencję do znikania bez śladu.,0.5795847527545889,0.3201911827891037,0.8886445760726929,0.9594163298606873,0.5795847527545889,0.3201911827891037,0.8886445760726929,0.9594163298606873,0.6553787584752314,0.38940039153570244,0.9044442176818848,0.96461421251297
Eternal Fire which is our hope…,"Wieczny Ogień, który jest nadzieją...","Wieczny ogień, który jest naszą nadzieją...","Wieczny ogień, który jest naszą nadzieją...","Wieczny ogień, który jest naszą nadzieją...",0.8332152003735737,0.10266900960803409,0.9495595693588257,0.9604095220565796,0.8332152003735737,0.10266900960803409,0.9495595693588257,0.9604095220565796,0.8332152003735737,0.10266900960803409,0.9495595693588257,0.9604095220565796
"I've no illusions, witcher. In Velen, you're gone as long as she's been, you don't come back.","Nie mam złudzeń, wiedźminie. Tu w Velen, jak ktoś znika na tyle czasu, to już nie wraca.","Nie mam złudzeń, czarodzieju. W Velen, jeśli nie wróciła tak długo jak ty, to już nie wróci.","Nie mam złudzeń, czarodzieju. W Velen, jeśli nie wróciła tak długo jak ty, to już nie wróci.","Nie mam złudzeń, wiedźminie. W Velen jesteś tak długo, jak ona, nie wrócisz.",0.4555264250312335,0.10288402441827044,0.8362836837768555,0.5885411500930786,0.4555264250312335,0.10288402441827044,0.8362836837768555,0.5885411500930786,0.46693838762096895,0.1573320614126865,0.8547723889350891,0.7040536999702454
And you think this is witchers' work because…?,I to jest według ciebie zlecenie dla wiedźmina?,A dlaczego nie miałoby być?,A dlaczego nie miałoby być?,"I myślisz, że to jest praca wiedźminów, ponieważ...?",0.10550148431174165,0.0,0.7213209271430969,0.49602755904197693,0.10550148431174165,0.0,0.7213209271430969,0.49602755904197693,0.32178795102306,0.06500593260343691,0.7476094365119934,0.8281852006912231
Wanna hop over the village? Remind the bumpkins who we are?,Chcesz ze mną do wsi wyskoczyć? Chłopom się przypomnieć?,Chcesz przejechać przez wieś? Przypomnieć kmiotkom kim jesteśmy?,Chcesz przejechać przez wieś? Przypomnieć kmiotkom kim jesteśmy?,Chcesz przeskoczyć przez wieś? Przypomnieć kmiotkom kim jesteśmy?,0.32031293398189203,0.024512401940754224,0.7943304181098938,0.8214002847671509,0.32031293398189203,0.024512401940754224,0.7943304181098938,0.8214002847671509,0.3947110077503562,0.024512401940754224,0.7942889928817749,0.7348545789718628
"A Changeling Rescued, or the Witcher's Triumph - your performance was mag-ni-fi-cent!","Twoja gra w ""Zmienniku wybawionym albo tryumfie Wiedźmina"" była im-po-nu-jąca!",Twój występ był magiczny!,Twoja gra była magiczna!,Ocalone pacholę lub triumf wiedźmina - twoje przedstawienie było ma-gicz-ne!,0.06776227902254904,0.0,0.6602259278297424,0.6765468120574951,0.1409039659541899,0.04195519852075238,0.7149457335472107,0.7784312963485718,0.2383916175017883,0.0,0.7424446940422058,0.7715293169021606
Hmm… Trying the trick can't hurt.,Hmm... Spróbować nie zaszkodzi.,Spróbować tej sztuczki nie może zaszkodzić.,Hmm... Spróbować nie zaszkodzi.,Hmm... Spróbowanie sztuczki nie zaszkodzi.,0.5632112449066472,0.048549177170732344,0.7770240306854248,0.8409675359725952,1.0,1.0,1.0,0.9890568852424622,0.8252948530822094,0.12574334296829354,0.9181692004203796,0.9442502856254578
"Your father asked me to, but… what if I help her, and she wins, and they crown her queen of Skellige?","Twój ojciec mnie o to prosił, ale... co jeśli dzięki mnie Cerys zwycięży i zostanie królową Skellige?","Twój ojciec poprosił mnie o to, ale... co jeśli jej pomogę, a ona wygra i koronują ją na królową Skellige?","Twój ojciec poprosił mnie o to, ale... co jeśli jej pomogę, a ona wygra i koronują ją na królową Skellige?","Poprosił mnie o to twój ojciec, ale... co jeśli jej pomogę, a ona wygra i koronują ją na królową Skellige?",0.5233914927564952,0.08097785064266204,0.8462721705436707,0.9317929744720459,0.5233914927564952,0.08097785064266204,0.8462721705436707,0.9317929744720459,0.5132506153702301,0.09379601158083607,0.8332136273384094,0.9175310730934143
All right! I'm up!,"No już, już.",Dobra! Obudziłem się!,W porządku! Obudziłem się!,W porządku! Jestem gotowy!,0.03058103975535177,0.0,0.7083380222320557,0.6953276991844177,0.04424778761061956,0.0,0.7057061791419983,0.6947594285011292,0.02949852507374641,0.0,0.7054863572120667,0.7455427050590515
Vintages from 1255 to 1264…,Tu są butelki z lat 1255-1264...,Wina z lat 1255 do 1264...,Wina z lat 1255 do 1264...,Wina z lat od 1255 do 1264...,0.4165752577070449,0.08633400213704504,0.8221191167831421,0.6570623517036438,0.4165752577070449,0.08633400213704504,0.8221191167831421,0.6570613980293274,0.3192801102491876,0.06985342056580097,0.8251562118530273,0.7321386933326721
Got a problem?,Masz jakiś problem?,Masz jakiś problem?,Masz jakiś problem?,Masz problem?,1.0,0.5623413251903491,1.0,0.995955765247345,1.0,0.5623413251903491,1.0,0.995955765247345,0.49157869419802963,0.10785809837243004,0.7964785695075989,0.9872251749038696
A witcher's silver sword…,Srebrny wiedźmiński miecz...,To miecz srebrny czarodzieja...,Czarodziejska srebrna szabla...,Srebrny miecz wiedźmina...,0.3152690128642882,0.0,0.799267590045929,0.8456223607063293,0.19063565632139334,0.0,0.7646626234054565,0.8421103954315186,0.5197933374986798,0.11362193664674995,0.9003793597221375,0.959148645401001
"Toward dawn a storm broke. It was mayhem, so I took advantage and jumped overboard.",Nad ranem rozpętał się sztorm. Wykorzystałam zamieszanie i wyskoczyłam za burtę.,"Wkrótce po zmierzchu rozszalała się burza. Zapanował chaos, więc skorzystałam z okazji i wyskoczyłam za burtę.","Wkrótce po zmierzchu rozszalała się burza. Zapanował chaos, więc skorzystałam z okazji i wyskoczyłam za burtę.","Nadciągnęła burza od dawna. Panował chaos, więc skorzystałem z okazji i wyskoczyłem za burtę.",0.4888152175489285,0.16188613565728213,0.8252400755882263,0.9135242104530334,0.4888152175489285,0.16188613565728213,0.8252400755882263,0.9135242104530334,0.3895086587134838,0.03342866121562732,0.8117216229438782,0.6637446880340576
Nuh-huh! It is too!,"A właśnie, że tak!","Nie, to nie jest prawdziwy ogień...","Nie, to nie jest prawdziwy ogień...",Aha! Tak jest!,0.13605465107133635,0.0,0.737739086151123,0.6738506555557251,0.13605465107133635,0.0,0.737739086151123,0.6738506555557251,0.09153052948673394,0.0,0.7983188629150391,0.9410339593887329
Watch it. And leave the woman alone.,Zmień ton. I zostaw tę kobietę w spokoju.,Uważaj. I zostaw kobietę w spokoju.,Uważaj. I zostaw kobietę w spokoju.,Popatrz na to. I zostaw kobietę w spokoju.,0.6067216761043877,0.18204651199034363,0.875552237033844,0.9123217463493347,0.6067216761043877,0.18204651199034363,0.875552237033844,0.9123217463493347,0.621745105090172,0.17286039232097053,0.8930003643035889,0.9193800091743469
"Same thing each time - snares sprung, earth trampled, blood, bits o' flesh… But no game in sight.","Wszędzie to samo. Wnyki zatrzaśnięte, zryta ziemia, krew, resztki skóry... A zwierzyny nie ma.","To samo za każdym razem - sidła wystrzelone, ziemia stratowana, krew, kawałki mięsa... Ale żadnej zwierzyny w zasięgu wzroku.","To samo za każdym razem - sidła wystrzeliły, ziemia stratowana, krew, strzępy mięsa… Ale żadnej zwierzyny w zasięgu wzroku.","To samo za każdym razem - potrzaski się zatrzaskują, ziemia jest stratowana, krew, kawałki mięsa... Ale ani śladu zwierzyny.",0.3401945313599017,0.012109013026441871,0.7809012532234192,0.6893210411071777,0.3186979296726707,0.012109013026441871,0.7560796737670898,0.6464933156967163,0.3693474787779494,0.010182425646195498,0.806175708770752,0.628910481929779
"You've two bouts more 'fore you can challenge for the title of best in Skellige. You've got to defeat Einar, to be found on Faroe, and one Grim of Helmstein, a village on Ard Skellig. Good luck to ye.","Czekają cię dwa kolejne pojedynki, zanim otrzymasz szansę zostania mistrzem Skellige. Jeden z przeciwników to Einar. Znajdziesz go na Faroe. Drugim jest Grim z wioski Helmstein na Ard Skellig.","Masz jeszcze dwie walki przed sobą, zanim możesz rzucić wyzwanie o miano najlepszego w Skellige. Musisz pokonać Einara, którego można znaleźć na Faroe, i jednego Grima z Helmstein, wioski na Ard Skellig. Powodzenia.","Masz jeszcze dwie walki przed sobą, zanim możesz rzucić wyzwanie najlepszemu w Skellige. Musisz pokonać Einara, którego można znaleźć na Faroe, i jednego Grima z Helmstein, wioski na Ard Skellig. Powodzenia.","Masz jeszcze dwie walki do pokonania, zanim będziesz mógł rzucić wyzwanie o tytuł najlepszego w Skellige. Musisz pokonać Einara, którego można znaleźć na Faroe, oraz jednego z Grimów z Helmstein, wioski na Ard Skellig. Powodzenia.",0.38192520009359554,0.03572673091368897,0.7473198175430298,0.7797741293907166,0.3823212560216816,0.03815225843185609,0.7461340427398682,0.7691318392753601,0.38804826116671826,0.03459516500691775,0.7451744675636292,0.8058655858039856
Damn. Forgot the wine.,"Cholera, zapomniałem o winie.",Cholera. Zapomniałem wina.,Cholera. Zapomniałem wina.,Cholera. Zapomniałem wina.,0.5532518820073448,0.0,0.8913571238517761,0.7746647596359253,0.5532518820073448,0.0,0.8913571238517761,0.7746651768684387,0.5532518820073448,0.0,0.8913571238517761,0.7746647596359253
"Hear that? Dammit, Hjalmar's probably started another row.","Słyszałeś? Cholera, Hjalmar zaczął pewnie jakąś burdę...","Słyszysz to? Cholera, pewnie Hjalmar znowu zaczął awanturę.","Słyszysz to? Cholera, pewnie Hjalmar znowu zaczął awanturę.","Słyszysz to? Cholera, Hjalmar pewnie znowu zaczął awanturę.",0.4682644604091098,0.039281465090051315,0.785742461681366,0.9200584888458252,0.4682644604091098,0.039281465090051315,0.785742461681366,0.9200584888458252,0.5043561953222833,0.06985342056580097,0.8243231773376465,0.931218683719635
"Hey, now!",Ej no!,"Hej, teraz!","Hej, teraz!","Cześć, teraz!",0.06060606060606071,0.0,0.7647297382354736,0.8192782402038574,0.06060606060606071,0.0,0.7647297382354736,0.8192782402038574,0.029239766081871437,0.0,0.755509614944458,0.7063219547271729
Can't say I do.,Nie znam.,"Nie mogę powiedzieć, że go znam.","Nie mogę powiedzieć, że go znam.","Nie mogę powiedzieć, że tak.",0.40798563721052367,0.048549177170732344,0.7263414859771729,0.7852894067764282,0.40798563721052367,0.048549177170732344,0.7263414859771729,0.785289466381073,0.18221729226166195,0.05372849659117709,0.6737226843833923,0.7170736789703369
