en_text,pl_text,default,dialog,dialog2,dialog3,dialog4,chrf_default,bleu_default,bertscore_default,comet_default,chrf_dialog,bleu_dialog,bertscore_dialog,comet_dialog,chrf_dialog2,bleu_dialog2,bertscore_dialog2,comet_dialog2,chrf_dialog3,bleu_dialog3,bertscore_dialog3,comet_dialog3,chrf_dialog4,bleu_dialog4,bertscore_dialog4,comet_dialog4
"Oh… Welcome to the grove, brother.","Witaj w naszym gaju, bracie.","Och... Witaj w zagajniku, bracie.","Oh… Witaj w gaju, bracie.","Oh… Witaj w gaju, bracie.","Witaj w zagajniku, bracie.","Oh... Witaj w gaju, bracie.",0.5075420641706349,0.12574334296829354,0.8320097923278809,0.8909130096435547,0.6041054368238586,0.16068568378893033,0.8929758071899414,0.9259089231491089,0.6041054368238586,0.16068568378893033,0.8929758071899414,0.9259092807769775,0.521426532582698,0.14643803168582153,0.8796870708465576,0.9314647316932678,0.5985088505931183,0.16068568378893033,0.8733300566673279,0.9259089231491089
Uh-huh.,No i co?,Uh-huh.,"Tłumaczenie drugiej wypowiedzi na język polski:

Hmm.","Tłumaczenie: ""Eh-eh.""",- Hmm.,"Ach, tak.",1.0000000000000001e-16,0.0,0.6392979025840759,0.7605435252189636,0.06666666666666676,0.0,0.5662368535995483,0.5093390345573425,0.04504504504504513,0.0,0.5577248334884644,0.6382097005844116,1.0000000000000001e-16,0.0,0.5796570181846619,0.8104042410850525,0.026881720430107614,0.0,0.6024077534675598,0.8005288243293762
Aha. And you thought I'd find this interesting because…?,"Mhm. I czemu uznałeś, że mnie to zainteresuje?","Aha. I pomyślałeś, że uznam to za interesujące, ponieważ...?","Aha. I myślałeś, że znajdę to interesujące, ponieważ...?","Aha. I myślałeś, że znajdę to interesującym, ponieważ...?",- Bo... nie ma na nim śladów ugryzień... Czy to cię nie dziwi?,"Aha. I dlatego pomyślałeś, że mnie to zainteresuje? Bo... nie ma śladów ugryzień? Nie wydaje ci się to dziwne?",0.49440873898085175,0.03155984539112946,0.7867487072944641,0.8928278684616089,0.3866937715621926,0.03655552228545124,0.7856292724609375,0.8551228046417236,0.3856864915723834,0.03655552228545124,0.7765673995018005,0.8432234525680542,0.12128167363329961,0.01553712569276035,0.6877169013023376,0.6480861306190491,0.610550749015002,0.13400825781778894,0.815032958984375,0.7731210589408875
Cause I already know who nabbed your treasure. Commander of the Temple Guard. Caleb Menge.,"Bo wiem już, kto położył łapę na twoim skarbie. Szef straży świątynnej... Niejaki Kaleb Menge.","Ponieważ już wiem, kto ukradł twój skarb. Dowódca Gwardii Świątynnej. Caleb Menge.","Ponieważ już znam, kto zwędził twój skarb. Dowódca Gwardii Świątynnej. Caleb Menge.","Ponieważ już wiem, kto zwędził twój skarb. Dowódca Gwardii Świątynnej. Caleb Menge.","- Bo tak już wiem, kto zwędził twój skarb. Dowódca Gwardii Świątynnej. Caleb Menge.","Dijkstra: No cóż, Merigold... Twoja moneta przyjdzie z porcją zemsty.",0.3332226677055107,0.015775377779808884,0.7709743976593018,0.870733916759491,0.3198943402680513,0.015775377779808884,0.7665433883666992,0.8592273592948914,0.3327663078560418,0.015775377779808884,0.7726609706878662,0.8566668629646301,0.33151647549382396,0.017502413882486995,0.7930713891983032,0.8826043605804443,0.14388830467777838,0.0,0.6727113723754883,0.4981438219547272
"I know it took her a while to gain control. And frankly, I doubt she controls her abilities fully to this day.","Wiem, że długo uczyła się kontrolować umiejętności, ale chyba dotąd nie panuje nad nimi w pełni.","Wiem, że zajęło jej trochę czasu, zanim odzyskała kontrolę. Szczerze mówiąc, wątpię, czy do dziś w pełni kontroluje swoje umiejętności.","Wiem, że zajęło jej trochę czasu, zanim nauczyła się kontrolować swoje umiejętności. Szczerze mówiąc, wątpię, czy do dziś ma je w pełni pod kontrolą.","Wiem, że zajęło jej trochę czasu, zanim nauczyła się kontrolować swoje umiejętności. Szczerze mówiąc, wątpię, czy do dziś ma je w pełni opanowane.","Wiem, że zajęło jej trochę czasu, zanim nauczyła się kontrolować swoje umiejętności. A szczerze mówiąc, wątpię, czy do dziś ma je w pełni pod kontrolą.","Wiem, że zajęło jej trochę czasu, zanim nauczyła się kontrolować swoje umiejętności. I szczerze mówiąc, wątpię, czy do dziś w pełni je kontroluje.",0.37954932499934596,0.02253741272267485,0.7590309977531433,0.8801670074462891,0.49837459885382995,0.025023885065808108,0.79267418384552,0.9016817808151245,0.5015941526067208,0.02619087743398409,0.7885870337486267,0.8990585207939148,0.4977789553268783,0.023956565612760213,0.7938985824584961,0.9019412398338318,0.5035480408443136,0.02619087743398409,0.7911019325256348,0.9022615551948547
Nemrod - I fear I can choose no other.,Mój wybór nie może być inny – pojadę na Nemrodzie.,"Nemrod - Boję się, że nie mogę wybrać inaczej.","Nemrod - Obawiam się, że nie mogę wybrać innego.","Nemrod - Obawiam się, że nie mogę wybrać innego.","Nemrod - Boję się, że nie mogę wybrać nikogo innego.","Nemrod - Obawiam się, że nie mam innego wyboru.",0.2691771025078953,0.02145851237135921,0.7298763990402222,0.6902119517326355,0.2682538374983428,0.02145851237135921,0.7278054356575012,0.6905838847160339,0.2682538374983428,0.02145851237135921,0.7278054356575012,0.6905838847160339,0.25762819721285707,0.021105340631872645,0.7222858667373657,0.7150561213493347,0.23453235590738228,0.02145851237135921,0.7396221160888672,0.6774004101753235
Sure Avallac'h's only interested in you for your magic abilities?,"Jesteś pewna, że Avallac’h interesuje się tobą tylko z powodu twoich zdolności?",Czy Avallac'h jest zainteresowany tobą tylko ze względu na twoje umiejętności magiczne?,"Jesteś pewien, że Avallac'h interesuje się tobą tylko ze względu na twoje umiejętności magiczne?","""Jasne, że Avallac'h interesuje się tobą tylko ze względu na twoje umiejętności magiczne?""","- Jasne, że to ty. Hm, naprawdę cię uchwycił.
- Na pewno Avallac'h interesuje się tobą tylko ze względu na twoje umiejętności magiczne?
- Pfff. Bardzo śmieszne.

Tłumaczenie drugiej wypowiedzi:
""Na pewno Avallac'h interesuje się tobą tylko ze względu na twoje umiejętności magiczne?""","Jesteś pewien, że to ty? Hm, rzeczywiście cię uchwycił.
Czyżby Avallac'h interesował się tobą tylko ze względu na twoje umiejętności magiczne?

Tłumaczenie drugiej wypowiedzi:
""Czyżby Avallac'h interesował się tobą tylko ze względu na twoje umiejętności magiczne?""",0.3840416923518129,0.03602080288207364,0.7962518930435181,0.914596438407898,0.6107408741997251,0.19674979811155635,0.8825464844703674,0.9469322562217712,0.5351032542442818,0.2044800736021839,0.8398339748382568,0.9044398069381714,0.4478417148866463,0.056414392419841274,0.6868239045143127,0.662032961845398,0.44173019353616705,0.02900074465673044,0.7196303009986877,0.6916792988777161
"Oh, small things, sundries. This, that, the other. Truly, officer, naught to fret about 'ere, because--","A, takie drobiazgi. Trochę tego, trochę tamtego. Naprawdę, panie władzo, nie ma się co kłopotać, bo...","Och, drobiazgi, różności. To, tamto, owo. Naprawdę, oficerze, nie ma tu czym się martwić, bo...","Oh, drobiazgi, różne rzeczy. To, tamto, owo. Naprawdę, oficerze, nie ma się czym martwić tutaj, ponieważ...","Oh, drobiazgi, różne drobne rzeczy. To, tamto, owo. Naprawdę, panie oficerze, nie ma się czym przejmować tutaj, ponieważ...","- Małe rzeczy, drobiazgi. To, tamto, owo. Naprawdę, oficerze, nic, czym trzeba się martwić tutaj, ponieważ...","Novigrad Poor Man 03: Ach, drobiazgi, różne rzeczy. To, tamto, owo. Naprawdę, panie oficerze, nic, czym trzeba by się martwić tutaj, bo...",0.36963371268284484,0.03288164697569687,0.8398386836051941,0.83724045753479,0.38437834235677787,0.06541868941754436,0.8483300805091858,0.7925843000411987,0.441901118083942,0.06722636787666482,0.8525070548057556,0.8176175355911255,0.3595474548452849,0.01618861356572822,0.8177871108055115,0.8016347885131836,0.39780912652984085,0.021847844937497602,0.8066571950912476,0.7037535905838013
What'll come?,Co przyjdzie?,Co przyjdzie?,Co nadejdzie?,Co nadejdzie?,Zło.,Co przyjdzie?,1.0,0.316227766016838,0.9999999403953552,0.9936788082122803,0.3897186147186147,0.1495348781221221,0.923518180847168,0.9478009343147278,0.3897186147186147,0.1495348781221221,0.923518180847168,0.9478009343147278,0.01488095238095246,0.0,0.631460964679718,0.4863838255405426,1.0,0.316227766016838,0.9999999403953552,0.9936788082122803
They… They…,Oni... Oni...,Oni... Oni...,Oni... Oni...,Oni... oni...,Pomóż.,Pomóż.,1.0,0.316227766016838,1.0,0.9905672073364258,1.0,0.316227766016838,1.0,0.9905672073364258,0.5847101972101972,0.1495348781221221,0.9445623159408569,0.9714817404747009,0.014619883040935755,0.0,0.6512470841407776,0.5374496579170227,0.014619883040935755,0.0,0.6512470841407776,0.5374495983123779
"You must go now. I've no time for you, I must gather my things.","Idźcie już. Nie mam czasu, muszę się spakować.","Musisz teraz iść. Nie mam dla ciebie czasu, muszę spakować swoje rzeczy.","Musisz teraz iść. Nie mam dla ciebie czasu, muszę spakować swoje rzeczy.","Musisz teraz iść. Nie mam czasu dla ciebie, muszę spakować swoje rzeczy.","Musisz teraz odejść. Nie mam dla ciebie czasu, muszę spakować swoje rzeczy.","Musisz teraz ruszać. Nie mam dla ciebie czasu, muszę zebrać swoje rzeczy.",0.5698954029756196,0.05094110796339642,0.8316562175750732,0.9341121912002563,0.5698954029756196,0.05094110796339642,0.8316562175750732,0.9341121912002563,0.5698954029756196,0.03986357128268015,0.838469386100769,0.9330083131790161,0.5696731502399025,0.05094110796339642,0.8154907822608948,0.9279280304908752,0.42150768115253356,0.05094110796339642,0.8044410943984985,0.8988393545150757
What happened to him?,I co się z nim stało?,Co się z nim stało?,Co się z nim stało?,Co się z nim stało?,Co się z nim stało?,"Jego żona zaginęła podczas paskudnej burzy. Mówiono, że bogini uśmiechnęła się do niej przychylnie, więc Lars nie chciał uwierzyć, że naprawdę umarła.",0.8558388507985722,0.5475182535069453,0.9602872729301453,0.9812914729118347,0.8558388507985722,0.5475182535069453,0.9602872729301453,0.9812914729118347,0.8558388507985722,0.5475182535069453,0.9602872729301453,0.9812914729118347,0.8558388507985722,0.5475182535069453,0.9602872729301453,0.9812914729118347,0.11130123710715549,0.008687475782716616,0.6251806616783142,0.5765698552131653
No! We win human from Myrhyff!,Nie. Człowiek wygrany od Myrhyffa.,Nie! Zwyciężamy człowieka z Myrhyff!,Nie! Wygrywamy człowieka z Myrhyff!,Nie! Mamy człowieka z Myrhyff!,Nie! Wygraliśmy człowieka z Myrhyff!,Nie! Zwyciężamy człowieka z Myrhyff!,0.3856836354486039,0.0,0.7922811508178711,0.7498787045478821,0.40977786567199415,0.0,0.8056820034980774,0.6549569368362427,0.3769108992565591,0.0,0.7812038660049438,0.645840585231781,0.42056570630932794,0.0,0.796241819858551,0.7180414199829102,0.3856836354486039,0.0,0.7922811508178711,0.7498787045478821
Tis old man Ambros!,"Kurwa, to stary Jamroz!",Ten stary człowiek to Ambroży!,To stary pan Ambroży!,To stary Ambroży!,To stary pan Ambroży!,To stary człowiek Ambros.,0.2120596767028451,0.06389431042462725,0.758901059627533,0.5924203395843506,0.24535747791156215,0.08034284189446518,0.7900753021240234,0.5948712825775146,0.24092203714005714,0.0814136751754278,0.799366295337677,0.5976607799530029,0.24535747791156215,0.08034284189446518,0.7900753021240234,0.5948702692985535,0.24008325728076582,0.08034284189446518,0.7218282222747803,0.5534501671791077
"Aye, so it were. 'Cept it was some drowner that had supped on the kid. Witcher had naught to do with it!",Tak było. Tyle że dzieciaka jakiś utopiec zeżarł i wiedźmak nic do tego nie miał!,"Tak, tak było. Ale to był jakiś utopiec, który pożarł dziecko. Wiedźmin nie miał z tym nic wspólnego!","Tak było, ale to był jakiś topielec, który najadł się dziecka. Czarownica nie miała z tym nic wspólnego!","Tak było. Ale to był jakiś topielec, który najadł się dziecka. Wiedźmin nie miał z tym nic wspólnego!","- Ale to był raczej utopiec, który najadł się dziecka. Czarownica nie miała z tym nic wspólnego!","Ach, tak było. Tyle że to był jakiś utopiec, który pożarł dzieciaka. Wiedźmin nie miał z tym nic wspólnego!",0.44733701496256045,0.015276780223747026,0.7945660352706909,0.8565955758094788,0.3445524645549935,0.015276780223747026,0.7399134039878845,0.6743435263633728,0.3885854468903233,0.02872495348091206,0.7823724150657654,0.7673948407173157,0.30303739736021007,0.013679192123121896,0.7129626274108887,0.6340015530586243,0.5697857553174976,0.05993031480537873,0.8233712911605835,0.8755852580070496
You--! You boor!,Ty... ty chamie!,Ty --! Ty chamie!,Ty -! Ty chamie!,Ty chamie!,Ty chamie!,Ty chamie!,0.502924852924853,0.08034284189446518,0.8755447864532471,0.9265555143356323,0.5072693053199476,0.08034284189446518,0.8694776892662048,0.9063262939453125,0.5130983468902436,0.09069748827745895,0.8662335276603699,0.8262631893157959,0.5130983468902436,0.09069748827745895,0.8662335276603699,0.8262622952461243,0.5130983468902436,0.09069748827745895,0.8662335276603699,0.8262622952461243
All right. We've talked. Do what you gotta. Just remember… I can't help but get in your way.,Dosyć gadania. Róbcie co do was należy i pamiętajcie... Będę wam w tym przeszkadzał.,"W porządku. Porozmawialiśmy. Rób, co musisz. Tylko pamiętaj... Nie mogę się powstrzymać, żeby ci nie przeszkodzić.",W porządku. Porozmawialiśmy. Rób co musisz. Tylko pamiętaj... Nie mogę się powstrzymać od wchodzenia ci w drogę.,"Dobrze. Porozmawialiśmy. Rób co musisz. Tylko pamiętaj... Nie mogę się powstrzymać, by ci nie przeszkadzać.","Dobrze. Porozmawialiśmy. Rób co musisz. Tylko pamiętaj... Nie mogę pozwolić, żebyś mi przeszkadzał.","Dobrze. Porozmawialiśmy. Rób co musisz. Tylko pamiętaj... Nie mogę pozwolić, żebyś się wtrącał.",0.28224157821044754,0.012300686288463768,0.7440656423568726,0.7729523777961731,0.25730370345608944,0.013679192123121896,0.7390674352645874,0.7995360493659973,0.3438049027755827,0.013217947626377298,0.758826494216919,0.764781653881073,0.35446401019953516,0.01710885360491025,0.781972348690033,0.8169605731964111,0.2574491839957936,0.014386773665469615,0.756339967250824,0.8008151650428772
"On our way, then.",No to w drogę.,W drogę więc.,"W drodze, więc.","W drogę, więc.",W drogę.,W drogę.,0.2937590187590187,0.0,0.8689997792243958,0.9404970407485962,0.14008139487679133,0.0,0.7783048748970032,0.813388466835022,0.2906832024884675,0.0,0.8205035328865051,0.9349525570869446,0.40472098699319203,0.05501080739920602,0.8763365745544434,0.9130250811576843,0.40472098699319203,0.05501080739920602,0.8763365745544434,0.9130250811576843
It's always the same! I've had enough!,Zawsze to samo! Mam już tego dość!,Zawsze jest tak samo! Mam już dość!,To zawsze jest tak samo! Mam już dość!,To zawsze jest tak samo! Mam już dość!,- Wystarczy?,Zawsze jest tak samo! Mam już dość!,0.5732849825858276,0.18575057999133598,0.9503188729286194,0.9860544204711914,0.535877415198604,0.1477219991186121,0.9036920070648193,0.984565794467926,0.535877415198604,0.1477219991186121,0.9036920070648193,0.984565794467926,0.025348542458808705,0.0,0.6926347017288208,0.5250885486602783,0.5732849825858276,0.18575057999133598,0.9503188729286194,0.9860544204711914
Ho-ho-hold on - what're you doing here? We were gonna meet at the Rosemary.,"Ale zaraz, właściwie co ty tu robisz? Mieliśmy się spotkać w Szałwii.",Ho-ho-holuj się - co ty tutaj robisz? Mieliśmy się spotkać przy Różanej.,Ho-ho-poczekaj - co tu robisz? Mieliśmy się spotkać w Różanej.,"""Ho-ho-poczekaj - co tu robisz? Mieliśmy się spotkać w Różanej.""",- Ho-ho-trzymaj się - co ty tutaj robisz? Mieliśmy się spotkać przy Różanej.,"Przyszliśmy, ale ty się nie pojawiłeś. Priscilla zaczęła się martwić, więc przyszedłem sprawdzić, jak się masz.",0.48738069336563333,0.2521193618434983,0.8339956402778625,0.7655260562896729,0.4981080081509788,0.43989172475842214,0.8446062207221985,0.8431122899055481,0.49630829305954566,0.43989172475842214,0.8154146671295166,0.8452128767967224,0.487629105798163,0.22997519112894443,0.8262063264846802,0.80832839012146,0.2205172031572025,0.014628063653657535,0.7025274634361267,0.6309417486190796
What do you intend to do?,I co zamierzasz?,Co zamierzasz zrobić?,Co zamierzasz zrobić?,"""Co zamierzasz zrobić?""",Co zamierzasz zrobić?,Co masz zamiar zrobić?,0.7137041225975707,0.0,0.8101519346237183,0.9735769033432007,0.7137041225975707,0.0,0.8101519346237183,0.9735769033432007,0.7019063245837661,0.0,0.779610276222229,0.9659320712089539,0.7137041225975707,0.0,0.8101519346237183,0.9735769033432007,0.2550036093064579,0.0,0.7315232753753662,0.9573220014572144
Sounds great. You start.,Brzmi dobrze... Zaczynaj.,Brzmi świetnie. Zaczynasz.,Brzmi świetnie. Zaczynasz.,Brzmi świetnie. Zaczynasz.,Brzmi świetnie. Zaczynasz.,Brzmi świetnie. Ty zaczynasz.,0.40632534497892386,0.11362193664674995,0.8319814801216125,0.9534693360328674,0.40632534497892386,0.11362193664674995,0.8319814801216125,0.9534693360328674,0.40632534497892386,0.11362193664674995,0.8319814801216125,0.9534693360328674,0.40632534497892386,0.11362193664674995,0.8319814801216125,0.9534693360328674,0.3128727428217688,0.08034284189446518,0.8270842432975769,0.9450077414512634
We'll meet again.,Jeszcze się zobaczymy.,Spotkamy się ponownie.,Spotkamy się ponownie.,Spotkamy się ponownie.,Spotkamy się ponownie.,Spotkamy się ponownie.,0.11057504873294353,0.11362193664674995,0.7931457161903381,0.9215470552444458,0.11057504873294353,0.11362193664674995,0.7931457161903381,0.9215470552444458,0.11057504873294353,0.11362193664674995,0.7931457161903381,0.9215470552444458,0.11057504873294353,0.11362193664674995,0.7931457161903381,0.9215470552444458,0.11057504873294353,0.11362193664674995,0.7931457161903381,0.9215470552444458
Shh! The Guard is well aware.,Ćsii! Straż wie bardzo dobrze...,Cicho! Straż dobrze wie.,Tss! Straż świątynna jest dobrze zorientowana.,"Tss! Straż dobrze wie, co się tam dzieje.","Ciii! Straż dobrze wie, co się tam dzieje.",Cicho! Straż świątynna dobrze o tym wie.,0.3362736602046636,0.06257106818159155,0.8643014430999756,0.907837450504303,0.3286336114391588,0.040824829046386304,0.7709000110626221,0.8265652060508728,0.36129038640919137,0.02777619034011792,0.8136114478111267,0.8710629940032959,0.4250120927099407,0.02777619034011792,0.827082633972168,0.8536717295646667,0.33173057424068353,0.033031643180138064,0.8041274547576904,0.8714876174926758
Værthu Hemdall hael.,Værthu Hemdall hael.,Witaj Hemdall.,Niech pamięć o nim trwa wiecznie.,Niech pamięć o nich zaginie.,Niech pamięć o nim zaginie.,Niech pamięć o nich zaginie w otchłani zapomnienia.,0.32938932200333754,0.0,0.758068323135376,0.6907300353050232,0.07894736842105272,0.0,0.6168121099472046,0.3748849928379059,0.07168458781362015,0.0,0.6293280720710754,0.3902781903743744,0.06306306306306315,0.0,0.6238735318183899,0.38894379138946533,0.07281553398058262,0.0,0.639121949672699,0.37431254982948303
No. Father was a stove-fitter. Mother… Mother stayed home.,Nie. Ojciec był zdunem. Matka... Matka w domu siedziała.,Numer. Ojciec był monterem pieców. Matka... Matka siedziała w domu.,Nie. Ojciec był blacharzem. Matka... Matka siedziała w domu.,'Nie. Ojciec był blacharzem. Matka... Matka siedziała w domu.',Nie. Ojciec był zdunem. Matka... Matka siedziała w domu.,Nie. Ojciec był zdunem. Matka... Matka siedziała w domu.,0.649844854381824,0.06674094719041482,0.8701860308647156,0.7209213376045227,0.7396613048224964,0.1561969968460128,0.9407556653022766,0.8262621164321899,0.7364683402275185,0.07583235673413397,0.8926879167556763,0.8244867920875549,0.8871301053475182,0.6104735835807844,0.9821595549583435,0.9162799119949341,0.8871301053475182,0.6104735835807844,0.9821595549583435,0.9162799119949341
