en_text,pl_text,dialog_prototype,chrf_dialog_prototype,bleu_dialog_prototype,bertscore_dialog_prototype,comet_dialog_prototype
"Suppose so. But you look the way I do, you gotta grab every chance you can get.",Niby tak... Ale z moją aparycją trzeba korzystać z każdej okazji.,"Może tak. Ale jeśli wyglądasz tak jak ja, musisz chwytać każdą okazję, jaka się nadarzy.",0.2494632009750971,0.013217947626377298,0.6894059181213379,0.7706853747367859
"You must take my hand and talk of Ciri. Tell me where you think she might be, who could be at her side.","Weźmiesz mnie za rękę i będziesz opowiadał o Ciri. Mów, gdzie według ciebie może być, jakich ma przyjaciół.","Musisz wziąć moją rękę i mówić o Ciri. Powiedz mi, gdzie myślisz, że ona może być, kto może być u jej boku.",0.2678272927360231,0.03307108401836138,0.7736583948135376,0.7687437534332275
You know plants?,Znasz się na roślinach?,Czy znasz rośliny?,0.29498387364974604,0.0,0.7720425128936768,0.9416612982749939
They're too far! We must get closer! I shall shield us with Demetia Crest's Surge!,Za daleko! Musimy do nich podejść. Osłonię nas Kipielą Demetii Crest!,Musimy podejść bliżej! Ochronię nas mocą Demetii Crest.,0.44058596760617913,0.025124218547395095,0.8212705254554749,0.7232525944709778
Female wyvern killed them. They wandered into her hunting ground.,"Zabiła ich samica wiwerny, bo weszli na jej terytorium łowieckie.",Samica wywerna ich zabiła. Wędrowali przez jej teren łowiecki.,0.3804285956002426,0.025518615589394285,0.8091617226600647,0.846112847328186
"Well, let's have a name, then, and we shall issue an entry ticket.","No dobrze. Niech poda imię, to dostanie bilet wstępu.","No to miejmy imię, a potem wydamy bilet wstępu.",0.35154111288115636,0.06376715693797415,0.8546292185783386,0.7380394339561462
Hey! Anybody home?,"Halo, jest tam kto?",Cześć! Jest tu ktoś?,0.18618701217697695,0.0,0.8525777459144592,0.9502638578414917
I'm on the right path.,Jestem na dobrej drodze.,Jestem na właściwej ścieżce.,0.3326255836382401,0.16990442448471224,0.8321290612220764,0.9444168210029602
Some white-haired freak… Cut down our boys like he was cuttin' pigs!,Jakiś białowłosy cudak wyrżnął naszych jak wieprze!,"Jakiś siwowłosy dziwak... Zabił naszych chłopców, jakby rzezał świnie!",0.38581615015484716,0.028517539529041507,0.7842756509780884,0.7595680952072144
Aha. And you thought I'd find this interesting because…?,"Mhm. I czemu uznałeś, że mnie to zainteresuje?","Aha. A ty myślałeś, że to mnie zainteresuje, bo...?",0.4578697421887634,0.03155984539112946,0.8478776812553406,0.8740107417106628
I'm but a poor little woman!,Ja biedna kobiecina jestem!,Jestem tylko biedną małą kobietką!,0.3436368045964792,0.0,0.7753708362579346,0.928729236125946
And giants shall face giants in battle… Just like the ballads.,„I giganci staną przeciw sobie”... Jak w balladach.,I olbrzymy staną naprzeciw olbrzymów w bitwie... Tak jak w balladach.,0.4619809582671781,0.04411629359322707,0.8146933317184448,0.5677473545074463
"You must make more as a mummer than you do witcherin', eh?","Jako aktor chyba wińcej pieniędzy zgarniasz, niż jako wiedźmin?","Musisz zarabiać więcej jako mim, niż jako wiedźmin, co nie?",0.3758849933698751,0.0446323613785333,0.7903091311454773,0.7775611877441406
Greetings.,Witajcie.,Pozdrowienia.,0.10849375211077349,0.0,0.8066110014915466,0.7945621013641357
Hmm… You could wait things out at Kaer Morhen.,Hmm... Możesz przeczekać w Kaer Morhen.,Hmm… Mógłbyś przeczekać to wszystko w Kaer Morhen.,0.5738164764396393,0.1477219991186121,0.8592976927757263,0.8910449743270874
We'll see about that!,Jeszcze zobaczymy!,Zobaczymy co z tym zrobimy!,0.4145237466597039,0.0,0.8207113146781921,0.86258864402771
Wolf… I thank you.,Wilku... Dziękuję.,Wilku... Dziękuję ci.,0.9269289769379688,0.11362193664674995,0.9598420858383179,0.9715004563331604
Fuckin' shit!,Kurwa żesz!,Cholerna kupa gówna!,0.09259259259259267,0.0,0.7838767170906067,0.8746871948242188
Didn't know you were interested in that kind of magic.,"Nie wiedziałem, że interesuje cię ten rodzaj magii.","Nie wiedziałem, że interesujesz się taką magią.",0.6433881956138182,0.1417182961428368,0.8853379487991333,0.9443772435188293
"Massacred body, bare feet. Another prisoner.","Zmasakrowane ciało, bose stopy. Kolejny jeniec.","Zmasakrowane ciało, bose stopy. Kolejny więzień.",0.8363041552752967,0.7598356856515925,0.9419759511947632,0.9394224882125854
See you later.,Do zobaczenia.,Do zobaczenia później.,0.8567015268318557,0.11362193664674995,0.9175108075141907,0.9460498690605164
You're not the first to try the old walk on through…,"Byli już tacy, co próbowali na bezczelnego.","Nie jesteś pierwszym, który próbuje starego przejścia...",0.16327175249095485,0.0,0.7127751111984253,0.5249427556991577
Hm… I was but eighteen when they took me in. An age at which teachings interest one far less than love.,"Ale... Miałam osiemnaście lat, jak mnie przyjęli. A wtedy nie nauki ma się w głowie, tylko miłość.","Hm... Miałam osiemnaście lat, kiedy mnie przyjęli. Wiek, w którym nauki interesują znacznie mniej niż miłość.",0.5400330083582975,0.08087955402920874,0.8307365775108337,0.9058851003646851
"So, what kind of armor are we talkin' about?","No, to co to ma być za pancerz?","No więc, o jakiej zbroi mowa?",0.11141304347826093,0.0,0.77360999584198,0.8044094443321228
My top! Where'd you find it?,O ja! Mój bączek! Skąd go masz?,Moja bluzka! Gdzie ją znalazłeś?,0.11253165037384046,0.0,0.790340006351471,0.7313820719718933
"You have grown lazy, shit-heels, drinking your Temerian wheat beer!","Rozleniwiliście się, gamonie, przy temerskim pszenicznym!","Staliście się leniwi, gówniane podeszwy, popijając swoje temerskie piwo pszeniczne!",0.47413078592500585,0.0,0.7510845065116882,0.5002570748329163
"A few bites on my feet and calves. Nothing, really.",Mam pokąsane stopy i łydki. Ale to nic.,Kilka ugryzień na stopach i łydkach. Nic takiego.,0.21738263474567707,0.02777619034011792,0.7840303778648376,0.7108860015869141
Geralt!,Geralt!,Geralt!,1.0,0.1778279410038923,1.0,0.9886408448219299
I've no time for you.,Nie mam dla ciebie czasu.,Nie mam dla ciebie czasu.,1.0,1.0,1.0,0.9909725785255432
Agreed. Now follow me. Time for a little storm.,"No, to przybijmy targu. A teraz chodź ze mną – pora na małą burzę.",Umowa stoi. Teraz za mną chodź. Czas na małą burzę.,0.3284774790518291,0.0752397025358172,0.8181660175323486,0.7877506613731384
What's this? Brewing potions?,Co tam? Warzysz jakieś eliksiry?,Co to ma być? Warzenie mikstur?,0.2226224250929791,0.040824829046386304,0.7912269830703735,0.5824856758117676
"Foot in mouth, as usual.",Jak zwykle coś palniesz.,"Stopa w ustach, jak zwykle.",0.3435642603160509,0.0,0.7240536212921143,0.4323597550392151
Got anything to sell?,Masz coś na sprzedaż?,Czy masz coś na sprzedaż?,0.9167403111105967,0.26591479484724945,0.9496525526046753,0.9810807704925537
"Challenge me again - raise your hand, draw your sword, look at me the wrong way… and I'll kill you.","Jeżeli jeszcze raz rzucisz mi wyzwanie, podniesiesz na mnie rękę, wyciągniesz miecz lub choćby krzywo spojrzysz... Zabiję cię.","Wyzwij mnie ponownie - unieś rękę, dobyj miecza, spójrz na mnie krzywo... i cię zabiję.",0.2525801730933802,0.025327098770360795,0.8068539500236511,0.8543757200241089
Don't kill me!,Nie zabijajcie!,Nie zabijaj mnie!,0.7132704518342871,0.11362193664674995,0.8859187364578247,0.9658528566360474
Keep looking. It must be here.,Szukaj dalej. Musi gdzieś tu być.,Kontynuuj poszukiwania. Musi tu być.,0.28347153834237854,0.10294994188297393,0.8224858641624451,0.9096159338951111
"Ehh, I suppose you're right.","No, może i racja.","Eh, chyba masz rację.",0.17140762889945668,0.0,0.7557331323623657,0.9324007630348206
I know.,Wiem.,Wiem.,0.8333333333333334,0.1778279410038923,1.0,0.9684513807296753
"Well, now I know why she brought you along. Fine. A full purse of Novigrad crowns. As proof of my good will.","Teraz już wiem, po co cię tu przyprowadziła. Ale dobrze. Macie tu pełny mieszek novigradzkich koron. W dowód mojego zaufania.","Teraz już wiem, dlaczego cię tu sprowadziła.",0.2537591601026264,0.03209268831709722,0.7819159030914307,0.6493239998817444
"That would mean balls and banquets and other boring things that start with a ""b.""","To by oznaczało bale, bankiety, biesiady... I inne nudne rzeczy na b.","To oznaczałoby jaja i uczty oraz inne nudne rzeczy zaczynające się na literę ""b"".",0.45833869185979365,0.08032276872815308,0.7551786303520203,0.7044156193733215
Uh-huh?,Ehe?,Hmm?,0.04166666666666676,0.0,0.7398626804351807,0.8368620872497559
"You were a child then, and we… misjudged the situation.","Wtedy byłaś dzieckiem, a my... źle oceniłyśmy sytuację.","Byłaś wtedy dzieckiem, a my... źle oceniliśmy sytuację.",0.7504108503952532,0.3655552228545123,0.9689614772796631,0.9818165898323059
But he's old and ugly. What good is he?,Ale on jest stary i brzydki. Jaki z niego pożytek?,Ale on jest stary i brzydki. Do czego on się nadaje?,0.5832936694882754,0.4617366309441026,0.8971197605133057,0.9143629670143127
What do you mean?,O czym ty mówisz?,Co masz na myśli?,0.09615384615384624,0.0,0.7819997668266296,0.9144415855407715
He loves me… He loves me not… He loves me… He loves me not…,Kocha... Nie kocha... Kocha... Nie kocha...,Kocha mnie... Nie kocha mnie... Kocha mnie... Nie kocha mnie...,0.6924747112880362,0.025098621243978974,0.910146176815033,0.9214799404144287
Did you see their tartans? Clan Tuirseach colors.,Widziałeś ich tartany? To barwy rodu Tuirseach.,Widziałeś ich tartany? Kolory klanu Tuirseach.,0.6930343607654262,0.1837868600016897,0.912602961063385,0.9066829681396484
Greetings.,Witaj.,Cześć.,0.02777777777777787,0.0,0.7831059694290161,0.7922154664993286
"Got good news. Your god's dead. It was actually a run-of-the-mill monster - sentient but mean, took advantage of you. You went hungry, while it grew new chins.","Mam dobre wieści. Bóg umarł. To był zwykły potwór, który wykorzystał waszą naiwność. Wyście głodowali... A on obrastał w kolejne podbródki.","Mam dobre wieści. Wasz bóg nie żyje. To była zwykła bestia - świadoma, ale złośliwa, wykorzystała was. Wy głodowaliście, a on robił sobie nowe podbródki.",0.4482844092548525,0.044588192733265836,0.8252939581871033,0.8134971261024475
Glaeddyv vort.,Glaeddyv vort.,Niech się stanie.,0.05050505050505059,0.0,0.5530427694320679,0.45909950137138367
"Same to you. And if you wish to learn what's happened in the world while you and Vesemir roamed the wilderness, talk to Ambassador var Attre. That's him, over there.","I wzajemnie. Słuchaj, jeżeli chcesz się dowiedzieć, co się działo na świecie, gdy włóczyłeś się z Vesemirem po bezdrożach, porozmawiaj z ambasadorem var Attre. To on, o tam.","To samo dla ciebie. A jeśli chcesz dowiedzieć się, co działo się na świecie, gdy ty i Vesemir włóczyliście się po pustkowiach, porozmawiaj z ambasadorem var Attre. To on, tam dalej.",0.5814429215359297,0.25254894486288165,0.886481523513794,0.7299137711524963
"Oh, no! I plan to have a good look at this famous maze of theirs first…",O nie! Mam zamiar najpierw dokładnie obejrzeć sobie ten ich słynny labirynt...,"Och, nie! Planuję najpierw dokładnie obejrzeć ten słynny labirynt ich zamku…",0.602493293763204,0.10528570195593752,0.8601176738739014,0.9309431314468384
Shove your bales up your arse!,W rzyć se je wsadź!,Wsadź swoje bele w tyłek.,0.2123363102412256,0.0,0.7068547606468201,0.5855568647384644
Who's that? Show yourself! Anyone there?,Kto tu? Odezwij się... Jest tu kto?,Kto tam? Pokaż się! Jest tu ktoś?,0.35112636453545193,0.07730551756939454,0.8764062523841858,0.9486499428749084
A wild steed... From meadows moist…,Dzikie konie znajdziesz... Na podmokłych łąkach...,Dziki rumak... Z wilgotnych łąk...,0.21281093969844886,0.0,0.8344526886940002,0.6412220597267151
They can't sing that anymore. Contains heresies.,Tego już nie można śpiewać. Tam są herezje.,Nie mogą już śpiewać tej piosenki. Zawiera herezje.,0.4023314629544103,0.03303164318013808,0.7894102334976196,0.9372298121452332
Forgetting anything?,Chyba o czymś zapomniałeś...,Czy o czymś nie zapomniałeś?,0.5405027949464261,0.11362193664674995,0.8598684668540955,0.930790364742279
Achoo!,Apsik!,Ach!,0.05747126436781618,0.0,0.891226589679718,0.8174724578857422
I'm back.,Wróciłem.,Wróciłem.,1.0,0.1778279410038923,0.9999999403953552,0.9836024641990662
You needn't shove!,Nie pchaj się!,Nie musisz się tak pchać.,0.3052352784402635,0.05372849659117709,0.8233914971351624,0.6479610800743103
"A beverage, maybe?",Może coś do picia?,Może coś do picia?,1.0,1.0,1.0,0.993736207485199
"This masquerade… just not a good idea, I don't think.",Ta przebieranka to chyba nie był dobry pomysł.,Ten bal maskowy… po prostu nie wydaje mi się dobrym pomysłem.,0.25964860611237456,0.018850319022747353,0.7667191624641418,0.8648717403411865
I'd rather not hear this.,Nie chce o tym słuchać.,Wolałabym tego nie słyszeć.,0.13860013860013867,0.0,0.7793448567390442,0.8750735521316528
Won't be necessary. Baron owes me a favor. A big one.,Nie będzie trzeba. Mam u Barona dług wdzięczności.,Nie będzie konieczne.,0.21871615268593803,0.04538324543496762,0.7420220971107483,0.7122448682785034
Man can't work five minutes and not be interrupted.,No nie pozwolą się człowiekowi skupić na robocie.,Nie da się pracować pięć minut bez przerwy.,0.1255013035328399,0.02777619034011792,0.7237648963928223,0.7370023131370544
"C'mon, men! Whosoever brings me Uve Jabberjaw's head will get a longship to command!","Dalej, ludzie! Kto mi da głowę Uwe Milczka, dostanie pod komendę własny drakkar!","Chodźcie, mężowie! Ktokolwiek przyniesie mi głowę Uve Jabberjawa, ten dostanie okręt do dowodzenia!",0.293643831432597,0.020448007360218394,0.7583150863647461,0.7002221345901489
"I ask questions, try to flesh out feelings, emotions… Truth is essential in this, and though most who come to me acknowledge that, many refuse to speak openly of certain matters. Apart from which they remain unaware of others, further obscuring things.","Zadaję dużo pytań, staram się nazwać uczucia, emocje... Ważna jest szczerość, ale i tak ludzie nie chcą opowiadać o niektórych sprawach. A innych nawet sobie nie uświadamiają.","Zadaję pytania, staram się uzupełnić uczucia, emocje... Prawda jest istotna w tym, a choć większość tych, którzy do mnie przychodzą, uznaje to, wielu odmawia otwartego mówienia o pewnych sprawach. Poza tym pozostają nieświadomi innych, co dodatkowo zaciemnia sytuację.",0.43155012795831227,0.017335685887215155,0.7884665727615356,0.7968617677688599
You realize that might not be that easy.,"Wiesz, że to może nie być takie proste...?","Wiesz, że to może nie być takie proste.",0.9159120374675175,0.8408964152537145,0.9178834557533264,0.9672127366065979
"Trusted you, the pellar did. Help you promised!","Guślarz wam zaufał, obiecaliście pomoc!","Ufał ci, ten peleryniarz. Pomóc obiecałeś!",0.22909355817206778,0.0,0.7661198377609253,0.7488372921943665
"Mhm, Dandelion. So, hunter's barricaded himself inside? There another way in?",To na pewno Jaskier. Łowca zabarykadował się od środka? Jest jakieś inne wyjście?,"Mhm, Dandelion. Więc myśliwy zabarykadował się wewnątrz? Czy jest inny sposób, żeby tam wejść?",0.31341119742261964,0.030206205252435548,0.7403005957603455,0.7054687142372131
I'd 'ave gone to hunt the beast meself if I'd known you wanted this much. Hard luck. So be it.,"Gdybym wiedział, że tyle sobie zaśpiewasz, sam bym na bestię poszedł... No, ale trudno. Niech będzie.","Chciałbym sam ruszyć na polowanie na bestię, gdybym wiedział, że tak bardzo ci na tym zależy. Pech. Cóż, niech i tak będzie.",0.40683418843271885,0.02310128340501537,0.7856391668319702,0.6950297355651855
These races - tell me about them.,Opowiedz mi o tych wyścigach.,Powiedz mi coś więcej o tych wyścigach.,0.7658756365132776,0.17567205239427922,0.900111734867096,0.9333359599113464
I was attacked.,Zostałem zaatakowany.,Zostałem zaatakowany.,1.0,0.316227766016838,1.0,0.989176332950592
"All right, all right. But what then? How long do you think you can keep me in this hut?","Jasne, jasne. Ale co dalej? Ile masz zamiar mnie trzymać w tej chacie?","Dobrze, dobrze. Ale co potem? Jak długo twoim zdaniem możesz mnie trzymać w tej chacie?",0.48149704616812755,0.2829559628326351,0.8338339328765869,0.86683589220047
Good news first - captain of the Nilfgaardian garrison knows where Yennefer went.,"Dobra jest taka, że kapitan nilfgaardzkiego obozu wie, gdzie szukać Yennefer...","Dobre wieści najpierw - kapitan nilfgaardzkiego garnizonu wie, dokąd udała się Yennefer.",0.4914830476347069,0.03986357128268015,0.7903873920440674,0.8326682448387146
I'd 'ave sailed with Hjalmar if only those sea-whores hadn't banjaxed my knee. Woulda sailed 'stead of sharin' a table with a grumpy barnacle like you.,"Gdyby mi te morskie kurwy nóg nie poszarpały, sam bym popłynął z Hjalmarem, zamiast dzielić stół z taką zrzędą jak ty...","Popłynąłbym z Hjalmarem, gdyby te morskie świnie nie uszkodziły mi kolana. Wolałbym płynąć, zamiast dzielić stół z takim marudnym krabem jak ty.",0.5295949298435236,0.1582128588834926,0.8074382543563843,0.7352647185325623
Kept in there until the end.,Tych ludzi trzymano w klatkach aż umarli...,Trzymano go tam do samego końca.,0.1783646445707641,0.0,0.669778048992157,0.6183568239212036
Wanna see Junior.,Nieważne. Chcę się widzieć z Juniorem.,Chcesz zobaczyć Juniora?,0.179441045034938,0.0,0.733139157295227,0.7198941111564636
Nilfgaard occupied land now.,To teraz ziemie Nilfgaardu.,Nilfgaard zajmuje teraz te ziemie.,0.5644712945546071,0.05372849659117709,0.8607844114303589,0.916038990020752
Calm down! Calm down! Enough blood's been spilt!,Spokój! Spokój!!! Dość już krwi rozlano!,Uspokój się! Uspokój się! Wystarczy już tej krwi.,0.2456575440030916,0.02777619034011792,0.8181064128875732,0.8903917670249939
"Blah, blah, blah.","Bla, bla, bla.","Blablabla, blablabla, blablabla.",0.6947086262987389,0.0,0.831763505935669,0.7988415956497192
Where's that?,A gdzie to jest?,Gdzie to jest?,0.8121381198403864,0.17216896116316355,0.9141759276390076,0.9839311838150024
"Unbelievable, a witcher in Novigrad. What will the priests say?","Nie wierzę, wiedźmin w Novigradzie. Co na to kapłani?","Nie do wiary, czarodziej w Nowym Mieście. Co powiedzą kapłani?",0.34444308593617595,0.02984745896009824,0.8176589012145996,0.8122773766517639
You're insolent because you believe I cannot afford to hurt you. And you're right.,"Jesteś bezczelny – bo sądzisz, że nie zrobię ci teraz krzywdy. I masz rację.","Jesteś bezczelny, ponieważ uważasz, że nie mogę cię skrzywdzić. I masz rację.",0.5548874095117659,0.0939142733304704,0.8710277676582336,0.9398465752601624
Huh? For what?,Ale niby za co?,Co? Za co?,0.15874314287203337,0.0814136751754278,0.7462658286094666,0.8434333205223083
"Eternal Fire, you're my only hope… Grant what I ask, and I'll spare no offerin'…","Wieczny Ogniu, w tobie ostatnia nadzieja... Nie poskąpię ofiary, jeżeli wysłuchasz mej prośby.","Eternal Fire, jesteś moją jedyną nadzieją... Udziel tego, o co proszę, a nie oszczędzę żadnej ofiary...",0.24508535317339739,0.0,0.7345897555351257,0.816672146320343
"Foreign lad. Well, well.","Zagranicznik. No, no.",Cudzoziemiec. No cóż.,0.10726980850819866,0.0,0.6890707612037659,0.7526182532310486
But why? Why'd you do it?!,Ale czemu? Czemu to zrobiłeś?!,Ale dlaczego? Dlaczego to zrobiłeś?!,0.4936151449036211,0.12574334296829354,0.9255314469337463,0.987109363079071
Believe me. Worse things go on in this city than my little… spectacles. Far worse.,Uwierz mi. W tym mieście dzieją się rzeczy znacznie gorsze od moich... inscenizacji.,Wierz mi. W tym mieście dzieją się gorsze rzeczy niż moje... okulary. Znacznie gorsze.,0.5958026215891001,0.3759663529467017,0.8428033590316772,0.765110194683075
You've talked enough.,Koniec gadania.,Wystarczy już tych rozmów.,0.04474272930648779,0.0,0.65421462059021,0.843733549118042
Stupid old goat!,Stary cap!,Ty śmierdzisz!,0.05319148936170221,0.0,0.754287838935852,0.5545110702514648
Quite the opposite. Chasing it. I'm headed for the front.,Wręcz przeciwnie. Jadę na front.,Dokładnie odwrotnie. Gonię je. Jadę na front.,0.5006138254360414,0.16348126556655487,0.863311767578125,0.8843396902084351
Eternal Fire!,Wieczny Ogniuuuu!,Ogień wieczny!,0.30628255511523594,0.0,0.8141265511512756,0.9164556860923767
"Aye, so… how is the little tyke?",A właśnie – co z tym małym?,No cóż... Jak się ma ten mały urwis?,0.15677236574415965,0.0,0.7379297614097595,0.7082318663597107
"Good luck, then. Farewell.",No to powodzenia. Bywaj.,Powodzenia. Żegnaj.,0.456818563557204,0.0,0.858184278011322,0.5959500670433044
Of course. It's that simple. Thanks.,Jasne. Dzięki.,Oczywiście. To takie proste. Dzięki.,0.5372313236433413,0.05372849659117709,0.7316691875457764,0.9477563500404358
Yeah… Except you used to do that in the name of some ideal. And now?,Tak... Tylko kiedyś robiłeś to wszystko w imię jakiejś idei. A teraz?,Tak... Tyle że robiłeś to w imię jakiejś idei. A teraz?,0.6651861302103458,0.4883499409416459,0.9507597088813782,0.9544804096221924
What do you want?,Czego chcesz?,Czego chcesz?,1.0,0.316227766016838,0.9999999403953552,0.9961588978767395
Just wanna play.,Mam ochotę tylko na grę.,Chcę tylko zagrać.,0.28352024528186476,0.05833544737207805,0.8121340274810791,0.9144116640090942
"Ye know, witcher, folk can say what they will. Me? I'll never forget what ye did for us!","Wiesz, wiedźminie, źle o tobie gadają. Ale ja nie zapomnę, co dla nas zrobiłeś!","Wiesz co, czarodzieju? Ludzie mogą mówić, co chcą. Ja? Nigdy nie zapomnę, co dla nas zrobiłeś!",0.4931069848690525,0.30130404892785684,0.8000691533088684,0.8723995685577393
Not all of us did.,Nie wszyscy.,Nie wszyscy wróciliśmy.,0.8113035113035113,0.11362193664674995,0.8302305340766907,0.8148553371429443
"Must be. Tavern'll be first to go, just you wait. Then they'll ban hooch-makin' altogether. And then they'll start floggin' us about the fields, rain or shine!","Musi być. Wpierw karczmę zamkną, obaczysz, i bimbru pędzić zabronią. A potem batem na pola zaganiać będą, skwar czy słota!","Musi tak być. Karczma pójdzie pierwsza, poczekaj tylko. Potem zakazują produkcji alkoholu. A potem zaczną nas ganiać po polach, deszcz czy słońce!",0.30590372716595715,0.02310128340501537,0.7747207283973694,0.5865823030471802
Run!,Uciekajcie!,Uciekaj!,0.5431753004339641,0.0,0.9014695286750793,0.7921136021614075
For half price I'll undress half way.,Za pół ceny to ja się mogę rozebrać do połowy.,Dla ceny pół ceny rozbiorę się do połowy.,0.40021022404285955,0.06840676598421276,0.8360193967819214,0.6651924848556519
Ugh!,Uhh!,Eh!,0.14294134983790163,0.0,0.9424248337745667,0.9197637438774109
Oh!,O!,Oh!,0.1587301587301588,0.0,0.9053789377212524,0.9580693244934082
"Sorry, but - your life story? Just not interested. This isn't a social call. I'm here on business.","Wybacz, ale nie interesuje mnie historia twojego życia. Jestem tu w konkretnej sprawie, zapomniałeś?","Przepraszam, ale twoja historia życia? Po prostu nie interesuje mnie. To nie jest telefon towarzyski. Jestem tu w interesach.",0.46784758550443656,0.06892964965915206,0.7476138472557068,0.84442138671875
I can vouch for Cerys. She's telling the truth.,Ja mogę poświadczyć słowa Cerys.,Mogę zaświadczyć za Cerys. Ona mówi prawdę.,0.47447827908545737,0.033031643180138064,0.833629846572876,0.9334290623664856
First ever barney with my prick hangin' out. Harrr!,Z gołą dupą jeszcze się nie biłem.,"Pierwsza kłótnia, kiedy mój penis zwisa na zewnątrz. Haaa!",0.12768756236959095,0.0,0.6532822847366333,0.4459751546382904
"Who will protect us poor from the cutthroats? Who, I ask?","Kto nas, biednych ludzi, przed tymi zbirami obroni? No kto?","Kto nas biednych ochroni przed bandytami? Kto, pytam?",0.34252928815687983,0.02846946938149362,0.781911313533783,0.8679116368293762
You can.,Możecie.,Możecie.,1.0,0.1778279410038923,0.9999998807907104,0.9869776368141174
You takin' the piss?,Żarty sobie stroisz?,Czy ty się ze mnie nabijasz?,0.17644397644397647,0.0,0.7625256776809692,0.6499636769294739
Your husbands died glorious deaths.,Wasi mężowie zapewne okryli się chwałą.,Wasze mężowie zginęli śmiercią bohaterów.,0.2830562111633484,0.0439891724758422,0.8223192691802979,0.5096812844276428
Forget this rubbish! I shall forge you a sword fit for killing gods.,"Zapomnij o tych śmieciach! Wykuję ci miecz, którym będziesz mógł zabijać bogów.",Zapomnij o tym! Wykuję dla ciebie miecz godny zabijania bogów.,0.3961352614397942,0.04345587182943313,0.8477576375007629,0.8311412930488586
Troll awfulthick hide. Your awfuldull metalstick.,Ja mam grubaskóra. Ty masz tępy miecz.,Troll ma okropnie grube futro. Twoja okropnie nudna metalowa laska.,0.17137092888359542,0.0,0.6857923865318298,0.49961766600608826
"There, in the water! Shoot!","Tam, w wodzie! Strzelać!","Tam, w wodzie! Strzelaj!",0.8988932707585958,0.3976353643835253,0.9700402617454529,0.9421659111976624
Charming world you Aen Elle have got. Could easily fall in love with the place.,Uroczy ten wasz świat. Można się zakochać.,"Uroczy świat, który macie, Aen Elle. Mógłbym się w nim zakochać.",0.4191616293954102,0.024808415001701823,0.7794641256332397,0.8886930346488953
"When they attack, Yen'll dome the fortress with a magic shield. Hunt'll be forced to land outside the walls.",Na początek Yen otoczy twierdzę magiczną kopułą. Będą musieli wylądować na zewnątrz.,"Gdy zaatakują, Yen osłoni fortecę magiczną tarczą. Hunta zmusi to do lądowania poza murami.",0.2882667340315704,0.0169861974906263,0.7353538870811462,0.7212215065956116
