en_text|pl_text|bielik_prompt0_translation|bielik_prompt1_translation|bielik_prompt2_translation|bielik_prompt3_translation|bielik_prompt4_translation|bielik_prompt5_translation|bielik_prompt6_translation
All those deaths, disappearances… 'Tis no accident, but a warnin'. And might well be our last.|Te wszystkie śmierci, zniknięcia... To nie przypadek, tylko ostrzeżenie. Może być, że ostatnie.|"""Wszystkie te śmierci, zaginięcia... To nie przypadek, ale ostrzeżenie. I może to być nasze ostatnie."""|"""Wszystkie te śmierci, zaginięcia... To nie jest przypadek, tylko ostrzeżenie. I może być naszym ostatnim.""

To tłumaczenie oddaje sens oryginalnego zdania w języku angielskim, używając bardziej współczesnej polskiej gramatyki i słownictwa. Warto zauważyć, że w oryginale występuje archaiczne słowo ""warnin'"", które zostało przetłumaczone jako ""ostrzeżenie"". Ponadto, cudzysłów w oryginale został zamieniony na pojedyncze cudzysłowy w języku polskim."|Wszystkie te śmierci, zaginięcia... To nie przypadek, lecz ostrzeżenie. I może być naszym ostatnim.|"""Wszystkie te śmierci, zaginięcia... To nie przypadek, ale ostrzeżenie. I może być to nasze ostatnie."""|Wszystkie te śmierci, zaginięcia... To nie przypadek, lecz ostrzeżenie. I może być naszym ostatnim.|Wszystkie te śmierci, zaginięcia... To nie jest wypadek, ale ostrzeżenie. I może być naszym ostatnim.|Wszystkie te śmierci, zaginięcia... To nie jest wypadek, lecz ostrzeżenie. I może być naszym ostatnim.
Sky cells - nice idea for a prison without bars. Shame he didn't know how to fly.|Podniebna cela... Niezły pomysł na więzienie bez krat. Szkoda, że ten tutaj nie potrafił latać.|"""Komórki nieba - dobry pomysł na więzienie bez krat. Szkoda, że nie umiał latać.""

To tłumaczenie oddaje sens oryginalnego zdania w języku angielskim, zachowując jego metaforyczny charakter i lekko ironiczny ton. Warto zauważyć, że kontekst tego cytatu może odnosić się do postaci lub sytuacji z literatury, filmu lub innej formy narracji, gdzie ""komórki nieba"" mogą symbolizować coś niedostępnego lub nieosiągalnego dla głównego bohatera."|"Tłumaczenie tego zdania na język polski brzmi:

""Niebiańskie komórki - niezły pomysł na więzienie bez krat. Szkoda, że nie umiał latać.""

To zdanie wydaje się odnosić do jakiejś osoby lub sytuacji, gdzie ktoś miał dobry pomysł (niebiańskie komórki), ale nie był w stanie go zrealizować (nie umiał latać). Może to być metafora opisująca marzenia lub plany, które pozostają niespełnione z powodu ograniczeń lub braku umiejętności."|Komórki nieba - dobry pomysł na więzienie bez krat. Szkoda, że nie umiał latać.|"""Komórki nieba - dobry pomysł na więzienie bez krat. Szkoda, że nie umiał latać."""|Komórki nieba - dobry pomysł na więzienie bez krat. Szkoda, że nie umiał latać.|"""Komórki nieba - dobry pomysł na więzienie bez krat. Szkoda, że nie umiał latać."""|Komórki nieba - dobry pomysł na więzienie bez krat. Szkoda, że nie umiał latać.
Svalblod. Dammit…|Svalblod. Cholera...|"""Krew wieloryba. Cholera...""

To tłumaczenie może nie być dosłowne, ale oddaje ogólny sens oryginalnego tekstu w języku szwedzkim. Warto zauważyć, że ""svalblod"" oznacza krew wieloryba, a całe wyrażenie wydaje się wyrażać frustrację lub irytację mówiącego."|"Tekst ""Svalblod. Dammit..."" nie jest w języku polskim, a wydaje się być połączeniem dwóch różnych języków lub wyrażeń. ""Svalblod"" to słowo w języku szwedzkim, które oznacza ""świnia krwi"" (dosłownie ""krwawa świnia""). Natomiast ""Dammit"" to angielskie przekleństwo lub wyrażenie frustracji, często używane jako zamiennik dla bardziej wulgarnych określeń.

Jeśli chcesz, aby to zostało przetłumaczone na polski, mogę zaproponować następujące tłumaczenie:

""Świnia krwi. Cholera...""

To tłumaczenie odzwierciedla znaczenie obu części tekstu, choć należy pamiętać, że ""dammit"" może być używane w różnych kontekstach i może mieć różne odcienie znaczeniowe w zależności od sytuacji. W tym przypadku ""Cholera"" jest dobrym odpowiednikiem, ponieważ oddaje frustrację i intensywność oryginalnego wyrażenia."|Niedźwiedź polarny. Cholera...|Krew wielbłąda. Cholera...|Krew świńskiej świni. Cholera...|"Podane zdanie w języku szwedzkim brzmi: ""Svalblod. Dammit...""

Tłumaczenie tego zdania na język polski:

""Renifer. Cholera...""

Warto zauważyć, że słowo ""dammit"" jest angielskim wyrażeniem używanym jako przekleństwo lub okrzyk frustracji. W języku polskim można je oddać za pomocą słowa ""cholera"". Słowo ""svalblod"" oznacza ""renifer"", co jest nazwą zwierzęcia występującego głównie w krajach skandynawskich i północnej Rosji."|Renifer. Cholera...
Where's Yennefer?|To gdzie właściwie jest Yennefer?|"""Gdzie jest Yennefer?""

To zdanie w języku angielskim ""Where's Yennefer?"" zostało przetłumaczone na język polski jako ""Gdzie jest Yennefer?"". Jest to proste pytanie o lokalizację postaci o imieniu Yennefer, które pojawia się w serii książek Andrzeja Sapkowskiego ""Wiedźmin""."|"Tłumaczenie na język polski: ""Gdzie jest Yennefer?"". To zdanie może być wypowiedziane przez kogoś, kto szuka postaci o imieniu Yennefer, prawdopodobnie z serii książek Andrzeja Sapkowskiego lub serialu Netflixa ""Wiedźmin"". W kontekście tych dzieł, Yennefer jest czarodziejką i bliską przyjaciółką głównego bohatera, Geralta z Rivii.

Jeśli potrzebujesz dodatkowego wyjaśnienia lub masz inne pytania dotyczące tej frazy, chętnie pomogę!"|Gdzie jest Yennefer?|"""Gdzie jest Yennefer?"""|Gdzie jest Yennefer?|"Podane zdanie ""Where's Yennefer?"" w tłumaczeniu na język polski brzmi:

""Gdzie jest Yennefer?""

To pytanie oznacza, że ktoś szuka Yennefer i pyta o jej lokalizację. Jest to popularne imię z serii książek Andrzeja Sapkowskiego o Wiedźminie oraz z adaptacji telewizyjnych i gier komputerowych opartych na tej serii."|Gdzie jest Yennefer?
Which way did the riders go?|Gdzie pojechali jeźdźcy?|"""W którą stronę pojechali jeźdźcy?""

To tłumaczenie odnosi się do pytania ""Which way did the riders go?"", które w języku polskim brzmi ""W którą stronę pojechali jeźdźcy?"". Pytanie to dotyczy kierunku, w którym udali się jeźdźcy, najprawdopodobniej na koniach lub innych zwierzętach."|"Tłumaczenie tego zdania na język polski brzmi:

""Którą drogą pojechali jeźdźcy?""

To pytanie może być używane w różnych kontekstach, na przykład gdy ktoś pyta o trasę wyścigu konnego, grupy turystów na rowerach lub innej grupy jeźdźców. Zależnie od sytuacji, można też użyć innych form, takich jak ""Dokąd udali się jeźdźcy?"" czy ""Gdzie pojechali jeźdźcy?"", ale sens pozostaje ten sam - chodzi o ustalenie kierunku lub trasy, którą podróżowali jeźdźcy."|Którą drogą pojechali jeźdźcy?|"""Którą drogą pojechali jeźdźcy?"""|Którą drogą pojechali jeźdźcy?|"Oto tłumaczenie podanego zdania na język polski:

""Którą drogą pojechali jeźdźcy?""

To zdanie można też wyrazić w innych formach, np.:
- ""Dokąd udali się jeźdźcy?""
- ""Jaką trasą podróżowali jeźdźcy?""
- ""Gdzie skierowali się jeźdźcy?""

Wszystkie te warianty oddają sens oryginalnego pytania o to, którą drogą lub kierunkiem poruszali się jeźdźcy."|Którędy pojechali jeźdźcy?
Never jest about my da. Never!|Nigdy nie żartuj z mojego ojca. Nigdy.|"""Nigdy nie chodzi o mojego tatę. Nigdy!"""|"Tłumaczenie tego zdania na język polski brzmi: ""Nigdy nie chodzi o moją mamę. Nigdy!""

Warto zauważyć, że w oryginalnym zdaniu użyto angielskiego słowa ""never"" (nigdy), które zostało powtórzone dla podkreślenia stanowczości wypowiedzi. W języku polskim również używamy słowa ""nigdy"" w podobny sposób, aby wyrazić silne zaprzeczenie lub deklarację."|Nigdy nie chodzi o moją dupę. Nigdy!|"""Nigdy nie chodzi o mojego tatę. Nigdy!"""|Nigdy nie chodzi o mojego tatę. Nigdy!|"Oto tłumaczenie tego zdania na język polski:

""Nigdy nie chodzi o moją mamę. Nigdy!""

Warto zauważyć, że w oryginalnym zdaniu występuje błąd gramatyczny - ""my da"" powinno być ""my dad"". Poprawione zdanie brzmiałoby:

""Never is about my dad. Never!""

Tłumaczenie poprawionego zdania:

""Nigdy nie chodzi o mojego tatę. Nigdy!"""|Nigdy nie chodzi o moją mamę. Nigdy!
Ye, uh, heard right. Try your luck if ye like.|Dobrze słyszałeś. Jeżeli chcesz, możesz się popróbować.|"Tak, słyszałem o tym. Spróbuj szczęścia, jeśli chcesz.

To tłumaczenie oddaje ducha oryginalnego zdania w języku angielskim, zachowując jego nieformalny i potoczny charakter. Warto zauważyć, że w języku polskim również istnieją podobne zwroty wyrażające zachętę do spróbowania czegoś lub podjęcia ryzyka."|Tak, eh, dobrze usłyszałem. Spróbuj swojego szczęścia, jeśli chcesz.|Tak, eh, dobrze usłyszałem. Spróbuj szczęścia, jeśli chcesz.|Tak, słyszałem. Spróbuj, jeśli chcesz.|Tak, eh, usłyszałem dobrze. Spróbuj szczęścia, jeśli chcesz.|Tak, eh, usłyszałem poprawnie. Spróbuj szczęścia, jeśli chcesz.|Tak, eh, usłyszałem dobrze. Spróbuj szczęścia, jeśli chcesz.
Where'd all those wraiths come from? Last saw something like this near Vergen when--|Skąd się tu wzięły te wszystkie upiory? Ostatni raz widziałem coś takiego pod Vergen, jak...|"""Skąd się wzięły te wszystkie widma? Ostatnio coś takiego widziałem niedaleko Vergen, kiedy...""

Ta część zdania jest niekompletna i wydaje się być fragmentem dłuższej wypowiedzi lub dialogu. Pełne tłumaczenie zależy od kontekstu całego zdania lub rozmowy, do której się odnosi. Jeśli potrzebujesz bardziej szczegółowego tłumaczenia lub chcesz, abym przeanalizował pełny kontekst, proszę podaj więcej informacji."|"""Skąd się wzięły te wszystkie upiory?"" - ostatni raz widziałem coś takiego pod Vergen, kiedy...""

Warto zauważyć, że to tłumaczenie jest dosłowne i może nie być idealnie dopasowane do kontekstu języka polskiego. W zależności od sytuacji, w której ta wypowiedź jest używana, mogłoby być lepsze dostosowanie jej do bardziej naturalnego brzmienia w języku polskim. Na przykład:

""Skąd się wzięło tyle tych upiorów? Ostatnio coś takiego widziałem niedaleko Vergen, gdy...""

lub

""Co tu robi tyle tych upiorów? Ostatnio coś takiego widziałem pod Vergen, kiedy...""

Takie dostosowania mogą sprawić, że zdanie będzie brzmiało bardziej płynnie i naturalnie dla polskojęzycznego czytelnika lub słuchacza."|Skąd się wzięły te wszystkie widma? Ostatnio coś takiego widziałem niedaleko Vergen, kiedy--|"""Skąd się wzięły te wszystkie widma? Ostatnio coś takiego widziałem niedaleko Vergen."""|Skąd się wzięły te wszystkie widma? Ostatnio coś takiego widziałem niedaleko Vergen, kiedy...|Skąd się wzięły te wszystkie widma? Ostatnio coś takiego widziałem niedaleko Vergen, kiedy...|Skąd się wzięły te wszystkie zjawy? Ostatnio widziałem coś takiego w pobliżu Vergen, kiedy--
Black Ones ready yourselves! We're comin' for yous!|Niech się Czarni szykują! Idziemy na nich!|"""Czarne jednostki, przygotujcie się! Nadchodzimy!""

To tłumaczenie oddaje ducha oryginalnego zdania w języku angielskim, zachowując jego emocjonalny i wyzywający ton. Warto zauważyć, że w języku polskim nie ma dokładnych odpowiedników dla wszystkich elementów tego zdania (np. ""yous""), ale ogólny sens został zachowany."|"Tłumaczenie tego zdania na język polski brzmi:

""Czarne gotujcie się! Nadchodzimy po was!""

To zdanie jest napisane w gwarze i zawiera kilka elementów charakterystycznych dla języka potocznego lub slangu. ""Czarne"" to prawdopodobnie określenie grupy ludzi, do której mówca się zwraca, być może ze względu na ich wygląd lub przynależność. ""Gotujcie się"" to wezwanie do przygotowania się na coś, co nadchodzi. ""Nadchodzimy po was"" to groźba lub ostrzeżenie skierowane do tej grupy osób.

Warto zauważyć, że tłumaczenie to nie oddaje pełni kontekstu oryginalnego zdania, ponieważ zawiera ono elementy kulturowe i społeczne, które mogłyby być trudne do dokładnego przełożenia na inny język bez utraty znaczenia."|Czarne już się przygotowują! Nadchodzimy po was!|"""Czarne jednostki, przygotujcie się! Nadchodzimy!"""|Czarnuchy, przygotujcie się! Nadchodzimy po was!|"Oto tłumaczenie tego zdania na język polski:

""Czarne jednostki, przygotujcie się! Nadchodzimy po was!""

To tłumaczenie zachowuje sens oryginalnego zdania, choć należy pamiętać, że jest to stylizacja na potoczny, może nieco slangowy język angielski. W języku polskim użycie słowa ""czarne"" w odniesieniu do ludzi może być postrzegane jako kontrowersyjne lub obraźliwe, dlatego warto rozważyć alternatywne tłumaczenie, jeśli kontekst tego wymaga."|"""Czarne jednostki, przygotujcie się! Nadchodzimy po was!"""
We're looking for Ciri.|Szukamy Ciri.|"""Szukamy Ciri.""

To tłumaczenie jest dosłowne i zachowuje znaczenie oryginalnego zdania w języku angielskim. W tym kontekście, ""Ciri"" to imię postaci z serii książek ""Wiedźmin"" autorstwa Andrzeja Sapkowskiego oraz gier komputerowych opartych na tej serii. Zdanie to może być używane przez fanów lub bohaterów poszukujących tej postaci."|"Tłumaczenie tego zdania na język polski brzmi:

""Szukamy Ciri.""

To proste zdanie w języku angielskim zostało przetłumaczone dosłownie, zachowując jego znaczenie i strukturę gramatyczną. Warto zauważyć, że w języku polskim nie ma potrzeby używania cudzysłowu przy imionach własnych, takich jak ""Ciri""."|Szukamy Ciri.|"""Szukamy Ciri."""|Szukamy Ciri.|"Podane zdanie ""We're looking for Ciri"" w tłumaczeniu na język polski brzmi:

""Szukamy Ciri.""

To proste zdanie oznajmujące, które informuje, że ktoś poszukuje osoby o imieniu Ciri. Warto zauważyć, że w tym kontekście ""Ciri"" jest prawdopodobnie odniesieniem do postaci z serii gier komputerowych ""Wiedźmin"", stworzonej przez CD Projekt Red. W grach tych Ciri (Ciriella Fiona Elen Riannon) jest jedną z głównych bohaterek."|Szukamy Ciri.
You're daft! Even grown-ups fear 'im!|Coś ty! Nawet dorośli się go boją!|"""Jesteś głupi! Nawet dorośli boją się go!""

To tłumaczenie oddaje znaczenie oryginalnego zdania w języku angielskim, zachowując jego emocjonalny ton i strukturę gramatyczną. Warto zauważyć, że w języku polskim słowo ""daft"" można przetłumaczyć jako ""głupi"" lub ""szalony"", ale w tym kontekście ""głupi"" wydaje się bardziej odpowiednie. Ponadto, fraza ""Even grown-ups"" została przetłumaczona jako ""Nawet dorośli"", co dokładnie odzwierciedla sens oryginału."|"""Jesteś głupi! Nawet dorośli boją się 'go'!""

Wyjaśnienie:
To zdanie jest potoczne i może być używane w sytuacji, gdy ktoś mówi o kimś lub czymś, co wydaje się straszne lub przerażające. ""Głupi"" tutaj nie ma negatywnego znaczenia, ale raczej wyraża zaskoczenie lub niedowierzanie. ""Dorosły"" odnosi się do osoby dorosłej, a ""go"" to zaimek osobowy wskazujący na jakąś postać lub istotę, której się boją. W języku angielskim często używa się skróconych form, takich jak ""grown-ups"" zamiast ""adults""."|Jesteś głupi! Nawet dorośli boją się go!|"""Jesteś głupi! Nawet dorośli boją się go!"""|Jesteś głupi! Nawet dorośli boją się go!|"Oto tłumaczenie podanego zdania na język polski:

""Jesteś głupi!"" ""Nawet dorośli boją się go!""

To zdanie zawiera dwie wypowiedzi, które zostały oddzielone wykrzyknikami. Pierwsza część to obraźliwe określenie kogoś (""jesteś głupi""), a druga część odnosi się do strachu dorosłych przed jakąś osobą lub sytuacją (""nawet dorośli boją się go"")."|Jesteś głupi! Nawet dorośli boją się go!
If you've been named champion of Velen already, try your luck in Novigrad.|A jeśli zdobyłeś już tytuł mistrza w Velen, możesz spróbować szczęścia w Novigradzie.|"""Jeśli już zostałeś mistrzem Velenu, spróbuj swoich sił w Novigradzie.""

To tłumaczenie zachowuje znaczenie oryginalnego zdania, które sugeruje, że osoba, która odniosła sukces w jednym miejscu (Velen), powinna teraz spróbować swojego szczęścia gdzie indziej (Novigrad). W tym kontekście, ""mistrz"" może oznaczać zwycięzcę lub lidera w jakimś wyzwaniu lub zawodach."|"Tłumaczenie na język polski: ""Jeśli już zostałeś mistrzem Velenu, spróbuj swoich sił w Nowigradzie.""

To tłumaczenie zachowuje sens oryginalnego zdania, sugerując, że osoba odniosła sukces w jednym regionie (Velen) i teraz powinna spróbować swoich umiejętności w innym miejscu (Nowigrad)."|Jeśli zostałeś już mistrzem Velen, spróbuj swojego szczęścia w Novigradzie.|"""Jeśli zostałeś już mistrzem Velen, spróbuj szczęścia w Novigradzie."""|Jeśli zostałeś już mistrzem Velenu, spróbuj swojego szczęścia w Novigradzie.|"Oto tłumaczenie tego zdania na język polski:

""Jeśli już zostałeś mistrzem Velenu, spróbuj swojego szczęścia w Novigradzie.""

To zdanie jest częścią dialogu z gry ""Wiedźmin"", w której gracz może rywalizować o tytuł mistrza różnych regionów. W tym kontekście, jeśli gracz już wygrał turniej w jednym regionie (Velen), sugeruje się mu, aby spróbował swoich sił w innym miejscu (Novigrad)."|Jeśli zostałeś już mistrzem Velenu, spróbuj swojego szczęścia w Novigradzie.
You'd kill a child out of jealousy?|Zabijesz dziecko z zazdrości?|"""Zabiłbyś dziecko z zazdrości?""

To tłumaczenie oddaje oryginalne pytanie w języku angielskim, zachowując jego bezpośredni charakter i emocjonalny wydźwięk. Warto zauważyć, że jest to bardzo mocne i prowokacyjne stwierdzenie, które może być używane w różnych kontekstach, często jako retoryczne pytanie lub oskarżenie."|"Tłumaczenie tego zdania na język polski brzmi:

""Zabiłbyś dziecko z zazdrości?""

To pytanie jest często używane jako retoryczne, aby wyrazić silny sprzeciw wobec jakiegoś działania lub postawy, które są uważane za niemoralne lub skrajnie nieodpowiednie. W tym kontekście, osoba pytająca sugeruje, że zabicie dziecka z powodu zazdrości byłoby czymś absolutnie niewyobrażalnym i nie do przyjęcia."|Zabiłbyś dziecko z zazdrości?|"""Zabiłbyś dziecko z zazdrości?"""|Zabiłbyś dziecko z zazdrości?|"Oto tłumaczenie tego zdania na język polski:

""Zabiłbyś dziecko z zazdrości?""

To zdanie wyraża pytanie o to, czy ktoś byłby w stanie popełnić tak ekstremalny czyn jak zabójstwo dziecka tylko z powodu uczucia zazdrości. Jest to bardzo mocne i prowokacyjne pytanie, które może być używane w różnych kontekstach, na przykład w dyskusjach na temat moralności lub granic ludzkich emocji."|Zabiłbyś dziecko z zazdrości?
Umm… To listen, learn and listen again. Then we'll see.|Uhh... Słuchać, uczyć się i jeszcze raz słuchać. A potem zobaczymy.|"""Słuchaj, ucz się i słuchaj ponownie. Potem zobaczymy.""

To tłumaczenie oddaje sens oryginalnego zdania w języku angielskim, choć może nie być dosłowne w każdym szczególe. Warto pamiętać, że tłumaczenia często muszą być elastyczne, aby zachować naturalny styl i znaczenie w języku docelowym."|"Tłumaczenie tego zdania na język polski brzmi: ""Hmm... Posłuchać, nauczyć się i posłuchać ponownie. Potem zobaczymy.""

To zdanie jest często używane w kontekście rozmowy lub dyskusji, gdy ktoś chce najpierw wysłuchać drugiej strony, a następnie przemyśleć to, co zostało powiedziane, zanim podejmie decyzję lub wyrazi swoją opinię. Jest to wyraz cierpliwości i otwartości na różne perspektywy."|Hmm... Słuchać, uczyć się i słuchać ponownie. Potem zobaczymy.|"""Hmm... Słuchać, uczyć się i słuchać ponownie. A potem zobaczymy."""|"""Hmm... Słuchać, uczyć się i słuchać ponownie. Potem zobaczymy."""|"Oto tłumaczenie tego zdania na język polski:

""Hmm... Słuchać, uczyć się i słuchać ponownie. Potem zobaczymy.""

To tłumaczenie oddaje sens oryginalnego zdania w języku angielskim, uwzględniając jego nieformalny charakter i potoczne wyrażenia."|Słuchać, uczyć się i słuchać ponownie. Potem zobaczymy.
Just had to stop by that damned tavern…|Zachciało mi się pójść do tawerny...|"""Musiałem wpaść do tej przeklętej karczmy..."""|"Tłumaczenie na język polski:

""Musiałem po prostu zajrzeć do tej przeklętej karczmy...""

To zdanie wyraża impulsywną decyzję o wejściu do miejsca, które jest postrzegane jako niepożądane lub problematyczne. Słowo ""przeklęta"" wskazuje na negatywne emocje związane z tym miejscem, podczas gdy fraza ""musiałem po prostu zajrzeć"" sugeruje, że osoba mówiąca czuła się zobowiązana lub skuszona do odwiedzenia tego miejsca, mimo jego negatywnego charakteru."|Musiałem po prostu zajrzeć do tej przeklętej karczmy...|"""Musiałem zajrzeć do tej przeklętej karczmy…"""|Musiałem po prostu wpaść do tej przeklętej karczmy...|"Podane zdanie w języku angielskim brzmi: ""Just had to stop by that damn tavern...""

Tłumaczenie tego zdania na język polski:
""Musiałem po prostu zajrzeć do tej cholernej karczmy...""

Warto zauważyć, że słowo ""damn"" można przetłumaczyć jako ""cholerna"", co jest bardziej dosłownym tłumaczeniem niż użycie słowa ""przeklęta"". Oba tłumaczenia są poprawne i oddają sens oryginalnego zdania."|Musiałem po prostu wpaść do tej przeklętej karczmy...
Aye, and now you're the Jailrat of Arinbjorn. You don't scare me.|A teraz jesteś Więźniem z Arinbjorn. Nie próbuj mnie nastraszyć.|"""Tak, i teraz jesteś Jailratem Arinbjorna. Nie boję się ciebie.""

To tłumaczenie oddaje sens oryginalnego zdania w języku angielskim, zachowując jego ton i znaczenie w kontekście polskiego języka. Warto zauważyć, że w języku polskim nie ma bezpośredniego odpowiednika słowa ""Jailrat"", więc pozostawiamy je w oryginalnej formie, a kontekst powinien wyjaśnić jego znaczenie dla odbiorcy."|"Tak, i teraz jesteś Jailratem Arinbjorna. Nie boję się ciebie.

To tłumaczenie zachowuje oryginalny sens wypowiedzi, wyrażając pewność siebie i brak strachu przed osobą, która została określona jako ""Jailrat"" (osoba odpowiedzialna za aresztowania lub nadzorująca więzienie)."|Tak, a teraz jesteś Jailratem Arinbjorna. Nie przestraszysz mnie.|"""Tak, a teraz jesteś Jailratem Arinbjorna. Nie boję się ciebie."""|Tak, a teraz jesteś Jailratem Arinbjorna. Nie przestraszysz mnie.|"Tak, a teraz jesteś Jailratem Arinbjorna. Nie boję się ciebie.

Warto zauważyć, że ""Jailrat"" to neologizm używany w serii gier ""The Witcher"", oznaczający osobę odpowiedzialną za nadzór nad więzieniem lub aresztowaniami. W tłumaczeniu na polski nie ma dokładnego odpowiednika tego terminu, ale kontekst pozwala zrozumieć jego znaczenie."|Tak, a teraz jesteś Jailratem Arinbjorna. Nie boję się ciebie.
Let's meet in Larvik, at the warriors' hall. We'll speak there.|Spotkajmy się w Larvik, w halli wojowników. Tam porozmawiamy.|"""Spotkajmy się w Larviku, w hali wojowników. Tam porozmawiamy."""|"Tłumaczenie tego zdania na język polski brzmi:

""Spotkajmy się w Larviku, w sali wojowników. Tam porozmawiamy.""

To zdanie jest prawdopodobnie cytatem z sagi o Wikingach lub powieści historycznej osadzonej w realiach skandynawskich. Larvik to miasto w Norwegii, a ""sala wojowników"" (lub ""hala wojowników"") to miejsce spotkań i narad wikingów, gdzie podejmowano ważne decyzje i rozstrzygano spory."|Spotkajmy się w Larviku, w sali wojowników. Tam porozmawiamy.|"""Spotkajmy się w Larviku, w sali wojowników. Tam porozmawiamy."""|Spotkajmy się w Larviku, w sali wojowników. Tam porozmawiamy.|"Oto tłumaczenie podanego zdania na język polski:

""Spotkajmy się w Larviku, w sali wojowników. Tam porozmawiamy.""

To tłumaczenie zachowuje znaczenie oryginalnego zdania w języku angielskim, uwzględniając kontekst spotkania i rozmowy w określonym miejscu."|Spotkajmy się w Larviku, w sali wojowników. Tam porozmawiamy.
This it?|To chyba to?|"""Czy to to?""

To tłumaczenie z angielskiego ""This it?"" na język polski. Zauważ, że w języku polskim pytania często kończą się znakiem zapytania, ale nie jest on konieczny w tym przypadku, ponieważ samo sformułowanie ""Czy to to?"" już wyraża pytanie."|"Tłumaczenie zdania ""This it?"" na język polski to ""To jest to?"".

Warto zauważyć, że w języku angielskim często używa się skróconych form pytań, takich jak ""Is it?"" lub ""It is?"", które mogą być tłumaczone jako ""Czy to jest to?"" lub po prostu ""To jest?"" w języku polskim. Jednakże, ""This it?"" wydaje się być bardziej potocznym i nieformalnym sposobem wyrażenia tej samej myśli."|To jest to?|Czy to to?|To jest?|"To zdanie w języku angielskim ""This it?"" jest niepoprawne gramatycznie i nie ma bezpośredniego tłumaczenia na język polski. Prawdopodobnie chodziło o pytanie ""Is this it?"", które można przetłumaczyć jako:

""Czy to to?""

Jeśli miałeś na myśli inne zdanie, proszę podaj poprawną wersję lub kontekst, a postaram się pomóc z tłumaczeniem."|To jest to?
A day like today - 'tis a rare thing.|Taki dzień, jak dziś, nie zdarza się często.|"""Dzień taki jak dziś to rzadkość.""

To zdanie jest przetłumaczone dosłownie z języka angielskiego na polski. Oryginalne powiedzenie ""A day like today - 'tis a rare thing"" wyraża myśl, że niezwykły lub szczególny dzień zdarza się bardzo rzadko. W języku polskim mamy podobne wyrażenia, takie jak ""Takie coś zdarza się raz w życiu"" czy ""To się prawie nigdy nie zdarza"", które oddają ten sam sens."|"Tłumaczenie tego zdania na język polski brzmi:

""Dzień taki jak dziś to rzecz niezwykła.""

To popularne powiedzenie używane w języku angielskim, które wyraża zaskoczenie lub podziw dla czegoś wyjątkowego lub nietypowego. W tym kontekście ""dzień"" może odnosić się do pogody, wydarzenia lub ogólnej sytuacji, która jest postrzegana jako szczególna lub niezwykła."|Dzień taki jak dziś to rzadka rzecz.|"""Dzień taki jak dziś to rzadkość."""|Dzień taki jak dziś to rzadka rzecz.|"Oto tłumaczenie tego zdania na język polski:

""Dzień taki jak dziś to rzadkość.""

To zdanie jest fragmentem z ""Hamleta"" Williama Szekspira i wyraża myśl, że niezwykły lub szczególny dzień jest czymś wyjątkowym. W oryginale użyto archaicznego języka, który został uwspółcześniony w tym tłumaczeniu."|Dzień taki jak dziś to rzadka rzecz.
The hym's a demon, and demons are notoriously hard to fool. Plus, the trickster can't know it's a trick.|Him to demon, a te bardzo trudno podejść. Do tego oszukujący nie może wiedzieć, że oszukuje.|"""Hymn jest demonem, a demony są notorycznie trudne do oszukania. Dodatkowo, oszust nie może wiedzieć, że to oszustwo.""

To tłumaczenie zachowuje sens oryginalnego zdania, choć należy pamiętać, że niektóre zwroty i konteksty kulturowe mogą być trudne do dokładnego przekazania w innym języku. W tym przypadku, odniesienie do ""hymnu"" jako ""demona"" oraz ""trickstera"" (oszusta) wymaga pewnej interpretacji w kontekście polskiego języka i kultury."|"""Ten cytat pochodzi z opowiadania ""Szachraj"" autorstwa Andrzeja Sapkowskiego. W języku polskim brzmi on następująco:

""Oto jest demon, a demony są znane ze swojej niezwykłej trudności w oszukiwaniu. Dodatkowo, szachraj nie może wiedzieć, że to jest sztuczka.""

Warto zauważyć, że ten cytat odnosi się do postaci Geralta z Rivii, głównego bohatera sagi o wiedźminie stworzonej przez Sapkowskiego. Jest to charakterystyczne dla świata przedstawionego w tych utworach, gdzie magia i nadprzyrodzone istoty często stanowią wyzwanie dla ludzkich umiejętności i sprytu."|Ten jest demonem, a demony są notorycznie trudne do oszukania. Dodatkowo, oszust nie może wiedzieć, że to oszustwo.|"""Ten duch jest demonem, a demony są notorycznie trudne do oszukania. Ponadto oszust nie może wiedzieć, że to oszustwo."""|"""Ten ktoś jest demonem, a demony są notorycznie trudne do oszukania. Dodatkowo, oszust nie może wiedzieć, że to oszustwo."""|"Oto tłumaczenie tego zdania na język polski:

""Ten ktoś jest demonem, a demony są notorycznie trudne do oszukania. Dodatkowo, oszust nie może wiedzieć, że to oszustwo.""

To tłumaczenie zachowuje sens oryginalnego zdania, choć może brzmieć nieco mniej naturalnie niż w języku angielskim. Warto zauważyć, że w języku polskim nie ma bezpośrednich odpowiedników dla niektórych idiomatycznych wyrażeń użytych w oryginale, takich jak ""notoriously hard to fool""."|Ten demon jest oszustem, a demony są notorycznie trudne do oszukania. Dodatkowo, oszust nie może wiedzieć, że to oszustwo.
