en_text|pl_text|bielik_prompt0_translation|bielik_prompt1_translation|bielik_prompt2_translation|bielik_prompt3_translation|bielik_prompt4_translation|bielik_prompt5_translation|bielik_prompt6_translation
Do I need to talk to him?|Mam z nim porozmawiać?|"""Czy muszę z nim rozmawiać?""

To tłumaczenie odzwierciedla oryginalne pytanie w języku angielskim, które zostało przetłumaczone na język polski."|"Tłumaczenie tego zdania na język polski brzmi:

""Czy muszę z nim rozmawiać?""

To pytanie może być użyte w różnych kontekstach, na przykład gdy ktoś nie jest pewien, czy powinien poruszać określony temat lub czy ma obowiązek komunikować się z daną osobą."|Czy muszę z nim porozmawiać?|"""Czy muszę z nim rozmawiać?"""|Czy muszę z nim porozmawiać?|"Podane zdanie ""Do I need to talk to him?"" w tłumaczeniu na język polski brzmi:

""Czy muszę z nim porozmawiać?""

To pytanie wyraża potrzebę uzyskania informacji, czy konieczne jest odbycie rozmowy z daną osobą. Może być użyte w różnych sytuacjach, gdy ktoś nie jest pewien, czy powinien skontaktować się z kimś w celu omówienia jakiejś sprawy lub problemu."|Czy muszę z nim porozmawiać?
And if not for me, you'd have sat on that rock till you died and rotted.|A gdybym ja nie pomógł tobie, siedziałbyś na tej skale do usranej śmierci.|"""A gdyby nie ja, siedziałbyś na tym kamieniu i umarł z głodu."""|"Tłumaczenie tego zdania na język polski brzmi:

""A gdyby nie ja, to siedziałbyś na tym kamieniu aż do śmierci i zgnicia.""

To zdanie jest częścią większej wypowiedzi lub dialogu. Jego znaczenie sugeruje, że osoba mówiąca ta ma poczucie, że uratowała kogoś od długotrwałego cierpienia lub bezczynności, które mogłyby trwać aż do śmierci tej osoby. Może to być wyrażenie wdzięczności lub przypomnienie o roli, jaką ta osoba odegrała w życiu rozmówcy."|A gdyby nie ja, siedziałbyś na tym kamieniu aż do śmierci i zgnicia.|"""A gdyby nie ja, siedziałbyś na tym kamieniu aż do śmierci."""|"""A gdyby nie ja, siedziałbyś na tym kamieniu aż do śmierci i zgnicia."""|"Oto tłumaczenie tego zdania na język polski:

""A gdyby nie ja, siedziałbyś na tym kamieniu aż byś umarł i zgnił.""

To tłumaczenie oddaje sens oryginalnego zdania w języku angielskim, choć może brzmieć nieco mniej naturalnie niż typowe konstrukcje używane w języku polskim. Warto pamiętać, że tłumaczenie idiomatyczne często wymaga pewnych modyfikacji, aby brzmiało poprawnie w docelowym języku."|A gdyby nie ja, siedziałbyś na tym kamieniu aż byś umarł i zgnił.
Betting he'll listen to his father's counsel. And probably sink any possible accord with Nilfgaard.|Myślę, że będzie się liczył ze zdaniem ojca. I raczej nie doprowadzi do zgody z Nilfgaardem.|"""Stawiam na to, że posłucha rady swojego ojca. I prawdopodobnie zatopi jakąkolwiek możliwą ugodę z Nilfgaardem."""|"Tłumaczenie na język polski:

""Licząc, że posłucha rady ojca. I prawdopodobnie zatopi każdy możliwy układ z Nilfgaardem.""

To tłumaczenie oddaje sens oryginalnego zdania w języku angielskim, uwzględniając kontekst i znaczenie poszczególnych słów oraz struktur gramatycznych."|Stawiam na to, że posłucha rady swojego ojca. I prawdopodobnie zatopi każdą możliwą ugodę z Nilfgaardem.|"""Licząc, że posłucha rady ojca. I prawdopodobnie zatopi każdą możliwą ugodę z Nilfgaardem."""|Stawiam na to, że posłucha rady swojego ojca. I pewnie pogrzebie wszelkie możliwe porozumienie z Nilfgaardem.|"Tłumaczenie tego zdania na język polski brzmi:

""Licząc, że posłucha rady ojca. I prawdopodobnie zatopi każdą możliwą ugodę z Nilfgaardem.""

To zdanie wydaje się pochodzić z serii ""Wiedźmin"" Andrzeja Sapkowskiego lub jej adaptacji, gdzie Nilfgaard jest fikcyjnym królestwem będącym jedną ze stron konfliktu w świecie przedstawionym. W tym kontekście, słowa ""posłucha rady ojca"" i ""zatopi ugodę"" mogą odnosić się do decyzji politycznych lub militarnych podejmowanych przez postać, której dotyczy zdanie."|Stawiając na to, że posłucha rady swojego ojca. I prawdopodobnie zatopi każdą możliwą ugodę z Nilfgaardem.
*Sighs* Ehh.|Ech.|"Trudno jest dokładnie przetłumaczyć to wyrażenie, ponieważ zawiera ono elementy dźwiękowe i emocjonalne, które są trudne do oddania w piśmie. Jednakże, można spróbować przekazać jego znaczenie w następujący sposób:

""Ehh... *westchnienie rozczarowania lub rezygnacji*""

To wyrażenie często używane jest, gdy ktoś czuje się zmęczony, zrezygnowany lub poirytowany sytuacją, którą uważa za beznadziejną lub frustrującą. Może być również wyrazem braku entuzjazmu lub chęci do kontynuowania jakiegoś działania."|"Trudno jest dokładnie przetłumaczyć te dźwięki na język pisany, ponieważ są to głównie onomatopeje i wyrażenia emocjonalne. Jednak można spróbować oddać ich znaczenie w następujący sposób:

""Westchnienia"" - To długie, głębokie westchnienie, często używane do wyrażania zmęczenia, rezygnacji lub irytacji.

""Ehh"" - To krótkie, lekko zirytowane westchnienie, które może oznaczać frustrację, niezadowolenie lub rozczarowanie.

W języku polskim można by to zapisać jako:

""Westchnął ciężko.""
""Ehh, co za kłopot!""

Pamiętaj jednak, że tego typu dźwięki i wyrażenia są bardzo subiektywne i mogą mieć różne konteksty w zależności od sytuacji i intonacji mówiącego."|Wzdycha. Ech.|'Westchnienie* Ech.'|Wzdycha. Ech.|Przepraszam, ale wydaje się, że zaszło nieporozumienie. Podałeś zdanie w języku polskim, a nie angielskim. Jeśli chcesz, żebym je przetłumaczył na inny język, proszę podaj ten język lub wyraźnie sformułuj swoje polecenie.|Wzdycha. Ech.
Morkvarg? What's that?|Morkvarg? Co to?|"""Morkvarg? Co to jest?""

Tłumaczenie na polski:

""Morkvarg? Co to takiego?"""|"Tłumaczenie na język polski: ""Morkvarg? Co to jest?""

Wyjaśnienie: Słowo ""morkvarg"" pochodzi z języka szwedzkiego i oznacza ""morchella"", czyli popularnie znany grzyb wielkoowocnikowy - smardz. W języku polskim nie ma bezpośredniego odpowiednika tego słowa, ale można je przetłumaczyć jako ""smardz"" lub ""morchelka"". Pytanie ""Co to jest?"" wyraża zdziwienie lub brak wiedzy na temat czegoś, co jest wspomniane."|Morświn? Co to takiego?|Morwa czarna|Morż? Co to takiego?|"Oto tłumaczenie podanego zdania na język polski:

""Morkvarg? Co to takiego?""

Warto zauważyć, że ""morkvarg"" jest słowem w języku szwedzkim, które oznacza ""czarny czarodziej"". W kontekście pytania ""What's that?"" (Co to takiego?), osoba pytająca najwyraźniej nie rozpoznaje tego terminu i prosi o wyjaśnienie."|"""Marchwianka? Co to takiego?"""
Spawn of a slave and an eyeless goat!|Bękarcie niewolnicy i bezokiego kozła!|"""Potomek niewolnika i ślepego kozła!""

To tłumaczenie odnosi się do cytatu, który brzmi w języku angielskim jako ""Spawn of a slave and an eyeless goat!"". W języku polskim zachowuje ono oryginalne znaczenie i ton emocjonalny. Cytat ten wydaje się być wyrażeniem silnych negatywnych uczuć lub pogardy wobec kogoś lub czegoś."|"Tłumaczenie tego angielskiego wyrażenia na język polski brzmi: ""Potomek niewolnika i ślepej kozy!""

To wyrażenie jest używane jako przekleństwo lub obelga w niektórych kontekstach kulturowych. Warto pamiętać, że może być ono odbierane jako obraźliwe i nieodpowiednie w wielu sytuacjach."|Potomek niewolnika i ślepej kozy!|"""Potomek niewolnika i ślepego kozła!"""|Potomek niewolnika i ślepej kozy!|"""Potomek niewolnika i ślepej kozy!""

To tłumaczenie zachowuje dosłowny sens oryginalnego zdania, które jest wyrażeniem używanym w języku angielskim jako obelga lub określenie kogoś o niskim statusie społecznym. Warto zauważyć, że takie wyrażenia mogą być uznawane za obraźliwe i nieodpowiednie w wielu kontekstach."|Potomek niewolnika i ślepej kozy!
What of it? We've a barn to build, not a palace!|I co z tego? Przecież szopę będziemy z nich zbijać, nie pałac!|"""Co z tego? Mamy do postawienia stodołę, nie pałac!""

To zdanie w języku angielskim jest wyrażeniem potocznym, które sugeruje, że ktoś proponuje coś nadmiernie ambitnego lub luksusowego w sytuacji, gdy wystarczyłoby coś prostszego i bardziej praktycznego. W kontekście budowy, osoba ta podkreśla, że ich celem jest skromna stodoła, a nie okazała rezydencja."|"Tłumaczenie tego angielskiego powiedzenia na język polski brzmi: ""Cóż z tego? Mamy budować stodołę, nie pałac!""

To wyrażenie jest używane w sytuacjach, gdy ktoś proponuje lub oczekuje czegoś bardzo ambitnego lub luksusowego, podczas gdy realia są znacznie skromniejsze. Odpowiedź ta sugeruje, że należy dostosować swoje oczekiwania do rzeczywistości i nie spodziewać się cudów przy realizacji prostych zadań."|Co z tego? Mamy do zbudowania stodołę, nie pałac!|"""I co z tego? Mamy do zbudowania stodołę, nie pałac!"""|Co z tego? Mamy stodołę do zbudowania, nie pałac!|"""Co z tego? Mamy budować stodołę, nie pałac!""

To zdanie w języku angielskim wyraża frustrację lub pragmatyczne podejście do sytuacji. Osoba mówiąca sugeruje, że powinni skupić się na bardziej realistycznym i praktycznym celu, jakim jest budowa stodoły, zamiast myśleć o czymś bardziej ambitnym, jak pałac. W języku polskim to znaczenie zostało oddane poprzez użycie słów ""stodoła"" i ""pałac"", które odpowiednio reprezentują prostsze i bardziej okazałe konstrukcje."|A co z tym? Mamy stodołę do zbudowania, nie pałac!
A fine beauty, golden-haired and ruddy-cheeked…|Taka z niej ślicznotka, złotokosa i rumiana...|"""Piękna kobieta o złotych włosach i rumianych policzkach...""

To zdanie zostało przetłumaczone dosłownie z języka angielskiego na polski. Warto zauważyć, że w oryginalnym tekście użyto słowa ""beauty"", które może odnosić się do konkretnej osoby lub opisu ogólnego typu urody. W tłumaczeniu przyjęto bardziej neutralne określenie ""piękna kobieta"". Dodatkowo, w polskim języku często używamy określeń takich jak ""rumiane policzki"" dla opisania zaróżowionych policzków, co jest bliskim odpowiednikiem angielskiego ""ruddy-cheeked""."|"Tłumaczenie tego zdania na język polski brzmi: ""Piękność wytworna, złotowłosa i rumianolica...""

To klasyczne określenie urody kobiety, które można znaleźć w literaturze i poezji. Zdanie to jest często używane jako metafora lub opis postaci kobiecej o niezwykłej urodzie."|Piękność w złocistych lokach i z rumianymi policzkami...|"""Piękna kobieta, złotowłosa i rumianolica…"""|Piękna dziewczyna, złotowłosa i rumianolica…|"Oto tłumaczenie podanego zdania na język polski:

""Wspaniała piękność o złocistych włosach i rumianych policzkach...""

To tłumaczenie oddaje znaczenie oryginalnego zdania w języku angielskim, używając odpowiednich słów i struktur gramatycznych charakterystycznych dla języka polskiego."|Piękność o złotych włosach i rumianych policzkach...
Aye, it's there. But tain't so easy to get it out.|Mieć niby mamy. Ale zabrać go nie idzie.|"""Tak, jest tam. Ale nie tak łatwo je stamtąd wydostać."""|"Tak, jest tam. Ale nie tak łatwo to wydostać.

To tłumaczenie zachowuje oryginalny sens wypowiedzi, uwzględniając również jej potoczny charakter i użycie gwary. Warto zauważyć, że ""tain't"" to skrócona forma słowa ""isn't"", czyli ""nie jest"". W języku polskim odpowiednikiem tej wypowiedzi mogłoby być coś w stylu:

""Tak, to tam jest. Ale nie jest takie proste, żeby to wyciągnąć.""

lub

""Tak, to tam jest. Ale nie jest to takie łatwe do wydostania.""

Obie wersje oddają sens oryginału, jednocześnie brzmiąc naturalnie po polsku."|Tak, jest tam. Ale nie tak łatwo to wydostać.|"""Tak, jest tam. Ale nie tak łatwo je wydobyć."""|Tak, jest tam. Ale nie tak łatwo go wydostać.|"Tak, jest tam. Ale nie tak łatwo je stamtąd wydostać.

To zdanie w języku angielskim zawiera kilka elementów charakterystycznych dla dialektu amerykańskiego Południa (Southern American English):

1. ""Aye"" - potoczne wyrażenie oznaczające ""tak"".
2. ""tain't"" - skrócona forma ""is not"", używana jako przeczenie.
3. ""But"" - spójnik wprowadzający kontrast lub przeciwstawienie.
4. ""ain't"" - skrócona forma ""am not"", często używana w mowie potocznej zamiast standardowego ""is not"".
5. ""ain't so easy"" - potoczny sposób wyrażenia trudności.

Warto zauważyć, że tłumaczenie może nie oddawać dokładnie kolorytu oryginalnego zdania ze względu na specyfikę dialektu i potoczny charakter wypowiedzi."|Tak, jest tam. Ale nie tak łatwo je stamtąd wydostać.
Ghost|Duch|"""Duch""

To słowo w języku angielskim ""ghost"" tłumaczy się na język polski jako ""duch"". Jest to istota niematerialna, często przedstawiana jako biała postać lub mglista forma, która pojawia się w miejscach związanych ze śmiercią lub dziwnymi zdarzeniami. W kulturze popularnej duchy są często przedstawiane jako byty, które nie mogą odpocząć po śmierci i próbują komunikować się z żywymi."|"Tłumaczenie słowa ""ghost"" na język polski zależy od kontekstu, w jakim jest używane. Oto kilka możliwych tłumaczeń:

1. Duch - w znaczeniu nadprzyrodzonym, jako istota niematerialna lub dusza zmarłego człowieka.
2. Zjawa - również w kontekście nadprzyrodzonym, ale często używane w odniesieniu do postaci pojawiającej się w snach lub wizjach.
3. Widmo - podobne do ""ducha"" i ""zjawy"", ale często używane w literaturze grozy lub w opisie postaci z zaświatów.
4. Upiór - bardzo podobne do ""widma"", często używane w kontekście horrorów lub legend o krwiożerczych stworzeniach z zaświatów.
5. Cień - w przenośnym znaczeniu, np. gdy ktoś jest obecny, ale nie chce być widoczny lub aktywny.
6. Duch (w sensie metaforycznym) - np. w wyrażeniu ""duch przeszłości"" w powieści Karola Dickensa ""Opowieść wigilijska"".

Wybór odpowiedniego tłumaczenia zależy od kontekstu, w jakim słowo ""ghost"" jest używane w danym tekście lub wypowiedzi."|Duch|Duch|Duch|"Podane zdanie ""Ghost"" jest rzeczownikiem w języku angielskim i oznacza ""duch"". W języku polskim odpowiednikiem tego słowa jest:

Duch

Jeśli chodziło Ci o przetłumaczenie całego zdania, to potrzebowałbym więcej kontekstu. Słowo ""Ghost"" samo w sobie nie tworzy pełnego zdania."|Duch
Let's do it.|Do dzieła.|"""Zróbmy to.""

To tłumaczenie jest dosłowne i najprostsze. W języku polskim fraza ""Let's do it"" może być używana w różnych kontekstach, ale zazwyczaj oznacza ona gotowość do podjęcia działania lub wyrażenie chęci współpracy przy jakimś przedsięwzięciu. W języku polskim często używa się podobnych zwrotów, takich jak ""zróbmy to"", ""chodźmy to zrobić"" czy ""działajmy""."|"Tłumaczenie na język polski frazy ""Let's do it."" to po prostu:

""Zróbmy to.""

Jest to popularne wyrażenie w języku angielskim, które zachęca do podjęcia działania lub rozpoczęcia jakiegoś przedsięwzięcia. W języku polskim ma ono podobne znaczenie i jest często używane w podobnych kontekstach."|Zróbmy to.|Zróbmy to.|Zróbmy to.|"Podane zdanie ""Let's do it."" w tłumaczeniu na język polski brzmi:

""Zróbmy to.""

To krótkie, zachęcające zdanie wyraża gotowość i chęć do działania. Jest często używane jako odpowiedź na propozycję lub sugestię, aby coś zrobić wspólnie."|Zróbmy to.
Fret not, I'm certain they await you.|Nie martw się, na pewno na ciebie czekają.|"""Nie martw się, jestem pewien, że na ciebie czekają."""|"Tłumaczenie tego zdania na język polski brzmi: ""Nie martw się, jestem pewien, że cię oczekują.""

To zdanie wyraża pocieszenie i zapewnienie, że osoba, do której jest skierowane, nie powinna się martwić lub obawiać, ponieważ jest pewne, że ktoś inny (prawdopodobnie bliscy lub znajomi) już na nią czekają. Może być użyte w sytuacji, gdy ktoś ma spotkać się z innymi ludźmi po dłuższej rozłące lub w nowym miejscu."|Nie martw się, jestem pewien, że cię oczekują.|"""Nie martw się, jestem pewien, że na ciebie czekają."""|Nie martw się, jestem pewien, że cię oczekują.|"Oto tłumaczenie podanego zdania na język polski:

""Nie martw się, jestem pewien, że na ciebie czekają.""

To zdanie wyraża pocieszenie i zapewnienie, że ktoś jest oczekiwany przez innych. Może być użyte w sytuacji, gdy ktoś obawia się, że może nie zostać przyjęty lub doceniony po przybyciu w dane miejsce."|Nie martw się, jestem pewien, że cię oczekują.
And yet bother us he does.|A jednak wciąż nęka...|"""A jednak nas niepokoi.""

To tłumaczenie odnosi się do oryginalnego zdania w języku angielskim ""And yet bother us he does."", które można przetłumaczyć jako ""A jednak nas niepokoi"" lub ""A jednak nam dokucza"". W tym kontekście, fraza wyraża uczucie irytacji lub zakłopotania spowodowane przez kogoś lub coś."|A jednak nas niepokoi.|A jednak nas niepokoi.|"""A jednak nas niepokoi."""|A jednak nas niepokoi.|A jednak nas niepokoi.|A jednak nas drażni.
Agreed to meet a sorceress here - Yennefer of Vengerberg. She's supposed to be on Ard Skellig.|Umówiłem się na Ard Skellig z czarodziejką Yennefer z Vengerbergu.|"""Umówiłem się na spotkanie z czarodziejką tutaj - Yennefer z Vengerbergu. Powinna być na Wyspie Skellige.""

To tłumaczenie odzwierciedla oryginalny tekst, który wydaje się pochodzić z serii ""Wiedźmin"" Andrzeja Sapkowskiego lub jej adaptacji. W tym kontekście, postać Geralta z Rivii (głównego bohatera) wspomina o spotkaniu z Yennefer, która powinna znajdować się w określonym miejscu."|"Tłumaczenie na język polski:

""Umówiliśmy się tutaj na spotkanie z czarodziejką - Yennefer z Vengerbergu. Podobno jest teraz na Wyspie Skellige.""

To tłumaczenie odnosi się do dialogu z serii ""Wiedźmin"" Andrzeja Sapkowskiego, gdzie bohaterowie rozmawiają o spotkaniu z czarodziejką Yennefer."|Umówiłem się na spotkanie z czarodziejką tutaj - Yennefer z Vengerbergu. Podobno jest na Ard Skellig.|Umówiłem się na spotkanie z czarodziejką tutaj - Yennefer z Vengerbergu. Ma być na Wyspie Skellig.|Zgodziłem się spotkać z czarodziejką tutaj - Yennefer z Vengerbergu. Ma być na Ard Skellig.|"Przetłumaczone zdanie na język polski:

""Umówiłem się na spotkanie z czarodziejką tutaj - Yennefer z Vengerbergu. Podobno miała być na Ard Skellig.""

To zdanie pochodzi z serii ""Wiedźmin"" Andrzeja Sapkowskiego i odnosi się do postaci Geralta z Rivii, który spotyka się z czarodziejką Yennefer w nieoczekiwanym miejscu."|Umówiłem się na spotkanie z czarodziejką tutaj - Yennefer z Vengerbergu. Ma być na Ard Skellig.
Greetings, stranger. Salt air gives a man a powerful thirst, don't it?|Witaj, nieznajomy. Od słonego powietrza chce się pić, co?|"""Witaj, nieznajomy. Morskie powietrze sprawia, że człowiek robi się bardzo spragniony, prawda?"""|"Tłumaczenie tego zdania na język polski brzmi:

""Witaj, nieznajomy. Morskie powietrze strasznie wysusza człowieka, prawda?""

To tłumaczenie zachowuje sens oryginalnego zdania, oddając jego przyjazny ton i odniesienie do specyficznych warunków morskiego klimatu."|Pozdrowienia, obcy człowieku. Morskie powietrze potrafi porządnie wysuszyć człowieka, prawda?|"""Witaj, obcy. Morskie powietrze potrafi porządnie wysuszyć człowieka, prawda?"""|Pozdrowienia, obcy człowieku. Morskie powietrze strasznie wysusza człowieka, prawda?|"Oto tłumaczenie podanego zdania na język polski:

""Pozdrowienia, nieznajomy. Morskie powietrze strasznie wysusza człowieka, prawda?""

To tłumaczenie zachowuje sens oryginalnego zdania i oddaje jego ton oraz kontekst. Warto zauważyć, że w języku polskim często używamy bardziej bezpośrednich form grzecznościowych niż ""stranger"", dlatego słowo ""nieznajomy"" jest odpowiednim odpowiednikiem. Ponadto, fraza ""Salt air gives a man a powerful thirst"" została przełożona jako ""Morskie powietrze strasznie wysusza człowieka"", co dokładnie oddaje znaczenie oryginału."|Pozdrowienia, nieznajomy. Morskie powietrze strasznie pobudza pragnienie u mężczyzny, prawda?
Same scales as on the altar.|Takie same łuski jak na ołtarzu.|"""Ta sama skala co na ołtarzu.""

To tłumaczenie odnosi się do kontekstu, w którym mowa jest o czymś, co ma taką samą skalę lub rozmiar jak przedmioty znajdujące się na ołtarzu. Może to dotyczyć np. wymiarów, proporcji lub innych cech fizycznych obiektów związanych z ołtarzem."|"Tłumaczenie zdania ""Same scales as on the altar"" na język polski brzmi:

""Te same wagi co na ołtarzu.""

To wyrażenie może być używane w kontekście religijnym lub symbolicznym, gdzie mowa jest o sprawiedliwości i równowadze. Waga na ołtarzu często symbolizuje sąd Boży lub boską sprawiedliwość."|Takie same skale jak na ołtarzu.|"""Ta sama skala co na ołtarzu."""|Takie same skale jak na ołtarzu.|"To zdanie w języku angielskim brzmi: ""Same scales as on the altar.""

Tłumaczenie tego zdania na język polski:
""Te same wagi co na ołtarzu.""

Warto zauważyć, że to tłumaczenie może być nieco niejasne bez kontekstu. W języku polskim częściej używamy słowa ""waga"" niż ""scales"", a fraza ""same wagi co na ołtarzu"" może sugerować, że chodzi o fizyczne przedmioty (np. wagi kuchenne lub laboratoryjne) znajdujące się na ołtarzu, co jest mało prawdopodobne w typowym kontekście religijnym.

Jeśli chodzi o bardziej dosłowne tłumaczenie, moglibyśmy powiedzieć:
""Te same szale co na ołtarzu.""

Jednak bez dodatkowego kontekstu trudno jest określić dokładne znaczenie tego zdania. Może ono odnosić się do symbolicznych ""szal"" wagi sprawiedliwości, czy też do jakiegoś specyficznego przedmiotu liturgicznego używanego podczas ceremonii religijnej."|Te same wagi co na ołtarzu.
So did everyone in that room who's not completely deaf.|Podobnie jak trzydzieści innych osób, które stało najbliżej.|"""Tak, każda osoba w tym pokoju, która nie jest całkowicie głucha."""|"Tłumaczenie tego zdania na język polski brzmi:

""Tak samo zrobiła każda osoba w tym pokoju, która nie jest całkowicie głucha.""

To zdanie sugeruje, że wszyscy obecni w pomieszczeniu, poza tymi, którzy są kompletnie niesłyszący, wykonali jakąś czynność lub reagowali w określony sposób."|Tak zrobiła każda osoba w tym pokoju, która nie jest całkowicie głucha.|"""Tak, każdy w tym pokoju, kto nie jest całkowicie głuchy."""|Tak samo jak wszyscy w tym pokoju, którzy nie są całkowicie głusi.|Tak samo zrobiła każda osoba w tym pokoju, która nie jest całkowicie głucha.|Tak samo zrobiła każda osoba w tym pokoju, która nie jest całkowicie głucha.
Donar was a babe in swaddling clothes when this buckler landed here.|Kiedy ten puklerz tu osiadł, Donar był malcem w pieluchach.|"""Donar był niemowlęciem w powijakach, kiedy ta tarcza trafiła tutaj.""

To zdanie zostało przetłumaczone dosłownie z języka angielskiego na polski. Zwróć uwagę, że ""powijaki"" to tradycyjne określenie używane w Polsce na oznaczenie materiału lub pieluchy, w które zawija się noworodki. Współcześnie często używa się słowa ""swadzki"", ale ""powijaki"" jest również poprawnym i stosowanym terminem."|"Tłumaczenie tego zdania na język polski brzmi:

""Donar był niemowlęciem w powijakach, gdy ten puklerz tu wylądował.""

Warto zauważyć, że ""Donar"" to imię germańskiego boga burzy i piorunów. W kontekście tego zdania może odnosić się do postaci lub przedmiotu związanego z mitologią nordycką lub germańską. Puklerz natomiast to rodzaj tarczy używanej w średniowieczu."|"""Donar był niemowlęciem w powijakach, kiedy ten puklerz tu wylądował."""|"""Donar był niemowlęciem w powijakach, kiedy ta tarcza tu przybyła."""|"""Donar był niemowlęciem w powijakach, gdy ta tarcza tu wylądowała."""|"""Donar był niemowlęciem w powijakach, kiedy ta tarcza wylądowała tutaj."""|"""Donar był niemowlęciem w powijakach, gdy ta tarcza tu wylądowała."""
That's just it - your 'please' is never a request, only ever a command. But let's move on.|Nie, właśnie chodzi o to, że ty nigdy o nic nie prosisz. Ale mniejsza z tym.|"""No właśnie - twoje 'proszę' nigdy nie jest prośbą, tylko zawsze rozkazem. Ale przejdźmy dalej."""|"Oto tłumaczenie na język polski:

""Właśnie o to chodzi - twoje 'proszę' nigdy nie jest prośbą, zawsze tylko rozkazem. Ale przejdźmy dalej.""

To zdanie wyraża pewną krytyczną obserwację dotyczącą sposobu, w jaki ktoś używa słowa ""proszę"". Sugeruje, że ta osoba traktuje swoje ""proszę"" jako formę wydawania poleceń, a nie rzeczywistych próśb czy uprzejmości. Zdanie kończy się zaproszeniem do kontynuowania rozmowy lub tematu, mimo tej uwagi."|"Właśnie o to chodzi - twoje ""proszę"" nigdy nie jest prośbą, zawsze jedynie rozkazem. Ale przejdźmy dalej."|"""Właśnie o to chodzi - twoje 'proszę' nigdy nie jest prośbą, zawsze tylko rozkazem. Ale przejdźmy dalej."""|"Właśnie o to chodzi - twoje ""proszę"" nigdy nie jest prośbą, zawsze jedynie rozkazem. Ale przejdźmy dalej."|"Oto tłumaczenie tego zdania na język polski:

""Właśnie o to chodzi - twoje 'proszę' nigdy nie jest prośbą, zawsze jedynie rozkazem. Ale przejdźmy dalej.""

To tłumaczenie oddaje znaczenie oryginalnego zdania w języku angielskim, zachowując jego strukturę i ton."|"Właśnie o to chodzi - twoje ""proszę"" nigdy nie jest prośbą, zawsze tylko rozkazem. Ale przejdźmy dalej."
Well? What is it?|No? O co chodzi?|"""No więc? Co to jest?""

To tłumaczenie oddaje angielskie wyrażenie ""Well? What is it?"" w sposób, który zachowuje jego nieformalny i pytający charakter. Może być użyte w różnych kontekstach, gdy ktoś oczekuje odpowiedzi lub informacji od rozmówcy."|"Tłumaczenie tego zdania na język polski brzmi: ""No więc? Co to jest?""

To krótkie pytanie może być używane w różnych kontekstach, aby wyrazić ciekawość lub zachęcić rozmówcę do wyjaśnienia czegoś. Może być stosowane jako kontynuacja dłuższej rozmowy lub wprowadzone w momencie, gdy ktoś pokazuje coś nowego lub nieznanego."|No więc? Co to jest?|"""No więc? Co to jest?"""|No więc? Co to jest?|"Oto tłumaczenie podanego zdania na język polski:

""No więc? Co to jest?""

To zdanie wyraża zniecierpliwienie lub ciekawość i może być używane w sytuacji, gdy ktoś oczekuje odpowiedzi lub informacji."|No więc? Co to jest?
Grrr!|Grrr!!!|"""Grrr!"" to onomatopeja, która zazwyczaj oznacza niski, groźny dźwięk wydawany przez zwierzęta drapieżne, takie jak lwy czy tygrysy. W języku polskim można to przetłumaczyć jako ""warknięcie"" lub ""pomruk"", w zależności od kontekstu i intencji użycia.

Przykład użycia w zdaniu:
""Pies głośno zawarczał, gdy zobaczył intruza.""

Warto pamiętać, że ""Grrr!"" nie jest dosłownym tłumaczeniem, ale raczej próbą oddania dźwięku i emocji związanych z tym wyrazem."|"Trudno jest dokładnie przetłumaczyć dźwięk ""Grrr!"" na język polski, ponieważ jest to onomatopeja, czyli wyraz dźwiękonaśladowczy. W zależności od kontekstu i intencji, może być tłumaczony jako:

1. Warczenie - np. wydawane przez zwierzęta lub ludzi w sytuacji agresji lub niezadowolenia.
2. Wyrażenie frustracji lub gniewu.
3. Dźwięk ostrzeżenia lub groźby.
4. Odgłos silnika samochodowego lub maszyny.

W języku polskim podobne dźwięki mogą być oddawane przez takie wyrazy jak:

- ""Wrrr"" (dokładna transkrypcja)
- ""Warczenie"" (jako rzeczownik opisujący dźwięk)
- ""Warknąć"" (jako czasownik opisujący czynność wydania takiego dźwięku)

Jeśli potrzebujesz bardziej szczegółowego tłumaczenia w konkretnym kontekście, proszę podaj więcej informacji o sytuacji, w której ten dźwięk jest używany."|Grrr!|Warczenie psa.|Warczenie (dźwięk wydawany przez psa lub inne zwierzęta)|"Przepraszam, ale ""Grrr!"" nie jest zdaniem w języku angielskim ani w żadnym innym znanym mi języku. Jest to raczej onomatopeja lub dźwięk wydawany przez zwierzęta, takie jak psy czy koty, wyrażający agresję, ostrzeżenie lub niezadowolenie. Nie ma ono bezpośredniego tłumaczenia na język polski jako zdanie. Jeśli potrzebujesz tłumaczenia czegoś innego, chętnie pomogę!"|Warczenie psa lub innego zwierzęcia.
