;meta[language=pl]
; id      |key(hex)|key(str)| text
   1077577|00000000||No, to trzeba go wypróbować.
    583641|00000000||Wiedźmiński miecz... Jaskółka.
    583642|00000000||Uuuuuu.
    583643|00000000||Cudo. Mogę?
    583644|00000000||Lepiej nie tutaj. Niedługo będziesz miała dość okazji, wiedźminko.
    575132|00000000||Załatwione?
    575133|00000000||Tak.
    576809|00000000||Uwierzył ci?
    576811|00000000||Nie mam pojęcia.
    576799|00000000||To za tego kuroliszka. I mamy nowe zlecenie. Kiepsko płacą, ale chyba i tak warto.
    576801|00000000||Widzę, że nie próżnowałaś.
    583639|00000000||Jest twój.
    579151|00000000||Triss czeka w Ellander.
    579152|00000000||Jeśli się uwiniemy, spotkamy się z nią za dwa dni.
    579149|00000000||Yen czeka w Ellander.
    579150|00000000||Jeśli się uwiniemy, spotkamy się z nią za dwa dni.
   1077618|00000000||Ruszajmy w drogę!
    579054|00000000||Sługi Wiecznego Ognia oczerniał, majestat królewski obrażał?
    579055|00000000||A jeszcze jak!
    574781|00000000||Szwagier mój nilfgaardzkich szpiegów ukrywa.
    582006|00000000||Hmmm...
    582008|00000000||Tylko nie mówcie mojej siostrze, że to ja powiedziałem...
    582010|00000000||Siostrą też się zajmiemy.
    582015|00000000||Trzeba to będzie sprawdzić.
    582025|00000000||Pewno, pewno.
    582027|00000000||Możesz odejść, wiemy, która to chata.
    582029|00000000||A bo ja żem słyszał... że podobno jakasik nagroda jest za informacje... Pieniądze jakieś...
    582031|00000000||Źle słyszałeś. Chodziło o nowe podatki.
    574783|00000000||Wiem, com widziała. Całą zimę z Nilfgaardczykami się prowadzała.
    582046|00000000||Cyryś też widział. No, powiedz, Cyryś.
    582043|00000000||No.
    582072|00000000||Oddawała cześć nilfgaardzkim bałwanom i bożkom?
    582074|00000000||Ja tam nie wiem, ja jestem porządna kobieta.
    582076|00000000||Ale jak ją przysmażycie rozpalonym żelazem, sama wam powie.
    582047|00000000||Nilfgaardczycy odeszli.
    582051|00000000||Ale ona została! Rózgami trzeba ją ze wsi przepędzić!
    579073|00000000||Nie mamy go na liście. Co on niby zrobił? Tak konkretnie.
    579075|00000000||Konkretnie się z Czarnymi skumał! Intrygował! Knuł... przeciwko królowi.
    579083|00000000||Pełko Sambor, lat pięćdziesiąt, dwójka dzieci, poletko żyta i jedna koza...?
    579084|00000000||Jak sobie chcecie. Ale ja mówiłem.
    579046|00000000||Było, jak mówię. Koraborował z Czarnymi, tfu!
    575034|00000000||Tutaj, panie! To on!
    575055|00000000||Czyś ty oszalał do reszty?
    575023|00000000||Od razu poznałem, że to Nilfgaardczyki! Szpiegi, znaczy. Ukrywa ich od tygodnia!
    575025|00000000||Pewny jesteś?
    575026|00000000||O taak, z tego Skaro zawsze był przechera. Kiedyś to mi miedzę zaorał, złodziej. Ja zara pokażę, który to. Tędy!
    577991|00000000||A teraz chodź, pokażę ci coś.
    572153|00000000||Chciałbym coś kupić.
    572421|00000000||Bywaj.
    572154|00000000||Bywaj.
    572152|00000000||Co myśmy wczoraj pili?
    572155|00000000||Co myśmy wczoraj pili? Po przepalance, bo nie pamiętam?
    572156|00000000||Moją potrójnie destylowaną śliwowicę. Ledwie co odczopowałem beczkę, a już wszyscy we wsi o niej mówią.
    572644|00000000||Będziesz miał jeszcze więcej gości.
    572647|00000000||Już i wy byście mi starczyli. Ale to prawda, że u nas pod wieczór zawsze pełno.
    572862|00000000||Pojęcia nie mam, czemu poprzednia karczmarka przeniosła się do Rdzanki.
    572151|00000000||Kwaśne mleko się skończyło.
    577752|00000000||Hmm.
    577753|00000000||Chyba mamy pecha.
    577751|00000000||To stare ślady, ale...
   1044165|002e13b4||Niedźwiedź
    575125|00000000||Teraz żeś tego hrabiego wymyślił? Aż dziwne, że na trzeźwo.
    575503|00000000||Geralt, ty możesz potwierdzić: przecież zawsze mówiłem, że jestem hrabią.
    575505|00000000||Zgadza się. Zawsze mówiłeś.
    575507|00000000||Tylko nikt tego nigdy nie sprawdził, he, he.
    575509|00000000||A co cię tak nagle naszło z tym hrabiowaniem?
    575527|00000000||Kiedy wreszcie wyjedziemy z tej zabitej dechami dziury, będę w końcu musiał upomnieć się o należne mi ziemie i tytuły.
    575588|00000000||I co zrobisz z tymi tytułami?
    575590|00000000||I co zrobisz z tymi ziemiami i tytułami?
    575592|00000000||No wezmę w posiadanie. Jest też oczywiście sprawa progenitury...
    575594|00000000||A co? Masz już na oku jakąś godną kandydatkę?
    575595|00000000||Drogi druhu, moje serce należy wszak do jednej jedynej – Priscilli zwanej Cyraneczką.
    575617|00000000||Serce to i może... Ale reszta anatomii...
    575619|00000000||A wypraszam sobie te insynuacje! Przypominam ci, że rozmawiasz z hrabią!
   1075523|00000000||Niech hrabia się nie unosi, tylko powie, co słychać u lubej.
   1075532|00000000||Dochodzi do siebie, dziękuję.
   1075534|00000000||Dochodzi...? Nie rozumiem.
   1075536|00000000||No tak... Ty przecież nie słyszałeś...
   1075538|00000000||Ktoś ją napadł. Wtedy, jak też byłeś w mieście. Była ranna... Poważnie.
   1075540|00000000||Ale, jak mówię, jest coraz lepiej. Wznowiła już nawet występy. Bogom niech będą dzięki...
   1075529|00000000||Dochodzi do siebie. Nawet zaczyna śpiewać... Ma teraz trochę niższy głos, chropawy... Ale to nawet do niej bardziej pasuje.
   1075546|00000000||Dzięki, że nam wtedy pomogłeś. To wiele dla mnie znaczy... Naprawdę.
   1075548|00000000||Od czego ma się przyjaciół.
   1075542|00000000||Przepraszam, że wam wtedy nie pomogłem. Musiałem...
   1075544|00000000||Daj spokój. Było, minęło.
   1075550|00000000||Pozdrów ją ode mnie.
   1075552|00000000||Pozdrowię, pozdrowię, nie bój się. Ucałuję nawet!
    570444|00000000||Idę na polowanie.
    571969|00000000||Idę polować na króliki. Jaskier, może dołączysz?
    571971|00000000||Potrawkę z królika to bym zjadł, nie powiem. Ale nie ja obiecywałem, że sobie rzyć z tej okazji odmrożę.
    571973|00000000||Zajmę się zbieraniem ziół. Nie ma dobrej potrawki z królika bez wygrzanego letnim słońcem tymianku i aromatycznego rozmarynu...
    571975|00000000||Pewno, tuż przed Yule rozmaryn rośnie na łąkach jak dziki.
    571977|00000000||Dlatego pójdę zbierać zioła w kuchni.
    575654|00000000||Ech, bywaj.
   1061558|00000000||Bez serca jesteście! To już nawet Nilfgaardczyki bardziej ludzkie były!
   1061560|00000000||He, he. Czarni to pewnie ci jeszcze płacili, co? Najbrzydsza nie jesteś...
   1061562|00000000||Chodź do domu, stara. Nie awanturuj się.
   1061564|00000000||He, he.
   1061553|00000000||Dwa worki ziarna, jeden worek kaszy, trzy kurczaki, jedna chuda koza.
   1061702|00000000||I to wszystko?
   1061704|00000000||Tak. Dwa razy sprawdzałem, czy nic nie pochowali.
   1061555|00000000||To sprawdźcie trzeci raz. No, jazda!
    574465|00000000||Znaczy się, wiedźmy palić będą.
    574466|00000000||A gdzie oni tu wiedźmy znajdą?
    574485|00000000||Znajdą, znajdą, ty się nie bój.
    584377|00000000||A ten wielmożny Dagborg to niby kto? Krewniak jakisik tamtego poprzedniego dziedzica?
    584379|00000000||Ja tam nie wim.
    575975|00000000||Co un mówi?
   1008572|00000000||Że nowe podatki będą.
    578012|00000000||Naprawdę cię to interesuje?
    578015|00000000||Naprawdę cię to interesuje?
    578018|00000000||No jasne. Sam mówiłeś, że gryf królewski trafia się rzadko.
    578020|00000000||Nie aż tak rzadko. Zanim wrócimy do Kaer Morhen, ubijemy pewnie ze dwa. Ale jeśli chcesz zobaczyć gniazdo, to jest tu na pagórku...
    578025|00000000||Chodźmy!
    578022|00000000||Powinniśmy pozbierać sidła.
    578031|00000000||Mysław sam pozbiera pułapki. A my może coś upolujemy po drodze.
    578065|00000000||Jeszcze dzisiaj rano króliki były sprawą życia i śmierci.
    578067|00000000||Tak naprawdę to chciałam po prostu iść z tobą na spacer.
    578069|00000000||No to chodźmy. Gniazdo jest tu, na pagórku. Możliwe, że truchło gryfa cały czas tam jest.
    578071|00000000||Mmm, cudownie!
    578011|00000000||Musimy pozbierać pułapki.
    577994|00000000||Odechciało ci się polować na króliki?
    577996|00000000||Trochę tak.
    577998|00000000||To co teraz?
    578000|00000000||Nic. Siedzę sobie i czekam na ciebie. Ładnie tu.
    578002|00000000||Poczekaj, aż zobaczysz Dol Blathanna zimą. I Góry Sine.
    578010|00000000||Poczekamy do odwilży i ruszymy na wschód. Chyba za bardzo się tu zasiedzieliśmy...
    578004|00000000||Miałeś mi pokazać to gniazdo gryfa, zanim wyjedziemy. Chodźmy teraz!
   1061583|00000000||Panie... Moje zboże...
   1061585|00000000||Nie przeszkadzaj, trwają działania wojskowe.
   1061726|00000000||Na moim polu? Wy wiecie, ile to zboże warte?
   1061587|00000000||Na pewno mniej niż skrzynka nilfgaardzkiego złota, którąśmy wykopali tuż przy miedzy.
   1061728|00000000||I coś mi się widzi, że jak dobrze pokopiemy, to znajdzie się więcej.
   1061730|00000000||Ale...
   1061732|00000000||Wynocha mi stąd! Ale nie oddalaj się od wioski.
   1061581|00000000||Głębiej kopać, głębiej!
   1061724|00000000||Macie sprawdzić każdy skrawek, jasne? I każdą zasraną krecią norę!
    458124|f759b018||Nilfgaardzki żołnierz
    577129|00000000||Wilkołak...
    552365|00000000||Brr, ale zimno.
    563748|00000000||Chodźmy.
    579546|00000000||Hm?
    578145|00000000||Dobra, dość tego. Chodźmy na ryby.
    578135|00000000||Ciri, o co ci chodzi?
    578138|00000000||Przepraszam. To po prostu... nie jest dobry moment.
    578141|00000000||Chcesz wracać do karczmy?
    578125|00000000||No co?
    577573|00000000||Gdyby był odrobinę szybszy, rozprułby ci ramię.
    577574|00000000||Ale nie był. Zabiliśmy go. O co ci chodzi?
    577575|00000000||Chciałaś się wyżyć. Jeśli będziesz tak nieostrożna, następnym razem...
    577576|00000000||Nie będzie następnego razu! Jasne!?
    577680|00000000||Będę improwizował. Poczekaj tu.
    577682|00000000||Petardami.
    577676|00000000||A niech mnie.
    577677|00000000||Wycofujemy się?
    577678|00000000||Nie ma mowy.
    578161|00000000||Dobrze wybraliśmy – w tym jeziorze muszą być szczupaki, leszcze albo klenie. Zjadłabyś klenia?
    578165|00000000||Mogłabym zjeść, ale co: chcesz czekać, aż on tu skończy?
    578167|00000000||Nie, wypłoszymy go.
    578171|00000000||Jak?
   1061579|00000000||Biedny Miłosz.
   1061773|00000000||Ja go tam nie żałuję. Zachciało mu się z Czarnymi trzymać.
   1061777|00000000||Hmm. Teraz już wiem, czemu miesiąc temu tak dziwnie na mnie spojrzał.
   1061775|00000000||Nilfgaardzkie skarby! A nam ani słóweczka nie powiedział.
   1061779|00000000||Ciekawe, co tam wykopią.
   1061571|00000000||Widziałaś, jak Redańczycy Miłoszowi pole bronują?
   1061573|00000000||Teraz? Całe zboże na marnację pójdzie!
   1061575|00000000||Pfff, zboże! Ponoć Nilfgaardczyki coś na tym polu zakopali i kazali pszenicą obsiać dla niepoznaki.
   1061769|00000000||Aaa!
   1061771|00000000||Chodź, popatrzymy, jak kopią.
    575860|00000000||Tam, w chacie...!
    575853|00000000||Pomocy, rozwiążcie mnie...
   1059138|00000000||Zatrzymajcie się! Proszę!
   1059141|00000000||O co chodzi?
   1059143|00000000||Żołnierze ich związali! W chacie!
   1062036|00000000||Kogo?
   1062038|00000000||Mojego ojca mają! I wuja Boguta! I Klimka! Poratujcie!
    578973|00000000||Jakbyś mi pokazał batystowe hajdawery z monogramem, może bym ci i uwierzył.
    578986|00000000||Albo byś powiedział, że je ukradłem.
    578988|00000000||He, he, he.
    578975|00000000||Głąby.
    578978|00000000||A ty nie miałeś przypadkiem gdzieś iść?
    578980|00000000||Miałem.
    578983|00000000||No dobra.
    579026|00000000||Gdzie się umówiliście?
    579028|00000000||Przy chacie myśliwego.
    579007|00000000||Jakbyś mi pokazał batystowe hajdawery z monogramem, może bym ci i uwierzył.
    579009|00000000||Albo byś powiedział, że je ukradłem.
    579011|00000000||He, he, he.
    579013|00000000||Głąby.
    579016|00000000||A ty nie miałeś przypadkiem gdzieś iść?
    579018|00000000||Miałem.
    579021|00000000||No dobra.
    579030|00000000||Gdzie się umówiliście?
    579032|00000000||Przy chacie myśliwego.
    579035|00000000||Podać jeszcze tej przepalanki, co żeście ją tak wczoraj chwalili?
    579037|00000000||Nie, muszę iść. Powiedziałem, że będę przy chacie myśliwego z samego rana.
    579039|00000000||Ano tak, pamiętam: polowanie na króliki.
    579041|00000000||Mhm.
    578990|00000000||Jakbyś mi pokazał batystowe hajdawery z monogramem, może bym ci i uwierzył.
    578992|00000000||Albo byś powiedział, że je ukradłem.
    578994|00000000||He, he, he.
    578996|00000000||Głąby.
    578920|00000000||Widzę, że koń jest w dobrych rękach.
   1074799|00000000||W najlepszych. Z powrotem u właściciela... Tęskno ci było, Dukat, co? Tęskno?
   1074801|00000000||Mhm. Jak cię zwietrzył, pognał tak, że mało ludzi nie potratował.
   1074803|00000000||A... Khem... A słyszałeś może, żeby ktoś za nim wołał „kurważ kostka”?
   1075628|00000000||Tylko jeden człowiek we wsi tak klnie... Mój sąsiad, Mirko. Dałem mu Dukata w opiekę... Muszę do niego iść, martwi się na pewno.
   1075631|00000000||Macie... To dla was. W podzięce, żeście pobiegli sprawdzić, co z Dukatem.
    578904|00000000||Widzę, że koń jest w dobrych rękach...
    578951|00000000||A na koniec i tak ten pomyleniec Radowid górą. Nawet prości żołnierze wiedzą, że czegoś mu nie dostaje.
   1075606|00000000||Ale może teraz będzie coś lepiej. Mówią, że kanclerz Dijkstra to mądry władca...
   1075608|00000000||Mądry. Cwany, nawet.
    578953|00000000||No, ale ciekawe, co sam w domu zastanę.
    578955|00000000||Zajęcia Novigradu przez cesarza nie widziałem, ale nie żałuję. Piękne miasto...
    578910|00000000||Długo cię nie było?
    578912|00000000||Rok niecały. Ale wydaje się, jakby to było dłużej.
    578924|00000000||Wcielili cię siłą do armii?
    578914|00000000||A skąd. Zachciało mi się wojowania. Myślałem, że przywiozę do domu coś więcej niż blizny na grzbiecie.
    578922|00000000||No, ale kawał świata zobaczyłem. Wielkie bitwy. Paru sławnych generałów z daleka. I dużo skurwysyństwa.
    578903|00000000||Długo cię nie było?
    578902|00000000||Po czyjej stronie walczyłeś?
    578906|00000000||Po czyjej stronie walczyłeś?
    578908|00000000||Jak większość: po swojej. Byle nie dać się zabić.
    578918|00000000||Za redańskiego orła czy cesarskie słońce tak samo się zdycha: w brudzie i smrodzie. Nie ma w tym żadnej chwały.
    578885|00000000||Pomyśleć, że ta szkapa poznała mnie po tych wszystkich latach...
    578899|00000000||Niegłupie są, przywiązują się. Zresztą ludzie też. Widziałem, jak oficerowie płakali po padłych koniach.
    578901|00000000||Ale wrzask bab i dzieci to ich jakoś nie wzruszał.
    578957|00000000||Czasem to aż we łbie się nie mieści. Cesarz własną armię ponoć wytruł. Ot, polityka.
    582809|00000000||Dzięki, żeś nas wyratował. Od początku chłopakom mówiłem, żeś jest równy gość i żeby ci tej łódki nie brać.
    583261|00000000||Podobno zajmujecie się teraz inwestycjami...
    583263|00000000||Tak, i postanowiliśmy zainwestować w majątek ruchomy. W dzisiejszych czasach...
    583265|00000000||...każdy złoty kielich się przyda, jasne.
    583267|00000000||Co z nim zrobiliście?
    583268|00000000||Już go nie mamy. Nadarzył się kupiec. Śmiesznie się nazywał, pan Zwierciadełko, czy jakoś tak. Ale płacił uczciwie.
    583274|00000000||Podzielilibyśmy się z tobą pieniędzmi, ale kradzionego byś pewnie nie tknął.
    583276|00000000||Nie tknąłby, zgadza się. Zdecydowanie.
    583286|00000000||Nie chcę waszych pieniędzy.
    583287|00000000||Ale się nadął, patrzcie. Urażony! Jakbyśmy mu gołe baby w oknach podglądać kazali.
    583290|00000000||Wiedźmini swój kodeks mają. Cudzego nie biorą, bab w karczmach nie podszczypują, na podróżnych nie napadają.
    583292|00000000||Zdarzają się wyjątki. W kwestii podróżnych.
    583294|00000000||Bywaj, wiedźminie.
    583278|00000000||Nie chcę waszych pieniędzy.
    583277|00000000||Skoro tak nalegacie, wezmę te pieniądze.
    583279|00000000||Skoro tak mnie namawiacie, to wezmę te pieniądze. Druhom nie odmówię.
    583281|00000000||Wiedźmińska etyka, tfu. Świat na psy schodzi, zaraza.
    583284|00000000||Dobrze, że chociaż tę krypę mu buchnęliśmy.
    582142|00000000||Kryć się! Idą po nas!
   1059837|00000000||Hrrr... Hę?
    583252|00000000||Co się dzieje?
    582143|00000000||O nas ani słowa!
    583244|00000000||Co tu robicie?
    583246|00000000||Przyjechaliśmy w interesach. Wiesz, ciężkie czasy. Wszędzie trzeba szukać zarobku.
    583249|00000000||W okolicy poszukiwali geodetów?
    583255|00000000||Przekwalifikowaliśmy się. Teraz jesteśmy inwestorami.
    583258|00000000||To znaczy?
    583179|00000000||Co tu robicie?
    583180|00000000||Ukradliście tę łódkę.
    583184|00000000||Ukradliście tę łódkę.
    583189|00000000||Pożyczyliśmy tylko. Przecież wiedzieliśmy, że to twoja. Myślisz, że byśmy druha tak bez mydła wychędożyli?
   1059839|00000000||Hrrrr... Hm? A to dobre... He, he. Hrrr...
    583192|00000000||Czyli teraz mi ją oddacie?
    583236|00000000||Bój się bogów, wiedźminie, po co ci łódka w tych chaszczach?
    583238|00000000||Dobra, nie było tematu.
    583996|00000000||Dobra. Wyłazić.
    583166|00000000||I jak tam, popływaliście sobie?
    582136|00000000||A ty dalej o tej dziurawej krypie z Wyspy Mgieł? Miałeś szczęście, że ty i ta mała nie chcieliście z nami płynąć.
    583171|00000000||Sami ledwo dotarliśmy do brzegu, taka była obciążona. I tak byście się nie zmieścili.
    583173|00000000||I śmierdziała rybim łajnem.
   1059835|00000000||Hrrrr...
    579282|00000000||Hehe! Ty nigdy nie nosiłeś mnie na barana w Kaer Morhen, pamiętasz? Tylko Vesemirowi się chciało.
    579280|00000000||Uhh!
    579284|00000000||Naprawdę musieliśmy zaczekać z nadrabianiem tego, aż tak przytyjesz?
    579287|00000000||Ha, ha.
    579289|00000000||Ha, ha.
    579292|00000000||Ciri?
    579294|00000000||Powinniśmy wracać.
    569886|00000000||Wielkie dzięki! Ja bym go za nic nie dogonił.
   1074807|00000000||Kurważ kostka! Kogo ja widzę? Hubrecht! No, to już wiem, czemu Dukat brykał, jakby go giez ugryzł!
   1074809|00000000||Dobrze cię widzieć, Mirko. Nic się nie zmieniłeś. Nic a nic.
   1074811|00000000||Wchodź do środka, rozdziej się, przy piecu usiądź! A ja Dukata przywiążę i skoczę po buteleczkę!
    578096|00000000||Poszła już.
    577477|00000000||Złościła się, że musi na mnie czekać?
    577478|00000000||Nie, ale już ją ciągnęło na pola. Sama naszykowała witerunek i nasmarowała sidła.
    577479|00000000||Byłby z niej dobry myśliwy, co?
    577480|00000000||A skąd. Za bardzo niecierpliwa.
    578109|00000000||Najchętniej pewnie gołymi rękami chwytałaby króliki i pchała do sideł, bo same to za wolno się łapią.
    577481|00000000||Gdzie poszła?
    578103|00000000||A tu, niedaleko.
