en_text,pl_text,cot,cot_few_shot,chrf_cot,bleu_cot,bertscore_cot,comet_cot,chrf_cot_few_shot,bleu_cot_few_shot,bertscore_cot_few_shot,comet_cot_few_shot
"I fixed the car, did you manage to fix your bike?","Naprawiłem samochód, czy udało ci się naprawić rower?","Naprawiłem samochód, a ty dałaś radę naprawić swój rower?","Naprawiłem samochód, czy udało ci się naprawić swój rower?",0.6304911947378281,0.06030725360407769,0.8675260543823242,0.9487210512161255,0.9323231450910411,0.7506238537503395,0.9848450422286987,0.9817556738853455
"I fixed the car, did you manage to fix your bike?","Naprawiłam samochód, czy udało ci się naprawić rower?",Czy udało Ci się naprawić Twój rower? Ja naprawiłam swój samochód.,"Naprawiłam samochód, proszę pana, a czy udało się panu naprawić rower?",0.6754760161661609,0.04740604259878138,0.8271092772483826,0.9423366785049438,0.7642369304048408,0.07175852914772135,0.8950414061546326,0.9157149791717529
"I fixed the car, did you manage to fix your bike?","Naprawiłem samochód, czy udało ci się naprawić rower?","Naprawiłem samochód, a ty dałeś radę naprawić swój rower?","Czy udało się Panu naprawić rower, skoro ja naprawiłem samochód?",0.6304911947378281,0.06030725360407769,0.8650990724563599,0.9536821246147156,0.6896924085870454,0.02777619034011792,0.8575485944747925,0.9366307258605957
"I fixed the car, did you manage to fix your bike?","Naprawiłam samochód, czy udało ci się naprawić rower?","Naprawiłam samochód, czy poradziła sobie pani z naprawą roweru?","Udało mi się naprawić samochód, a tobie jak poszło z rowerem?",0.6062628706880931,0.11868405219520975,0.8723690509796143,0.8971649408340454,0.4818800006822939,0.04411629359322707,0.8175159692764282,0.8864791989326477
"I read the whole book, did you finish reading yours?","Przeczytałem całą książkę, czy skończyłaś swoją?","Przeczytałem całą książkę, pani, czy Pani już skończyła swoją?","Przeczytałem całą książkę, a ty skończyłaś swoją?",0.7883321031453376,0.13485111859503685,0.9172582626342773,0.9236741065979004,0.8869070241487921,0.20556680845025987,0.9538085460662842,0.970807671546936
"I read the whole book, did you finish reading yours?","Przeczytałam całą książkę, czy skończyłeś swoją?","Przeczytałam całą książkę, proszę pana, czy skończył pan czytać swoją?","Przeczytałam całą książkę, panie X, czy skończył pan już czytać swoją?",0.8083117978860607,0.1186840521952098,0.8792479634284973,0.9199926257133484,0.8139509270266219,0.10600313379512592,0.8850093483924866,0.8793389201164246
"I read the whole book, did you finish reading yours?","Przeczytałem całą książkę, czy skończyłeś swoją?","Przeczytałem całą książkę, czy skończyłeś czytać swoją?",Czy skończyłeś już czytać swoją książkę?,0.9227117599260494,0.6434588841607617,0.9631770253181458,0.9693877696990967,0.49728752350967653,0.040824829046386304,0.8525518178939819,0.9328197240829468
"I read the whole book, did you finish reading yours?","Przeczytałam całą książkę, czy skończyłaś swoją?","Przeczytałam całą książkę, proszę pani, czy skończyła pani czytać swoją?","Przeczytałam już całą książkę, a ty? Jak ci idzie?",0.8280851215337885,0.1186840521952098,0.8814283013343811,0.9173347353935242,0.49474999281153426,0.056122223243057295,0.8554694652557373,0.9242796301841736
"I cooked dinner, did you bring the drinks?","Ugotowałem obiad, czy przyniosłaś napoje?",Czy pani przyniosła napoje? Ja ugotowałem kolację.,"Ugotowałem obiad, czy mogłabyś przynieść napoje?",0.5599959698811513,0.033031643180138064,0.8044884204864502,0.9544312357902527,0.7148177317631768,0.21711852081087685,0.9385298490524292,0.9538411498069763
"I cooked dinner, did you bring the drinks?","Ugotowałam obiad, czy przyniosłeś napoje?","Przygotowałam kolację, czy przyniosłeś napoje?","Ugotowałam kolację, czy przyniosłeś napoje?",0.7487404366198778,0.26591479484724945,0.8881976008415222,0.9765627980232239,0.784086269984078,0.28574404296988,0.9446008205413818,0.9782935976982117
"I cooked dinner, did you bring the drinks?","Ugotowałem obiad, czy przyniosłeś napoje?","Przygotowałem kolację, czy przyniosłeś coś do picia?","Ugotowałem kolację, czy przyniosłeś napoje?",0.5773982210965112,0.06985342056580097,0.8401252627372742,0.9509012699127197,0.784086269984078,0.28574404296988,0.9445092082023621,0.9775307178497314
"I cooked dinner, did you bring the drinks?","Ugotowałam obiad, czy przyniosłaś napoje?","Proszę pani, gotowałam kolację, czy mogłaby pani przynieść napoje?","Ugotowałam kolację, a czy ty przyniosłaś napoje?",0.4901201794842304,0.028517539529041507,0.7858408689498901,0.8905696272850037,0.7186215506221495,0.08307018474412793,0.9039708375930786,0.9587842226028442
"I watched that movie last night, did you like it?","Obejrzałem ten film wczoraj wieczorem, spodobał ci się?",Obejrzałem ten film wczoraj wieczorem. Czy ci się podobał?,Czy widziała pani ten film wczoraj wieczorem? Jak się pani podobał?,0.8209756925634455,0.3155984539112945,0.9035134315490723,0.9678131937980652,0.5780675195911272,0.09329460218997072,0.8112692832946777,0.9399763345718384
"I watched that movie last night, did you like it?","Obejrzałam ten film wczoraj wieczorem, spodobał ci się?","Oglądałam ten film wczoraj wieczorem, czy ci się podobał?","Obejrzałam ten film wczoraj wieczorem, czy ci się podobał?",0.7198981832227358,0.3155984539112945,0.8872408270835876,0.9603327512741089,0.8428881636688441,0.4671379777282001,0.9297476410865784,0.9740039110183716
"I watched that movie last night, did you like it?","Obejrzałem ten film wczoraj wieczorem, spodobał ci się?","Widziałem ten film wczoraj wieczorem, jak ci się podobał?",Obejrzałem ten film wczoraj wieczorem. Jak ci się podobał?,0.7198981832227358,0.3155984539112945,0.8823476433753967,0.9526066780090332,0.8209756925634455,0.3155984539112945,0.9077877998352051,0.95884108543396
"I watched that movie last night, did you like it?","Obejrzałam ten film wczoraj wieczorem, spodobał ci się?","Widziałam ten film wczoraj wieczorem, czy ci się podobał?","Obejrzałam ten film wczoraj wieczorem, czy tobie się spodobał?",0.7164331797577325,0.3155984539112945,0.8828384280204773,0.9589490294456482,0.8321112683854582,0.44632361378533286,0.9370694756507874,0.9798048734664917
"I cleaned the kitchen, did you take out the trash?","Posprzątałem kuchnię, czy wyniosłaś śmieci?","Posprzątałem kuchnię, czy ty wyniosłaś śmieci?","Posprzątałem kuchnię, czy mogłaś wyrzucić śmieci?",0.9471524505762283,0.25406637407730737,0.9831616878509521,0.9749409556388855,0.7198110612193888,0.21711852081087685,0.9350680112838745,0.9516924619674683
"I cleaned the kitchen, did you take out the trash?","Posprzątałam kuchnię, czy wyniosłeś śmieci?","Posprzątałam kuchnię, czy ty wyniosłeś śmieci?","Posprzątałam kuchnię, czy wyniosłeś śmieci?",0.9471524505762283,0.25406637407730737,0.9821611642837524,0.975568950176239,1.0,1.0,1.0,0.9871962070465088
"I cleaned the kitchen, did you take out the trash?","Posprzątałem kuchnię, czy wyniosłeś śmieci?","Posprzątałem kuchnię, czy wyrzuciłeś śmieci?","Posprzątałem kuchnię, stary, a ty wyrzuciłeś śmieci?",0.8213550097510027,0.28574404296988,0.9489724636077881,0.9609726667404175,0.7116550704323754,0.07730551756939454,0.8866369128227234,0.8839514255523682
"I cleaned the kitchen, did you take out the trash?","Posprzątałam kuchnię, czy wyniosłaś śmieci?","Posprzątałam kuchnię, czy ty wyniosłaś śmieci?","Posprzątałam kuchnię, czy wyniosłaś śmieci?",0.9471524505762283,0.25406637407730737,0.984197735786438,0.9718077778816223,1.0,1.0,1.0,0.9887598752975464
"I bought the tickets, did you remember to book the hotel?","Kupiłem bilety, czy pamiętałaś zarezerwować hotel?","Kupiłem bilety, czy zarezerwowałaś już hotel?","Kupiłem bilety, a ty pamiętałaś o zarezerwowaniu hotelu?",0.6616134635613704,0.21711852081087685,0.9386394619941711,0.9398757815361023,0.7210735179558124,0.06500593260343691,0.917740523815155,0.9598191976547241
"I bought the tickets, did you remember to book the hotel?","Kupiłam bilety, czy pamiętałeś zarezerwować hotel?","Kupiłam bilety, proszę, czy pamiętałeś zarezerwować hotel?","Kupiłam bilety, czy pamiętałeś o zarezerwowaniu hotelu?",0.9437801956462007,0.488923022434901,0.9563084244728088,0.9584158062934875,0.8277244714370866,0.41113361690051975,0.9490477442741394,0.9727938175201416
"I bought the tickets, did you remember to book the hotel?","Kupiłem bilety, czy pamiętałeś zarezerwować hotel?","Kupiłem bilety, czy pamiętałeś zarezerwować hotel?","Kupiłem bilety, czy pamiętałeś o zarezerwowaniu hotelu?",1.0,1.0,1.0,0.9856269359588623,0.8277244714370866,0.41113361690051975,0.9499416947364807,0.9763361811637878
"I bought the tickets, did you remember to book the hotel?","Kupiłam bilety, czy pamiętałaś zarezerwować hotel?","Kupiłam bilety, czy zarezerwowałaś już hotel?",Czy pamiętała Pani o zarezerwowaniu hotelu? Ja już kupiłam bilety.,0.6616134635613704,0.21711852081087685,0.9367061853408813,0.9470027089118958,0.6621138933793681,0.0,0.8285326361656189,0.9344897866249084
"I found the keys, did you find your wallet?","Znalazłem klucze, czy znalazłaś swój portfel?","Znalazłem klucze, czy znalazłaś swój portfel?","Znalazłem klucze, pani Anno, a czy pani znalazła swój portfel?",1.0,1.0,0.9999999403953552,0.9861917495727539,0.7547508697595012,0.06674094719041482,0.8879832029342651,0.9224762320518494
"I found the keys, did you find your wallet?","Znalazłam klucze, czy znalazłeś swój portfel?","Znalazłam klucze, czy ty znalazłeś swój portfel?","Znalazłam klucze, a ty znalazłeś swój portfel?",0.9486089109034087,0.274941620352113,0.9836904406547546,0.9763016104698181,0.8776686605633973,0.20556680845025987,0.9247754812240601,0.9677422046661377
"I found the keys, did you find your wallet?","Znalazłem klucze, czy znalazłeś swój portfel?",Czy pan znalazł swój portfel? Ja znalazłem klucze.,Imię,0.6823517175600897,0.05873949094699214,0.8260930180549622,0.9295750260353088,0.004578754578754662,0.0,0.6400502324104309,0.3323143422603607
"I found the keys, did you find your wallet?","Znalazłam klucze, czy znalazłaś swój portfel?","Znalazłam klucze, czy ty znalazłaś swój portfel?","Znalazłam twoje klucze, a ty znalazłaś swój portfel?",0.9486089109034087,0.274941620352113,0.9832200407981873,0.9767475724220276,0.798177634979079,0.1561969968460128,0.8888119459152222,0.9486497640609741
"I sent the email, did you call the client?","Wysłałem maila, czy zadzwoniłaś do klienta?",Wysłałem e-mail. Czy ty zadzwoniłaś do klienta?,Wysłałem e-mail. Czy mogłaś zadzwonić do klienta?,0.7488853574181707,0.17567205239427922,0.9136574864387512,0.9638209939002991,0.5922931321085397,0.07730551756939454,0.8977338075637817,0.9089106321334839
"I sent the email, did you call the client?","Wysłałam maila, czy zadzwoniłeś do klienta?","Wysłałam e-mail, czy ty dzwoniłeś do klienta?","Wysłałam e-mail do klienta, czy ty zadzwoniłeś do niego?",0.7046979492114228,0.08307018474412793,0.9327605366706848,0.9574046730995178,0.7317878088001927,0.06030725360407769,0.9198992252349854,0.960436999797821
"I sent the email, did you call the client?","Wysłałem maila, czy zadzwoniłeś do klienta?","Wysłałem e-mail, zrobiłeś telefon?","Wysłałem e-mail, a ty dzwoniłeś do klienta?",0.2927138911186738,0.04873039689743777,0.8265371918678284,0.7755937576293945,0.6766409729925135,0.07730551756939454,0.9036145210266113,0.9368095993995667
"I sent the email, did you call the client?","Wysłałam maila, czy zadzwoniłaś do klienta?","Wysłałam e-mail, czy dzwoniłaś do klienta?","Wysłałam e-mail, czy zadzwoniłaś do klienta?",0.7086492461288737,0.10266900960803409,0.9399201273918152,0.9628744721412659,0.8286698491975747,0.537284965911771,0.962091863155365,0.9755904674530029
"I finished the report, did you complete the presentation?","Skończyłem raport, czy ukończyłaś prezentację?","Skończyłem raport, czy ty skończyłaś prezentację?","Czy mogę spytać, czy pani już skończyła prezentację? Skoro ja skończyłem raport.",0.9047714590801149,0.21711852081087685,0.9394516348838806,0.9746121764183044,0.7011350024536916,0.020255986027125642,0.8115959167480469,0.888583779335022
"I finished the report, did you complete the presentation?","Skończyłam raport, czy ukończyłeś prezentację?","Skończyłam raport, czy ty skończyłeś prezentację?","Skończyłam raport, czy pan również skończył prezentację?",0.9047714590801149,0.21711852081087685,0.943496584892273,0.9750994443893433,0.7815354592673986,0.17567205239427922,0.9036098122596741,0.9557154178619385
"I finished the report, did you complete the presentation?","Skończyłem raport, czy ukończyłeś prezentację?","Skończyłem raport, czy skończyłeś prezentację?","Skończyłem raport, czy skończyłeś prezentację?",0.9093507960484853,0.28574404296988,0.9535093903541565,0.9759470224380493,0.9093507960484853,0.28574404296988,0.9535093903541565,0.9759470224380493
"I finished the report, did you complete the presentation?","Skończyłam raport, czy ukończyłaś prezentację?","Skończyłam raport, czy skończyłaś prezentację?",Czy skończyłyśmy już razem ten raport i czy jesteś gotowa z prezentacją?,0.9093507960484853,0.28574404296988,0.9417448043823242,0.9793159365653992,0.43110572692862936,0.017033186037639283,0.7987210750579834,0.8957964181900024
"I repaired the sink, did you fix the door?","Naprawiłem zlew, czy naprawiłaś drzwi?","Naprawiłem zlew, a ty naprawiłaś drzwi?","Naprawiłem zlew, czy naprawiłaś drzwi?",0.853766291125612,0.12209471671615688,0.9531987905502319,0.9573821425437927,1.0,1.0,1.0,0.9860405325889587
"I repaired the sink, did you fix the door?","Naprawiłam zlew, czy naprawiłeś drzwi?","Naprawiłam zlew, czy ty naprawiłeś drzwi?","Naprawiłam zlew, a ty co zrobiłeś z tymi drzwiami?",0.9384253613001506,0.25406637407730737,0.9834195375442505,0.975385844707489,0.5478919386811865,0.050712153369465586,0.8674243092536926,0.8968655467033386
"I repaired the sink, did you fix the door?","Naprawiłem zlew, czy naprawiłeś drzwi?","Naprawiłem kran, czy ty naprawiłeś drzwi?",Naprawiłem zlew. A czy pan może zajął się tymi drzwiami?,0.7355705084596332,0.10266900960803409,0.9417364001274109,0.9621577858924866,0.49406223321105064,0.025098621243978974,0.8246545195579529,0.7771334052085876
"I repaired the sink, did you fix the door?","Naprawiłam zlew, czy naprawiłaś drzwi?","Naprawiłam zlew, czy naprawiłaś drzwi?","Naprawiłam zlew, a ty? Czy zajęłaś się tymi drzwiami?",1.0,1.0,1.0,0.9870613217353821,0.5231970596668426,0.050712153369465586,0.8448735475540161,0.8667237162590027
"I wrote the letter, did you send it?","Napisałem list, czy go wysłałaś?","Napisałem list, czy ty go wysłałaś?",Czy mogłabyś być tak miła i wysłać ten list?,0.9231976430842543,0.25406637407730737,0.9841229319572449,0.9808586835861206,0.24425348881617717,0.0,0.7515245079994202,0.7191659212112427
"I wrote the letter, did you send it?","Napisałam list, czy go wysłałeś?","Czy pan wysłał ten list, który napisałam?","Czy wysłałeś ten list, który napisałam?",0.45721429415558473,0.033031643180138064,0.8278160095214844,0.9353456497192383,0.5300528928950928,0.040824829046386304,0.860071063041687,0.9432742595672607
"I wrote the letter, did you send it?","Napisałem list, czy go wysłałeś?","Czy wysłałeś ten list, który napisałem?","Napisałem ten list, panie X, czy byłby pan tak uprzejmy i wysłał go?",0.5300528928950928,0.040824829046386304,0.8673688173294067,0.9415960311889648,0.5101395845523461,0.020448007360218394,0.8345627784729004,0.7743033766746521
"I wrote the letter, did you send it?","Napisałam list, czy go wysłałaś?","Napisałam list, czy ty go wysłałaś?","Napisałam ten list, czy mogłabyś go wysłać?",0.9231976430842543,0.25406637407730737,0.983643651008606,0.9796938896179199,0.6440301510835343,0.08307018474412793,0.9104968309402466,0.9110929369926453
"I repaired my laptop, did you back up your files?","Naprawiłem laptopa, czy zrobiłaś kopię zapasową plików?",Naprawiłem mój laptop. Czy ty zrobiłeś/aś kopię zapasową swoich plików?,"Naprawiłem swój laptop, Pani Aniu, czy pomyślała Pani o zabezpieczeniu swoich ważnych plików?",0.6843969500043413,0.05307712171072445,0.8665832281112671,0.9569522738456726,0.4084921438555342,0.020448007360218394,0.7950596213340759,0.8577147126197815
"I repaired my laptop, did you back up your files?","Naprawiłam laptopa, czy zrobiłeś kopię zapasową plików?","Naprawiłam swój laptop, proszę Pana. Czy zrobił Pan kopię zapasową swoich plików?",Naprawiłam mój laptop. Czy ty zabezpieczyłeś swoje pliki?,0.6525474811710146,0.0428361950754725,0.8582269549369812,0.924577534198761,0.3607739566769948,0.02777619034011792,0.8153844475746155,0.8965671062469482
"I repaired my laptop, did you back up your files?","Naprawiłem laptopa, czy zrobiłeś kopię zapasową plików?",Naprawiłem swój laptop. Czy zrobiłeś kopię zapasową swoich plików?,Pan,0.7586174904694079,0.13485111859503685,0.9244704842567444,0.9682963490486145,0.0037537537537538374,0.0,0.5674295425415039,0.37232086062431335
"I repaired my laptop, did you back up your files?","Naprawiłam laptopa, czy zrobiłaś kopię zapasową plików?","Naprawiłam mój laptop, czy zrobiłaś kopię zapasową swoich plików?",imię,0.7992059291989495,0.3303164318013807,0.9518432021141052,0.973519504070282,0.01881269103276084,0.0,0.6045953035354614,0.3491961359977722
"I sent the documents you asked for yesterday, but you still haven't replied, could you please check your inbox?","Wysłałem wczoraj dokumenty, o które prosiłaś, ale nadal mi nie odpisałaś, czy mogłabyś sprawdzić swoją skrzynkę?","Wysłałem Ci dokumenty, o które prosiłaś wczoraj, ale nadal nie odpowiedziałaś. Czy mogłabyś sprawdzić swoją skrzynkę odbiorczą?","Wysłałem dokumenty, które prosiłaś wczoraj, ale nadal nie odpisałaś, czy mogłabyś sprawdzić swoją skrzynkę odbiorczą?",0.7642851882124376,0.11502783619900048,0.9020719528198242,0.9456767439842224,0.8236408181624452,0.3688861558761236,0.9403866529464722,0.9313963055610657
"I sent the documents you asked for yesterday, but you still haven't replied, could you please check your inbox?","Wysłałam wczoraj dokumenty, o które prosiłeś, ale nadal mi nie odpisałeś, czy mógłbyś sprawdzić swoją skrzynkę?","Wysłałam Ci dokumenty, o które prosiłeś wczoraj, ale nadal nie odpowiedziałeś. Czy mógłbyś sprawdzić swoją skrzynkę odbiorczą?","Wysłałam Ci dokumenty, o które prosiłeś wczoraj, ale nadal nie odpisałeś. Czy mógłbyś sprawdzić swoją skrzynkę mailową?",0.7617778063316303,0.11502783619900048,0.900644063949585,0.9462919235229492,0.8102567649866493,0.11502783619900048,0.9171390533447266,0.9553426504135132
"I sent the documents you asked for yesterday, but you still haven't replied, could you please check your inbox?","Wysłałem wczoraj dokumenty, o które prosiłeś, ale nadal mi nie odpisałeś, czy mógłbyś sprawdzić swoją skrzynkę?","Wysłałem dokumenty, o które prosiłeś wczoraj, ale nadal nie odpowiedziałeś. Czy mógłbyś proszę sprawdzić swoją skrzynkę odbiorczą?","Wysłałem dokumenty, o które prosiłeś wczoraj, ale nadal nie odpowiedziałeś. Czy mógłbyś sprawdzić swoją skrzynkę odbiorczą?",0.7337299709543942,0.09147827112247602,0.8942751288414001,0.9478151202201843,0.76338253323444,0.12300686288463772,0.9049610495567322,0.9483027458190918
"I sent the documents you asked for yesterday, but you still haven't replied, could you please check your inbox?","Wysłałam wczoraj dokumenty, o które prosiłaś, ale nadal mi nie odpisałaś, czy mogłabyś sprawdzić swoją skrzynkę?","Wysłałam dokumenty, o które prosiłaś wczoraj, ale nadal nie odpowiedziałaś. Czy mogłabyś sprawdzić swoją skrzynkę odbiorczą?","Wysłałam dokumenty, o które prosiłaś wczoraj, ale nadal nie odpowiedziałaś. Czy mogłabyś sprawdzić swoją skrzynkę odbiorczą?",0.7658784743634702,0.12300686288463772,0.9078115224838257,0.9495502710342407,0.7658784743634702,0.12300686288463772,0.9078115224838257,0.9495502710342407
"I stayed up all night preparing the presentation because you promised to help me, why didn't you show up?","Siedziałem całą noc przygotowując prezentację, bo obiecałaś, że mi pomożesz — dlaczego się nie pojawiłaś?","Nie spałem całą noc, przygotowując prezentację, bo obiecałaś mi pomóc. Dlaczego się nie pojawiłaś?","Przygotowywałem prezentację przez całą noc, ponieważ obiecałaś mi pomóc, dlaczego nie przyszłaś?",0.749348239871867,0.11894950231188761,0.8783522844314575,0.9434140920639038,0.46629809465587485,0.018760191497604554,0.8535553812980652,0.9422957301139832
"I stayed up all night preparing the presentation because you promised to help me, why didn't you show up?","Siedziałam całą noc przygotowując prezentację, bo obiecałeś, że mi pomożesz — dlaczego się nie pojawiłeś?","Nie spałam całą noc, przygotowując prezentację, bo obiecałeś mi pomóc, dlaczego więc nie przyszedłeś?","Nie spałam całą noc przygotowując prezentację, bo obiecałeś mi pomóc, dlaczego się nie pojawiłeś?",0.6359699609239644,0.08134851786759212,0.877379834651947,0.9346114993095398,0.7904573400707672,0.4257110866884422,0.9150664806365967,0.9375893473625183
"I stayed up all night preparing the presentation because you promised to help me, why didn't you show up?","Siedziałem całą noc przygotowując prezentację, bo obiecałeś, że mi pomożesz — dlaczego się nie pojawiłeś?","Nie spałem całą noc, przygotowując prezentację, bo obiecałeś mi pomóc. Dlaczego się nie pojawiłeś?","Nie spałem całą noc przygotowując prezentację, bo obiecałeś mi pomóc, dlaczego nie przyszedłeś?",0.749348239871867,0.11894950231188761,0.8822164535522461,0.9467816948890686,0.6591979519144271,0.2788569356565234,0.8828402161598206,0.9393095374107361
"I stayed up all night preparing the presentation because you promised to help me, why didn't you show up?","Siedziałam całą noc przygotowując prezentację, bo obiecałaś, że mi pomożesz — dlaczego się nie pojawiłaś?","Nie spałam całą noc, przygotowując prezentację, bo obiecałaś mi pomóc. Dlaczego nie przyszłaś?","Przygotowywałam prezentację przez całą noc, bo obiecałaś mi pomóc, dlaczego nie przyszłaś?",0.6140282823815668,0.07840638936780465,0.8706616163253784,0.9414283037185669,0.4889647685054715,0.01983648738620906,0.865818440914154,0.9453666806221008
"I bought everything for the party and decorated the room, were you able to invite all our friends?","Kupiłem wszystko na przyjęcie i udekorowałem pokój, czy udało ci się zaprosić wszystkich naszych przyjaciół?","Zrobiłem zakupy i udekorowałem pokój na imprezę, czy udało ci się zaprosić wszystkich naszych znajomych?","Kupiłem wszystko na imprezę i udekorowałem pokój, czy udało ci się zaprosić wszystkich naszych przyjaciół?",0.6310921388362846,0.4546697236991713,0.8945461511611938,0.9342582821846008,0.8882957134429725,0.8003203203844999,0.9747681021690369,0.9644172787666321
"I bought everything for the party and decorated the room, were you able to invite all our friends?","Kupiłam wszystko na przyjęcie i udekorowałam pokój, czy udało ci się zaprosić wszystkich naszych przyjaciół?",Czy udało Ci się zaprosić wszystkich naszych przyjaciół? Kupiłam wszystko na imprezę i udekorowałam pokój.,Czy udało ci się zaprosić wszystkich naszych przyjaciół?,0.799941588895302,0.3703046833819061,0.9076736569404602,0.9501871466636658,0.5228045696271199,0.3505377780030811,0.8566803336143494,0.7236534357070923
"I bought everything for the party and decorated the room, were you able to invite all our friends?","Kupiłem wszystko na przyjęcie i udekorowałem pokój, czy udało ci się zaprosić wszystkich naszych przyjaciół?","Kupiłem wszystko na imprezę i udekorowałem pokój, udało ci się zaprosić wszystkich naszych znajomych?","Kupiłem wszystko na imprezę i udekorowałem pokój, czy udało ci się zaprosić wszystkich naszych przyjaciół?",0.7209740126499738,0.4965828319998831,0.9305445551872253,0.9504365921020508,0.8882957134429725,0.8003203203844999,0.9747681021690369,0.9644172787666321
"I bought everything for the party and decorated the room, were you able to invite all our friends?","Kupiłam wszystko na przyjęcie i udekorowałam pokój, czy udało ci się zaprosić wszystkich naszych przyjaciół?","Zrobiłam zakupy i udekorowałam pokój na imprezę, czy udało ci się zaprosić wszystkich naszych znajomych?","Przygotowałam wszystko na imprezę i udekorowałam pokój, czy udało ci się zaprosić wszystkich naszych znajomych?",0.6310921388362846,0.4546697236991713,0.8958168029785156,0.9374412894248962,0.7395220826635581,0.6729864884660303,0.9268161058425903,0.9554789066314697
