en_text,pl_text,bielik_translation,mixtral-8x22B_translation,llama3.1_translation,google_translation,chrf_bielik_translation,bleu_bielik_translation,bertscore_bielik_translation,comet_bielik_translation,chrf_mixtral-8x22B_translation,bleu_mixtral-8x22B_translation,bertscore_mixtral-8x22B_translation,comet_mixtral-8x22B_translation,chrf_llama3.1_translation,bleu_llama3.1_translation,bertscore_llama3.1_translation,comet_llama3.1_translation,chrf_google_translation,bleu_google_translation,bertscore_google_translation,comet_google_translation
Mhm. Guess I gotta investigate…,Mhm. A więc śledztwo...,Mhm. Chyba muszę zainwestygować...," ""Mhm. Zgaduję, że muszę to zbadać..."" jest w języku polskim: ""Hm. Zgaduję, że muszę to zbadać..."".","Mhm. Wygląda na to, że muszę to zbadać…",Mhm. Chyba muszę to zbadać…,0.1953288957418129,0.08034284189446518,0.7654927372932434,0.6244601607322693,0.1686490690446857,0.0,0.6400126814842224,0.5620611906051636,0.13774908293752872,0.02777619034011792,0.6886451244354248,0.7597449421882629,0.12764720898279747,0.05372849659117709,0.7003248929977417,0.8184431195259094
Elemental Empires - by Gianbattista.,"„Mocarstwa żywiołów”, Gianbattista.","Empire Surowców - autor: Gianbattista. (""Empire"" is a brand name, so I left it untranslated.)

---
To translate ""Elemental Empires"" into Polish, I would say ""Empire of Elements"". By maintaining the name Empire as it is (since it's a trademark) and translating ""elements"" into ""surowców"", I got ""Empire of Surowców"". Here's the translated sentence without explanations:

---

Elemental Empires - author: Gianbattista.
Empire of Surowców - autor: Gianbattista."," ""Elemental Empires - przez Gianbattistę.""",Cesarstwa Elementalne - autorstwa Gianbattisty.,Imperia Żywiołów - autorstwa Gianbattisty.,0.20736923353144243,0.0026744824235784732,0.5829857587814331,0.3870352506637573,0.30793885850919817,0.0,0.712683916091919,0.6053456664085388,0.4057292214000239,0.0,0.7147874236106873,0.6665673851966858,0.5122728013469462,0.0,0.7815304398536682,0.7337323427200317
"Swords, eh? Have it your way.",Na miecze? Jak chcesz.,"Miecze, co? Miej po swojemu."," Miecze, no tak. Niech tak będzie według ciebie.","Miecze, niech tak będzie.","Miecze, co? Zrób to po swojemu.",0.18957926699862182,0.0,0.7762457132339478,0.6449459791183472,0.22257546153004082,0.0,0.7397157549858093,0.6430458426475525,0.21851662979027206,0.0,0.7763845324516296,0.586887538433075,0.18753760830247387,0.0,0.7653427720069885,0.6467898488044739
"Who, then?",To kto?,Kto więc?, 'Kto więc?',A któż zatem?,Kto zatem?,0.11269644334160471,0.0,0.7734957337379456,0.9612361192703247,0.10898919753086428,0.0,0.7257891893386841,0.9216572642326355,0.10722610722610731,0.0,0.8138999342918396,0.8985897302627563,0.1108116202455826,0.0,0.8019399046897888,0.9481871128082275
"Greetings, White One.","Witaj, białowłosy.","Pozdrowienia, Biały."," Witaj, Biały.","""Zdrowienia, Biała Jedno.""","Witaj, Biały.",0.15870632294200912,0.0,0.7184799313545227,0.7372189164161682,0.33280033818216337,0.1495348781221221,0.7929980158805847,0.7454146146774292,0.13471778958187128,0.0,0.6506543159484863,0.49776217341423035,0.33280033818216337,0.1495348781221221,0.7929980158805847,0.7454155087471008
"Got back your stolen horn - and I, uh, killed the thieves.",Odzyskałem skradziony róg – i zabiłem złodziei.,"Odzyskałeś skradziony róg - a ja, eh, zabiłem złodziei."," Odzyskałeś swój skradziony róg - a ja, uh, zabiłem złodziei.","Odzyskałem Twoi skradzioną róg i, eh, zabiłem zlodziei.","Odzyskałem twój skradziony róg - i, uhm, zabiłem złodziei.",0.7758018851826214,0.07171781507224269,0.8457131385803223,0.8644452691078186,0.7679737221457374,0.06311969078225892,0.8565024733543396,0.8524497151374817,0.6341688246442896,0.03655552228545124,0.8588624596595764,0.6437293887138367,0.7993221653062537,0.07583235673413397,0.8905082941055298,0.8676305413246155
The guest room. Come.,Chodźmy do pokoju gościnnego.,Gospodarz. Przyjdź. (Translation of the given phrase into Polish without any explanations.), Pokój gościnny. Chodź.,Pokój gościnny. Proszę.,Pokój gościnny. Przyjdź.,0.13905184936864465,0.0,0.6025446057319641,0.4009220600128174,0.33580059983134186,0.0,0.7940464615821838,0.7775521874427795,0.23719296697303097,0.0,0.7677736878395081,0.711397111415863,0.24948501279738744,0.0,0.786022424697876,0.755064070224762
"Enter. Jarl's still speakin' to his seer, but they should finish soon.",Wejdź. Jarl rozmawia jeszcze z wróżem. Zaraz powinien skończyć.,"Wchodź. Jarl nadal rozmawia ze swoim wróżbitą, ale powinni skończyć wkrótce."," Wchodź. Jarl wciąż rozmawia ze swoim prorokiem, ale powinni skończyć wkrótce.","Wejdź. Jarla wciąż rozmawia z jego wróżką, ale powinni niedługo skończyć.","Wejdź. Jarl wciąż rozmawia ze swoim jasnowidzem, ale niedługo powinni skończyć.",0.4317489468348688,0.022416933501922302,0.8524267673492432,0.9001997113227844,0.4059983613640426,0.022416933501922302,0.8430381417274475,0.8708351850509644,0.4908787393142812,0.026658376817028855,0.8624624609947205,0.8751732707023621,0.4759549980101779,0.04740604259878138,0.8529073596000671,0.9123599529266357
Save me!,Ratunku!,Ratuj mnie!, Zapisz mnie!,Ratuj mnie!,Ratuj mnie!,0.27721038686813665,0.0,0.814073383808136,0.9087313413619995,0.06024096385542179,0.0,0.7429622411727905,0.6427105069160461,0.27721038686813665,0.0,0.814073383808136,0.9087313413619995,0.27721038686813665,0.0,0.814073383808136,0.9087313413619995
We learned something about Ciri.,Dowiedzieliśmy się czegoś o Ciri.,Dowiedzieliśmy się czegoś o Ciri., Wiedzieliśmy coś o Ciri.,Poznaliśmy co nieco o Cirze.,Dowiedzieliśmy się czegoś o Ciri.,1.0,1.0,1.0,0.9881466627120972,0.5441814078377872,0.13232169883599026,0.9119513630867004,0.8836573958396912,0.21766571754638483,0.05372849659117709,0.8543211817741394,0.8533807396888733,1.0,1.0,1.0,0.9881466627120972
We're gonna choke and die.,A mogliśmy zostać na uczcie.,Zadławimy się i umrzemy., Będziemy dusić się i umierać.,Zdusimy się i zemrzemy.,Udusimy się i umrzemy.,0.09173032956002906,0.0,0.7142713665962219,0.5592175126075745,0.10463257351224163,0.0,0.7636317014694214,0.5150778889656067,0.08505824708764569,0.0,0.7016202807426453,0.5816873908042908,0.07832939322301032,0.0,0.7088974118232727,0.5324220657348633
Go to the wake with me?,Zechcesz mi towarzyszyć na uczcie?,Chodź ze mną na czuwanie?, Idź ze mną na pogrzeb?,Pójdź ze mną na czuwanie?,Pójdziesz ze mną na stypę?,0.1217167049316603,0.05372849659117709,0.7414140105247498,0.6435766220092773,0.06986077804423135,0.05372849659117709,0.7360728979110718,0.8285744786262512,0.11026195120886534,0.05372849659117709,0.7360720634460449,0.6442071199417114,0.10967678871801324,0.05372849659117709,0.7300302386283875,0.6982035040855408
"Told ye, he's a witcher, a cunning man. He knows these things!","Mówiłem ci, że to wiedźmin. Czarownik. Wie takie rzeczy.","Mówiłem wam, że to wiedźmin, przebiegły człowiek. On się na tych rzeczach zna!"," Powiedziałem, on jest wiedźminem, sprytnym mężczyzną. On wie te rzeczy!","Powiedziałem wam, że on jest wiedźminem, cwaniakiem. On wie o tym!","Mówiłem ci, że to wiedźmin, przebiegły człowiek. On takie rzeczy wie!",0.44051319076731676,0.036362270465000714,0.8248474597930908,0.8984753489494324,0.3269851587120543,0.0,0.7957784533500671,0.8268430829048157,0.2803759020370164,0.018850319022747353,0.7936579585075378,0.7540702223777771,0.6433141132196106,0.24808415001701817,0.8760440945625305,0.934868574142456
Think the djinn killed him?,To dżinn go zabił?,"Myślisz, że dżin go zabił?"," Myślisz, że dżin zabił go?","Czy myślisz, że dżin go zabił?","Myślisz, że zabił go dżin?",0.586988023650314,0.11362193664674995,0.898568332195282,0.9396030902862549,0.33253382647109636,0.0,0.8786959648132324,0.9358499646186829,0.5741591741591742,0.08633400213704504,0.8796769976615906,0.9263187050819397,0.3834055188985432,0.05372849659117709,0.8566363453865051,0.9253994822502136
Come. There's a ledge outside this window. We must pass along it.,Podejdź tutaj. Wyjdziemy przez okno i dalej przedostaniemy się po gzymsie.,Chodź. Jest parapet na zewnątrz tego okna. Musimy przejść po nim., Przyjdź. Jest poziom poza tym oknem. Musimy nim przejść.,Chodź. Jest tam parapec obok tego okna. Musimy przejść tędy.,Chodź. Za tym oknem jest półka. Musimy przejść wzdłuż niej.,0.1790609820400608,0.018850319022747353,0.7206804752349854,0.742419958114624,0.17768566831860041,0.0,0.7495294213294983,0.6705971956253052,0.1694554403213729,0.0,0.7424077987670898,0.6528272032737732,0.1780206566360064,0.0,0.7245886921882629,0.7424931526184082
Love.,Na miłość.,Miłość., Miłość.,Miłość.,Miłość.,0.5180241762792206,0.0,0.9039806127548218,0.7552807927131653,0.5180241762792206,0.0,0.9039806127548218,0.7552807927131653,0.5180241762792206,0.0,0.9039806127548218,0.7552807927131653,0.5180241762792206,0.0,0.9039806127548218,0.7552807927131653
"Thanks, mate. Fayrlund - you know the place? I've me forge there. Come and visit, I'll have a reward for ye.","Dzięki, chłopie... Wiesz, gdzie jest Ferlund? Mam tam kuźnię. Wpadnij w odwiedziny, a dam ci coś w nagrodę.","Dzięki, kumplu. Fayrlund - znasz to miejsce? Mam tam swoją kuźnię. Wpadnij z wizytą, czeka na ciebie nagroda."," Dzięki, kolego. Fayrlund - czy znasz to miejsce? Mam tam swoją kuźnię. Zawitaj, przygotuję nagrodę dla Ciebie.","Dziękuję, kolego. Fayrlund - znasz to miejsce? Mam tam swoją kuźnię. Przyjdź i odwiedź mnie, będę miał dla ciebie nagrodę.","Dzięki, kolego. Fayrlund - znasz to miejsce? Mam tam kuźnię. Przyjdź i odwiedź, będę miał dla ciebie nagrodę.",0.38193366685626945,0.0341599190576228,0.8083971738815308,0.884009838104248,0.3183192852517181,0.02727540537444931,0.7851471900939941,0.8905501961708069,0.3465354845932187,0.024218026052883736,0.7583350539207458,0.8966341018676758,0.3914098979686071,0.060745880708766846,0.785850465297699,0.9056755900382996
Welcome to the Temple of Freya. I'm Kurisu. How can I help?,Witaj w świątyni Freyji. Jestem Kurisu. W czym mogę ci pomóc?,Witaj w świątyni Freyi. Jestem Kurisu. W czym mogę pomóc?, Witamy w Świątyni Freji. Jestem Kurisu. W jaki sposób mogę pomóc?,Witaj w Świątyni Freyi. Jestem Kurisu. W jaki sposób mogę Ci pomóc?,Witaj w Temple of Freya. Jestem Kurisu. Jak mogę pomóc?,0.8375316365539892,0.4895914832758051,0.981139600276947,0.9654122591018677,0.6008194674517267,0.11094660471566163,0.8928754925727844,0.91680908203125,0.6443735252441339,0.11530568323789493,0.9296417832374573,0.9490264654159546,0.4527677940315778,0.06320598870573935,0.9294678568840027,0.883805513381958
"And a most humble greeting to you, sir. Name's Karl, but Whistling Whacker they call me.","Kłaniam się uniżenie. Jestem Karl, zwany Świszczącą Pałą.","I najbardziej pokorne pozdrowienia dla pana, sir. Nazywam się Karl, ale wołają mnie Gwiżdżący Łobuz."," I na najbardziej skromne pozdrowienia dla Pana. Mam na imię Karl, ale nazywają mnie Gwizdającym Przedewniqiem.","""A najpokorniejsze pozdrowienia dla ciebie , panie. Nazywam się Karl, ale zwą mnie Wiśniakiem.""","I najskromniejsze pozdrowienia dla pana. Nazywam się Karl, ale nazywają mnie Whistling Whacker.",0.23665577864464746,0.015718877363021206,0.7105370759963989,0.6616183519363403,0.20421842321299186,0.012300686288463768,0.7064921855926514,0.5841541886329651,0.24214722041813116,0.0169861974906263,0.668449878692627,0.6345643997192383,0.2349409842543644,0.018476860420522198,0.6899687647819519,0.6013209223747253
Berserkers… But how'd they come to be here?,Berserkowie... Tylko skąd się tutaj wzięli?,Berserkowie... Ale jak się tutaj znaleźli?, 'Berserkerzy... Ale jak się znaleźli tu?',Szałowcy... Ale jakim sposobem się tu znaleźli?,Berserkerzy... Ale skąd się tu wzięli?,0.5167356445065632,0.09554427922043669,0.9160625338554382,0.95085209608078,0.24127814651596965,0.040824829046386304,0.8298231959342957,0.900087296962738,0.19508341320974357,0.033031643180138064,0.8160033226013184,0.8807582259178162,0.47723741157336713,0.09554427922043669,0.939177930355072,0.9706308841705322
Dammit. Probably marked one of the villagers.,Zraza. Pewnie naznaczył kogoś w wiosce.,Cholera. Prawdopodobnie oznaczył jednego z mieszkańców wsi., Śmierdź. Prawdopodobnie zaznaczono jednego z mieszkańców wioski.,Cholera. Prawdopodobnie oznaczyłem jednego z mieszkańców wioski.,Do cholery. Prawdopodobnie oznaczył jednego z mieszkańców wioski.,0.29178279467550905,0.0,0.71797114610672,0.5598477721214294,0.2924338504038299,0.0,0.7455369234085083,0.5450448989868164,0.33143128847861364,0.0,0.7331328392028809,0.581650972366333,0.3172994747311121,0.0,0.7505133748054504,0.701233983039856
You've seen Udalryk. It won't be an easy fight.,Widziałaś Udalryka. To nie będzie łatwa walka.,Widziałeś Udalryka. To nie będzie łatwa walka., Ty widziałeś Udalryka. Nie będzie to łatwa walka.,'Widziałeś Udalryka. Nie będzie to łatwa walka.',Widziałeś Udalryka. To nie będzie łatwa walka.,0.9043908353118879,0.8091067115702212,0.9891095757484436,0.9662128686904907,0.664549738530875,0.06985342056580097,0.9476111531257629,0.9478635787963867,0.6869836277449249,0.043472087194499145,0.9167643189430237,0.9464008212089539,0.9043908353118879,0.8091067115702212,0.9891095757484436,0.9662128686904907
"Clouds obscure the sky and turmoil grips the sea. Defend us, Great Mother.","Niebo jest pochmurne, a morze wzburzone. Matko, stań w naszej obronie.","Chmury przesłaniają niebo i nawałnica włada morzem. Broń nas, Wielka Matko."," Chmury ukrywają niebo, a zamęt ogarnia morze. Bronią nas, Wielka Maciorze.","Chmury przesłaniają niebo, a morze ogarnia zawiej. Obroń nas, Wielka Matko.","Chmury przesłaniają niebo, a zamęt ogarnia morze. Broń nas, Wielka Matko.",0.252062523218233,0.0,0.7383773326873779,0.8523277640342712,0.2493860923133876,0.018850319022747353,0.7308201789855957,0.664530336856842,0.291636821138707,0.03986357128268015,0.7500731945037842,0.8379893898963928,0.2669191073248873,0.018850319022747353,0.7480069994926453,0.8664164543151855
Water Hag,Baba wodna,Wodna Wiedźma, Wodna Wiedźma,Wodnik Wodna Zjawa,Wodna wiedźma,0.22196382553409424,0.0,0.7730019092559814,0.6041789650917053,0.22196382553409424,0.0,0.7730019092559814,0.6041789650917053,0.2650689317603591,0.0,0.7419479489326477,0.725460946559906,0.25996529377263977,0.0,0.7766247987747192,0.6651402115821838
What is it? That a name?,O co chodzi? To jakieś imię?,Co to jest? Czy to imię?, Co to jest? To imię?,Co to jest? To nazwa?,Co to jest? To imię?,0.1773150429928043,0.040824829046386304,0.8550085425376892,0.936206042766571,0.20367852938409223,0.05231223689135342,0.8596681952476501,0.9170645475387573,0.10593918252659328,0.0439891724758422,0.8331525921821594,0.8573554158210754,0.20367852938409223,0.05231223689135342,0.8596681952476501,0.9170628786087036
It's not drowners this time. It's Cerys. I'm looking for her.,"Tym razem nie chodzi o utopce, tylko o Cerys. Szukam jej.",To nie są nurki tym razem. To Cerys. Szukam jej., Nie są to tym razem topielce. To Cerys. Szukam jej.,To nie topielec tym razem. To Cerys. Szukam jej.,Tym razem to nie utopce. To Cerys. Szukam jej.,0.4796859321551779,0.10156297514737136,0.8164926767349243,0.7983397841453552,0.494520557237862,0.10156297514737136,0.8205097913742065,0.735799252986908,0.5077982732847383,0.10212149527580384,0.7993394732475281,0.7430872321128845,0.5644517244054007,0.12507277759788113,0.8698603510856628,0.8836131691932678
"Hm, now that you mentioned him… just noticed Hjalmar's not here.",Skoro już się zgadało... Nie widzę wśród was Hjalmara.,"Hm, teraz gdy o nim wspomniałeś... właśnie zauważyłem, że Hjalmara tu nie ma."," Hm, teraz, gdy wspomniałeś o nim... dopiero zauważyłem, że Hjalmar nie jest tutaj.","Chyba teraz gdy o nim wspomniałeś... zauważyłem, że Hjalmara nie ma tutaj.","Hm, skoro o nim wspomniałeś… właśnie zauważyłem, że Hjalmara tu nie ma.",0.23887163925503396,0.0,0.7269673347473145,0.8057299852371216,0.23174202648230538,0.0,0.7145673632621765,0.787036120891571,0.23633022212845867,0.0,0.7246068716049194,0.7500738501548767,0.238333296871312,0.0,0.6958439946174622,0.8092528581619263
"Sorry, not interested.",Nie jestem zainteresowany.,"Przepraszam, nie jestem zainteresowany."," Przepraszam, nie jestem zainteresowany.","Przepraszam, nie jestem zainteresowany/a.","Przykro mi, nie jestem zainteresowany.",0.9025296934147594,0.16990442448471224,0.8980520367622375,0.940473735332489,0.9025296934147594,0.16990442448471224,0.8980520367622375,0.940473735332489,0.8572562529673527,0.08034284189446518,0.824641227722168,0.9156950116157532,0.9105938264633915,0.11362193664674995,0.9049897789955139,0.9349076151847839
He probably thought they'd take him someplace safe.,"Pewnie myślał, że zabiorą go w bezpieczne miejsce.","Prawdopodobnie sądził, że zabiorą go w jakieś bezpieczne miejsce."," Prawdopodobnie myślał, że zabiorą go gdzieś w bezpieczne miejsce.","Prawdopodobnie myślał, że zabiorą go w bezpieczne miejsce.","Pewnie myślał, że zabiorą go w jakieś bezpieczne miejsce.",0.6837741196869658,0.3549481056010053,0.8892756700515747,0.9583611488342285,0.8446429459122505,0.43167001068522526,0.9272034764289856,0.9553807377815247,0.9154428642974078,0.8408964152537145,0.9407994747161865,0.9586822390556335,0.9227117599260494,0.6606328636027614,0.9675485491752625,0.9708431959152222
What?,Co?,Co?, Co?,Co?,Co?,0.5,0.1778279410038923,0.9999998211860657,0.9946805834770203,0.5,0.1778279410038923,0.9999998211860657,0.9946804642677307,0.5,0.1778279410038923,0.9999998211860657,0.9946805834770203,0.5,0.1778279410038923,0.9999998211860657,0.9946805834770203
"I know you feel better, but you're yet too week to embark on a journey.","Wiem, że czujesz się lepiej, ale jesteś jeszcze zbyt słaba, żeby wyruszać w podróż.","Wiem, że czujesz się lepiej, ale jesteś wciąż zbyt słaby, aby wyruszyć w podróż."," Wiem, że czujesz się lepiej, ale jesteś jeszcze za słaby, aby wyruszyć w podróż.","Wiem, że czujesz się lepiej, ale jeszcze jesteś zbyt słaby aby ruszyć w podróż.","Wiem, że czujesz się lepiej, ale jesteś jeszcze za słaby, żeby wyruszyć w podróż.",0.7217259799639256,0.4913270548144421,0.9518861770629883,0.9339389801025391,0.7887162827985357,0.5622008276590377,0.9555993676185608,0.934008002281189,0.7419741691184765,0.42610827239170174,0.9509491324424744,0.9307848215103149,0.8273769322943766,0.5757575636202255,0.9658820629119873,0.9361051321029663
Wouldn't mind a look at your stock.,Chętnie się rozejrzę.,Nie miałbym nic przeciwko rzuceniu okiem na twój zapas., Nie miałbym nic przeciwko odglądaniu Twoich zapasów.,"Nie miałbym nic przeciwko, gdybym mógł zobaczyć twoje zapasy.",Nie miałbym nic przeciwko obejrzeniu Twoich akcji.,0.139084921195013,0.0,0.6993621587753296,0.7016675472259521,0.1243720177801525,0.0,0.6987218260765076,0.6875708103179932,0.12787883845126843,0.0,0.6921761631965637,0.6409338116645813,0.17565870770635375,0.0,0.7086853384971619,0.7103021144866943
Silence. 'Tis her decision.,Milczcie. To jej decyzja.,Cisza. To jej decyzja., 'Cisza. To jej decyzja.',Milczenie. To jej decyzja.,Cisza. To jej decyzja.,0.6111021282779754,0.3976353643835253,0.9169967174530029,0.9483062624931335,0.6048054051077855,0.16990442448471224,0.8521090149879456,0.9472504258155823,0.8072197557346629,0.3976353643835253,0.937082827091217,0.9658384919166565,0.6111021282779754,0.3976353643835253,0.9169967174530029,0.9483062624931335
"The witcher known as the White Wolf, I know. They tell stories about you every day 'round here. Lookin' for an open seat at the table?","Wiedźmin zwany Białym Wilkiem, wiem. Już zdążyli cię tu obgadać. Szukasz wolnego miejsca przy stole?","""Biały Wilk,"" znam te opowieści. Co dzień tutaj o was mówią. ""Szukasz wolnego miejsca przy stole?"""," Translation: 'Wiedźmin znany jako Biały Wilk, znam. Mówią o tobie historie każdego dnia w tych okolicach. Szukasz miejsca przy stole?'","""Wiedźmin zwanym Białym Wilkiem znam. Opowiadają o tobie każdego dnia tu wszędzie. Szukasz wolnego miejsca przy stole?""","Wiedźmin znany jako Biały Wilk, wiem. Opowiadają o tobie historie każdego dnia &#39;w okolicy. Szukasz wolnego miejsca przy stole?",0.45595160347517627,0.06087895024805787,0.7657942771911621,0.7791879177093506,0.443553011203956,0.02253741272267485,0.7829261422157288,0.6356345415115356,0.6451645858934021,0.1584450133726893,0.8378164172172546,0.8210964798927307,0.5659482220656695,0.2061477352156375,0.8014492988586426,0.6366499066352844
